OBJNR,STAT,INACT
OK00000010620002,I0001,X
OK00000010620003,I0001,X
OK00000010620004,I0001,X
OK00000010620005,I0001,X
OK00000010620006,I0001,X
OK00000010620007,I0001,X
OK00000010630001,I0001,X
OK00000010630002,I0001,X
OK00000010800002,I0001,X
OK00000010800003,I0001,X
OK00000010800004,I0001,X
OK00000010800005,I0001,X
OK00000010800006,I0001,X
OK00000010800007,I0001,X
OK00000010800008,I0001,X
OK00000010800009,I0001,X
OK00000010800010,I0001,X
OR000000200001,I0001,X
OR000000200000,I0001,X
OK00000011960005,I0001,X
OK00000011960006,I0001,X
OK00000011960007,I0001,X
OK00000011960008,I0001,X
OK00000011960009,I0001,X
OK00000011970001,I0001,X
OK00000011970002,I0001,X
OK00000011970003,I0001,X
OK00000011970004,I0001,X
OK00000011970005,I0001,X
OK00000011970006,I0001,X
OK00000011970007,I0001,X
OK00000011970008,I0001,X
OK00000011970009,I0001,X
OK00000011980001,I0001,X
OK00000011980002,I0001,X
OK00000011980003,I0001,X
OK00000011980004,I0001,X
OK00000011980005,I0001,X
OK00000011980006,I0001,X
OK00000011980007,I0001,X
OK00000011980008,I0001,X
OK00000011980009,I0001,X
OK00000011980010,I0001,X
OK00000011990001,I0001,X
OK00000011990002,I0001,X
OK00000011990003,I0001,X
OK00000011990004,I0001,X
OK00000011990005,I0001,X
OK00000011990006,I0001,X
OK00000011990007,I0001,X
OK00000011990008,I0001,X
OK00000011990009,I0001,X
OK00000011990010,I0001,X
OK00000012000001,I0001,X
OK00000012000002,I0001,X
OK00000012000003,I0001,X
OK00000012000004,I0001,X
OK00000012000005,I0001,X
OK00000012000006,I0001,X
OK00000012000007,I0001,X
OK00000012000008,I0001,X
OK00000012000009,I0001,X
OK00000012000010,I0001,X
OK00000012010001,I0001,X
OK00000012010002,I0001,X
OK00000012010003,I0001,X
OK00000012010004,I0001,X
OK00000012010005,I0001,X
OK00000012010006,I0001,X
OK00000012010007,I0001,X
OK00000012020001,I0001,X
OK00000012020002,I0001,X
OK00000012020003,I0001,X
OK00000012020004,I0001,X
OK00000012020005,I0001,X
OK00000012020006,I0001,X
OK00000012020007,I0001,X
OK00000012030001,I0001,X
OK00000012030002,I0001,X
OK00000012030003,I0001,X
OK00000012030004,I0001,X
OK00000012030005,I0001,X
OK00000012030006,I0001,X
OK00000012030007,I0001,X
OK00000012150001,I0001,X
OK00000012150002,I0001,X
OK00000012150003,I0001,X
OK00000012150004,I0001,X
OK00000012150005,I0001,X
OK00000012150006,I0001,X
OK00000012150007,I0001,X
OK00000012150008,I0001,X
OK00000012150009,I0001,X
OK00000012160001,I0001,X
OK00000012160002,I0001,X
OK00000012160003,I0001,X
OK00000012160004,I0001,X
OK00000012160005,I0001,X
OK00000012160006,I0001,X
OK00000012160007,I0001,X
OK00000012160008,I0001,X
OK00000012160009,I0001,X
OK00000012170001,I0001,X
OK00000012170002,I0001,X
OK00000012170003,I0001,X
OK00000012170004,I0001,X
OK00000012170005,I0001,X
OK00000012170006,I0001,X
OK00000012170007,I0001,X
OK00000012170008,I0001,X
OK00000012170009,I0001,X
OK00000012180001,I0001,X
OK00000012180002,I0001,X
OK00000012180003,I0001,X
OK00000012180004,I0001,X
OK00000012180005,I0001,X
OK00000012180006,I0001,X
OK00000012180007,I0001,X
OK00000012180008,I0001,X
OK00000012180009,I0001,X
OK00000012180010,I0001,X
OK00000012190001,I0001,X
OK00000012190002,I0001,X
OK00000012190003,I0001,X
OK00000012190004,I0001,X
OK00000012190005,I0001,X
OK00000012190006,I0001,X
OK00000012190007,I0001,X
OK00000012190008,I0001,X
OK00000012190009,I0001,X
OK00000012190010,I0001,X
OK00000012200001,I0001,X
OK00000012200002,I0001,X
OK00000012200003,I0001,X
OK00000012200004,I0001,X
OK00000012200005,I0001,X
OK00000012200006,I0001,X
OK00000012200007,I0001,X
OK00000012200008,I0001,X
OK00000012200009,I0001,X
OK00000012200010,I0001,X
OK00000012210001,I0001,X
OK00000012210002,I0001,X
OK00000012210003,I0001,X
OK00000012210004,I0001,X
OK00000012210005,I0001,X
OK00000012210006,I0001,X
OK00000012210007,I0001,X
OK00000012220001,I0001,X
OK00000012220002,I0001,X
OK00000012220003,I0001,X
OK00000012220004,I0001,X
OK00000012220005,I0001,X
OK00000012220006,I0001,X
OK00000012220007,I0001,X
OK00000012230001,I0001,X
OK00000012230002,I0001,X
OK00000012230003,I0001,X
OK00000012230004,I0001,X
OK00000012230005,I0001,X
OK00000012230006,I0001,X
OK00000012230007,I0001,X
OK00000012350001,I0001,X
OK00000012350002,I0001,X
OK00000012350003,I0001,X
OK00000012350004,I0001,X
OK00000012350005,I0001,X
OK00000012350006,I0001,X
OK00000012350007,I0001,X
OK00000012350008,I0001,X
OK00000012350009,I0001,X
OK00000012360001,I0001,X
OK00000012360002,I0001,X
OK00000012360003,I0001,X
OK00000012360004,I0001,X
OK00000012360005,I0001,X
OK00000012360006,I0001,X
OK00000012360007,I0001,X
OK00000012360008,I0001,X
OK00000012360009,I0001,X
OK00000012370001,I0001,X
OK00000012370002,I0001,X
OK00000012370003,I0001,X
OK00000012370004,I0001,X
OK00000012370005,I0001,X
OK00000012370006,I0001,X
OK00000012370007,I0001,X
OK00000012370008,I0001,X
OK00000012370009,I0001,X
OK00000012380001,I0001,X
OK00000012380002,I0001,X
OK00000012380003,I0001,X
OK00000012380004,I0001,X
OK00000012380005,I0001,X
OK00000012380006,I0001,X
OK00000012380007,I0001,X
OK00000012380008,I0001,X
OK00000012380009,I0001,X
OK00000012380010,I0001,X
OK00000012390001,I0001,X
OK00000012390002,I0001,X
OK00000012390003,I0001,X
OK00000012390004,I0001,X
OK00000012390005,I0001,X
OK00000012390006,I0001,X
OK00000012390007,I0001,X
OK00000012390008,I0001,X
OK00000012390009,I0001,X
OK00000012390010,I0001,X
OK00000012400001,I0001,X
OK00000012400002,I0001,X
OK00000012400003,I0001,X
OK00000012400004,I0001,X
OK00000012400005,I0001,X
OK00000012400006,I0001,X
OK00000012400007,I0001,X
OK00000012400008,I0001,X
OK00000012400009,I0001,X
OK00000012400010,I0001,X
OK00000012410001,I0001,X
OK00000012410002,I0001,X
OK00000012410003,I0001,X
OK00000012410004,I0001,X
OK00000012410005,I0001,X
OK00000012410006,I0001,X
OK00000012410007,I0001,X
OK00000012420001,I0001,X
OK00000012420002,I0001,X
OK00000012420003,I0001,X
OK00000012420004,I0001,X
OK00000012420005,I0001,X
OK00000012420006,I0001,X
OK00000012420007,I0001,X
OK00000012430001,I0001,X
OK00000012430002,I0001,X
OK00000012430003,I0001,X
OK00000012430004,I0001,X
OK00000012430005,I0001,X
OK00000012430006,I0001,X
OK00000012430007,I0001,X
OK00000012440001,I0001,X
OK00000012440002,I0001,X
OK00000012440003,I0001,X
OK00000012440004,I0001,X
OK00000012440005,I0001,X
OK00000012440006,I0001,X
OK00000012440007,I0001,X
OK00000012440008,I0001,X
OK00000012440009,I0001,X
OK00000012450001,I0001,X
OK00000012450002,I0001,X
OK00000012450003,I0001,X
OK00000012450004,I0001,X
OK00000012450005,I0001,X
OK00000012450006,I0001,X
OK00000012450007,I0001,X
OK00000012450008,I0001,X
OK00000012450009,I0001,X
OK00000012460001,I0001,X
OK00000012460002,I0001,X
OK00000012460003,I0001,X
OK00000012460004,I0001,X
OK00000012460005,I0001,X
OK00000012460006,I0001,X
OK00000012460007,I0001,X
OK00000012460008,I0001,X
OK00000012460009,I0001,X
OK00000012470001,I0001,X
OK00000012470002,I0001,X
OK00000012470003,I0001,X
OK00000012470004,I0001,X
OK00000012470005,I0001,X
OK00000012470006,I0001,X
OK00000012470007,I0001,X
OK00000012470008,I0001,X
OK00000012470009,I0001,X
OK00000012470010,I0001,X
OK00000012480001,I0001,X
OK00000012480002,I0001,X
OK00000012480003,I0001,X
OK00000012480004,I0001,X
OK00000012480005,I0001,X
OK00000012480006,I0001,X
OK00000012480007,I0001,X
OK00000012480008,I0001,X
OK00000012480009,I0001,X
OK00000012480010,I0001,X
OK00000012490001,I0001,X
OK00000012490002,I0001,X
OK00000012490003,I0001,X
OK00000012490004,I0001,X
OK00000012490005,I0001,X
OK00000012490006,I0001,X
OK00000012490007,I0001,X
OK00000012490008,I0001,X
OK00000012490009,I0001,X
OK00000012490010,I0001,X
OK00000012500001,I0001,X
OK00000012500002,I0001,X
OK00000012500003,I0001,X
OK00000012500004,I0001,X
OK00000012500005,I0001,X
OK00000012500006,I0001,X
OK00000012500007,I0001,X
OK00000012510001,I0001,X
OK00000012510002,I0001,X
OK00000012510003,I0001,X
OK00000012510004,I0001,X
OK00000012510005,I0001,X
OK00000012510006,I0001,X
OK00000012510007,I0001,X
OK00000012520001,I0001,X
OK00000012520002,I0001,X
OK00000012520003,I0001,X
OK00000012520004,I0001,X
OK00000012520005,I0001,X
OK00000012520006,I0001,X
OK00000012520007,I0001,X
OK00000012550001,I0001,X
OK00000012550002,I0001,X
OK00000012550003,I0001,X
OK00000012550004,I0001,X
OK00000012550005,I0001,X
OK00000012550006,I0001,X
OK00000012550007,I0001,X
OK00000012550008,I0001,X
OK00000012550009,I0001,X
OK00000012560001,I0001,X
OK00000012560002,I0001,X
OK00000012560003,I0001,X
OK00000012560004,I0001,X
OK00000012560005,I0001,X
OK00000012560006,I0001,X
OK00000012560007,I0001,X
OK00000012560008,I0001,X
OK00000012560009,I0001,X
OK00000012570001,I0001,X
OK00000012570002,I0001,X
OK00000012570003,I0001,X
OK00000012570004,I0001,X
OK00000012570005,I0001,X
OK00000012570006,I0001,X
OK00000012570007,I0001,X
OK00000012570008,I0001,X
OK00000012570009,I0001,X
OK00000012580001,I0001,X
OK00000012580002,I0001,X
OK00000012580003,I0001,X
OK00000012580004,I0001,X
OK00000012580005,I0001,X
OK00000012580006,I0001,X
OK00000012580007,I0001,X
OK00000012580008,I0001,X
OK00000012580009,I0001,X
OK00000012580010,I0001,X
OK00000012590001,I0001,X
OK00000012590002,I0001,X
OK00000012590003,I0001,X
OK00000012590004,I0001,X
OK00000012590005,I0001,X
OK00000012590006,I0001,X
OK00000012590007,I0001,X
OK00000012590008,I0001,X
OK00000012590009,I0001,X
OK00000012590010,I0001,X
OK00000012600001,I0001,X
OK00000012600002,I0001,X
OK00000012600003,I0001,X
OK00000012600004,I0001,X
OK00000012600005,I0001,X
OK00000012600006,I0001,X
OK00000012600007,I0001,X
OK00000012600008,I0001,X
OK00000012600009,I0001,X
OK00000012600010,I0001,X
OK00000012610001,I0001,X
OK00000012610002,I0001,X
OK00000012610003,I0001,X
OK00000012610004,I0001,X
OK00000012610005,I0001,X
OK00000012610006,I0001,X
OK00000012610007,I0001,X
OK00000012620001,I0001,X
OK00000012620002,I0001,X
OK00000012620003,I0001,X
OK00000012620004,I0001,X
OK00000012620005,I0001,X
OK00000012620006,I0001,X
OK00000012620007,I0001,X
OK00000012630001,I0001,X
OK00000012630002,I0001,X
OK00000012630003,I0001,X
OK00000012630004,I0001,X
OK00000012630005,I0001,X
OK00000012630006,I0001,X
OK00000012630007,I0001,X
OK00000012750001,I0001,X
OK00000012750002,I0001,X
OK00000012750003,I0001,X
OK00000012750004,I0001,X
OK00000012750005,I0001,X
OK00000012750006,I0001,X
OK00000012750007,I0001,X
OK00000012750008,I0001,X
OK00000012750009,I0001,X
OK00000012760001,I0001,X
OK00000012760002,I0001,X
OK00000012760003,I0001,X
OK00000012760004,I0001,X
OK00000012760005,I0001,X
OK00000012760006,I0001,X
OK00000012760007,I0001,X
OK00000012760008,I0001,X
OK00000012760009,I0001,X
OK00000012770001,I0001,X
OK00000012770002,I0001,X
OK00000012770003,I0001,X
OK00000012770004,I0001,X
OK00000012770005,I0001,X
OK00000012770006,I0001,X
OK00000012770007,I0001,X
OK00000012770008,I0001,X
OK00000012770009,I0001,X
OK00000012780001,I0001,X
OK00000012780002,I0001,X
OK00000012780003,I0001,X
OK00000012780004,I0001,X
OK00000012780005,I0001,X
OK00000012780006,I0001,X
OK00000012780007,I0001,X
OK00000012780008,I0001,X
OK00000012780009,I0001,X
OK00000012780010,I0001,X
OK00000012790001,I0001,X
OK00000012790002,I0001,X
OK00000012790003,I0001,X
OK00000012790004,I0001,X
OK00000012790005,I0001,X
OK00000012790006,I0001,X
OK00000012790007,I0001,X
OK00000012790008,I0001,X
OK00000012790009,I0001,X
OK00000012790010,I0001,X
OK00000012800001,I0001,X
OK00000012800002,I0001,X
OK00000012800003,I0001,X
OK00000012800004,I0001,X
OK00000012800005,I0001,X
OK00000012800006,I0001,X
OK00000012800007,I0001,X
OK00000012800008,I0001,X
OK00000012800009,I0001,X
OK00000012800010,I0001,X
OK00000012810001,I0001,X
OK00000012810002,I0001,X
OK00000012810003,I0001,X
OK00000012810004,I0001,X
OK00000012810005,I0001,X
OK00000012810006,I0001,X
OK00000012810007,I0001,X
OK00000012820001,I0001,X
OK00000012820002,I0001,X
OK00000012820003,I0001,X
OK00000012820004,I0001,X
OK00000012820005,I0001,X
OK00000012820006,I0001,X
OK00000012820007,I0001,X
OK00000012830001,I0001,X
OK00000012830002,I0001,X
OK00000012830003,I0001,X
OK00000012830004,I0001,X
OK00000012830005,I0001,X
OK00000012830006,I0001,X
OK00000012830007,I0001,X
OK00000012950001,I0001,X
OK00000012950002,I0001,X
OK00000012950003,I0001,X
OK00000012950004,I0001,X
OK00000012950005,I0001,X
OK00000012950006,I0001,X
OK00000012950007,I0001,X
OK00000012950008,I0001,X
OK00000012950009,I0001,X
OK00000012960001,I0001,X
OK00000012960002,I0001,X
OK00000012960003,I0001,X
OK00000012960004,I0001,X
OK00000012960005,I0001,X
OK00000012960006,I0001,X
OK00000012960007,I0001,X
OK00000012960008,I0001,X
OK00000012960009,I0001,X
OK00000012970001,I0001,X
OK00000012970002,I0001,X
OK00000012970003,I0001,X
OK00000012970004,I0001,X
OK00000012970005,I0001,X
OK00000012970006,I0001,X
OK00000012970007,I0001,X
OK00000012970008,I0001,X
OK00000012970009,I0001,X
OK00000012980001,I0001,X
OK00000012980002,I0001,X
OK00000012980003,I0001,X
OK00000012980004,I0001,X
OK00000012980005,I0001,X
OK00000012980006,I0001,X
OK00000012980007,I0001,X
OK00000012980008,I0001,X
OK00000012980009,I0001,X
OK00000012980010,I0001,X
OK00000012990001,I0001,X
OK00000012990002,I0001,X
OK00000012990003,I0001,X
OK00000012990004,I0001,X
OK00000012990005,I0001,X
OK00000012990006,I0001,X
OK00000012990007,I0001,X
OK00000012990008,I0001,X
OK00000012990009,I0001,X
OK00000012990010,I0001,X
OK00000013000001,I0001,X
OK00000013000002,I0001,X
OK00000013000003,I0001,X
OK00000013000004,I0001,X
OK00000013000005,I0001,X
OK00000013000006,I0001,X
OK00000013000007,I0001,X
OK00000013000008,I0001,X
OK00000013000009,I0001,X
OK00000013000010,I0001,X
OK00000013010001,I0001,X
OK00000013010002,I0001,X
OK00000013010003,I0001,X
OK00000013010004,I0001,X
OK00000013010005,I0001,X
OK00000013010006,I0001,X
OK00000013010007,I0001,X
OK00000013020001,I0001,X
OK00000013020002,I0001,X
OK00000013020003,I0001,X
OK00000013020004,I0001,X
OK00000013020005,I0001,X
OK00000013020006,I0001,X
OK00000013020007,I0001,X
OK00000013030001,I0001,X
OK00000013030002,I0001,X
OK00000013030003,I0001,X
OK00000013030004,I0001,X
OK00000013030005,I0001,X
OK00000013030006,I0001,X
OK00000013030007,I0001,X
OK00000013150001,I0001,X
OK00000013150002,I0001,X
OK00000013150003,I0001,X
OK00000013150004,I0001,X
OK00000013150005,I0001,X
OK00000013150006,I0001,X
OK00000013150007,I0001,X
OK00000013150008,I0001,X
OK00000013150009,I0001,X
OK00000013160001,I0001,X
OK00000013160002,I0001,X
OK00000013160003,I0001,X
OK00000013160004,I0001,X
OK00000013160005,I0001,X
OK00000013160006,I0001,X
OK00000013160007,I0001,X
OK00000013160008,I0001,X
OK00000013160009,I0001,X
OK00000013170001,I0001,X
OK00000013170002,I0001,X
OK00000013170003,I0001,X
OK00000013170004,I0001,X
OK00000013170005,I0001,X
OK00000013170006,I0001,X
OK00000013170007,I0001,X
OK00000013170008,I0001,X
OK00000013170009,I0001,X
OK00000013180001,I0001,X
OK00000013180002,I0001,X
OK00000013180003,I0001,X
OK00000013180004,I0001,X
OK00000013180005,I0001,X
OK00000013180006,I0001,X
OK00000013180007,I0001,X
OK00000013180008,I0001,X
OK00000013180009,I0001,X
OK00000013180010,I0001,X
OK00000013190001,I0001,X
OK00000013190002,I0001,X
OK00000013190003,I0001,X
OK00000013190004,I0001,X
OK00000013190005,I0001,X
OK00000013190006,I0001,X
OK00000013190007,I0001,X
OK00000013190008,I0001,X
OK00000013190009,I0001,X
OK00000013190010,I0001,X
OK00000013200001,I0001,X
OK00000013200002,I0001,X
OK00000013200003,I0001,X
OK00000013200004,I0001,X
OK00000013200005,I0001,X
OK00000013200006,I0001,X
OK00000013200007,I0001,X
OK00000013200008,I0001,X
OK00000013200009,I0001,X
OK00000013200010,I0001,X
OK00000013210001,I0001,X
OK00000013210002,I0001,X
OK00000013210003,I0001,X
OK00000013210004,I0001,X
OK00000013210005,I0001,X
OK00000013210006,I0001,X
OK00000013210007,I0001,X
OK00000013220001,I0001,X
OK00000013220002,I0001,X
OK00000013220003,I0001,X
OK00000013220004,I0001,X
OK00000013220005,I0001,X
OK00000013220006,I0001,X
OK00000013220007,I0001,X
OK00000013230001,I0001,X
OK00000013230002,I0001,X
OK00000013230003,I0001,X
OK00000013230004,I0001,X
OK00000013230005,I0001,X
OK00000013230006,I0001,X
OK00000013230007,I0001,X
OK00000013560001,I0001,X
OK00000013440001,I0001,X
OK00000013470001,I0001,X
OK00000013470002,I0001,X
OK00000013550001,I0001,X
OK00000013550002,I0001,X
OK00000013550003,I0001,X
OK00000013550004,I0001,X
OK00000013550005,I0001,X
OK00000013550006,I0001,X
OK00000013550007,I0001,X
OK00000013550008,I0001,X
OK00000013550009,I0001,X
OK00000013550010,I0001,X
OK00000013610001,I0001,X
OK00000014030001,I0001,X
OK00000014030002,I0001,X
OK00000014020001,I0001,X
OK00000014020002,I0001,X
OK00000014040001,I0001,X
OK00000014040002,I0001,X
OK00000014060001,I0001,X
OK00000014060002,I0001,X
OK00000014060003,I0001,X
OK00000014060004,I0001,X
OK00000014060005,I0001,X
OK00000014060006,I0001,X
OK00000014060007,I0001,X
OK00000014060008,I0001,X
OK00000014060009,I0001,X
OK00000014060010,I0001,X
OK00000014060011,I0001,X
OK00000014060012,I0001,X
OK00000014490001,I0001,X
OK00000014490002,I0001,X
OK00000014490003,I0001,X
OK00000014490004,I0001,X
OK00000014490005,I0001,X
OK00000014490006,I0001,X
OK00000014490007,I0001,X
OK00000014490008,I0001,X
OK00000014490009,I0001,X
OK00000014490010,I0001,X
OK00000014490011,I0001,X
OK00000014490012,I0001,X
OK00000014630001,I0001,X
OK00000014630002,I0001,X
OK00000014630003,I0001,X
V2RELEASED    00000345,I0001,X
V2RELEASED    00000346,I0001,X
V2RELEASED    00000347,I0001,X
V2RELEASED    00000348,I0001,X
V2RELEASED    00000349,I0001,X
V2RELEASED    00000350,I0001,X
V2RELEASED    00000351,I0001,X
V2RELEASED    00000352,I0001,X
V2RELEASED    00000353,I0001,X
V2RELEASED    00000354,I0001,X
V2RELEASED    00000356,I0001,X
V2RELEASED    00000357,I0001,X
V2RELEASED    00000358,I0001,X
V2RELEASED    00000359,I0001,X
V2RELEASED    00000360,I0001,X
V2RELEASED    00000361,I0001,X
V2RELEASED    00000362,I0001,X
V2RELEASED    00000363,I0001,X
V2RELEASED    00000364,I0001,X
V2RELEASED    00000365,I0001,X
V2RELEASED    00000369,I0001,X
V2RELEASED    00000370,I0001,X
V2RELEASED    00000371,I0001,X
V2RELEASED    00000372,I0001,X
V2RELEASED    00000373,I0001,X
V2RELEASED    00000374,I0001,X
V2RELEASED    00000375,I0001,X
V2RELEASED    00000376,I0001,X
V2RELEASED    00000377,I0001,X
V2RELEASED    00000378,I0001,X
V2RELEASED    00000379,I0001,X
V2RELEASED    00000380,I0001,X
V2RELEASED    00000381,I0001,X
V2RELEASED    00000382,I0001,X
V2RELEASED    00000383,I0001,X
V2RELEASED    00000403,I0001,X
V2RELEASED    00000404,I0001,X
V2RELEASED    00000405,I0001,X
V2RELEASED    00000406,I0001,X
V2RELEASED    00000407,I0001,X
V2RELEASED    00000408,I0001,X
V2RELEASED    00000409,I0001,X
V2RELEASED    00000410,I0001,X
V2RELEASED    00000411,I0001,X
V2RELEASED    00000412,I0001,X
V2RELEASED    00000413,I0001,X
V2RELEASED    00000414,I0001,X
V2RELEASED    00000415,I0001,X
V2RELEASED    00000416,I0001,X
V2RELEASED    00000417,I0001,X
V2RELEASED    00000418,I0001,X
V2RELEASED    00000419,I0001,X
V2RELEASED    00000420,I0001,X
V2RELEASED    00000421,I0001,X
V2RELEASED    00000422,I0001,X
V2RELEASED    00000423,I0001,X
V2RELEASED    00000424,I0001,X
V2RELEASED    00000425,I0001,X
V2RELEASED    00000426,I0001,X
V2RELEASED    00000427,I0001,X
V2RELEASED    00000428,I0001,X
V2RELEASED    00000429,I0001,X
V2RELEASED    00000430,I0001,X
IE000000000010000345,I0099,X
IE000000000010000346,I0099,X
IE000000000010000347,I0099,X
IE000000000010000348,I0099,X
IE000000000010000349,I0099,X
IE000000000010000350,I0099,X
IE000000000010000351,I0099,X
IE000000000010000352,I0099,X
IE000000000010000353,I0099,X
IE000000000010000354,I0099,X
IE000000000010000355,I0099,X
IE000000000010000356,I0099,X
IE000000000010000357,I0099,X
IE000000000010000358,I0099,X
IE000000000010000359,I0099,X
IE000000000010000360,I0099,X
IE000000000010000361,I0099,X
IE000000000010000362,I0099,X
IE000000000010000363,I0099,X
IE000000000010000364,I0099,X
IE000000000010000365,I0099,X
IE000000000010000366,I0099,X
IE000000000010000367,I0099,X
IE000000000010000368,I0099,X
IE000000000010000369,I0099,X
IE000000000010000370,I0099,X
IE000000000010000371,I0099,X
IE000000000010000372,I0099,X
IE000000000010000373,I0099,X
IE000000000010000374,I0099,X
IE000000000010000375,I0099,X
IE000000000010000376,I0099,X
IE000000000010000377,I0099,X
IE000000000010000378,I0099,X
IE000000000010000379,I0099,X
IE000000000010000380,I0099,X
IE000000000010000381,I0099,X
IE000000000010000382,I0099,X
IE000000000010000383,I0099,X
IE000000000010000384,I0099,X
IE000000000010000385,I0099,X
IE000000000010000386,I0099,X
IE000000000010000387,I0099,X
IE000000000010000388,I0099,X
IE000000000010000389,I0099,X
IE000000000010000390,I0099,X
IE000000000010000391,I0099,X
IE000000000010000392,I0099,X
IE000000000010000393,I0099,X
IE000000000010000394,I0099,X
IE000000000010000395,I0099,X
IE000000000010000396,I0099,X
IE000000000010000397,I0099,X
IE000000000010000398,I0099,X
IE000000000010000399,I0099,X
IE000000000010000400,I0099,X
IE000000000010000401,I0099,X
IE000000000010000402,I0099,X
IE000000000010000403,I0099,X
IE000000000010000404,I0099,X
IE000000000010000405,I0099,X
IE000000000010000406,I0099,X
IE000000000010000407,I0099,X
IE000000000010000408,I0099,X
IE000000000010000409,I0099,X
IE000000000010000520,I0099,X
IE000000000010000521,I0099,X
IE000000000010000522,I0099,X
IE000000000010000523,I0099,X
IE000000000010000524,I0099,X
IE000000000010000525,I0099,X
IE000000000010000526,I0099,X
IE000000000010000527,I0099,X
IE000000000010000528,I0099,X
IE000000000010000529,I0099,X
IE000000000010000530,I0099,X
IE000000000010000531,I0099,X
IE000000000010000532,I0099,X
IE000000000010000535,I0099,X
IE000000000010000536,I0099,X
IE000000000010000537,I0099,X
IE000000000010000538,I0099,X
IE000000000010000539,I0099,X
IE000000000010000540,I0099,X
IE000000000010000541,I0099,X
IE000000000010000542,I0099,X
IE000000000010000543,I0099,X
IE000000000010000544,I0099,X
IE000000000010000545,I0099,X
IE000000000010000546,I0099,X
IE000000000010000547,I0099,X
IE000000000010000548,I0099,X
IE000000000010000549,I0099,X
IE000000000010000550,I0099,X
IE000000000010000551,I0099,X
IE000000000010000552,I0099,X
IE000000000010000553,I0099,X
IE000000000010000554,I0099,X
IE000000000010000555,I0099,X
IE000000000010000556,I0099,X
IE000000000010000557,I0099,X
IE000000000010000558,I0099,X
IE000000000010000559,I0099,X
IE000000000010000560,I0099,X
IE000000000010000561,I0099,X
IE000000000010000562,I0099,X
IE000000000010000563,I0099,X
IE000000000010000564,I0099,X
IE000000000010000565,I0099,X
IE000000000010000566,I0099,X
IE000000000010000567,I0099,X
IE000000000010000568,I0099,X
IE000000000010000569,I0099,X
IE000000000010000570,I0099,X
IE000000000010000571,I0099,X
IE000000000010000572,I0099,X
IE000000000010000573,I0099,X
IE000000000010000574,I0099,X
IE000000000010000575,I0099,X
IE000000000010000576,I0099,X
IE000000000010000577,I0099,X
IE000000000010000578,I0099,X
IE000000000010000579,I0099,X
IE000000000010000580,I0099,X
IE000000000010000581,I0099,X
IE000000000010000582,I0099,X
IE000000000010000583,I0099,X
IE000000000010000584,I0099,X
IE000000000010000585,I0099,X
IE000000000010000586,I0099,X
IE000000000010000587,I0099,X
IE000000000010000588,I0099,X
IE000000000010000589,I0099,X
IE000000000010000590,I0099,X
IE000000000010000591,I0099,X
IE000000000010000592,I0099,X
IE000000000010000593,I0099,X
IE000000000010000594,I0099,X
IE000000000010000595,I0099,X
IE000000000010000596,I0099,X
IE000000000010000597,I0099,X
IE000000000010000598,I0099,X
IE000000000010000599,I0099,X
IE000000000010000600,I0099,X
IE000000000010000601,I0099,X
IE000000000010000602,I0099,X
IE000000000010000603,I0099,X
IE000000000010000604,I0099,X
IE000000000010000605,I0099,X
IE000000000010000606,I0099,X
IE000000000010000607,I0099,X
IE000000000010000608,I0099,X
IE000000000010000609,I0099,X
IE000000000010000610,I0099,X
IE000000000010000611,I0099,X
IE000000000010000612,I0099,X
IE000000000010000613,I0099,X
IE000000000010000614,I0099,X
IE000000000010000615,I0099,X
IE000000000010000616,I0099,X
IE000000000010000617,I0099,X
IE000000000010000618,I0099,X
IE000000000010000619,I0099,X
IE000000000010000620,I0099,X
IE000000000010000621,I0099,X
IE000000000010000622,I0099,X
IE000000000010000623,I0099,X
IE000000000010000624,I0099,X
IE000000000010000625,I0099,X
IE000000000010000626,I0099,X
IE000000000010000627,I0099,X
IE000000000010000628,I0099,X
IE000000000010000629,I0099,X
IE000000000010000630,I0099,X
IE000000000010000631,I0099,X
IE000000000010000632,I0099,X
IE000000000010000633,I0099,X
IE000000000010000634,I0099,X
IE000000000010000635,I0099,X
IE000000000010000636,I0099,X
IE000000000010000637,I0099,X
IE000000000010000638,I0099,X
IE000000000010000639,I0099,X
IE000000000010000640,I0099,X
IE000000000010000641,I0099,X
IE000000000010000642,I0099,X
IE000000000010000643,I0099,X
IE000000000010000644,I0099,X
IE000000000010000645,I0099,X
IE000000000010000646,I0099,X
IE000000000010000647,I0099,X
IE000000000010000648,I0099,X
IE000000000010000649,I0099,X
IE000000000010000650,I0099,X
IE000000000010000651,I0099,X
IE000000000010000652,I0099,X
IE000000000010000653,I0099,X
IE000000000010000654,I0099,X
IE000000000010000655,I0099,X
IE000000000010000656,I0099,X
IE000000000010000657,I0099,X
IE000000000010000658,I0099,X
IE000000000010000659,I0099,X
IE000000000010000660,I0099,X
IE000000000010000661,I0099,X
IE000000000010000662,I0099,X
IE000000000010000663,I0099,X
IE000000000010000664,I0099,X
IE000000000010000665,I0099,X
IE000000000010000666,I0099,X
IE000000000010000667,I0099,X
IE000000000010000668,I0099,X
IE000000000010000669,I0099,X
IE000000000010000670,I0099,X
IE000000000010000671,I0099,X
IE000000000010000672,I0099,X
IE000000000010000673,I0099,X
IE000000000010000674,I0099,X
IE000000000010000675,I0099,X
IE000000000010000676,I0099,X
V2RELEASED    00000222,I0001,X
V2RELEASED    00000223,I0001,X
V2RELEASED    00000224,I0001,X
