VBELN,POSNR,MATNR,WERKS,LGORT,LFIMG,VRKME,PSTYV,VGBEL
0080005388,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005389,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005390,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005390,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005390,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005391,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005392,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005392,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005392,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005393,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005394,000010,MZ-FG-C900,1710,171A,5,ST,TAN,0000005654
0080005395,000010,MZ-FG-C900,1710,171A,31,ST,TAN,0000005655
0080005396,000010,MZ-FG-C900,1710,171A,32,ST,TAN,0000005656
0080005397,000010,MZ-FG-C900,1710,171A,15,ST,TAN,0000005657
0080005398,000010,MZ-FG-C900,1710,171A,38,ST,TAN,0000005658
0080005399,000010,MZ-FG-C900,1710,171A,51,ST,TAN,0000005659
0080005417,000010,MZ-FG-C900,1710,171A,40,ST,TAN,0000005683
0080005418,000010,MZ-FG-C900,1710,171A,22,ST,TAN,0000005684
0080005419,000010,MZ-FG-C900,1710,171A,5,ST,TAN,0000005685
0080005420,000010,MZ-FG-C900,1710,171A,10,ST,TAN,0000005686
0080005421,000010,MZ-FG-C900,1710,171A,38,ST,TAN,0000005687
0080005422,000010,MZ-FG-C900,1710,171A,51,ST,TAN,0000005688
0080005423,000010,MZ-FG-C990,1710,171A,93,ST,TAN,0000005689
0080005424,000010,MZ-FG-C990,1710,171A,29,ST,TAN,0000005690
0080005425,000010,MZ-FG-C990,1710,171A,9,ST,TAN,0000005691
0080005426,000010,MZ-FG-C990,1710,171A,9,ST,TAN,0000005692
0080005427,000010,MZ-FG-C990,1710,171A,62,ST,TAN,0000005693
0080005428,000010,MZ-FG-C990,1710,171A,16,ST,TAN,0000005694
0080005450,000010,MZ-FG-C900,1710,171A,3,ST,TAN,0000005716
0080005451,000010,MZ-FG-C900,1710,171A,34,ST,TAN,0000005717
0080005452,000010,MZ-FG-C900,1710,171A,16,ST,TAN,0000005718
0080005453,000010,MZ-FG-C900,1710,171A,26,ST,TAN,0000005719
0080005454,000010,MZ-FG-C900,1710,171A,24,ST,TAN,0000005720
0080005455,000010,MZ-FG-C900,1710,171A,40,ST,TAN,0000005721
0080005456,000010,MZ-FG-C990,1710,171A,62,ST,TAN,0000005722
0080005457,000010,MZ-FG-C990,1710,171A,59,ST,TAN,0000005723
0080005458,000010,MZ-FG-C990,1710,171A,5,ST,TAN,0000005724
0080005459,000010,MZ-FG-C990,1710,171A,30,ST,TAN,0000005725
0080005460,000010,MZ-FG-C990,1710,171A,26,ST,TAN,0000005726
0080005461,000010,MZ-FG-C990,1710,171A,3,ST,TAN,0000005727
0080005483,000010,TG11,1710,171A,1,ST,TAN,0000005749
0080005484,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005484,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005484,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005485,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005486,000010,TG11,1710,171A,1,ST,TAN,0000005750
0080005487,000010,TG11,1710,171A,2,ST,TAN,0000005752
0080005488,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005488,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005488,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005489,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005490,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005490,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005490,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005491,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005492,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005492,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005492,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005493,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005503,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0084000106,000010,TG11,1710,171R,1,ST,REN,0060000242
0080005494,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005494,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005494,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005495,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0180000049,000010,TG11,1710,171S,1000,ST,DIGN,
0180000050,000010,TG11,1710,171D,1000,ST,DIGN,
0080005497,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005497,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005497,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005498,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005500,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005500,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005500,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005501,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005502,000010,TG11,1710,171A,2,ST,TAN,0000005760
0080005503,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005504,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0180000048,000010,TG11,1710,171A,2,ST,ELN,4500001884
0080005505,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005505,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005505,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005506,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005507,000010,MZ-FG-C900,1710,171A,27,ST,TAN,0000005763
0080005508,000010,MZ-FG-C900,1710,171A,44,ST,TAN,0000005764
0080005509,000010,MZ-FG-C900,1710,171A,13,ST,TAN,0000005765
0080005510,000010,MZ-FG-C900,1710,171A,18,ST,TAN,0000005766
0080005511,000010,MZ-FG-C900,1710,171A,17,ST,TAN,0000005767
0080005512,000010,MZ-FG-C900,1710,171A,49,ST,TAN,0000005768
0080005513,000010,MZ-FG-C990,1710,171A,38,ST,TAN,0000005769
0080005514,000010,MZ-FG-C990,1710,171A,55,ST,TAN,0000005770
0080005515,000010,MZ-FG-C990,1710,171A,76,ST,TAN,0000005771
0080005516,000010,MZ-FG-C990,1710,171A,11,ST,TAN,0000005772
0080005517,000010,MZ-FG-C990,1710,171A,4,ST,TAN,0000005773
0080005535,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005535,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005535,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005536,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005537,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005537,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005537,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005538,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005539,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005539,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005539,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005540,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005541,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005541,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005541,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005542,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005543,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005543,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005543,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005544,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005545,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005545,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005545,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005546,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005547,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005547,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005547,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005548,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005549,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005549,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005549,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005550,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005551,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005551,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005551,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005552,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005553,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005553,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005553,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005554,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005555,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005555,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005555,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005556,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005557,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005557,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005557,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005558,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005559,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005559,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005559,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005560,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005561,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005561,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005561,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005562,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005563,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005563,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005563,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005564,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005565,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005565,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005565,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005566,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005567,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005567,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005567,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005568,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005569,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005569,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005569,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005570,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005571,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005571,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005571,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005572,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005573,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005573,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005573,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005574,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005575,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005575,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005575,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005576,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005577,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005577,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005577,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005578,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005579,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005579,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005579,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005580,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005581,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005581,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005581,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005582,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005583,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005583,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005583,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005584,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005585,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005585,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005585,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005586,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005587,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005587,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005587,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005588,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005589,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005589,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005589,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005590,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005591,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005591,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005591,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005592,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005593,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005593,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005593,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005594,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005595,000010,MZ-FG-C900,1710,171A,8,ST,TAN,0000005791
0080005596,000010,MZ-FG-C900,1710,171A,59,ST,TAN,0000005792
0080005597,000010,MZ-FG-C900,1710,171A,9,ST,TAN,0000005793
0080005598,000010,MZ-FG-C900,1710,171A,23,ST,TAN,0000005794
0080005599,000010,MZ-FG-C900,1710,171A,57,ST,TAN,0000005795
0080005600,000010,MZ-FG-C900,1710,171A,187,ST,TAN,0000005796
0080005601,000010,MZ-FG-C990,1710,171A,75,ST,TAN,0000005797
0080005602,000010,MZ-FG-C990,1710,171A,23,ST,TAN,0000005798
0080005603,000010,MZ-FG-C990,1710,171A,8,ST,TAN,0000005799
0080005604,000010,MZ-FG-C990,1710,171A,27,ST,TAN,0000005800
0080005605,000010,MZ-FG-C990,1710,171A,9,ST,TAN,0000005801
0080005606,000010,MZ-FG-C990,1710,171A,112,ST,TAN,0000005802
0080005625,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005625,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005625,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005626,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005627,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005627,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005627,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005628,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005629,000010,MZ-FG-C900,1710,171A,172,ST,TAN,0000005821
0080005630,000010,MZ-FG-C900,1710,171A,116,ST,TAN,0000005822
0080005631,000010,MZ-FG-C900,1710,171A,51,ST,TAN,0000005823
0080005632,000010,MZ-FG-C900,1710,171A,7,ST,TAN,0000005824
0080005633,000010,MZ-FG-C900,1710,171A,3,ST,TAN,0000005825
0080005634,000010,MZ-FG-C900,1710,171A,7,ST,TAN,0000005826
0080005635,000010,MZ-FG-C990,1710,171A,51,ST,TAN,0000005827
0080005636,000010,MZ-FG-C990,1710,171A,40,ST,TAN,0000005828
0080005637,000010,MZ-FG-C990,1710,171A,51,ST,TAN,0000005829
0080005638,000010,MZ-FG-C990,1710,171A,15,ST,TAN,0000005830
0080005639,000010,MZ-FG-C990,1710,171A,77,ST,TAN,0000005831
0080005640,000010,MZ-FG-C990,1710,171A,5,ST,TAN,0000005832
0080005659,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005659,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005659,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005660,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005661,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005661,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005661,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005662,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005663,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005663,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005663,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005664,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005665,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005665,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005665,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005666,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005667,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005667,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005667,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005668,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005669,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005669,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005669,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005670,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005671,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005671,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005671,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005672,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005673,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005673,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005673,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005674,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005675,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005675,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005675,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005676,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005677,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005677,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005677,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005678,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005679,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005679,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005679,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005680,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005681,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005681,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005681,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005682,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005683,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005683,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005683,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005684,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005685,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005685,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005685,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005686,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005687,000010,MZ-FG-C900,1710,171A,11,ST,TAN,0000005851
0080005688,000010,MZ-FG-C900,1710,171A,103,ST,TAN,0000005852
0080005689,000010,MZ-FG-C900,1710,171A,12,ST,TAN,0000005853
0080005690,000010,MZ-FG-C900,1710,171A,65,ST,TAN,0000005854
0080005691,000010,MZ-FG-C900,1710,171A,11,ST,TAN,0000005855
0080005692,000010,MZ-FG-C900,1710,171A,27,ST,TAN,0000005856
0080005693,000010,MZ-FG-C990,1710,171A,31,ST,TAN,0000005857
0080005694,000010,MZ-FG-C990,1710,171A,154,ST,TAN,0000005858
0080005695,000010,MZ-FG-C990,1710,171A,49,ST,TAN,0000005859
0080005696,000010,MZ-FG-C990,1710,171A,3,ST,TAN,0000005860
0080005697,000010,MZ-FG-C990,1710,171A,180,ST,TAN,0000005861
0080005698,000010,MZ-FG-C990,1710,171A,4,ST,TAN,0000005862
0080005717,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005717,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005717,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005718,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005719,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005719,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005719,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005720,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005721,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005721,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005721,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005722,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005723,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005723,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005723,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005724,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005725,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005725,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005725,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005726,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005727,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005727,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005727,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005728,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005729,000010,MZ-FG-C900,1710,171A,6,ST,TAN,0000005881
0080005730,000010,MZ-FG-C900,1710,171A,78,ST,TAN,0000005882
0080005731,000010,MZ-FG-C900,1710,171A,25,ST,TAN,0000005883
0080005732,000010,MZ-FG-C900,1710,171A,103,ST,TAN,0000005884
0080005733,000010,MZ-FG-C900,1710,171A,28,ST,TAN,0000005885
0080005734,000010,MZ-FG-C900,1710,171A,4,ST,TAN,0000005886
0080005735,000010,MZ-FG-C990,1710,171A,41,ST,TAN,0000005887
0080005736,000010,MZ-FG-C990,1710,171A,16,ST,TAN,0000005888
0080005737,000010,MZ-FG-C990,1710,171A,38,ST,TAN,0000005889
0080005738,000010,MZ-FG-C990,1710,171A,78,ST,TAN,0000005890
0080005739,000010,MZ-FG-C990,1710,171A,184,ST,TAN,0000005891
0080005740,000010,MZ-FG-C990,1710,171A,61,ST,TAN,0000005892
0080005759,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005759,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005759,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005760,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005761,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005761,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005761,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005762,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005763,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005763,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005763,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005764,000020,TG11,1710,171A,0,ST,SRVU,0000005329
0080005765,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005765,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080005765,000030,SDBOMLUMFIT02,1710,171A,0,ST,TAN,0000004389
0080005766,000020,TG11,1710,171A,0,ST,SRVU,0000005329
