MATNR,WERKS,LGORT,LABST
SDBOMERLAIT01,5810,581R,0
SDBOMERLAIT02,5810,581A,0
SDBOMERLAIT02,5810,581R,0
SDBOMLUMFHD,5810,581A,0
SDBOMLUMFHD,5810,581R,0
SDBOMLUMFIT01,5810,581A,0
SDBOMLUMFIT01,5810,581R,0
SDBOMLUMFIT02,5810,581A,0
SDBOMLUMFIT02,5810,581R,0
CM-FL-V01,5810,581A,0
SF-FL-COMB,5810,581B,0
SF-FL-CWEIGHT,5810,581B,0
SF-FL-ELECTRIC,5810,581B,0
SF-FL-TIRE-CUSH,5810,581B,0
SF-FL-TIRE-PNEU,5810,581B,0
CM-MLFL-KM-VXX,5810,581A,0
SF-FL-FORKSEAT-VXX,5810,581B,0
CM-FL-V00,5810,581A,0
CM-FL-V00,5810,581R,0
FG-FL-MV-V00,5810,581A,0
FG-FL-MV-V01,5810,581A,0
FG-FL-MV-V02,5810,581A,0
EWMS4-50,5810,581D,0
EWMS4-50,5810,581S,0
EWMS4-502,5810,581D,0
EWMS4-502,5810,581S,0
EWMS4-503,5810,581D,0
EWMS4-503,5810,581S,0
EWMS4-601,5810,581D,0
EWMS4-601,5810,581S,0
F-10A,5810,581A,0
F-10A,5810,581R,0
F-10B,5810,581A,0
F-10B,5810,581R,0
R-302,5810,581B,0
R-302,5810,581C,0
R-401,5810,581B,0
R-401,5810,581C,0
S-201,5810,581B,0
S-202,5810,581B,0
S-301,5810,581B,0
S-203,5810,581B,0
F-20A,5810,581A,0
F-20A,5810,581R,0
R-311,5810,581B,0
R-311,5810,581C,0
R-410,5810,581B,0
R-410,5810,581C,0
R-411,5810,581B,0
R-411,5810,581C,0
R-412,5810,581B,0
R-412,5810,581C,0
S-208,5810,581B,0
S-210,5810,581B,0
S-310,5810,581B,0
S-315,5810,581B,0
SG26,5810,581B,0
SWN-CFG-SW-S1,5810,581B,0
FG1_CP,5810,581A,0
FG1_CP,5810,581B,0
FG1_CP,5810,581R,0
RM1_CP,5810,581B,0
RM1_CP,5810,581C,0
RM2_CP,5810,581B,0
RM2_CP,5810,581C,0
SG1_CP,5810,581B,0
RMJIT01,5810,581B,0
RMJIT01,5810,581C,0
RMJIT02,5810,581B,0
RMJIT02,5810,581C,0
SGJIT01,5810,581B,0
SGJIT02,5810,581B,0
FG111,5810,581A,0
FG111_A,5810,581A,0
FG111_B,5810,581A,0
FG111_C,5810,581A,0
RM27_1,5810,581B,0
RM27_1,5810,581C,0
AVC_RBT_BASE_FRAME,5810,581B,0
AVC_RBT_CNTRL_CAB,5810,581A,0
AVC_RBT_CNTRL_CAB,5810,581R,0
AVC_RBT_D_ARM_50,5810,581B,0
AVC_RBT_L_ARM_45,5810,581B,0
AVC_RBT_SEALING,5810,581A,0
AVC_RBT_SEALING,5810,581R,0
AVC_RBT_APPL_UNIT,5810,581A,0
AVC_RBT_BUNDLE,5810,581A,0
AVC_RBT_CNTRL_BRD,5810,581A,0
AVC_RBT_CNTRL_BRD,5810,581R,0
AVC_RBT_CNTRL_UNIT,5810,581A,0
AVC_RBT_ROBOT,5810,581A,0
TG11,4210,421A,0
FG126,4210,421A,0
FG126,4210,421B,0
RM12,4210,421B,0
RM12,4210,421C,0
RM120,4210,421B,0
RM120,4210,421C,0
RM122,4210,421B,0
RM122,4210,421C,0
RM124,4210,421B,0
RM124,4210,421C,0
RM128,4210,421B,0
RM128,4210,421C,0
RM13,4210,421B,0
RM13,4210,421C,0
RM14,4210,421B,0
RM14,4210,421C,0
RM16,4210,421B,0
RM16,4210,421C,0
RM20,4210,421B,0
RM20,4210,421C,0
RM27,4210,421B,0
RM27,4210,421C,0
SG124,4210,421B,0
SG21,4210,421B,0
SG22,4210,421B,0
SG224,4210,421B,0
SG25,4210,421B,0
SG23,4210,421B,0
RM129,4210,421B,0
RM129,4210,421C,0
FG130,4210,421A,0
FG130,4210,421B,0
SG30,4210,421B,0
FG228,4210,421A,0
FG228,4210,421B,0
SP001,4210,421B,0
SP002,4210,421B,0
SP003,4210,421B,0
SP004,4210,421B,0
SP005,4210,421B,0
SP006,4210,421B,0
RM33,4210,421B,0
RM33,4210,421C,0
RM34,4210,421B,0
RM34,4210,421C,0
SG27,4210,421B,0
RM233-1,4210,421B,0
RM233-4,4210,421B,0
SG233,4210,421B,0
SG234,4210,421B,0
FG129,4210,421A,0
FG129,4210,421B,0
SG29,4210,421B,0
RMPI001,4210,421C,0
RMPI002,4210,421C,0
RMPI003,4210,421C,0
RMPI004,4210,421C,0
RMPI005,4210,421C,0
SGPI001,4210,421B,0
SGPI001-V00,4210,421B,0
RMPI001,4210,421B,0
RMPI002,4210,421B,0
RMPI003,4210,421B,0
RMPI004,4210,421B,0
RMPI005,4210,421B,0
QM006,4210,421B,0
SDBOMERLAHD,4210,421A,0
SDBOMERLAIT01,4210,421A,0
SDBOMERLAIT02,4210,421A,0
SDBOMLUMFHD,4210,421A,0
SDBOMLUMFIT01,4210,421A,0
SDBOMLUMFIT02,4210,421A,0
CM-FL-V01,4210,421A,0
SF-FL-COMB,4210,421B,0
SF-FL-CWEIGHT,4210,421B,0
SF-FL-ELECTRIC,4210,421B,0
SF-FL-TIRE-CUSH,4210,421B,0
SF-FL-TIRE-PNEU,4210,421B,0
CM-MLFL-KM-VXX,4210,421A,0
SF-FL-FORKSEAT-VXX,4210,421B,0
CM-FL-V00,4210,421A,0
FG-FL-MV-V00,4210,421A,0
FG-FL-MV-V01,4210,421A,0
FG-FL-MV-V02,4210,421A,0
F-10A,4210,421A,0
F-10B,4210,421A,0
R-302,4210,421B,0
R-401,4210,421B,0
S-201,4210,421B,0
S-202,4210,421B,0
S-301,4210,421B,0
S-203,4210,421B,0
F-20A,4210,421A,0
R-311,4210,421B,0
R-410,4210,421B,0
R-411,4210,421B,0
R-412,4210,421B,0
S-208,4210,421B,0
S-210,4210,421B,0
S-310,4210,421B,0
S-315,4210,421B,0
SG26,4210,421B,0
SWN-CFG-SW-S1,4210,421B,0
FG1_CP,4210,421A,0
FG1_CP,4210,421B,0
RM1_CP,4210,421B,0
RM2_CP,4210,421B,0
SG1_CP,4210,421B,0
RMJIT01,4210,421B,0
RMJIT02,4210,421B,0
SGJIT01,4210,421B,0
SGJIT02,4210,421B,0
FG111,4210,421A,0
FG111_A,4210,421A,0
FG111_B,4210,421A,0
FG111_C,4210,421A,0
RM27_1,4210,421B,0
AVC_RBT_BASE_FRAME,4210,421B,0
AVC_RBT_CNTRL_CAB,4210,421A,0
AVC_RBT_D_ARM_50,4210,421B,0
AVC_RBT_L_ARM_45,4210,421B,0
AVC_RBT_SEALING,4210,421A,0
AVC_RBT_APPL_UNIT,4210,421A,0
AVC_RBT_BUNDLE,4210,421A,0
AVC_RBT_CNTRL_BRD,4210,421A,0
AVC_RBT_CNTRL_UNIT,4210,421A,0
AVC_RBT_ROBOT,4210,421A,0
RM233-2,6210,621E,0
EWMS4-50,6210,621S,0
EWMS4-502,6210,621S,0
EWMS4-503,6210,621S,0
EWMS4-601,6210,621S,0
TG11,2210,221A,0
TG11,2210,221R,0
FG126,2210,221A,0
FG126,2210,221B,0
FG126,2210,221R,0
RM12,2210,221B,0
RM12,2210,221C,0
RM120,2210,221B,0
RM120,2210,221C,0
RM122,2210,221B,0
RM122,2210,221C,0
RM124,2210,221B,0
RM124,2210,221C,0
RM128,2210,221B,0
RM128,2210,221C,0
RM13,2210,221B,0
RM13,2210,221C,0
RM14,2210,221B,0
RM14,2210,221C,0
RM16,2210,221B,0
RM16,2210,221C,0
RM20,2210,221B,0
RM20,2210,221C,0
RM27,2210,221B,0
RM27,2210,221C,0
SG124,2210,221B,0
SG21,2210,221B,0
SG22,2210,221B,0
SG224,2210,221B,0
SG25,2210,221B,0
SG23,2210,221B,0
RM129,2210,221B,0
RM129,2210,221C,0
FG130,2210,221A,0
FG130,2210,221B,0
SG30,2210,221B,0
FG228,2210,221A,0
FG228,2210,221B,0
FG228,2210,221R,0
SP001,2210,221B,0
SP002,2210,221B,0
SP003,2210,221B,0
SP004,2210,221B,0
SP005,2210,221B,0
SP006,2210,221B,0
RM33,2210,221B,0
RM33,2210,221C,0
RM34,2210,221B,0
RM34,2210,221C,0
SG27,2210,221B,0
RM233-1,2210,221B,0
RM233-2,2210,221E,0
RM233-4,2210,221B,0
SG233,2210,221B,0
SG234,2210,221B,0
FG129,2210,221A,0
FG129,2210,221B,0
SG29,2210,221B,0
RMPI001,2210,221C,0
RMPI002,2210,221C,0
RMPI003,2210,221C,0
RMPI004,2210,221C,0
RMPI005,2210,221C,0
SGPI001,2210,221B,0
SGPI001-V00,2210,221B,0
RMPI001,2210,221B,0
RMPI002,2210,221B,0
RMPI003,2210,221B,0
RMPI004,2210,221B,0
RMPI005,2210,221B,0
QM006,2210,221B,0
SDBOMERLAHD,2210,221A,0
SDBOMERLAHD,2210,221R,0
SDBOMERLAIT01,2210,221A,0
SDBOMERLAIT01,2210,221R,0
SDBOMERLAIT02,2210,221A,0
SDBOMERLAIT02,2210,221R,0
SDBOMLUMFHD,2210,221A,0
SDBOMLUMFHD,2210,221R,0
SDBOMLUMFIT01,2210,221A,0
SDBOMLUMFIT01,2210,221R,0
SDBOMLUMFIT02,2210,221A,0
SDBOMLUMFIT02,2210,221R,0
CM-FL-V01,2210,221A,0
SF-FL-COMB,2210,221B,0
SF-FL-CWEIGHT,2210,221B,0
SF-FL-ELECTRIC,2210,221B,0
SF-FL-TIRE-CUSH,2210,221B,0
SF-FL-TIRE-PNEU,2210,221B,0
CM-MLFL-KM-VXX,2210,221A,0
SF-FL-FORKSEAT-VXX,2210,221B,0
CM-FL-V00,2210,221A,0
CM-FL-V00,2210,221R,0
FG-FL-MV-V00,2210,221A,0
FG-FL-MV-V01,2210,221A,0
FG-FL-MV-V02,2210,221A,0
EWMS4-50,2210,221D,0
EWMS4-50,2210,221S,0
EWMS4-502,2210,221D,0
EWMS4-502,2210,221S,0
EWMS4-503,2210,221D,0
EWMS4-503,2210,221S,0
EWMS4-601,2210,221D,0
EWMS4-601,2210,221S,0
F-10A,2210,221A,0
F-10A,2210,221R,0
F-10B,2210,221A,0
F-10B,2210,221R,0
R-302,2210,221B,0
R-302,2210,221C,0
R-401,2210,221B,0
R-401,2210,221C,0
S-201,2210,221B,0
S-202,2210,221B,0
S-301,2210,221B,0
S-203,2210,221B,0
F-20A,2210,221A,0
F-20A,2210,221R,0
R-311,2210,221B,0
R-311,2210,221C,0
R-410,2210,221B,0
R-410,2210,221C,0
R-411,2210,221B,0
R-411,2210,221C,0
R-412,2210,221B,0
R-412,2210,221C,0
S-208,2210,221B,0
S-210,2210,221B,0
S-310,2210,221B,0
S-315,2210,221B,0
SG26,2210,221B,0
SWN-CFG-SW-S1,2210,221B,0
FG1_CP,2210,221A,0
FG1_CP,2210,221B,0
FG1_CP,2210,221R,0
RM1_CP,2210,221B,0
RM1_CP,2210,221C,0
RM2_CP,2210,221B,0
RM2_CP,2210,221C,0
SG1_CP,2210,221B,0
RMJIT01,2210,221B,0
RMJIT01,2210,221C,0
RMJIT02,2210,221B,0
RMJIT02,2210,221C,0
SGJIT01,2210,221B,0
SGJIT02,2210,221B,0
FG111,2210,221A,0
FG111_A,2210,221A,0
FG111_B,2210,221A,0
FG111_C,2210,221A,0
RM27_1,2210,221B,0
RM27_1,2210,221C,0
AVC_RBT_BASE_FRAME,2210,221B,0
AVC_RBT_CNTRL_CAB,2210,221A,0
AVC_RBT_CNTRL_CAB,2210,221R,0
AVC_RBT_D_ARM_50,2210,221B,0
AVC_RBT_L_ARM_45,2210,221B,0
AVC_RBT_SEALING,2210,221A,0
AVC_RBT_SEALING,2210,221R,0
AVC_RBT_APPL_UNIT,2210,221A,0
AVC_RBT_BUNDLE,2210,221A,0
AVC_RBT_CNTRL_BRD,2210,221A,0
AVC_RBT_CNTRL_BRD,2210,221R,0
AVC_RBT_CNTRL_UNIT,2210,221A,0
AVC_RBT_ROBOT,2210,221A,0
TG11,6410,641A,0
TG11,6410,641R,0
FG126,6410,641A,0
FG126,6410,641B,0
FG126,6410,641R,0
RM12,6410,641B,0
RM12,6410,641C,0
RM120,6410,641B,0
RM120,6410,641C,0
RM122,6410,641B,0
RM122,6410,641C,0
RM124,6410,641B,0
RM124,6410,641C,0
RM128,6410,641B,0
RM128,6410,641C,0
RM13,6410,641B,0
RM13,6410,641C,0
RM14,6410,641B,0
RM14,6410,641C,0
RM16,6410,641B,0
RM16,6410,641C,0
RM20,6410,641B,0
RM20,6410,641C,0
RM27,6410,641B,0
RM27,6410,641C,0
SG124,6410,641B,0
SG21,6410,641B,0
SG22,6410,641B,0
SG224,6410,641B,0
SG25,6410,641B,0
SG23,6410,641B,0
RM129,6410,641B,0
RM129,6410,641C,0
FG130,6410,641A,0
FG130,6410,641B,0
SG30,6410,641B,0
FG228,6410,641A,0
FG228,6410,641B,0
FG228,6410,641R,0
SP001,6410,641B,0
SP002,6410,641B,0
SP003,6410,641B,0
SP004,6410,641B,0
SP005,6410,641B,0
SP006,6410,641B,0
RM33,6410,641B,0
RM33,6410,641C,0
RM34,6410,641B,0
RM34,6410,641C,0
SG27,6410,641B,0
RM233-1,6410,641B,0
RM233-2,6410,641E,0
RM233-4,6410,641B,0
SG233,6410,641B,0
SG234,6410,641B,0
FG129,6410,641A,0
FG129,6410,641B,0
SG29,6410,641B,0
RMPI001,6410,641C,0
RMPI002,6410,641C,0
RMPI003,6410,641C,0
RMPI004,6410,641C,0
RMPI005,6410,641C,0
SGPI001,6410,641B,0
SGPI001-V00,6410,641B,0
RMPI001,6410,641B,0
RMPI002,6410,641B,0
RMPI003,6410,641B,0
RMPI004,6410,641B,0
RMPI005,6410,641B,0
QM006,6410,641B,0
SDBOMERLAHD,6410,641A,0
SDBOMERLAIT01,6410,641A,0
SDBOMERLAIT02,6410,641A,0
SDBOMLUMFHD,6410,641A,0
SDBOMLUMFIT01,6410,641A,0
SDBOMLUMFIT02,6410,641A,0
CM-FL-V01,6410,641A,0
SF-FL-COMB,6410,641B,0
SF-FL-CWEIGHT,6410,641B,0
SF-FL-ELECTRIC,6410,641B,0
SF-FL-TIRE-CUSH,6410,641B,0
SF-FL-TIRE-PNEU,6410,641B,0
CM-MLFL-KM-VXX,6410,641A,0
SF-FL-FORKSEAT-VXX,6410,641B,0
CM-FL-V00,6410,641A,0
CM-FL-V00,6410,641R,0
FG-FL-MV-V00,6410,641A,0
FG-FL-MV-V01,6410,641A,0
FG-FL-MV-V02,6410,641A,0
EWMS4-50,6410,641D,0
EWMS4-50,6410,641S,0
EWMS4-502,6410,641D,0
EWMS4-502,6410,641S,0
EWMS4-503,6410,641D,0
EWMS4-503,6410,641S,0
EWMS4-601,6410,641D,0
EWMS4-601,6410,641S,0
F-10A,6410,641A,0
F-10A,6410,641R,0
F-10B,6410,641A,0
F-10B,6410,641R,0
R-302,6410,641B,0
R-302,6410,641C,0
R-401,6410,641B,0
R-401,6410,641C,0
S-201,6410,641B,0
S-202,6410,641B,0
S-301,6410,641B,0
S-203,6410,641B,0
F-20A,6410,641A,0
F-20A,6410,641R,0
R-311,6410,641B,0
R-311,6410,641C,0
R-410,6410,641B,0
R-410,6410,641C,0
R-411,6410,641B,0
R-411,6410,641C,0
R-412,6410,641B,0
R-412,6410,641C,0
S-208,6410,641B,0
S-210,6410,641B,0
S-310,6410,641B,0
S-315,6410,641B,0
SG26,6410,641B,0
SWN-CFG-SW-S1,6410,641B,0
FG1_CP,6410,641A,0
FG1_CP,6410,641B,0
FG1_CP,6410,641R,0
RM1_CP,6410,641B,0
RM1_CP,6410,641C,0
RM2_CP,6410,641B,0
RM2_CP,6410,641C,0
SG1_CP,6410,641B,0
RMJIT01,6410,641B,0
RMJIT01,6410,641C,0
RMJIT02,6410,641B,0
RMJIT02,6410,641C,0
SGJIT01,6410,641B,0
SGJIT02,6410,641B,0
FG111,6410,641A,0
FG111_A,6410,641A,0
FG111_B,6410,641A,0
FG111_C,6410,641A,0
RM27_1,6410,641B,0
RM27_1,6410,641C,0
AVC_RBT_BASE_FRAME,6410,641B,0
AVC_RBT_CNTRL_CAB,6410,641A,0
AVC_RBT_CNTRL_CAB,6410,641R,0
AVC_RBT_D_ARM_50,6410,641B,0
AVC_RBT_L_ARM_45,6410,641B,0
AVC_RBT_SEALING,6410,641A,0
AVC_RBT_SEALING,6410,641R,0
AVC_RBT_APPL_UNIT,6410,641A,0
AVC_RBT_BUNDLE,6410,641A,0
AVC_RBT_CNTRL_BRD,6410,641A,0
AVC_RBT_CNTRL_BRD,6410,641R,0
AVC_RBT_CNTRL_UNIT,6410,641A,0
AVC_RBT_ROBOT,6410,641A,0
TG11,6110,611A,0
TG11,6110,611R,0
FG126,6110,611A,0
FG126,6110,611B,0
FG126,6110,611R,0
RM12,6110,611B,0
RM12,6110,611C,0
RM120,6110,611B,0
RM120,6110,611C,0
RM122,6110,611B,0
RM122,6110,611C,0
RM124,6110,611B,0
RM124,6110,611C,0
RM128,6110,611B,0
RM128,6110,611C,0
RM13,6110,611B,0
RM13,6110,611C,0
RM14,6110,611B,0
RM14,6110,611C,0
RM16,6110,611B,0
RM16,6110,611C,0
RM20,6110,611B,0
RM20,6110,611C,0
RM27,6110,611B,0
RM27,6110,611C,0
SG124,6110,611B,0
SG21,6110,611B,0
SG22,6110,611B,0
SG224,6110,611B,0
SG25,6110,611B,0
SG23,6110,611B,0
RM129,6110,611B,0
RM129,6110,611C,0
FG130,6110,611A,0
FG130,6110,611B,0
SG30,6110,611B,0
FG228,6110,611A,0
FG228,6110,611B,0
FG228,6110,611R,0
SP001,6110,611B,0
SP002,6110,611B,0
SP003,6110,611B,0
SP004,6110,611B,0
SP005,6110,611B,0
SP006,6110,611B,0
RM33,6110,611B,0
RM33,6110,611C,0
RM34,6110,611B,0
RM34,6110,611C,0
SG27,6110,611B,0
RM233-1,6110,611B,0
RM233-2,6110,611E,0
RM233-4,6110,611B,0
SG233,6110,611B,0
SG234,6110,611B,0
FG129,6110,611A,0
FG129,6110,611B,0
SG29,6110,611B,0
RMPI001,6110,611C,0
RMPI002,6110,611C,0
RMPI003,6110,611C,0
RMPI004,6110,611C,0
RMPI005,6110,611C,0
SGPI001,6110,611B,0
SGPI001-V00,6110,611B,0
RMPI001,6110,611B,0
RMPI002,6110,611B,0
RMPI003,6110,611B,0
RMPI004,6110,611B,0
RMPI005,6110,611B,0
QM006,6110,611B,0
SDBOMERLAHD,6110,611A,0
SDBOMERLAHD,6110,611R,0
SDBOMERLAIT01,6110,611A,0
SDBOMERLAIT01,6110,611R,0
SDBOMERLAIT02,6110,611A,0
SDBOMERLAIT02,6110,611R,0
SDBOMLUMFHD,6110,611A,0
SDBOMLUMFHD,6110,611R,0
SDBOMLUMFIT01,6110,611A,0
SDBOMLUMFIT01,6110,611R,0
SDBOMLUMFIT02,6110,611A,0
SDBOMLUMFIT02,6110,611R,0
CM-FL-V01,6110,611A,0
SF-FL-COMB,6110,611B,0
SF-FL-CWEIGHT,6110,611B,0
SF-FL-ELECTRIC,6110,611B,0
SF-FL-TIRE-CUSH,6110,611B,0
SF-FL-TIRE-PNEU,6110,611B,0
CM-MLFL-KM-VXX,6110,611A,0
SF-FL-FORKSEAT-VXX,6110,611B,0
CM-FL-V00,6110,611A,0
CM-FL-V00,6110,611R,0
FG-FL-MV-V00,6110,611A,0
FG-FL-MV-V01,6110,611A,0
FG-FL-MV-V02,6110,611A,0
EWMS4-50,6110,611D,0
EWMS4-50,6110,611S,0
EWMS4-502,6110,611D,0
EWMS4-502,6110,611S,0
EWMS4-503,6110,611D,0
EWMS4-503,6110,611S,0
EWMS4-601,6110,611D,0
EWMS4-601,6110,611S,0
F-10A,6110,611A,0
F-10A,6110,611R,0
F-10B,6110,611A,0
F-10B,6110,611R,0
R-302,6110,611B,0
R-302,6110,611C,0
R-401,6110,611B,0
R-401,6110,611C,0
S-201,6110,611B,0
S-202,6110,611B,0
S-301,6110,611B,0
S-203,6110,611B,0
F-20A,6110,611A,0
F-20A,6110,611R,0
R-311,6110,611B,0
R-311,6110,611C,0
R-410,6110,611B,0
R-410,6110,611C,0
R-411,6110,611B,0
R-411,6110,611C,0
R-412,6110,611B,0
R-412,6110,611C,0
S-208,6110,611B,0
S-210,6110,611B,0
S-310,6110,611B,0
S-315,6110,611B,0
SG26,6110,611B,0
SWN-CFG-SW-S1,6110,611B,0
FG1_CP,6110,611A,0
FG1_CP,6110,611B,0
FG1_CP,6110,611R,0
RM1_CP,6110,611B,0
RM1_CP,6110,611C,0
RM2_CP,6110,611B,0
RM2_CP,6110,611C,0
SG1_CP,6110,611B,0
RMJIT01,6110,611B,0
RMJIT01,6110,611C,0
RMJIT02,6110,611B,0
RMJIT02,6110,611C,0
SGJIT01,6110,611B,0
SGJIT02,6110,611B,0
FG111,6110,611A,0
FG111_A,6110,611A,0
FG111_B,6110,611A,0
FG111_C,6110,611A,0
RM27_1,6110,611B,0
RM27_1,6110,611C,0
AVC_RBT_BASE_FRAME,6110,611B,0
AVC_RBT_CNTRL_CAB,6110,611A,0
AVC_RBT_CNTRL_CAB,6110,611R,0
AVC_RBT_D_ARM_50,6110,611B,0
AVC_RBT_L_ARM_45,6110,611B,0
AVC_RBT_SEALING,6110,611A,0
AVC_RBT_SEALING,6110,611R,0
AVC_RBT_APPL_UNIT,6110,611A,0
AVC_RBT_BUNDLE,6110,611A,0
AVC_RBT_CNTRL_BRD,6110,611A,0
AVC_RBT_CNTRL_BRD,6110,611R,0
AVC_RBT_CNTRL_UNIT,6110,611A,0
AVC_RBT_ROBOT,6110,611A,0
TG11,1610,161A,0
TG11,1610,161R,0
FG126,1610,161A,0
FG126,1610,161B,0
FG126,1610,161R,0
FG29,1610,161A,0
FG29,1610,161B,0
FG29,1610,161R,0
RM09,1610,161B,0
RM09,1610,161C,0
RM12,1610,161B,0
RM12,1610,161C,0
RM120,1610,161B,0
RM120,1610,161C,0
RM122,1610,161B,0
RM122,1610,161C,0
RM124,1610,161B,0
RM124,1610,161C,0
RM128,1610,161B,0
RM128,1610,161C,0
RM13,1610,161B,0
RM13,1610,161C,0
RM14,1610,161B,0
RM14,1610,161C,0
RM15,1610,161B,0
RM15,1610,161C,0
RM16,1610,161B,0
RM16,1610,161C,0
RM19,1610,161B,0
RM19,1610,161C,0
RM20,1610,161B,0
RM20,1610,161C,0
RM27,1610,161B,0
RM27,1610,161C,0
RM30,1610,161B,0
RM30,1610,161C,0
SG124,1610,161B,0
SG21,1610,161B,0
SG22,1610,161B,0
SG224,1610,161B,0
SG24,1610,161B,0
SG25,1610,161B,0
SG23,1610,161B,0
RM129,1610,161B,0
RM129,1610,161C,0
FG130,1610,161A,0
FG130,1610,161B,0
SG30,1610,161B,0
FG228,1610,161A,0
FG228,1610,161B,0
FG228,1610,161R,0
SP001,1610,161B,0
SP002,1610,161B,0
SP003,1610,161B,0
SP004,1610,161B,0
SP005,1610,161B,0
SP006,1610,161B,0
RM33,1610,161B,0
RM33,1610,161C,0
RM34,1610,161B,0
RM34,1610,161C,0
SG27,1610,161B,0
RM233-1,1610,161B,0
RM233-2,1610,161E,0
RM233-4,1610,161B,0
SG233,1610,161B,0
SG234,1610,161B,0
FG129,1610,161A,0
FG129,1610,161B,0
SG29,1610,161B,0
RMPI001,1610,161C,0
RMPI002,1610,161C,0
RMPI003,1610,161C,0
RMPI004,1610,161C,0
RMPI005,1610,161C,0
SGPI001,1610,161B,0
SGPI001-V00,1610,161B,0
RMPI001,1610,161B,0
RMPI002,1610,161B,0
RMPI003,1610,161B,0
RMPI004,1610,161B,0
RMPI005,1610,161B,0
QM006,1610,161B,0
SDBOMERLAHD,1610,161A,0
SDBOMERLAHD,1610,161R,0
SDBOMERLAIT01,1610,161A,0
SDBOMERLAIT01,1610,161R,0
SDBOMERLAIT02,1610,161A,0
SDBOMERLAIT02,1610,161R,0
SDBOMLUMFHD,1610,161A,0
SDBOMLUMFHD,1610,161R,0
SDBOMLUMFIT01,1610,161A,0
SDBOMLUMFIT01,1610,161R,0
SDBOMLUMFIT02,1610,161A,0
SDBOMLUMFIT02,1610,161R,0
CM-FL-V01,1610,161A,0
SF-FL-COMB,1610,161B,0
SF-FL-CWEIGHT,1610,161B,0
SF-FL-ELECTRIC,1610,161B,0
SF-FL-TIRE-CUSH,1610,161B,0
SF-FL-TIRE-PNEU,1610,161B,0
CM-MLFL-KM-VXX,1610,161A,0
SF-FL-FORKSEAT-VXX,1610,161B,0
CM-FL-V00,1610,161A,0
CM-FL-V00,1610,161R,0
FG-FL-MV-V00,1610,161A,0
FG-FL-MV-V01,1610,161A,0
FG-FL-MV-V02,1610,161A,0
EWMS4-50,1610,161D,0
EWMS4-50,1610,161S,0
EWMS4-502,1610,161D,0
EWMS4-502,1610,161S,0
EWMS4-503,1610,161D,0
EWMS4-503,1610,161S,0
EWMS4-601,1610,161D,0
EWMS4-601,1610,161S,0
F-10A,1610,161A,0
F-10A,1610,161R,0
F-10B,1610,161A,0
F-10B,1610,161R,0
R-302,1610,161B,0
R-302,1610,161C,0
R-401,1610,161B,0
R-401,1610,161C,0
S-201,1610,161B,0
S-202,1610,161B,0
S-301,1610,161B,0
S-203,1610,161B,0
F-20A,1610,161A,0
F-20A,1610,161R,0
R-311,1610,161B,0
R-311,1610,161C,0
R-410,1610,161B,0
R-410,1610,161C,0
R-411,1610,161B,0
R-411,1610,161C,0
R-412,1610,161B,0
R-412,1610,161C,0
S-208,1610,161B,0
S-210,1610,161B,0
S-310,1610,161B,0
S-315,1610,161B,0
SWN-CFG-SW-S1,1610,161B,0
FG1_CP,1610,161A,0
FG1_CP,1610,161B,0
FG1_CP,1610,161R,0
RM1_CP,1610,161B,0
RM1_CP,1610,161C,0
RM2_CP,1610,161B,0
RM2_CP,1610,161C,0
SG1_CP,1610,161B,0
FG111,1610,161A,0
FG111_A,1610,161A,0
FG111_B,1610,161A,0
FG111_C,1610,161A,0
RM27_1,1610,161B,0
RM27_1,1610,161C,0
AVC_RBT_BASE_FRAME,1610,161B,0
AVC_RBT_CNTRL_CAB,1610,161A,0
AVC_RBT_CNTRL_CAB,1610,161R,0
AVC_RBT_D_ARM_50,1610,161B,0
AVC_RBT_L_ARM_45,1610,161B,0
AVC_RBT_SEALING,1610,161A,0
AVC_RBT_SEALING,1610,161R,0
AVC_RBT_APPL_UNIT,1610,161A,0
AVC_RBT_BUNDLE,1610,161A,0
AVC_RBT_CNTRL_BRD,1610,161A,0
AVC_RBT_CNTRL_BRD,1610,161R,0
AVC_RBT_CNTRL_UNIT,1610,161A,0
AVC_RBT_ROBOT,1610,161A,0
TG11,4310,431A,0
FG126,4310,431A,0
FG126,4310,431B,0
RM12,4310,431B,0
RM120,4310,431B,0
RM122,4310,431B,0
RM124,4310,431B,0
RM128,4310,431B,0
RM13,4310,431B,0
RM14,4310,431B,0
RM16,4310,431B,0
RM20,4310,431B,0
RM27,4310,431B,0
SG124,4310,431B,0
SG21,4310,431B,0
SG22,4310,431B,0
SG224,4310,431B,0
SG25,4310,431B,0
SG23,4310,431B,0
RM129,4310,431B,0
FG130,4310,431A,0
FG130,4310,431B,0
SG30,4310,431B,0
FG228,4310,431A,0
FG228,4310,431B,0
SP001,4310,431B,0
SP002,4310,431B,0
SP003,4310,431B,0
SP004,4310,431B,0
SP005,4310,431B,0
SP006,4310,431B,0
RM33,4310,431B,0
RM34,4310,431B,0
SG27,4310,431B,0
RM233-1,4310,431B,0
RM233-4,4310,431B,0
SG233,4310,431B,0
SG234,4310,431B,0
FG129,4310,431A,0
FG129,4310,431B,0
SG29,4310,431B,0
SGPI001,4310,431B,0
SGPI001-V00,4310,431B,0
RMPI001,4310,431B,0
RMPI002,4310,431B,0
RMPI003,4310,431B,0
RMPI004,4310,431B,0
RMPI005,4310,431B,0
