VBELN,VSTEL,VKORG,LFART,KUNNR,WADAT_IST,LFDAT,WADAT
0080003777,1710,1710,LF,0017100003,20211028,20211104,20211102
0080003861,1710,1710,LF,USCU_S16,20211110,20211117,20211117
0080003862,1710,1710,LF,USCU_L02,20211110,20211117,20211117
0080003863,1710,1710,LF,USCU_L09,20211110,20211117,20211117
0080003864,1710,1710,LF,USCU_S02,20211110,20211117,20211117
0080003865,1710,1710,LF,USCU_S11,20211110,20211117,20211117
0080003866,1710,1710,LF,USCU_L04,20211110,20211117,20211117
0080003867,1710,1710,LF,USCU_S04,20211110,20211117,20211117
0080003868,1710,1710,LF,USCU_S12,20211110,20211117,20211117
0080003869,1710,1710,LF,USCU_S15,20211110,20211117,20211117
0080003870,1710,1710,LF,USCU_L02,20211110,20211117,20211117
0080003871,1710,1710,LF,USCU_L06,20211110,20211117,20211117
0080003872,1710,1710,LF,USCU_L10,20211110,20211117,20211117
0080003873,1710,1710,LF,USCU_S10,20211110,20211117,20211117
0080003874,1710,1710,LF,USCU_S01,20211110,20211117,20211117
0080003875,1710,1710,LF,USCU_L05,20211110,20211117,20211117
0080003876,1710,1710,LF,USCU_S16,20211110,20211117,20211117
0080003877,1710,1710,LF,USCU_L03,20211110,20211117,20211117
0080003878,1710,1710,LF,USCU_L10,20211110,20211117,20211117
0080003879,1710,1710,LF,USCU_S09,20211110,20211117,20211117
0080003880,1710,1710,LF,USCU_L10,20211110,20211117,20211117
0080003881,1710,1710,LF,USCU_L03,20211110,20211117,20211117
0080003882,1710,1710,LF,USCU_L08,20211110,20211117,20211117
0080003883,1710,1710,LF,USCU_S14,20211110,20211117,20211117
0080003884,1710,1710,LF,USCU_S05,20211110,20211117,20211117
0080003885,1710,1710,LF,USCU_L09,20211110,20211117,20211117
0080003886,1710,1710,LF,USCU_S04,20211110,20211117,20211117
0080003887,1710,1710,LF,USCU_S09,20211110,20211117,20211117
0080003888,1710,1710,LF,USCU_L05,20211110,20211117,20211117
0080003889,1710,1710,LF,USCU_L01,20211110,20211117,20211117
0080003890,1710,1710,LF,USCU_L10,20211110,20211117,20211117
0080003891,1710,1710,LF,USCU_S15,20211110,20211117,20211117
0080003792,1710,1710,LF,0017100003,20211101,20211105,20211105
0080003839,1710,1710,LF,0017100009,20211110,20211116,20211115
0080003807,1710,1710,LF,EWM17-CU01,00000000,20211109,20211108
0080003855,1710,1710,LF,USCU_S12,20211110,20211116,20211116
0080003897,1710,1710,LF,USCU_S12,20211111,20211118,20211118
0080003898,1710,1710,LF,USCU_S06,20211111,20211118,20211118
0080003899,1710,1710,LF,USCU_S16,20211111,20211118,20211118
0080003900,1710,1710,LF,USCU_L03,20211111,20211118,20211118
0080003901,1710,1710,LF,USCU_L10,20211111,20211118,20211118
0080003902,1710,1710,LF,USCU_L05,20211111,20211118,20211118
0080003903,1710,1710,LF,USCU_S07,20211111,20211118,20211118
0080003904,1710,1710,LF,USCU_L01,20211111,20211118,20211118
0080003905,1710,1710,LF,USCU_S04,20211111,20211118,20211118
0080003906,1710,1710,LF,USCU_S15,20211111,20211118,20211118
0080003907,1710,1710,LF,USCU_L07,20211111,20211118,20211118
0080003908,1710,1710,LF,USCU_L09,20211111,20211118,20211118
0080003909,1710,1710,LF,USCU_S10,20211111,20211118,20211118
0080003910,1710,1710,LF,USCU_S03,20211111,20211118,20211118
0080003911,1710,1710,LF,USCU_L03,20211111,20211118,20211118
0080003912,1710,1710,LF,USCU_S15,20211111,20211118,20211118
0080003913,1710,1710,LF,USCU_L07,20211111,20211118,20211118
0080003914,1710,1710,LF,USCU_L09,20211111,20211118,20211118
0080003915,1710,1710,LF,USCU_L10,20211111,20211118,20211118
0080003916,1710,1710,LF,USCU_S10,20211111,20211118,20211118
0080003917,1710,1710,LF,USCU_L01,20211111,20211118,20211118
0080003918,1710,1710,LF,USCU_L04,20211111,20211118,20211118
0080003919,1710,1710,LF,USCU_S01,20211111,20211118,20211118
0080003920,1710,1710,LF,USCU_S17,20211111,20211118,20211118
0080003921,1710,1710,LF,USCU_S16,20211111,20211118,20211118
0080003922,1710,1710,LF,USCU_L09,20211111,20211118,20211118
0080003923,1710,1710,LF,USCU_S02,20211111,20211118,20211118
0080003924,1710,1710,LF,USCU_S07,20211111,20211118,20211118
0080003925,1710,1710,LF,USCU_L05,20211111,20211118,20211118
0080003926,1710,1710,LF,USCU_L02,20211111,20211118,20211118
0080003927,1710,1710,LF,USCU_S11,20211111,20211118,20211118
0080003928,1710,1710,LF,USCU_L08,20211111,20211118,20211118
0080003929,1710,1710,LF,USCU_S16,20211111,20211118,20211118
0080003930,1710,1710,LF,USCU_S02,20211111,20211118,20211118
0080003931,1710,1710,LF,USCU_L02,20211111,20211118,20211118
0080003932,1710,1710,LF,USCU_L10,20211111,20211118,20211118
0080003934,171R,1710,RL,0017100006,20211115,20211115,20211115
0180000027,1710,,EL,,20211115,20211115,00000000
0080003935,1710,1710,LF,0017100002,20211115,20211122,20211119
0080003936,1710,1710,LF,EWM17-CU01,00000000,20211216,20211215
0080003937,1710,1710,LF,EWM17-CU02,00000000,20211216,20211215
0080003938,1710,1710,LF,0017100001,20211117,20211117,20211117
0080004040,1710,1710,LF,USCU_S03,20220304,20220310,20220310
1000001800,1710,,EL,,20211117,20211117,00000000
0080003940,1710,1710,LF,EWM17-CU02,00000000,20211124,20211123
0180000028,1710,,EL,,20211117,20211117,00000000
0180000029,1710,,EL,,20211118,20211118,00000000
0080003941,1710,1710,LF,0017100001,20211118,20211126,20211124
0180000030,1710,,EL,,20211118,20211118,00000000
1000001801,1710,,EL,,20211118,20211118,00000000
0080003942,1710,1710,LF,EWM17-CU01,00000000,20211125,20211124
0080003943,1710,1710,LF,EWM17-CU02,00000000,20211125,20211124
0080003944,1710,1710,LF,0017100001,20211122,20211202,20211130
0080003802,1710,1710,LF,0017186001,20211119,20211106,20211104
0080003945,1710,1710,LF,EWM17-CU01,20211123,20211217,20211216
0080003946,1710,1710,LF,EWM17-CU02,20211123,20211217,20211216
0080003947,1710,1710,LF,0017100001,20211124,20211124,20211124
0080004041,1710,1710,LF,USCU_S13,20220304,20220310,20220310
0080003949,1710,1710,LF,USCU_S08,20220222,20220228,20220228
0080003950,1710,1710,LF,USCU_S02,20220222,20220228,20220228
0080003951,1710,1710,LF,USCU_S15,20220222,20220228,20220228
0080003952,1710,1710,LF,USCU_L02,20220222,20220228,20220228
0080003953,1710,1710,LF,USCU_L09,20220222,20220228,20220228
0080003954,1710,1710,LF,USCU_L03,20220222,20220228,20220228
0080004042,1710,1710,LF,USCU_L06,20220304,20220310,20220310
0080003956,1710,1710,LF,USCU_S13,20220222,20220228,20220228
0080003957,1710,1710,LF,USCU_S03,20220222,20220228,20220228
0080003958,1710,1710,LF,USCU_L09,20220222,20220228,20220228
0080003959,1710,1710,LF,USCU_L06,20220222,20220228,20220228
0080003961,1710,1710,LF,USCU_L01,20220222,20220228,20220228
0080003962,1710,1710,LF,USCU_S15,20220222,20220228,20220228
0080003964,1710,1710,LF,USCU_S06,20220222,20220228,20220228
0080003965,1710,1710,LF,USCU_L09,20220222,20220228,20220228
0080003966,1710,1710,LF,USCU_S02,20220222,20220228,20220228
0080003967,1710,1710,LF,USCU_L03,20220222,20220228,20220228
0080003968,1710,1710,LF,USCU_L07,20220222,20220228,20220228
0080003969,1710,1710,LF,USCU_L09,20220222,20220228,20220228
0080003970,1710,1710,LF,USCU_S07,20220222,20220228,20220228
0080004043,1710,1710,LF,USCU_S17,20220304,20220310,20220310
0080003972,1710,1710,LF,USCU_L03,20220222,20220228,20220228
0080004044,1710,1710,LF,USCU_L09,20220304,20220310,20220310
0080004045,1710,1710,LF,USCU_L03,20220304,20220310,20220310
0080004046,1710,1710,LF,USCU_L05,20220304,20220310,20220310
0080004047,1710,1710,LF,USCU_S17,20220304,20220310,20220310
0080004048,1710,1710,LF,USCU_S01,20220304,20220310,20220310
0080004049,1710,1710,LF,USCU_S12,20220304,20220310,20220310
0080004050,1710,1710,LF,USCU_L09,20220304,20220310,20220310
0080004076,1710,1710,LF,0017186001,20220307,20220311,20220310
0080004008,1710,1710,LF,USCU_S15,20220222,20220228,20220228
0080004009,1710,1710,LF,USCU_S15,20220222,20220228,20220228
0080004010,1710,1710,LF,USCU_L10,20220222,20220228,20220228
0080004011,1710,1710,LF,USCU_S07,20220222,20220228,20220228
0080004012,1710,1710,LF,USCU_L04,20220222,20220228,20220228
0080004013,1710,1710,LF,USCU_S06,20220222,20220228,20220228
0080004014,1710,1710,LF,USCU_L02,20220222,20220228,20220228
0080004005,1710,1710,LF,USCU_L01,20220222,20220228,20220228
0080004025,1710,1710,LF,USCU_L01,20220224,20220302,20220302
0080004036,1710,1710,LF,USCU_L01,20220224,20220302,20220302
0080004030,1710,1710,LF,USCU_L02,20220224,20220302,20220302
0080004000,1710,1710,LF,USCU_L03,20220222,20220228,20220228
0080004022,1710,1710,LF,USCU_L04,20220224,20220302,20220302
0080003948,1710,1710,LF,USCU_L06,20220222,20220228,20220228
0080004001,1710,1710,LF,USCU_L06,20220222,20220228,20220228
0080004018,1710,1710,LF,USCU_L06,20220224,20220302,20220302
0080004031,1710,1710,LF,USCU_L06,20220224,20220302,20220302
0080004051,1710,1710,LF,USCU_L02,20220304,20220310,20220310
0080004026,1710,1710,LF,USCU_L07,20220224,20220302,20220302
0080004038,1710,1710,LF,USCU_L08,20220224,20220302,20220302
0080004002,1710,1710,LF,USCU_L09,20220222,20220228,20220228
0080004019,1710,1710,LF,USCU_L09,20220224,20220302,20220302
0080004024,1710,1710,LF,USCU_L09,20220224,20220302,20220302
0080004029,1710,1710,LF,USCU_L09,20220224,20220302,20220302
0080003727,1710,1710,LF,USCU_L10,20211113,20210909,20210909
0080004035,1710,1710,LF,USCU_L10,20220224,20220302,20220302
0080004039,1710,1710,LF,USCU_S01,20220224,20220302,20220302
0080003987,1710,1710,LF,USCU_S02,20220222,20220228,20220228
0080004021,1710,1710,LF,USCU_S03,20220224,20220302,20220302
0080004016,1710,1710,LF,USCU_S04,20220224,20220302,20220302
0080004027,1710,1710,LF,USCU_S04,20220224,20220302,20220302
0080004034,1710,1710,LF,USCU_S06,20220224,20220302,20220302
0080004052,1710,1710,LF,USCU_L01,20220304,20220310,20220310
0080004053,1710,1710,LF,USCU_S05,20220304,20220310,20220310
0080004054,1710,1710,LF,USCU_L05,20220304,20220310,20220310
0080004055,1710,1710,LF,USCU_S15,20220304,20220310,20220310
0080004056,1710,1710,LF,USCU_L09,20220304,20220310,20220310
0080004057,1710,1710,LF,USCU_S12,20220304,20220310,20220310
0080004058,1710,1710,LF,USCU_S15,20220304,20220310,20220310
0080004059,1710,1710,LF,USCU_L09,20220304,20220310,20220310
0080004060,1710,1710,LF,USCU_L02,20220304,20220310,20220310
0080004061,1710,1710,LF,USCU_L05,20220304,20220310,20220310
0080004062,1710,1710,LF,USCU_S12,20220304,20220310,20220310
0080004063,1710,1710,LF,USCU_S05,20220304,20220310,20220310
0080004064,1710,1710,LF,USCU_L09,20220304,20220310,20220310
0080004065,1710,1710,LF,USCU_S05,20220304,20220310,20220310
0080004066,1710,1710,LF,USCU_L01,20220304,20220310,20220310
0080004067,1710,1710,LF,USCU_S09,20220304,20220310,20220310
0080004068,1710,1710,LF,USCU_L04,20220304,20220310,20220310
0080004069,1710,1710,LF,USCU_S14,20220304,20220310,20220310
0080004070,1710,1710,LF,USCU_L09,20220304,20220310,20220310
0080004071,1710,1710,LF,USCU_L03,20220304,20220310,20220310
0080004072,1710,1710,LF,USCU_L08,20220304,20220310,20220310
0080004073,1710,1710,LF,USCU_S15,20220304,20220310,20220310
0080004074,1710,1710,LF,USCU_S06,20220304,20220310,20220310
0080004075,1710,1710,LF,USCU_S12,20220304,20220310,20220310
0080003978,1710,1710,LF,USCU_S09,20220222,20220228,20220228
0080004015,1710,1710,LF,USCU_S10,20220224,20220302,20220302
0080003939,1710,1710,LF,EWM17-CU01,00000000,20211124,20211123
0080004020,1710,1710,LF,USCU_S11,20220224,20220302,20220302
0080004033,1710,1710,LF,USCU_S11,20220224,20220302,20220302
0080004028,1710,1710,LF,USCU_S13,20220224,20220302,20220302
0080003971,1710,1710,LF,USCU_S15,20220222,20220228,20220228
0080003982,1710,1710,LF,USCU_S15,20220222,20220228,20220228
0080004037,1710,1710,LF,USCU_S15,20220224,20220302,20220302
0080003955,1710,1710,LF,USCU_S16,20220222,20220228,20220228
0080003977,1710,1710,LF,USCU_S16,20220222,20220228,20220228
0080004023,1710,1710,LF,USCU_S16,20220224,20220302,20220302
0080004017,1710,1710,LF,USCU_S17,20220224,20220302,20220302
0080004077,1710,1710,LF,0017100001,20220318,20220328,20220324
0080004079,1710,1710,LF,0017100001,00000000,20220318,20220318
0080004078,1710,1710,LF,0017100001,20220318,20220318,20220318
0080004032,1710,1710,LF,USCU_S17,20220224,20220302,20220302
1000001900,1710,,EL,,20220322,20220322,00000000
0080004081,1710,1710,LF,EWM17-CU01,20220322,20220329,20220328
0080004082,1710,1710,LF,EWM17-CU02,20220322,20220329,20220328
0080004083,1710,1710,LF,USCU_S10,20220523,20220527,20220527
0080004084,1710,1710,LF,USCU_S05,20220523,20220527,20220527
0080004085,1710,1710,LF,USCU_S14,20220523,20220527,20220527
0080004086,1710,1710,LF,USCU_L07,20220523,20220527,20220527
0080004087,1710,1710,LF,USCU_L03,20220523,20220527,20220527
0080004088,1710,1710,LF,USCU_L09,20220523,20220527,20220527
0080004089,1710,1710,LF,USCU_S06,20220523,20220527,20220527
0080004090,1710,1710,LF,USCU_L05,20220523,20220527,20220527
0080004091,1710,1710,LF,USCU_S12,20220523,20220527,20220527
0080004092,1710,1710,LF,USCU_S14,20220523,20220527,20220527
0080004093,1710,1710,LF,USCU_L02,20220523,20220527,20220527
0080004094,1710,1710,LF,USCU_L09,20220523,20220527,20220527
0080004095,1710,1710,LF,USCU_S07,20220523,20220527,20220527
0080004096,1710,1710,LF,USCU_S15,20220523,20220527,20220527
0080004097,1710,1710,LF,USCU_L05,20220523,20220527,20220527
0080004098,1710,1710,LF,USCU_S04,20220523,20220527,20220527
0080004099,1710,1710,LF,USCU_L01,20220523,20220527,20220527
0080004100,1710,1710,LF,USCU_L09,20220523,20220527,20220527
0080004101,1710,1710,LF,USCU_L03,20220523,20220527,20220527
0080004102,1710,1710,LF,USCU_L09,20220523,20220527,20220527
0080004103,1710,1710,LF,USCU_S17,20220523,20220527,20220527
0080004104,1710,1710,LF,USCU_S07,20220523,20220527,20220527
0080004105,1710,1710,LF,USCU_L08,20220523,20220527,20220527
0080004106,1710,1710,LF,USCU_S04,20220523,20220527,20220527
0080004107,1710,1710,LF,USCU_L10,20220523,20220527,20220527
0080004108,1710,1710,LF,USCU_L03,20220523,20220527,20220527
0080004109,1710,1710,LF,USCU_S09,20220523,20220527,20220527
0080004110,1710,1710,LF,USCU_L05,20220523,20220527,20220527
0080004111,1710,1710,LF,USCU_S17,20220523,20220527,20220527
0080004112,1710,1710,LF,USCU_S05,20220523,20220527,20220527
0080004113,1710,1710,LF,USCU_S09,20220523,20220527,20220527
0080004114,1710,1710,LF,USCU_L05,20220523,20220527,20220527
0080004115,1710,1710,LF,USCU_S02,20220523,20220527,20220527
0080004116,1710,1710,LF,USCU_S16,20220523,20220527,20220527
0080004117,1710,1710,LF,USCU_L10,20220523,20220527,20220527
0080004118,1710,1710,LF,USCU_L03,20220523,20220527,20220527
0080004119,1710,1710,LF,USCU_S09,20220526,20220602,20220602
0080004120,1710,1710,LF,USCU_S03,20220526,20220602,20220602
0080004121,1710,1710,LF,USCU_L07,20220526,20220602,20220602
0080004122,1710,1710,LF,USCU_S16,20220526,20220602,20220602
0080004123,1710,1710,LF,USCU_L01,20220526,20220602,20220602
0080004124,1710,1710,LF,USCU_L10,20220526,20220602,20220602
0080004125,1710,1710,LF,USCU_L05,20220526,20220602,20220602
0080004126,1710,1710,LF,USCU_S11,20220526,20220602,20220602
0080004127,1710,1710,LF,USCU_S17,20220526,20220602,20220602
0080004128,1710,1710,LF,USCU_S03,20220526,20220602,20220602
0080004129,1710,1710,LF,USCU_L09,20220526,20220602,20220602
0080004130,1710,1710,LF,USCU_L01,20220526,20220602,20220602
0080004131,1710,1710,LF,USCU_S13,20220526,20220602,20220602
0080004132,1710,1710,LF,USCU_S02,20220526,20220602,20220602
0080004133,1710,1710,LF,USCU_S15,20220526,20220602,20220602
0080004134,1710,1710,LF,USCU_L02,20220526,20220602,20220602
0080004135,1710,1710,LF,USCU_L10,20220526,20220602,20220602
0080004136,1710,1710,LF,USCU_L10,20220526,20220602,20220602
0080004137,1710,1710,LF,USCU_L02,20220526,20220602,20220602
0080004138,1710,1710,LF,USCU_S17,20220526,20220602,20220602
0080004139,1710,1710,LF,USCU_L06,20220526,20220602,20220602
0080004140,1710,1710,LF,USCU_S02,20220526,20220602,20220602
0080004141,1710,1710,LF,USCU_S10,20220526,20220602,20220602
0080004142,1710,1710,LF,USCU_L10,20220526,20220602,20220602
0080004143,1710,1710,LF,USCU_L01,20220526,20220602,20220602
0080004144,1710,1710,LF,USCU_S04,20220526,20220602,20220602
0080004145,1710,1710,LF,USCU_S14,20220526,20220602,20220602
0080004146,1710,1710,LF,USCU_L04,20220526,20220602,20220602
0080004147,1710,1710,LF,USCU_S07,20220526,20220602,20220602
0080004148,1710,1710,LF,USCU_S08,20220526,20220602,20220602
0080004149,1710,1710,LF,USCU_S04,20220526,20220602,20220602
0080004150,1710,1710,LF,USCU_S15,20220526,20220602,20220602
0080004151,1710,1710,LF,USCU_L08,20220526,20220602,20220602
0080004152,1710,1710,LF,USCU_L01,20220526,20220602,20220602
0080004153,1710,1710,LF,USCU_L09,20220526,20220602,20220602
1000002000,1710,,EL,,20220614,20220614,00000000
0080004155,1710,1710,LF,EWM17-CU01,20220616,20220623,20220622
0080004154,1710,1710,LF,EWM17-CU02,20220616,20220623,20220622
0080004156,1710,1710,LF,0017100001,20220620,20220620,20220620
0080004158,1710,1710,LF,0017186001,20220623,20220630,20220629
0080004159,1710,1710,LF,EWM17-CU01,00000000,20220630,20220629
0080004160,1710,1710,LF,USCU_S05,20220628,20220705,20220705
0080004161,1710,1710,LF,USCU_S09,20220628,20220705,20220705
0080004162,1710,1710,LF,USCU_L05,20220628,20220705,20220705
0080004163,1710,1710,LF,USCU_S17,20220628,20220705,20220705
0080004164,1710,1710,LF,USCU_L10,20220628,20220705,20220705
0080004165,1710,1710,LF,USCU_L02,20220628,20220705,20220705
0080004166,1710,1710,LF,USCU_S04,20220628,20220705,20220705
0080004167,1710,1710,LF,USCU_S10,20220628,20220705,20220705
0080004168,1710,1710,LF,USCU_S17,20220628,20220705,20220705
0080004169,1710,1710,LF,USCU_L04,20220628,20220705,20220705
0080004170,1710,1710,LF,USCU_L03,20220628,20220705,20220705
0080004171,1710,1710,LF,USCU_L09,20220628,20220705,20220705
0080004172,1710,1710,LF,USCU_S02,20220628,20220705,20220705
0080004173,1710,1710,LF,USCU_S16,20220628,20220705,20220705
0080004174,1710,1710,LF,USCU_S10,20220628,20220705,20220705
0080004175,1710,1710,LF,USCU_L07,20220628,20220705,20220705
0080004176,1710,1710,LF,USCU_L03,20220628,20220705,20220705
0080004177,1710,1710,LF,USCU_L09,20220628,20220705,20220705
0080004178,1710,1710,LF,USCU_L10,20220628,20220705,20220705
0080004179,1710,1710,LF,USCU_S16,20220628,20220705,20220705
0080004180,1710,1710,LF,USCU_L03,20220628,20220705,20220705
0080004181,1710,1710,LF,USCU_S11,20220628,20220705,20220705
0080004182,1710,1710,LF,USCU_S03,20220628,20220705,20220705
0080004183,1710,1710,LF,USCU_L05,20220628,20220705,20220705
0080004184,1710,1710,LF,USCU_S05,20220628,20220705,20220705
0080004185,1710,1710,LF,USCU_S10,20220628,20220705,20220705
0080004186,1710,1710,LF,USCU_L06,20220628,20220705,20220705
0080004187,1710,1710,LF,USCU_L09,20220628,20220705,20220705
0080004188,1710,1710,LF,USCU_S16,20220628,20220705,20220705
0080004189,1710,1710,LF,USCU_L02,20220628,20220705,20220705
0080004190,1710,1710,LF,USCU_S01,20220628,20220705,20220705
0080004191,1710,1710,LF,USCU_S09,20220628,20220705,20220705
0080004192,1710,1710,LF,USCU_S16,20220628,20220705,20220705
0080004193,1710,1710,LF,USCU_L07,20220628,20220705,20220705
0080004194,1710,1710,LF,USCU_L02,20220628,20220705,20220705
0080004195,1710,1710,LF,USCU_L10,20220628,20220705,20220705
0080004214,1710,1710,LF,USCU_S10,20220929,20221005,20221005
0080004215,1710,1710,LF,USCU_L06,20220929,20221005,20221005
0080004216,1710,1710,LF,USCU_S14,20220929,20221005,20221005
0080004217,1710,1710,LF,USCU_L01,20220929,20221005,20221005
0080004218,1710,1710,LF,USCU_L10,20220929,20221005,20221005
0080004219,1710,1710,LF,USCU_S02,20220929,20221005,20221005
0080004220,1710,1710,LF,USCU_S07,20220929,20221005,20221005
0080004221,1710,1710,LF,USCU_L03,20220929,20221005,20221005
0080004222,1710,1710,LF,USCU_L04,20220929,20221005,20221005
0080004223,1710,1710,LF,USCU_S16,20220929,20221005,20221005
0080004224,1710,1710,LF,USCU_L10,20220929,20221005,20221005
0080004225,1710,1710,LF,USCU_S13,20220929,20221005,20221005
0080004226,1710,1710,LF,USCU_S04,20220929,20221005,20221005
0080004227,1710,1710,LF,USCU_L07,20220929,20221005,20221005
0080004228,1710,1710,LF,USCU_S17,20220929,20221005,20221005
0080004229,1710,1710,LF,USCU_L02,20220929,20221005,20221005
0080004230,1710,1710,LF,USCU_L10,20220929,20221005,20221005
0080004231,1710,1710,LF,USCU_L01,20220929,20221005,20221005
0080004232,1710,1710,LF,USCU_L09,20220929,20221005,20221005
0080004233,1710,1710,LF,USCU_S14,20220929,20221005,20221005
0080004234,1710,1710,LF,USCU_S01,20220929,20221005,20221005
0080004235,1710,1710,LF,USCU_L07,20220929,20221005,20221005
0080004236,1710,1710,LF,USCU_S11,20220929,20221005,20221005
0080004237,1710,1710,LF,USCU_S10,20220929,20221005,20221005
0080004238,1710,1710,LF,USCU_S04,20220929,20221005,20221005
0080004239,1710,1710,LF,USCU_L07,20220929,20221005,20221005
0080004240,1710,1710,LF,USCU_L09,20220929,20221005,20221005
0080004241,1710,1710,LF,USCU_S15,20220929,20221005,20221005
0080004242,1710,1710,LF,USCU_L02,20220929,20221005,20221005
0080004243,1710,1710,LF,USCU_S01,20220929,20221005,20221005
0080004244,1710,1710,LF,USCU_S09,20220929,20221005,20221005
0080004245,1710,1710,LF,USCU_L08,20220929,20221005,20221005
0080004246,1710,1710,LF,USCU_S17,20220929,20221005,20221005
0080004247,1710,1710,LF,USCU_L02,20220929,20221005,20221005
0080004248,1710,1710,LF,USCU_L09,20220929,20221005,20221005
0080004249,1710,1710,LF,USCU_S10,20221017,20221021,20221021
0080004250,1710,1710,LF,USCU_S05,20221017,20221021,20221021
0080004251,1710,1710,LF,USCU_L06,20221017,20221021,20221021
0080004252,1710,1710,LF,USCU_S17,20221017,20221021,20221021
0080004253,1710,1710,LF,USCU_L01,20221017,20221021,20221021
0080004254,1710,1710,LF,USCU_L10,20221017,20221021,20221021
0080004255,1710,1710,LF,USCU_S07,20221017,20221021,20221021
0080004256,1710,1710,LF,USCU_L03,20221017,20221021,20221021
0080004257,1710,1710,LF,USCU_S03,20221017,20221021,20221021
0080004258,1710,1710,LF,USCU_S15,20221017,20221021,20221021
0080004259,1710,1710,LF,USCU_L04,20221017,20221021,20221021
0080004260,1710,1710,LF,USCU_L10,20221017,20221021,20221021
0080004261,1710,1710,LF,USCU_S10,20221017,20221021,20221021
0080004262,1710,1710,LF,USCU_S16,20221017,20221021,20221021
0080004263,1710,1710,LF,USCU_L06,20221017,20221021,20221021
0080004264,1710,1710,LF,USCU_S03,20221017,20221021,20221021
0080004265,1710,1710,LF,USCU_L02,20221017,20221021,20221021
0080004266,1710,1710,LF,USCU_L10,20221017,20221021,20221021
0080004267,1710,1710,LF,USCU_L02,20221017,20221021,20221021
0080004268,1710,1710,LF,USCU_S15,20221017,20221021,20221021
0080004269,1710,1710,LF,USCU_S10,20221017,20221021,20221021
0080004270,1710,1710,LF,USCU_S02,20221017,20221021,20221021
0080004271,1710,1710,LF,USCU_L04,20221017,20221021,20221021
0080004272,1710,1710,LF,USCU_L10,20221017,20221021,20221021
0080004273,1710,1710,LF,USCU_L02,20221017,20221021,20221021
0080004274,1710,1710,LF,USCU_S16,20221017,20221021,20221021
0080004275,1710,1710,LF,USCU_S06,20221017,20221021,20221021
0080004276,1710,1710,LF,USCU_S11,20221017,20221021,20221021
0080004277,1710,1710,LF,USCU_L07,20221017,20221021,20221021
0080004278,1710,1710,LF,USCU_S08,20221017,20221021,20221021
0080004279,1710,1710,LF,USCU_L06,20221017,20221021,20221021
0080004280,1710,1710,LF,USCU_S17,20221017,20221021,20221021
0080004281,1710,1710,LF,USCU_S03,20221017,20221021,20221021
0080004282,1710,1710,LF,USCU_L10,20221017,20221021,20221021
0080004283,1710,1710,LF,USCU_L01,20221017,20221021,20221021
0080004290,1710,1710,LF,0017100003,20221101,20221109,20221107
0080004286,1710,1710,LF,0017100001,20221028,20221107,20221103
0080004287,1710,1710,LF,0017100001,20221028,20221107,20221103
0080003778,1710,1710,LF,0017100003,00000000,20211104,20211102
0180000031,1710,,EL,,00000000,20210317,00000000
0180000032,1710,,EL,,00000000,20210324,00000000
0180000033,1710,,EL,,00000000,20221031,00000000
1000002100,1710,,EL,,20221031,20221031,00000000
1000002101,1710,,EL,,20221031,20221031,00000000
0080004288,1710,1710,LF,0017100003,20221031,20221104,20221104
1000002102,1710,,EL,,20221031,20221031,00000000
0080004289,1710,1710,LF,0017100003,20221101,20221109,20221107
1000002103,1710,,EL,,00000000,20221102,00000000
0080004293,1710,1710,LF,0017100273,20221102,20221110,20221108
1000002105,1710,,EL,,00000000,20221102,00000000
0080004294,171R,1710,RL,0017100006,00000000,20191107,20191107
0080004295,171R,1710,RL,0017100006,00000000,20211115,20211115
0080004296,171R,1710,RL,0017100006,00000000,20211116,20211116
0080004297,1710,1710,LF,USCU_S04,00000000,20220318,20220318
0080004299,1710,1710,LF,0017100003,00000000,20201116,20201116
0080004300,1710,1710,LF,0017100003,00000000,20201120,20201120
0080004301,1710,1710,LF,0017100001,00000000,20211103,20211101
0080004302,1710,1710,LF,0017100003,00000000,20211109,20211105
0080004303,1710,1710,LF,0017100001,00000000,20211122,20211118
0080004304,1710,1710,LF,BP_US_01,00000000,20211124,20211124
0080004305,1710,1710,LF,0017100004,00000000,20211201,20211130
0080004306,1710,1710,LF,0017100002,00000000,20220301,20220228
0080004307,1710,1710,LF,0017100001,00000000,20220628,20220624
0080004308,1710,1710,LF,0017100001,00000000,20220621,20220621
0080004309,1710,1710,LF,0017100011,00000000,20221107,20221103
0080004310,1710,1710,LF,0017100003,00000000,20221108,20221104
0080004312,1710,1710,LF,0017100001,00000000,20201120,20201120
0080004313,1710,1710,LF,0017100003,00000000,20201120,20201120
0080004314,1710,1710,LF,0017100003,00000000,20221103,20221101
1000002104,1710,,EL,,20221102,20221102,00000000
0080004285,1710,1710,LF,0017100003,20221028,20221104,20221102
0080004291,1710,1710,LF,0017100003,20221102,20221110,20221108
0080004292,1710,1710,LF,0017100001,20221102,20221110,20221108
0080004311,1710,1710,LF,0017100001,00000000,20221114,20221110
0080004315,1710,1710,LF,0017100002,00000000,20221110,20221109
0080004316,1710,1710,LF,0017100002,20221103,20221110,20221109
0080004317,1710,1710,LF,0017100001,20221103,20221111,20221109
0080004318,1710,1710,LF,0017100003,00000000,20211109,20211105
0080004319,1710,1710,LF,0017100002,00000000,20221110,20221109
0080004320,1710,1710,LF,0017100004,20221104,20221110,20221109
0080004321,1710,1710,LF,0017100003,00000000,20211109,20211105
