VBELN,POSNR,MATNR,WERKS,KWMENG,VRKME,NETPR,WAERK,PSTYV
0000003842,000010,FG227,1710,10,ST,100,USD,CBTA
0050000003,000010,TG11,,0,ST,0,USD,PVN
0000003756,000010,MZ-FG-C900,1710,17,ST,440,USD,TAN
0000003757,000010,MZ-FG-C900,1710,6,ST,440,USD,TAN
0000003758,000010,MZ-FG-C900,1710,25,ST,440,USD,TAN
0000003759,000010,MZ-FG-C900,1710,55,ST,440,USD,TAN
0000003760,000010,MZ-FG-C900,1710,15,ST,440,USD,TAN
0000003761,000010,MZ-FG-C900,1710,6,ST,440,USD,TAN
0000003762,000010,MZ-FG-C950,1710,32,ST,675,USD,TAN
0000003763,000010,MZ-FG-C950,1710,6,ST,675,USD,TAN
0000003764,000010,MZ-FG-C950,1710,47,ST,675,USD,TAN
0000003765,000010,MZ-FG-C950,1710,8,ST,675,USD,TAN
0000003766,000010,MZ-FG-C950,1710,1,ST,675,USD,TAN
0000003767,000010,MZ-FG-C950,1710,3,ST,675,USD,TAN
0000003768,000010,MZ-FG-C990,1710,9,ST,1002,USD,TAN
0000003769,000010,MZ-FG-C990,1710,149,ST,1002,USD,TAN
0000003770,000010,MZ-FG-C990,1710,19,ST,1002,USD,TAN
0000003771,000010,MZ-FG-C990,1710,6,ST,1002,USD,TAN
0000003772,000010,MZ-FG-C990,1710,92,ST,1002,USD,TAN
0020001904,000010,TG11,1710,5,ST,17.55,USD,AGN
0000004531,000050,SDBOMLUMFIT01,1710,300,ST,30,USD,TAN
0000004531,000060,SDBOMLUMFIT02,1710,500,ST,20,USD,TAN
0060000181,000010,SDBOMERLAHD,1710,50,ST,100,USD,REQ
0060000181,000020,SDBOMERLAIT01,1710,150,ST,0,USD,REE
0060000181,000030,SDBOMERLAIT02,1710,250,ST,0,USD,REE
0020001898,000010,TG11,1710,100,ST,17.55,USD,AGN
0020001899,000010,TG11,1710,15,ST,17.55,USD,AGN
0020001900,000010,TG11,1710,100,ST,17.55,USD,AGN
0060000181,000040,SDBOMLUMFHD,1710,50,ST,0,USD,REP
0020001901,000010,TG11,1710,100,ST,17.55,USD,AGN
0020001902,000010,TG11,1710,100,ST,17.55,USD,AGN
0020001903,000010,TG11,1710,100,ST,17.55,USD,AGN
0000003849,000010,TG11,1710,2,ST,17.55,USD,TAN
0060000081,000010,TG11,1710,0,ST,17.55,USD,G2N
0070000009,000010,FG226,1710,0,ST,19.09,USD,L2N
0070000010,000010,TG11,1710,0,ST,17.55,USD,L2N
0060000082,000010,FG226,1710,0,ST,19.09,USD,G2N
0060000082,000020,FG226,1710,0,ST,7.88,USD,L2N
0070000011,000010,FG226,1710,0,ST,19.09,USD,G2N
0070000011,000020,FG226,1710,0,ST,2.88,USD,L2N
0060000083,000010,TG11,1710,1,ST,81.84,USD,CBEN
0000003854,000010,TG11,1710,10,ST,17.55,USD,TAN
0000003858,000010,TG11,1710,10,ST,17.55,USD,TAN
0060000013,000010,CM-FL-V00,1710,1,ST,8000,USD,CBEN
0060000181,000050,SDBOMLUMFIT01,1710,150,ST,30,USD,RENV
0060000181,000060,SDBOMLUMFIT02,1710,250,ST,20,USD,RENV
0020001921,000010,TG11,1710,100,ST,17.55,USD,AGN
0060000183,000010,SDBOMLUMFHD,1710,50,ST,0,USD,REP
0020001907,000010,TG11,1710,60,ST,17.55,USD,AGN
0060000183,000020,SDBOMLUMFIT01,1710,150,ST,30,USD,RENV
0060000183,000030,SDBOMLUMFIT02,1710,250,ST,20,USD,RENV
0000004532,000010,SDBOMLUMFIT01,1710,150,ST,0,USD,CBXN
0000004532,000020,SDBOMLUMFIT02,1710,250,ST,0,USD,CBXN
0060000182,000010,SDBOMERLAHD,1710,0,ST,100,USD,GAN2
0020001908,000010,TG11,1710,100,ST,17.55,USD,AGN
0020001909,000010,TG11,1710,100,ST,17.55,USD,AGN
0000003873,000010,TG11,1710,100,ST,17.55,USD,TAN
0060000087,000010,TG11,1710,1,ST,49.12,USD,RENV
0060000088,000010,TG11,1710,151,ST,17.98,USD,RENV
0060000090,000010,TG11,1710,1,ST,81.84,USD,RENV
0000003875,000010,TG11,1710,20,ST,17.55,USD,TAN
0060000094,000010,TG11,1710,1,ST,17.55,USD,RENV
0060000093,000010,TG11,1710,1,ST,17.55,USD,RENV
0060000095,000010,TG11,1710,1,ST,1.75,USD,RENV
0060000097,000010,TG11,1710,1,ST,17.55,USD,RENV
0060000098,000010,TG11,1710,1,ST,1.75,USD,RENV
0060000099,000010,TG11,1710,1,ST,17.55,USD,RENV
0060000182,000020,SDBOMLUMFIT01,1710,0,ST,30,USD,GAN2
0060000101,000010,TG11,1710,1,ST,17.55,USD,RENV
0020001910,000010,TG11,1710,1000,ST,17.55,USD,AGN
0060000182,000030,SDBOMLUMFIT02,1710,0,ST,20,USD,GAN2
0000003886,000010,TG11,1710,980,ST,17.55,USD,TAN
0000003886,000020,TG11,1710,20,ST,0,USD,TANN
0060000096,000010,TG11,1710,0,ST,1.75,USD,GAN2
0060000102,000010,TG11,1710,1,ST,17.55,USD,RENV
0060000103,000010,TG11,1710,1,ST,0,USD,RNVN
0060000104,000010,TG11,1710,1,ST,0,USD,RNVN
0060000104,000020,TG11,1710,2,ST,0,USD,RNVN
0060000106,000010,TG11,1710,1,ST,17.55,USD,RENV
0060000107,000010,TG11,1710,1,ST,17.55,USD,RENV
0060000108,000010,TG11,1710,1,ST,17.55,USD,RENV
0000003902,000010,FG6200,1710,10,KG,7.12,USD,TAN
0020001913,000010,TG11,1710,2,ST,17.55,USD,AGN
0020001914,000010,TG11,1710,1000,ST,17.55,USD,AGN
0060000105,000010,TG11,1710,3,ST,17.55,USD,RENV
0060000109,000010,TG11,1710,4,ST,17.55,USD,RENV
0060000110,000010,TG11,1710,60,ST,17.55,USD,RENV
0060000111,000010,TG11,1710,60,ST,17.55,USD,RENV
0060000112,000010,TG11,1710,60,ST,17.55,USD,RENV
0020001893,000010,TG11,1710,120,ST,15,USD,AGN
0020001915,000010,CM-FL-V00,1710,1,ST,8023.6,USD,CBAQ
0020001916,000010,TG11,1710,100,ST,17.55,USD,AGN
0060000116,000010,TG11,1710,60,ST,17.55,USD,RENV
0000004030,000010,MZ-FG-C990,1710,47,ST,1002,USD,TAN
0060000119,000010,TG11,1710,20,ST,17.55,USD,RENV
0000003917,000020,ZPRINTER01,1710,1,ST,500,USD,TAN
0040000017,000010,TG11,1710,0,ST,17.55,USD,CKMN
0000003919,000010,TG11,1710,1,ST,17.55,USD,TAN
0000003920,000010,TG11,1710,2,ST,17.55,USD,TAN
0000003921,000010,TG11,1710,2,ST,0,USD,CBXN
0000003922,000010,TG11,1710,980,ST,17.55,USD,TAN
0000003922,000020,TG11,1710,20,ST,0,USD,TANN
0000003906,000010,CM-FL-V00,1710,1,ST,8023.6,USD,CBTC
0020000048,000010,TG11,1710,8,ST,17.55,USD,AGN
0060000128,000010,TG11,1710,10,ST,17.55,USD,RENV
0020001603,000010,TG11,1710,4,ST,17.55,USD,AGN
0000003901,000010,FG6200,1710,100,KG,7.12,USD,TAN
0000003928,000020,ZPRINTER01,1710,1,ST,500,USD,TAN
0000003943,000010,TG11,1710,5,ST,17.55,USD,TAN
0000003844,000010,FG227,1710,1,ST,102,USD,CBTA
0060000089,000010,TG11,1710,0,ST,49.12,USD,GAN2
0060000131,000010,TG11,1710,0,ST,17.55,USD,GAN2
0060000100,000010,TG11,1710,0,ST,1.75,USD,GAN2
0000005324,000010,AVC_RBT_ROBOT,1710,1,ST,80000,USD,CBTC
0000003749,000010,FG228,1710,10,ST,31.82,USD,CBTA
0000003754,000010,TG11,1710,10,ST,17.55,USD,CBAO
0000003753,000010,TG11,1710,10,ST,17.55,USD,CBAO
0020001965,000010,FG6200,1710,100,KG,7.12,USD,AGN
0000005015,000010,SDBOMERLAHD,1710,10,ST,0,USD,TAQF
0000003946,000010,TG11,1710,20,ST,0,USD,CFN
0000005016,000010,SDBOMERLAHD,1710,10,ST,0,USD,TAQF
0200000004,000010,TG11,1710,10,ST,17.55,USD,CIN
0060000134,000010,TG11,1710,10,ST,0,USD,CPN
0200000005,000010,TG11,1710,10,ST,17.55,USD,CRN
0000003949,000010,TG11,1710,2,ST,17.55,USD,TAN
8000000130,000020,TG11,1710,1,ST,17.55,USD,SRVS
0000003952,000010,TG11,1710,5,ST,17.55,USD,TAN
0000003953,000010,SDBOMERLAHD,1710,5,ST,100,USD,TAQ
0000003953,000020,SDBOMERLAIT01,1710,15,ST,0,USD,TAE
0000003953,000030,SDBOMERLAIT02,1710,25,ST,0,USD,TAE
0000003955,000010,TG11,1710,10,ST,17.55,USD,TAN
0000003956,000010,TG11,1710,10,ST,17.55,USD,TAN
0000003957,000010,TG11,1710,500,ST,17.55,USD,TAN
0060000135,000010,TG11,1710,2,ST,17.55,USD,RENV
0020001936,000010,FG228,1710,10,ST,31.82,USD,CBAG
0020001938,000010,FG6200,1710,100,KG,7.12,USD,AGN
0020001940,000010,FG6200,1710,100,KG,7.12,USD,AGN
0000003967,000010,TG11,1710,5,ST,17.55,USD,TAN
0000004031,000010,MZ-FG-C990,1710,63,ST,1002,USD,TAN
0000004032,000010,MZ-FG-C990,1710,83,ST,1002,USD,TAN
0000004033,000010,MZ-FG-C990,1710,15,ST,1002,USD,TAN
0000004017,000010,MZ-FG-C900,1710,7,ST,440,USD,TAN
0000004018,000010,MZ-FG-C900,1710,60,ST,440,USD,TAN
0000004019,000010,MZ-FG-C900,1710,26,ST,440,USD,TAN
0000004020,000010,MZ-FG-C900,1710,20,ST,440,USD,TAN
0000004021,000010,MZ-FG-C900,1710,21,ST,440,USD,TAN
0000004022,000010,MZ-FG-C900,1710,13,ST,440,USD,TAN
0000004023,000010,MZ-FG-C950,1710,33,ST,675,USD,TAN
0000004024,000010,MZ-FG-C950,1710,7,ST,675,USD,TAN
0000004025,000010,MZ-FG-C950,1710,109,ST,675,USD,TAN
0000004026,000010,MZ-FG-C950,1710,34,ST,675,USD,TAN
0000004027,000010,MZ-FG-C950,1710,10,ST,675,USD,TAN
0000004028,000010,MZ-FG-C950,1710,9,ST,675,USD,TAN
0000004029,000010,MZ-FG-C990,1710,171,ST,1002,USD,TAN
0000004051,000010,MZ-FG-C900,1710,7,ST,440,USD,TAN
0000004052,000010,MZ-FG-C900,1710,52,ST,440,USD,TAN
0000004053,000010,MZ-FG-C900,1710,58,ST,440,USD,TAN
0000004054,000010,MZ-FG-C900,1710,32,ST,440,USD,TAN
0000004055,000010,MZ-FG-C900,1710,26,ST,440,USD,TAN
0000004056,000010,MZ-FG-C900,1710,180,ST,440,USD,TAN
0000004057,000010,MZ-FG-C950,1710,20,ST,675,USD,TAN
0000004058,000010,MZ-FG-C950,1710,37,ST,675,USD,TAN
0000004059,000010,MZ-FG-C950,1710,28,ST,675,USD,TAN
0000004060,000010,MZ-FG-C950,1710,10,ST,675,USD,TAN
0000004061,000010,MZ-FG-C950,1710,67,ST,675,USD,TAN
0000004062,000010,MZ-FG-C950,1710,29,ST,675,USD,TAN
0000004063,000010,MZ-FG-C990,1710,182,ST,1002,USD,TAN
0000004064,000010,MZ-FG-C990,1710,21,ST,1002,USD,TAN
0000004065,000010,MZ-FG-C990,1710,58,ST,1002,USD,TAN
0000004066,000010,MZ-FG-C990,1710,15,ST,1002,USD,TAN
0000004067,000010,MZ-FG-C990,1710,15,ST,1002,USD,TAN
0000004068,000010,MZ-FG-C990,1710,25,ST,1002,USD,TAN
0000004089,000010,MZ-FG-C900,1710,27,ST,440,USD,TAN
0000004090,000010,MZ-FG-C900,1710,16,ST,440,USD,TAN
0000004091,000010,MZ-FG-C900,1710,53,ST,440,USD,TAN
0000004092,000010,MZ-FG-C900,1710,21,ST,440,USD,TAN
0000004093,000010,MZ-FG-C900,1710,52,ST,440,USD,TAN
0000004094,000010,MZ-FG-C900,1710,123,ST,440,USD,TAN
0000004095,000010,MZ-FG-C950,1710,19,ST,675,USD,TAN
0000004096,000010,MZ-FG-C950,1710,42,ST,675,USD,TAN
0000004097,000010,MZ-FG-C950,1710,3,ST,675,USD,TAN
0000004098,000010,MZ-FG-C950,1710,2,ST,675,USD,TAN
0000004099,000010,MZ-FG-C950,1710,53,ST,675,USD,TAN
0000004100,000010,MZ-FG-C950,1710,26,ST,675,USD,TAN
0000004101,000010,MZ-FG-C990,1710,87,ST,1002,USD,TAN
0000004102,000010,MZ-FG-C990,1710,292,ST,1002,USD,TAN
0000004103,000010,MZ-FG-C990,1710,94,ST,1002,USD,TAN
0000004104,000010,MZ-FG-C990,1710,24,ST,1002,USD,TAN
0000004105,000010,MZ-FG-C990,1710,30,ST,1002,USD,TAN
0000004106,000010,MZ-FG-C990,1710,9,ST,1002,USD,TAN
0000004125,000010,MZ-FG-C900,1710,45,ST,440,USD,TAN
0000004126,000010,MZ-FG-C900,1710,11,ST,440,USD,TAN
0000004127,000010,MZ-FG-C900,1710,15,ST,440,USD,TAN
0000004128,000010,MZ-FG-C900,1710,38,ST,440,USD,TAN
0000004129,000010,MZ-FG-C900,1710,43,ST,440,USD,TAN
0000004130,000010,MZ-FG-C900,1710,118,ST,440,USD,TAN
0000004131,000010,MZ-FG-C950,1710,9,ST,675,USD,TAN
0000004132,000010,MZ-FG-C950,1710,59,ST,675,USD,TAN
0000004133,000010,MZ-FG-C950,1710,23,ST,675,USD,TAN
0000004134,000010,MZ-FG-C950,1710,5,ST,675,USD,TAN
0000004135,000010,MZ-FG-C950,1710,34,ST,675,USD,TAN
0000004136,000010,MZ-FG-C950,1710,21,ST,675,USD,TAN
0000004137,000010,MZ-FG-C990,1710,193,ST,1002,USD,TAN
0000004138,000010,MZ-FG-C990,1710,127,ST,1002,USD,TAN
0000004139,000010,MZ-FG-C990,1710,265,ST,1002,USD,TAN
0000004140,000010,MZ-FG-C990,1710,11,ST,1002,USD,TAN
0000004141,000010,MZ-FG-C990,1710,15,ST,1002,USD,TAN
0000004142,000010,MZ-FG-C990,1710,21,ST,1002,USD,TAN
8000000172,000020,TG11,1710,1,ST,17.55,USD,SRVS
8000000151,000020,TG11,1710,1,ST,17.55,USD,SRVS
0020001941,000010,FG6200,1710,100,KG,7.12,USD,AGN
0020001924,000010,TG11,1710,4,ST,17.55,USD,AGN
0000004169,000010,MZ-FG-C900,1710,20,ST,440,USD,TAN
0000004170,000010,MZ-FG-C900,1710,5,ST,440,USD,TAN
0000004171,000010,MZ-FG-C900,1710,7,ST,440,USD,TAN
0000004172,000010,MZ-FG-C900,1710,10,ST,440,USD,TAN
0000004173,000010,MZ-FG-C900,1710,100,ST,440,USD,TAN
0000004174,000010,MZ-FG-C950,1710,44,ST,675,USD,TAN
0000004175,000010,MZ-FG-C950,1710,88,ST,675,USD,TAN
0000004176,000010,MZ-FG-C950,1710,1,ST,675,USD,TAN
0000004177,000010,MZ-FG-C950,1710,16,ST,675,USD,TAN
0000004178,000010,MZ-FG-C950,1710,20,ST,675,USD,TAN
0000004179,000010,MZ-FG-C950,1710,4,ST,675,USD,TAN
0000004180,000010,MZ-FG-C990,1710,13,ST,1002,USD,TAN
0000004181,000010,MZ-FG-C990,1710,8,ST,1002,USD,TAN
0000004182,000010,MZ-FG-C990,1710,31,ST,1002,USD,TAN
0000004183,000010,MZ-FG-C990,1710,26,ST,1002,USD,TAN
0000004184,000010,MZ-FG-C990,1710,14,ST,1002,USD,TAN
0000004185,000010,MZ-FG-C990,1710,2,ST,1002,USD,TAN
0000004204,000010,MZ-FG-C900,1710,17,ST,440,USD,TAN
0000004205,000010,MZ-FG-C900,1710,29,ST,440,USD,TAN
0000004206,000010,MZ-FG-C900,1710,41,ST,440,USD,TAN
0000004207,000010,MZ-FG-C900,1710,49,ST,440,USD,TAN
0000004208,000010,MZ-FG-C900,1710,26,ST,440,USD,TAN
0000004209,000010,MZ-FG-C950,1710,62,ST,675,USD,TAN
0000004210,000010,MZ-FG-C950,1710,14,ST,675,USD,TAN
0000004211,000010,MZ-FG-C950,1710,18,ST,675,USD,TAN
0000004212,000010,MZ-FG-C950,1710,26,ST,675,USD,TAN
0000004213,000010,MZ-FG-C950,1710,9,ST,675,USD,TAN
0000004214,000010,MZ-FG-C950,1710,1,ST,675,USD,TAN
0000004215,000010,MZ-FG-C990,1710,183,ST,1002,USD,TAN
0000004216,000010,MZ-FG-C990,1710,109,ST,1002,USD,TAN
0000004217,000010,MZ-FG-C990,1710,7,ST,1002,USD,TAN
0000004218,000010,MZ-FG-C990,1710,33,ST,1002,USD,TAN
0000004219,000010,MZ-FG-C990,1710,27,ST,1002,USD,TAN
0000004220,000010,MZ-FG-C990,1710,1,ST,1002,USD,TAN
0020000129,000010,TG11,1710,10,ST,17.55,USD,AGN
0000004239,000010,MZ-FG-C900,1710,6,ST,440,USD,TAN
0000004240,000010,MZ-FG-C900,1710,325,ST,440,USD,TAN
0000004241,000010,MZ-FG-C900,1710,27,ST,440,USD,TAN
0000004242,000010,MZ-FG-C900,1710,37,ST,440,USD,TAN
0000004243,000010,MZ-FG-C900,1710,26,ST,440,USD,TAN
0000004244,000010,MZ-FG-C900,1710,66,ST,440,USD,TAN
0000004245,000010,MZ-FG-C950,1710,49,ST,675,USD,TAN
0000004246,000010,MZ-FG-C950,1710,39,ST,675,USD,TAN
0000004247,000010,MZ-FG-C950,1710,19,ST,675,USD,TAN
0000004248,000010,MZ-FG-C950,1710,14,ST,675,USD,TAN
0000004249,000010,MZ-FG-C950,1710,7,ST,675,USD,TAN
0000004250,000010,MZ-FG-C950,1710,31,ST,675,USD,TAN
0000004251,000010,MZ-FG-C990,1710,189,ST,1002,USD,TAN
0000004252,000010,MZ-FG-C990,1710,7,ST,1002,USD,TAN
0000004253,000010,MZ-FG-C990,1710,8,ST,1002,USD,TAN
0000004254,000010,MZ-FG-C990,1710,27,ST,1002,USD,TAN
0000004255,000010,MZ-FG-C990,1710,53,ST,1002,USD,TAN
0000004256,000010,MZ-FG-C990,1710,5,ST,1002,USD,TAN
0020001931,000010,TG11,1710,10,ST,17.55,USD,AGN
0000001216,000010,MZ-FG-M525,1710,39,ST,1587,USD,TAN
0000004279,000010,TG11,1710,50,ST,17.55,USD,TAN
8000000181,000060,ZCART01,1710,1,ST,28,USD,SRVS
0000004280,000020,ZPRINTER01,1710,1,ST,500,USD,TAN
0000004281,000010,MZ-FG-C900,1710,23,ST,440,USD,TAN
0000004282,000010,MZ-FG-C900,1710,5,ST,440,USD,TAN
0000004283,000010,MZ-FG-C900,1710,66,ST,440,USD,TAN
0000004284,000010,MZ-FG-C900,1710,16,ST,440,USD,TAN
0000004285,000010,MZ-FG-C900,1710,45,ST,440,USD,TAN
0000004286,000010,MZ-FG-C900,1710,71,ST,440,USD,TAN
0000004287,000010,MZ-FG-C950,1710,56,ST,675,USD,TAN
0000004288,000010,MZ-FG-C950,1710,9,ST,675,USD,TAN
0000004289,000010,MZ-FG-C950,1710,5,ST,675,USD,TAN
0000004290,000010,MZ-FG-C950,1710,58,ST,675,USD,TAN
0000004291,000010,MZ-FG-C950,1710,61,ST,675,USD,TAN
0000004292,000010,MZ-FG-C950,1710,6,ST,675,USD,TAN
0000004293,000010,MZ-FG-C990,1710,216,ST,1002,USD,TAN
0000004294,000010,MZ-FG-C990,1710,29,ST,1002,USD,TAN
0000004295,000010,MZ-FG-C990,1710,47,ST,1002,USD,TAN
0000004296,000010,MZ-FG-C990,1710,29,ST,1002,USD,TAN
0000004297,000010,MZ-FG-C990,1710,10,ST,1002,USD,TAN
0000004298,000010,MZ-FG-C990,1710,1,ST,1002,USD,TAN
0020000744,000010,TG11,1710,5,ST,17.55,USD,AGN
0000004317,000010,MZ-FG-C900,1710,67,ST,440,USD,TAN
0000004318,000010,MZ-FG-C900,1710,20,ST,440,USD,TAN
0000004319,000010,MZ-FG-C900,1710,31,ST,440,USD,TAN
0000004320,000010,MZ-FG-C900,1710,7,ST,440,USD,TAN
0000004321,000010,MZ-FG-C900,1710,28,ST,440,USD,TAN
0000004322,000010,MZ-FG-C950,1710,70,ST,675,USD,TAN
0000004323,000010,MZ-FG-C950,1710,4,ST,675,USD,TAN
0000004324,000010,MZ-FG-C950,1710,23,ST,675,USD,TAN
0000004325,000010,MZ-FG-C950,1710,12,ST,675,USD,TAN
0000004326,000010,MZ-FG-C950,1710,5,ST,675,USD,TAN
0000004327,000010,MZ-FG-C950,1710,3,ST,675,USD,TAN
0000004328,000010,MZ-FG-C990,1710,15,ST,1002,USD,TAN
0000004329,000010,MZ-FG-C990,1710,19,ST,1002,USD,TAN
0000004330,000010,MZ-FG-C990,1710,18,ST,1002,USD,TAN
0000004331,000010,MZ-FG-C990,1710,26,ST,1002,USD,TAN
0000004332,000010,MZ-FG-C990,1710,54,ST,1002,USD,TAN
0000004333,000010,MZ-FG-C990,1710,214,ST,1002,USD,TAN
0070000013,000010,TG11,1710,0,ST,17.55,USD,L2N
0000005016,000020,SDBOMERLAIT01,1710,30,ST,0,USD,TAE
0000004355,000010,TG11,1710,980,ST,17.55,USD,TAN
0000004355,000020,TG11,1710,20,ST,0,USD,TANN
0060000145,000020,TG11,1710,0,ST,17.55,USD,G2N
0060000146,000010,TG11,1710,0,ST,17.55,USD,G2N
0060000147,000020,TG11,1710,0,ST,17.55,USD,G2N
0060000148,000010,TG11,1710,0,ST,17.55,USD,G2N
0060000149,000010,TG11,1710,0,ST,17.55,USD,G2N
0000004357,000010,TG11,1710,10,ST,0,USD,CBXN
0000004358,000010,TG11,1710,4,ST,0,USD,CFN
0010000115,000010,TG11,1710,5,ST,17.55,USD,AFN
0200000006,000010,TG11,1710,4,ST,17.55,USD,CIN
0000004362,000010,TG11,1710,5,ST,17.55,USD,TAN
0000004363,000010,TG11,1710,10,ST,0,USD,CFN
0200000007,000010,TG11,1710,5,ST,17.55,USD,CIN
0060000150,000010,TG11,1710,5,ST,0,USD,CPN
0200000008,000010,TG11,1710,5,ST,17.55,USD,CRN
0070000017,000010,TG11,1710,0,ST,17.55,USD,L2N
0020001935,000010,FG-FL-MV-V01,1710,1,ST,8000,USD,AGN
0000004365,000010,TG11,1710,10,ST,17.55,USD,TAN
0010000117,000010,TG11,1710,2,ST,17.55,USD,AFN
0000004370,000010,TG11,1710,10,ST,17.55,USD,TAN
0060000152,000010,TG11,1710,5,ST,17.55,USD,CBEN
0000005016,000030,SDBOMERLAIT02,1710,50,ST,0,USD,TAE
0000004374,000010,TG11,1710,4,ST,17.55,USD,TAN
0000004375,000010,CM-FL-V00,1710,1,ST,8016.8,USD,CBTC
0000004376,000010,CM-MLFL-KM-VXX,1710,1,ST,8000,USD,CBTC
0000004378,000010,F-10A,1710,10,ST,18.65,USD,TAN
0000004379,000010,TG11,1710,100,ST,17.55,USD,TAN
0060000153,000010,TG11,1710,0,ST,17.55,USD,G2N
0060000153,000030,TG11,1710,0,ST,15.55,USD,L2N
0070000016,000010,TG11,1710,0,ST,17.55,USD,G2N
0070000016,000030,TG11,1710,0,ST,20.55,USD,L2N
0020001942,000010,TG11,1710,20,ST,17.55,USD,AGN
0000004534,000010,MZ-FG-C900,1710,22,ST,440,USD,TAN
0000004535,000010,MZ-FG-C900,1710,24,ST,440,USD,TAN
0000004536,000010,MZ-FG-C900,1710,39,ST,440,USD,TAN
0000004537,000010,MZ-FG-C900,1710,20,ST,440,USD,TAN
0000004538,000010,MZ-FG-C900,1710,29,ST,440,USD,TAN
0060000157,000010,TG11,1710,0,ST,17.55,USD,G2N
0000004387,000010,SDBOMERLAHD,1710,10,ST,100,USD,TAQ
0000004387,000020,SDBOMERLAIT01,1710,30,ST,0,USD,TAE
0000004387,000030,SDBOMERLAIT02,1710,50,ST,0,USD,TAE
0000004388,000010,SDBOMERLAHD,1710,10,ST,100,USD,TAQ
0000004388,000020,SDBOMERLAIT01,1710,30,ST,0,USD,TAE
0000004388,000030,SDBOMERLAIT02,1710,50,ST,0,USD,TAE
0000004389,000010,SDBOMLUMFHD,1710,10,ST,0,USD,TAP
0000004389,000020,SDBOMLUMFIT01,1710,30,ST,30,USD,TAN
0000004389,000030,SDBOMLUMFIT02,1710,50,ST,20,USD,TAN
0000004539,000010,MZ-FG-C900,1710,49,ST,440,USD,TAN
0060000154,000010,TG11,1710,0,ST,17.55,USD,G2N
0060000154,000020,TG11,1710,0,ST,10.55,USD,L2N
0000004540,000010,MZ-FG-C950,1710,41,ST,675,USD,TAN
0000004541,000010,MZ-FG-C950,1710,16,ST,675,USD,TAN
0000004542,000010,MZ-FG-C950,1710,35,ST,675,USD,TAN
0060000155,000010,TG11,1710,0,ST,17.55,USD,G2N
0060000155,000020,TG11,1710,0,ST,5.55,USD,L2N
0000004543,000010,MZ-FG-C950,1710,12,ST,675,USD,TAN
0000004544,000010,MZ-FG-C950,1710,3,ST,675,USD,TAN
0000004545,000010,MZ-FG-C950,1710,4,ST,675,USD,TAN
0000004546,000010,MZ-FG-C990,1710,28,ST,1002,USD,TAN
0060000156,000010,TG11,1710,0,ST,17.55,USD,G2N
0060000156,000020,TG11,1710,0,ST,5.55,USD,L2N
0000004547,000010,MZ-FG-C990,1710,13,ST,1002,USD,TAN
0000004548,000010,MZ-FG-C990,1710,3,ST,1002,USD,TAN
0000004549,000010,MZ-FG-C990,1710,57,ST,1002,USD,TAN
0000004550,000010,MZ-FG-C990,1710,16,ST,1002,USD,TAN
0000004551,000010,MZ-FG-C990,1710,1,ST,1002,USD,TAN
0000004453,000010,TG11,1710,80,ST,17.55,USD,TAN
0000004400,000010,TG11,1710,50,ST,17.55,USD,TAN
0000004405,000010,SDBOMERLAHD,1710,10,ST,100,USD,TAQ
0000004405,000020,SDBOMERLAIT01,1710,30,ST,0,USD,TAE
0000004405,000030,SDBOMERLAIT02,1710,50,ST,0,USD,TAE
0000004406,000010,SDBOMERLAHD,1710,10,ST,0,USD,TAQF
0000004406,000020,SDBOMERLAIT01,1710,30,ST,0,USD,TAE
0000004406,000030,SDBOMERLAIT02,1710,50,ST,0,USD,TAE
0000004407,000010,SDBOMERLAHD,1710,2,ST,100,USD,TAQ
0000004407,000020,SDBOMERLAIT01,1710,6,ST,0,USD,TAE
0000004407,000030,SDBOMERLAIT02,1710,5,ST,0,USD,TAE
0000004411,000010,TG11,1710,10,ST,17.55,USD,TAN
0000004455,000010,TG11,1710,60,ST,17.55,USD,TAN
0000004414,000010,TG11,1710,10,ST,17.55,USD,CBAO
0000005082,000010,SG21,1710,20,ST,30,USD,TAN
0000004418,000010,TG11,1710,8,ST,17.55,USD,TAN
0000004419,000010,TG11,1710,8,ST,17.55,USD,TAN
0000004420,000010,TG11,1710,8,ST,17.55,USD,TAN
0000004424,000010,TG11,1710,1,ST,17.55,USD,TAN
0000004422,000010,TG11,1710,8,ST,17.55,USD,TAN
0000004425,000010,TG11,1710,2,ST,17.55,USD,TAN
0000004426,000010,TG11,1710,5,ST,17.55,USD,TAN
0000004427,000010,TG11,1710,5,ST,17.55,USD,CBAO
0000004423,000010,TG11,1710,2,ST,17.55,USD,CBAO
0000004569,000010,MZ-FG-C900,1710,2,ST,440,USD,TAN
0020001939,000010,TG11,1710,5,ST,17.55,USD,AGN
0030000002,000010,TG11,1710,40,ST,17.55,USD,LKN
0030000003,000010,TG11,1710,40,ST,17.55,USD,LKN
0000004439,000010,TG11,1710,5,ST,17.55,USD,CIN
0060000163,000010,TG11,1710,2,ST,17.55,USD,KAN
0060000164,000010,TG11,1710,2,ST,17.55,USD,KRN
0060000165,000010,TG11,1710,2,ST,17.55,USD,KRN
0030000004,000010,TG11,1710,12,ST,17.55,USD,LZN
0030000005,000010,TG11,1710,12,ST,17.55,USD,LZN
0000004570,000010,MZ-FG-C900,1710,6,ST,440,USD,TAN
0000004571,000010,MZ-FG-C900,1710,10,ST,440,USD,TAN
0000004572,000010,MZ-FG-C900,1710,5,ST,440,USD,TAN
