MATNR,SPRAS,MAKTX
SG-CFP-HARNESS,8,Підвіска
SG-CFP-HARNESS,9,Kaablikimp
SG-CFP-HARNESS,A,حمّالة أمان
SG-CFP-HARNESS,B,רתמה
SG-CFP-HOUSING,8,Кожух насоса
SG-CFP-HOUSING,9,Pumbakere
SG-CFP-HOUSING,A,علبة المضخة
SG-CFP-HOUSING,B,בית משאבה
SG-CFP-IMPELLER,8,Ротор
SG-CFP-IMPELLER,9,Tiivik
SG-CFP-IMPELLER,A,دافعة مروحية
SG-CFP-IMPELLER,B,מאיץ
SG-CFP-INBRD_CVR,8,Внутрішнє покриття
SG-CFP-INBRD_CVR,9,Sisekate
SG-CFP-INBRD_CVR,A,غطاء داخلي
SG-CFP-INBRD_CVR,B,כיסוי פנימי
SG-CFP-SEAL,8,Сальник
SG-CFP-SEAL,9,Tihend
SG-CFP-SEAL,A,سدادة
SG-CFP-SEAL,B,חתם
SG-CFP-SHAFT,8,Вал
SG-CFP-SHAFT,9,Võll
SG-CFP-SHAFT,A,عمود
SG-CFP-SHAFT,B,פיר
SG-CFP-V-SENSOR,8,Датчик вібрації
SG-CFP-V-SENSOR,9,Vibratsiooniandur
SG-CFP-V-SENSOR,A,مستشعر الاهتزاز
SG-CFP-V-SENSOR,B,חיישן רטט
SWN-CFG-SW-S1,8,Програмне забезпечення S1
SWN-CFG-SW-S1,9,Tarkvara S1
SWN-CFG-SW-S1,A,البرنامج S1
SWN-CFG-SW-S1,B,תוכנה S1
FG1_CP,7,"CP-FG1, Syaf dengan Bearing Gulung"
FG1_CP,8,"CP-FG1, вал з роликовими підшипниками"
FG1_CP,9,"CP-FG1, valtslaagritega võll"
FG1_CP,A,CP-FG1، عمود بحوامل مدورة
RM1_CP,7,"CP-RM1, Keluli"
RM1_CP,8,"CP-RM1, сталь"
RM1_CP,9,"CP-RM1, teras"
RM1_CP,A,CP-RM1، فولاذ
RM2_CP,7,"CP-RM2, Bearing Gulung"
RM2_CP,8,"CP-RM2, роликовий підшипник"
RM2_CP,9,"CP-RM2, valtslaager"
RM2_CP,A,CP-RM2، حامل مدور
SG1_CP,8,"CP-SG1, вал"
SG1_CP,9,"CP-SG1, võll"
SG1_CP,A,CP-SG1، عمود
SG1_CP,B,"CP-SG1, מוט"
FG2_CP,7,"CP-FG2, Dakwat Botol,15 ml"
FG2_CP,8,"CP-FG2, чорнило, розлите в бутилку,15 мл"
FG2_CP,9,"CP-FG2, pudelisse villitud tint,15 ml"
FG2_CP,A,"CP-FG2, حبر معبأ في زجاجة، 15 مللي"
RM5_CP,7,"CP-RM5, Varnis"
RM5_CP,8,"CP-RM5, лак"
RM5_CP,9,"CP-RM5, lakk"
RM5_CP,A,"CP-RM5, طلاء"
RM7_CP,7,"CP-RM7, Label"
RM7_CP,8,"CP-RM7, ярлик"
RM7_CP,9,"CP-RM7, etikett"
RM7_CP,A,"CP-RM7, بطاقة"
SG2_CP,7,"CP-SG2, Dakwat Botol"
SG2_CP,8,"CP-SG2, чорнило, розлите в бутилку"
SG2_CP,9,"CP-SG2, pudelisse villitud tint"
SG2_CP,A,CP-SG2، حبر معبأ في زجاجة
SG2_CP,B,"CP-SG2, דיו בבקבוק"
SG-WPM-ELEC-PLUG,8,Електричний штепсель
SG-WPM-ELEC-PLUG,9,Elektrikontakt
SG-WPM-ELEC-PLUG,A,قابس كهربائي
SG-WPM-ELEC-PLUG,B,תקע חשמלי
SG-WPM-GEAR-HSNG,8,Картер коробки передач
SG-WPM-GEAR-HSNG,9,Hammasratta korpus
SG-WPM-GEAR-HSNG,A,موضع الترس
SG-WPM-GEAR-HSNG,B,בית מנגנון
SG-WPM-MOTOR-HSG,8,Корпус двигуна
SG-WPM-MOTOR-HSG,9,Mootori korpus
SG-WPM-MOTOR-HSG,A,موضع المحرك
SG-WPM-MOTOR-HSG,B,בית מנוע
SG-WPM-RING-GEAR,8,Кільцева шестерня
SG-WPM-RING-GEAR,9,Hammasratas
SG-WPM-RING-GEAR,A,ترس حلقي
SG-WPM-RING-GEAR,B,גלגל העטרת
SG-WPR-MOTOR,8,Двигун склоочисника
SG-WPR-MOTOR,9,Klaasipuhasti mootor
SG-WPR-MOTOR,A,محرك المسح
SG-WPR-MOTOR,B,מנוע מגב
RMJIT01,7,"RAW01,JIT,Perkilangan Berulang"
RMJIT01,8,"RAW01, JIT, серійне виробництво"
RMJIT01,9,"RAW01,JIT,seeriatootmine"
RMJIT01,A,RAW01، تصنيع تكراري في الوقت المحدد
RMJIT02,7,"RAW02,JIT,Perkilangan Berulang"
RMJIT02,8,"RAW02, JIT, серійне виробництво"
RMJIT02,9,"RAW02,JIT,seeriatootmine"
RMJIT02,A,RAW02، تصنيع تكراري في الوقت المحدد
SGJIT01,7,"SEMI01,JIT,Perkilangan Berulang"
SGJIT01,8,"SEMI01, JIT, серійне виробництво"
SGJIT01,9,"SEMI01,JIT,seeriatootmine"
SGJIT01,A,SEMI01، تصنيع تكراري في الوقت المحدد
SGJIT01,B,"SEMI01,JIT,ייצור חוזר"
SGJIT02,7,"SEMI02,JIT,Perkilangan Berulang"
SGJIT02,8,"SEMI02, JIT, серійне виробництво"
SGJIT02,9,"SEMI02,JIT,seeriatootmine"
SGJIT02,A,SEMI02، تصنيع تكراري في الوقت المحدد
SGJIT02,B,"SEMI02,JIT,ייצור חוזר"
SGJIT02-SERIALIZED,7,"BAHAN DISIRIKAN, JIT"
SGJIT02-SERIALIZED,8,"СЕРІАЛІЗОВАНИЙ МАТЕРІАЛ, JIT"
SGJIT02-SERIALIZED,9,"SERIALISEERITUD MATERJAL, JIT"
SGJIT02-SERIALIZED,A,المادة المسلسلة، في الوقت المحدد
SGJIT02-SERIALIZED,B,"חומר ממוספר, JIT"
FG111,7,"FIN111, MTS-DI, PD"
FG111,8,"FIN111, MTS-DI, PD"
FG111,9,"FIN111, MTS-DI, PD"
FG111,A,"FIN111, MTS-DI, PD"
FG111_A,7,"FIN111_A,MTS-DI,PD"
FG111_A,8,"FIN111_A,MTS-DI,PD"
FG111_A,9,"FIN111_A,MTS-DI,PD"
FG111_A,A,"FIN111_A,MTS-DI,PD"
FG111_B,7,"FIN111_B, MTS-DI, PD"
FG111_B,8,"FIN111_B, MTS-DI, PD"
FG111_B,9,"FIN111_B, MTS-DI, PD"
FG111_B,A,"FIN111_B, MTS-DI, PD"
FG111_C,7,"FIN111_C, MTS-DI, PD"
FG111_C,8,"FIN111_C, MTS-DI, PD"
FG111_C,9,"FIN111_C, MTS-DI, PD"
FG111_C,A,"FIN111_C, MTS-DI, PD"
RM27_1,7,"RAW27_1, PD, Pembungkusan"
RM27_1,8,"RAW27_1, PD, пакування"
RM27_1,9,"RAW27_1, PD, pakkimine"
RM27_1,A,"RAW27_1, PD, التعبئة"
RM1420,7,"RM1420, PD, Pelarut"
RM1420,8,"RM1420, PD, розчинник"
RM1420,9,"RM1420, PD, lahusti"
RM1420,A,"RM1420, ‏PD, مذيب"
RM1430,7,"RM1430, PD, Mangkin"
RM1430,8,"RM1430, PD, каталізатор"
RM1430,9,"RM1430, PD, katalüsaator"
RM1430,A,"RM1430, PD, عامل حفاز"
SG2200,7,"SEMI2200,MTS-PI,PD,dgn Pro.Gndgn & Smpgn"
SG2200,8,"SEMI2200,MTS-PI,PD,з супут.і побіч.прод."
SG2200,9,"SEMI2200,MTS-PI,PD,kaas- ja kõrvaltoode"
SG2200,A,"SEMI2200,MTS-PI,PD,مع منتج مشترك وثانوي"
SG2200,B,"SEMI2200,MTS-PI,PD,עם מוצר משותף ומו.לו."
SG7100,7,"SEMI7100, PD, Produk Sampingan"
SG7100,8,"SEMI7100, PD, побічний продукт"
SG7100,9,"SEMI7100, PD, kõrvaltoode"
SG7100,A,"SEMI7100، ‏PD, منتج ثانوي"
SG7100,B,"SEMI7100, PD, מוצר לוואי"
SG8100,7,"SEMI8100, PD, Produk Gndngn, Harga TETAP"
SG8100,8,"SEMI8100, PD, супутній продукт, ціна FIX"
SG8100,9,"SEMI8100, PD, kaastoode, fiks. hind"
SG8100,A,SEMI8100، ‏PD،‏ منتج مشترك، سعر ثابت
SG8100,B,"SEMI8100, PD, מוצר משותף, מחיר קבוע"
SG9100,7,"SEMI9100, PD, Produk Gandingan"
SG9100,8,"SEMI9100, PD, супутній продукт"
SG9100,9,"SEMI9100, PD, kaastoode"
SG9100,A,"SEMI9100, ‏PD, منتج مشترك"
SG9100,B,"SEMI9100, PD, מוצר משותף"
TG11,C,"Obch.zboží 11,PD,běž.obchod"
TG11,D,"Handelsware 11, PD, normaler Handel"
TG11,c,"Mercaderia 11, PC, comerç registrat"
TG11,d,"Trgovačka roba 11, PD, redovno trgovanje"
FG126,B,"FIN126,MTS-DI,PD,מספר סידורי"
FG126,C,"FIN126,MTS-DI,PD,sér. číslo"
FG126,D,"FIN126, MTS-DI, PD, Serialnummer"
FG126,c,"FIN126,MTS-DI,PD,Núm.sèrie"
FG126,d,"FIN126,MTS-DI,PD,serijski br."
FG29,B,"FIN29,MTS-PI,PD, סדרה-תאריך תפוגה"
FG29,C,"FIN29,MTS-PI,PD,šarže-datum expirace"
FG29,D,"FIN29, MTS-PI, PD, Charge-Verfalldatum"
FG29,c,"FIN29,MTS-PI,PD,data expiració lot"
FG29,d,"FIN29,MTS-PI,PD,datum isteka šarže"
RM09,B,"RAW09,PD, סדרת FIFO"
RM09,C,"RAW09,PD,FIFO šarže"
RM09,D,"RAW09, PD, FIFO Charge"
RM09,c,"RAW09,PD,lot Fifo"
RM12,B,"RAW12,PD, יצרן חוזר"
RM12,C,"RAW12,PD,sériová výroba"
RM12,D,"RAW12, PD, Serienfertigung"
RM12,c,"RAW12,PD,fabric.repetitiva"
RM120,B,"RAW120,PD,איכות מנוהלת"
RM120,C,"RAW120,PD,řízení jakosti"
RM120,D,"RAW120, PD, qualitätsgeprüft"
RM120,c,"RAW120,PD,QualityManaged"
RM122,B,"RAW122,PD,סדרת-Fifo,ייבוא רכש"
RM122,D,"RAW122, PD, FIFO Charge, Import"
RM122,C,"RAW122,PD,šarže-FIFO,pořízení-import"
RM122,c,"RAW122,PD,lote Fifo,ProcureImport"
RM124,B,"RAW124,VB,צריכה,איתור קבוע"
RM124,C,"RAW124,VB,spotřeba, pevné místo"
RM124,D,"RAW124, VB, Verbrauch, Fixlagerplatz"
RM124,c,"RAW124,VB,Consumo,FixedBin"
RM128,B,"RAW128,PD, משגור"
RM128,C,"RAW128,PD,konsignace"
RM128,D,"RAW128, PD, Konsignation"
RM128,c,"RAW128,PD, consignació"
RM13,B,"RAW13,PD,קבלנות משנה"
RM13,C,"RAW13,PD,práce ve mzdě"
RM13,D,"RAW13, PD, Lohnbearbeitung"
RM13,c,"RAW13,PD,subcontractació"
RM14,B,"RAW14,PD,קבלנות משנה"
RM14,C,"RAW14,PD,práce ve mzdě"
RM14,D,"RAW14, PD, Lohnbearbeitung"
RM14,c,"RAW14,PD,subcontractació"
RM15,C,"RAW15,PD"
RM15,B,"RAW15,PD"
RM15,D,"RAW15, PD"
RM15,c,"RAW15,PD"
RM16,B,"RAW16,PD"
RM16,C,"RAW16,PD"
RM16,D,"RAW16, PD"
RM16,c,"RAW16,PD"
RM19,B,"RAW19,PD, סדרת-FIFO, LeanQM"
RM19,C,"RAW19,PD,šarže-FIFO,jednod.říz.jakosti"
RM19,D,"RAW19, PD, FIFO Charge, Lean QM"
RM19,c,"RAW19,PD,lote Fifo,LeanQM"
RM20,B,"RAW20, PD"
RM20,C,"RAW20,PD"
RM20,D,"RAW20, PD"
RM20,c,"RAW20,PD"
RM27,B,"RAW27,PD,קופסת אריזה"
RM27,C,"RAW27,PD,balicí box"
EWMS4-50,F,"FIN50,à forte rotation"
EWMS4-50,G,"FIN50,Μεγάλη Κυκλοφορία"
EWMS4-50,H,"FIN50, gyorsan mozgó"
EWMS4-50,d,"FIN50,brzo pokretno"
EWMS4-502,F,"RAW502,à forte rotation"
EWMS4-502,G,"RAW502,Μεγάλη Κυκλοφορία"
EWMS4-502,H,"RAW502, gyorsan mozgó"
EWMS4-502,d,"RAW502,brzo pokretno"
EWMS4-503,F,"RAW503,à forte rotation"
EWMS4-503,G,"RAW503,Μεγάλη Κυκλοφορία"
EWMS4-503,H,"RAW503, gyorsan mozgó"
EWMS4-503,d,"RAW503,brzo pokretno"
EWMS4-601,F,"RAW601,à forte rotation"
EWMS4-601,G,"RAW601,Μεγάλη Κυκλοφορία"
EWMS4-601,H,"RAW601, gyorsan mozgó"
EWMS4-601,d,"RAW601,brzo pokretno"
F-10A,E,"FIN10A,MTS-DDMRP,PD"
F-10B,E,"FIN10B,MTS-DDMRP,PD"
R-302,E,"RAW302,PD"
R-401,E,"RAW401,D1"
S-201,E,"SEMI201,MTS,D1,Subassembly"
S-202,E,"SEMI202,MTS,D1"
S-301,E,"SEMI301,MTS,PD,Subassembly"
F-10A,F,"FIN10A,MTS-DDMRP,PD"
F-10A,G,"FIN10A,MTS-DDMRP,PD"
F-10A,H,"FIN10A,MTS-DDMRP,PD"
F-10A,d,"FIN10A,MTS-DDMRP,PD"
F-10B,F,"FIN10B,MTS-DDMRP,PD"
F-10B,G,"FIN10B,MTS-DDMRP,PD"
F-10B,H,"FIN10B,MTS-DDMRP,PD"
F-10B,d,"FIN10B,MTS-DDMRP,PD"
R-302,F,"RAW302,PD"
R-302,G,"RAW302,PD"
R-302,d,"RAW302,PD"
R-401,F,"RAW401,D1"
R-401,G,"RAW401,D1"
R-401,d,"RAW401,D1"
S-201,F,"SEMI201,MTS,D1,sous-ensemble"
S-201,G,"SEMI201,MTS,D1,Δευτ.Συναρμολόγηση"
S-201,H,"SEMI201,MTS,D1,köztes szerelt egység"
S-202,F,"SEMI202,MTS,D1"
S-202,G,"SEMI202,MTS,D1"
S-202,H,"SEMI202,MTS,D1"
S-301,F,"SEMI301,MTS,PD,sous-ensemble"
S-301,G,"SEMI301,MTS,PD,Δευτερ.Συναρμολόγηση"
S-301,H,"SEMI301,MTS,PD,köztes szerelt egység"
S-203,E,"SEMI203,D1"
S-203,F,"SEMI203,D1"
S-203,G,"SEMI203,D1"
S-203,H,"SEMI203,D1"
F-20A,E,"FIN20A,MTS-DDMRP,PD"
R-311,E,"RAW311,PD"
R-410,E,"RAW410,PD"
R-411,E,"RAW411,PD"
R-412,E,"RAW412,PD"
S-208,E,"SEMI208,MTS,PD,Subassembly"
S-210,E,"SEMI210,MTS,PD,Subassembly"
S-310,E,"SEM310,MTS,PD,Subassembly"
S-315,E,"SEM315,MTS,PD,Subassembly"
F-20A,F,"FIN20A,MTS-DDMRP,PD"
F-20A,G,"FIN20A,MTS-DDMRP,PD"
F-20A,H,"FIN20A,MTS-DDMRP,PD"
F-20A,d,"FIN20A,MTS-DDMRP,PD"
R-311,F,"RAW311,PD"
R-311,G,"RAW311,PD"
R-311,d,"RAW311,PD"
R-410,F,"RAW410,PD"
R-410,G,"RAW410,PD"
R-410,d,"RAW410,PD"
R-411,F,"RAW411,PD"
R-411,G,"RAW411,PD"
R-411,d,"RAW411,PD"
R-412,F,"RAW412,PD"
R-412,G,"RAW412,PD"
R-412,d,"RAW412,PD"
S-208,F,"SEMI208,MTS,PD,sous-ensemble"
S-208,G,"SEMI208,MTS,PD,Δευτ.Συναρμολ."
S-208,H,"SEMI208,MTS,PD,köztes szerelt egység"
S-210,F,"SEMI210,MTS,PD,sous-ensemble"
S-210,G,"SEMI210,MTS,PD,Δευτ.Συναρμολ."
S-210,H,"SEMI210,MTS,PD,köztes szerelt egység"
S-310,F,"SEM310,MTS,PD,sous-ensemble"
S-310,G,"SEM310,MTS,PD,Δευτ.Συναρμολ."
S-310,H,"SEM310,MTS,PD,köztes szerelt egység"
S-315,F,"SEM315,MTS,PD,sous-ensemble"
S-315,G,"SEM315,MTS,PD,Δευτ.Συναρμολ."
S-315,H,"SEM315,MTS,PD,köztes szerelt egység"
FGIPD001,E,Seat
RMIPD001,E,ARM Hardware 1
RMIPD002,E,ARM Hardware 2
SWNIPD001,E,ARM Software 1
FGIPD001,F,Place
FGIPD001,G,Θέση
FGIPD001,H,Munkahely
RMIPD001,F,Matériel ARM 1
RMIPD001,G,ARM Υλικός Εξοπλισμός 1
RMIPD001,H,ARM hardver 1
RMIPD001,d,ARM hardver 1
RMIPD002,F,Matériel ARM 2
RMIPD002,G,ARM Υλικός Εξοπλισμός 2
RMIPD002,H,ARM hardver 2
RMIPD002,d,ARM hardver 2
SWNIPD001,F,Logiciel ARM 1
SWNIPD001,G,ARM Λογισμικό 1
SWNIPD001,H,ARM szoftver 1
SG26,E,"SEMI26,PD,Subcontracting"
SG26,F,"SEMI26,PD,sous-traitance"
SG26,G,"SEMI26,PD,Υπεργολαβία"
SG26,H,"SEMI26,PD,bérfeldolgozás"
SG-CFP,E,Centrifugal Pump
SG-CFP-ADAPTER,E,Adapter
SG-CFP-B-BRNG,E,Ball Bearing
SG-CFP-BRNG-BRKT,E,Bearing Bracket
SG-CFP-CON,E,Connector
SG-CFP-CON_BK,E,Connector Back
SG-CFP-CON_BX_CVR,E,Connector Box Cover
SG-CFP-COUPLER,E,Coupler
SG-CFP-F-SENSOR,E,Flow Sensor
SG-CFP-HARNESS,E,Harness
SG-CFP-HOUSING,E,Pump housing
SG-CFP-IMPELLER,E,Impeller
SG-CFP-INBRD_CVR,E,Inboard Cover
SG-CFP-SEAL,E,Seal
SG-CFP-SHAFT,E,Shaft
SG-CFP-V-SENSOR,E,Vibration Sensor
SWN-CFG-SW-S1,E,Software S1
SG-CFP,F,Pompe centrifuge
SG-CFP,G,Φυγοκεντρική Αντλία
SG-CFP,H,Centrifugális szivattyú
SG-CFP-ADAPTER,F,Adaptateur
SG-CFP-ADAPTER,G,Σημείο Σύνδεσης
SG-CFP-ADAPTER,H,Adapter
SG-CFP-B-BRNG,F,Roulement à billes
SG-CFP-B-BRNG,G,Ρουλεμάν
SG-CFP-B-BRNG,H,Golyóscsapágy
SG-CFP-BRNG-BRKT,F,Console terminale
SG-CFP-BRNG-BRKT,G,Στήριγμα Εδράνου
SG-CFP-BRNG-BRKT,H,Csapágybak
SG-CFP-CON,F,Connecteur
SG-CFP-CON,G,Σύνδεση
SG-CFP-CON,H,Csatlakozó
SG-CFP-CON_BK,F,Arrière du connecteur
SG-CFP-CON_BK,G,Επιστροφή Σύνδεσης
SG-CFP-CON_BK,H,Csatlakozó hátulja
SG-CFP-CON_BX_CVR,F,Couvercle de boîtier du connecteur
SG-CFP-CON_BX_CVR,G,Κάλυμμα Κουτιού Σύνδεσης
SG-CFP-CON_BX_CVR,H,Csatlakozódoboz fedele
SG-CFP-COUPLER,F,Coupleur
SG-CFP-COUPLER,G,Ζεύκτης
SG-CFP-COUPLER,H,Tengelykapcsoló
SG-CFP-F-SENSOR,F,Capteur de débit
SG-CFP-F-SENSOR,G,Αισθητήρας Ροής
SG-CFP-F-SENSOR,H,Áramlásérzékelő
SG-CFP-HARNESS,F,Harnais
SG-CFP-HARNESS,G,Ιμάντας πρόσδεσης
SG-CFP-HARNESS,H,Hám
SG-CFP-HOUSING,F,Corps de pompe
SG-CFP-HOUSING,G,Σώμα αντλίας
SG-CFP-HOUSING,H,Szivattyúház
SG-CFP-IMPELLER,F,Roue
SG-CFP-IMPELLER,G,Πτερωτή
SG-CFP-IMPELLER,H,Keverőlapát
SG-CFP-INBRD_CVR,F,Couvercle interne
SG-CFP-INBRD_CVR,G,Εσωτερική Κάλυψη
SG-CFP-INBRD_CVR,H,Belső borító
SG-CFP-SEAL,F,Joint
SG-CFP-SEAL,G,Υδραυλική στεγάνωση
SG-CFP-SEAL,H,Tömítés
SG-CFP-SHAFT,F,Arbre
SG-CFP-SHAFT,G,Αξονας
SG-CFP-SHAFT,H,Tengely
SG-CFP-V-SENSOR,F,Capteur de vibration
SG-CFP-V-SENSOR,G,Αισθητήρας Κραδασμών
SG-CFP-V-SENSOR,H,Rezgésérzékelő
SWN-CFG-SW-S1,F,Logiciel S1
SWN-CFG-SW-S1,G,Λογισμικό S1
SWN-CFG-SW-S1,H,Szoftver S1
FG1_CP,E,"CP-FG1, Shaft with Rolling Bearings"
RM1_CP,E,"CP-RM1, Steel"
RM2_CP,E,"CP-RM2, Rolling Bearing"
SG1_CP,E,"CP-SG1, Shaft"
FG1_CP,F,"CP-FG1, arbre avec roulements"
FG1_CP,G,"CP-FG1, Ατρακτος με Ρουλεμάν"
FG1_CP,H,"CP-FG1, nyél gördülőcsapággyal"
RM1_CP,F,"CP-RM1, acier"
RM1_CP,G,"CP-RM1, Χάλυβας"
RM1_CP,d,"CP-RM1, čelik"
RM2_CP,F,"CP-RM2, roulement"
RM2_CP,G,"CP-RM2, Ρουλεμάν"
RM2_CP,H,"CP-RM2, gördülőcsapágy"
RM2_CP,d,"CP-RM2, valjkasti ležaj"
SG1_CP,F,"CP-SG1, arbre"
SG1_CP,G,"CP-SG1, Ατρακτος"
SG1_CP,H,"CP-SG1, nyél"
FG2_CP,E,"CP-FG2, Ink Bottled,15 ml"
RM5_CP,E,"CP-RM5, Varnish"
RM7_CP,E,"CP-RM7, Label"
SG2_CP,E,"CP-SG2, Ink Bottled"
FG2_CP,F,"CP-FG2, encre en bouteille, 15 ml"
FG2_CP,G,"CP-FG2, Εμφιαλωμ.Μελάνι,15 ml"
FG2_CP,H,"CP-FG2, palackozott tinta,15 ml"
RM5_CP,F,"CP-RM5, vernis"
RM5_CP,G,"CP-RM5, Βερνίκι"
RM5_CP,H,"CP-RM5, lakk"
RM5_CP,d,"CP-RM5, lak"
RM7_CP,F,"CP-RM7, étiquette"
RM7_CP,G,"CP-RM7, Ετικέτα"
RM7_CP,H,"CP-RM7, címke"
RM7_CP,d,"CP-RM7, etiketa"
SG2_CP,F,"CP-SG2, encre en bouteille"
SG2_CP,G,"CP-SG2, Εμφιαλωμένο Μελάνι"
SG2_CP,H,"CP-SG2, palackozott tinta"
SG-WPM-ELEC-PLUG,E,Electrical Plug
SG-WPM-GEAR-HSNG,E,Gear Housing
SG-WPM-MOTOR-HSG,E,Motor Housing
SG-WPM-RING-GEAR,E,Ring Gear
SG-WPR-MOTOR,E,Wiper Motor
SG-WPM-ELEC-PLUG,F,Connecteur électrique
SG-WPM-ELEC-PLUG,G,Ηλεκτρική Καλωδίωση
SG-WPM-ELEC-PLUG,H,Elektromos csatlakozó
SG-WPM-GEAR-HSNG,F,Boîtier d'engrenage
SG-WPM-GEAR-HSNG,G,Κιβώτιο Ταχυτήτων
SG-WPM-GEAR-HSNG,H,Kormányműház
SG-WPM-MOTOR-HSG,F,Boîtier du moteur
SG-WPM-MOTOR-HSG,G,Αποθήκευση Μηχανημάτων
SG-WPM-MOTOR-HSG,H,Motorház
SG-WPM-RING-GEAR,F,Couronne
SG-WPM-RING-GEAR,G,Οδοντωτός Δακτύλιος
SG-WPM-RING-GEAR,H,Bolygómű
SG-WPR-MOTOR,F,Moteur d'essuie-glace
SG-WPR-MOTOR,G,Μηχανισμός Καθαρισμού
SG-WPR-MOTOR,H,Ablaktörlő motor
RMJIT01,E,"RAW01,JIT,RepetitiveManuf."
RMJIT02,E,"RAW02,JIT,RepetitiveManuf."
SGJIT01,E,"SEMI01,JIT,RepetitiveManuf."
SGJIT02,E,"SEMI02,JIT,RepetitiveManuf."
RMJIT01,F,"MP01, JAT, fabrication répétitive"
RMJIT01,G,"RAW01,JIT,RepetitiveManuf."
RMJIT01,H,"RAW01,részl.lehívás,sorozaggyártás"
RMJIT01,d,"RAW01,JIT, serijska proizvodnja"
RMJIT02,F,"RAW02, JAT, fabrication répétitive"
RMJIT02,G,"RAW02,JIT,Επαναληπτ.Παραγ."
RMJIT02,H,"RAW02,részl.lehívás,sorozatgyártás"
RMJIT02,d,"RAW02,JIT, serijska proizvodnja"
SGJIT01,F,"SF01, JAT, fabrication répétitive"
SGJIT01,G,"SEMI01,JIT,RepetitiveManuf."
SGJIT01,H,"SEMI01,részl.lehívás,sorozaggyártás"
SGJIT02,F,"SEMI02, JAT, fabrication répétitive"
SGJIT02,G,"SEMI02,JIT,Επαναληπτ.Παραγ."
SGJIT02,H,"SEMI02,részl.lehívás,sorozatgyártás"
SGJIT02-SERIALIZED,E,"SERIALIZED MATERIAL, JIT"
SGJIT02-SERIALIZED,F,"PIECE AVEC NUMÉRO DE SÉRIE, JAT"
SGJIT02-SERIALIZED,G,"ΣΕΙΡΙΟΠΟΙΗΜ.ΥΛΙΚΟ, JIT"
SGJIT02-SERIALIZED,H,"SOROZATOSÍTOTT ANYAG, JIT"
FG111,E,"FIN111, MTS-DI, PD"
FG111_A,E,"FIN111_A,MTS-DI,PD"
FG111_B,E,"FIN111_B, MTS-DI, PD"
FG111_C,E,"FIN111_C, MTS-DI, PD"
RM27_1,E,"RAW27_1, PD, Packaging"
FG111,F,"FIN111, MTS-DI, PD"
FG111,G,"FIN111, MTS-DI, PD"
FG111,H,"FIN111, MTS-DI, PD"
FG111_A,F,"FIN111_A,MTS-DI,PD"
FG111_A,G,"FIN111_A,MTS-DI,PD"
FG111_A,H,"FIN111_A,MTS-DI,PD"
FG111_B,F,"FIN111_B, MTS-DI, PD"
FG111_B,G,"FIN111_B, MTS-DI, PD"
FG111_B,H,"FIN111_B, MTS-DI, PD"
FG111_C,F,"FIN111_C, MTS-DI, PD"
FG111_C,G,"FIN111_C, MTS-DI, PD"
FG111_C,H,"FIN111_C, MTS-DI, PD"
RM27_1,F,"RAW27_1, PD, emballage"
RM27_1,G,"RAW27_1, PD, Συσκευασία"
RM27_1,H,"RAW27_1, PD, csomagolás"
RM27_1,d,"RAW27_1, PD, pakovanje"
RM1420,E,"RM1420, PD, Solvent"
RM1430,E,"RM1430, PD, Catalyst"
SG2200,E,"SEMI2200,MTS-PI,PD,with Co- & By-Product"
SG7100,E,"SEMI7100, PD, By-Product"
SG8100,E,"SEMI8100, PD, Co-Product, FIX Price"
SG9100,E,"SEMI9100, PD, Co-Product"
RM1420,F,"RM1420, PD, solvant"
RM1420,G,"RM1420, PD, Διαλύτης"
RM1420,d,"RM1420, PD, rastvarač"
RM1430,F,"RM1430, PD, catalyseur"
RM1430,G,"RM1430, PD, Καταλύτης"
RM1430,d,"RM1430, PD, katalizator"
SG2200,F,"SEMI2200,MTS-PI,PD, avec co-pdt & ss-pdt"
SG2200,G,"SEMI2200,MTS-PI,PD,με Συμπ.και Υποπροϊόν"
SG2200,H,"SEMI2200,MTS-PI,PD,csat. és mellékterm."
SG7100,F,"SEMI7100, PD, sous-produit"
SG7100,G,"SEMI7100, PD, Υποπροϊόν"
SG7100,H,"SEMI7100, PD, melléktermék"
SG8100,F,"SEMI8100, PD, co-produit, prix fixe"
SG8100,G,"SEMI8100, PD, Συμπαράγωγο, ΣΤΑΘΕΡΗ τιμή"
SG8100,H,"SEMI9100, PD, csatolt termék, FIX ár"
SG9100,F,"SEMI9100, PD, co-produit"
SG9100,G,"SEMI9100, PD, Συμπαράγωγο"
SG9100,H,"SEMI9100, PD, csatolt termék"
TG11,I,"Art. comm. 11 PD, commercio registrato"
FG126,I,"FIN126,MTS-DI,PD,n. di serie"
FG29,I,"FIN29,MTS-PI,PD,Data scadenza partita"
RM09,H,"RAW09,PD,sarzs-Fifo"
RM09,I,"RAW09,PD,FIFO partita"
RM12,H,"RAW12,PD,sorozatgyártás"
RM12,I,"RAW12,PD,Produzione ripetitiva"
RM120,H,"RAW120,PD,min.bizt."
RM120,I,"RAW120,PD,Controllo qualità eseguito"
RM122,H,"RAW122,PD,sarzs-Fifo,beszerzés import"
RM122,I,"RAW122,PD,FIFO partita,Appr. import."
RM124,H,"RAW124,VB,felhasználás,rögz. tárhely"
RM124,I,"RAW124,VB,Consumo,Ubicazione fissa"
RM128,H,"RAW128,PD,konszignáció"
RM128,I,"RAW128,PD,Conto deposito"
