RSNUM,RSPOS,MATNR,WERKS,AUFNR,BDMNG,MEINS
0000006542,0001,SG21,1710,000001001528,100,ST
0000006542,0003,RM128,1710,000001001528,100,ST
0000006542,0004,RM120,1710,000001001528,100,ST
0000006542,0005,SG23,1710,000001001528,100,ST
0000006542,0006,SG25,1710,000001001528,100,ST
0000006542,0007,SG124,1710,000001001528,100,ST
0000006542,0008,RM20,1710,000001001528,100,ST
0000006542,0009,RM27,1710,000001001528,100,ST
0000006542,0010,SG22,1710,000001001528,100,ST
0000006542,0011,RM16,1710,000001001528,100,ST
0000006542,0012,RM17,1710,000001001528,100,ST
0000006542,0013,RM18,1710,000001001528,100,ST
0000006542,0002,RM122,1710,000001001528,100,ST
0000006403,0001,RM124,1710,000001001489,50,ST
0000006403,0002,RM124,1710,000001001489,50,ST
0000009792,0001,SP005,1710,000004000441,1,ST
0000009793,0001,SP005,1710,000004000442,1,ST
0000009577,0001,SP005,1710,000004000422,1,ST
0000009577,0002,SP001,1710,000004000422,1,ST
0000015313,0001,RM124,1710,,100,ST
0000015313,0002,RM124,1710,,100,ST
0000015314,0001,RM124,1710,,100,ST
0000015314,0002,RM124,1710,,100,ST
0000015315,0001,RM124,1710,,100,ST
0000015315,0002,RM124,1710,,100,ST
0000015316,0001,RM124,1710,,100,ST
0000015316,0002,RM124,1710,,100,ST
0000015317,0001,RM124,1710,,100,ST
0000015317,0002,RM124,1710,,100,ST
0000015318,0001,RM124,1710,,100,ST
0000015318,0002,RM124,1710,,100,ST
0000015319,0001,RM124,1710,,100,ST
0000015319,0002,RM124,1710,,100,ST
0000015320,0001,RM124,1710,,100,ST
0000015320,0002,RM124,1710,,100,ST
0000015321,0001,RM124,1710,,100,ST
0000015321,0002,RM124,1710,,100,ST
0000015322,0001,RM124,1710,,200,ST
0000015322,0002,RM124,1710,,200,ST
0000009509,0011,RM17,1710,,100,ST
0000009509,0012,RM18,1710,,100,ST
0000009510,0001,SG21,1710,,100,ST
0000009510,0002,RM122,1710,,100,ST
0000004282,0001,SG1010,1710,000001001403,0,L
0000004282,0002,RM1420,1710,000001001403,0,L
0000007006,0003,RM128,1710,000001001536,10,ST
0000007006,0004,RM120,1710,000001001536,10,ST
0000007006,0005,SG23,1710,000001001536,10,ST
0000007006,0006,SG25,1710,000001001536,10,ST
0000007006,0007,SG124,1710,000001001536,10,ST
0000007006,0008,RM20,1710,000001001536,10,ST
0000007006,0009,RM27,1710,000001001536,10,ST
0000007006,0010,SG22,1710,000001001536,10,ST
0000007006,0011,RM16,1710,000001001536,10,ST
0000007006,0012,RM17,1710,000001001536,10,ST
0000007006,0013,RM18,1710,000001001536,10,ST
0000008091,0001,TG11,1710,000002000347,1,ST
0000015794,0004,RM4_CP,1710,,75,ST
0000008541,0003,,1710,000004000300,1,H
0000015795,0001,SG1_CP,1710,,75,ST
0000008541,0001,SP001,1710,000004000300,1,ST
0000008552,0001,TG11,1710,000002000660,1,ST
0000006592,0001,RM12,1710,000001001529,100,ST
0000006593,0001,RM12,1710,000001001530,120,ST
0000006675,0001,RM12,1710,000001001531,40,ST
0000006590,0001,RM124,1710,000001001532,3900,ST
0000006587,0001,SG29,1710,000001001533,1000,ST
0000006587,0002,RM20,1710,000001001533,1000,ST
0000006679,0001,RM124,1710,000001001534,100,ST
0000015612,0001,S-201,1710,000001002081,10,ST
0000006680,0002,RM20,1710,000001001535,100,ST
0000006680,0001,SG29,1710,000001001535,100,ST
0000016361,0001,SG29,1710,000001002160,2201,ST
0000004174,0001,SG29,1710,,500,ST
0000004174,0002,RM20,1710,,500,ST
0000004175,0001,SG29,1710,,500,ST
0000004175,0002,RM20,1710,,500,ST
0000004176,0001,SG29,1710,,1000,ST
0000004176,0002,RM20,1710,,1000,ST
0000006585,0001,SG29,1710,,1000,ST
0000006585,0002,RM20,1710,,1000,ST
0000008092,0001,SG29,1710,,500,ST
0000008092,0002,RM20,1710,,500,ST
0000006588,0001,SG29,1710,,2000,ST
0000006588,0002,RM20,1710,,2000,ST
0000006589,0001,SG29,1710,,500,ST
0000008093,0004,RMPI004,1710,000001001537,4,KG
0000008093,0002,RMPI002,1710,000001001537,2,KG
0000008093,0003,RMPI003,1710,000001001537,3,KG
0000008093,0005,RMPI005,1710,000001001537,5,KG
0000008093,0001,RMPI001,1710,000001001537,86,KG
0000008094,0001,SG21,1710,000001001538,10,ST
0000008094,0002,RM122,1710,000001001538,10,ST
0000008094,0003,RM128,1710,000001001538,10,ST
0000008094,0004,RM120,1710,000001001538,10,ST
0000008094,0005,SG23,1710,000001001538,10,ST
0000008094,0006,SG25,1710,000001001538,10,ST
0000008094,0007,SG124,1710,000001001538,10,ST
0000008094,0008,RM20,1710,000001001538,10,ST
0000008094,0009,RM27,1710,000001001538,10,ST
0000008094,0010,SG22,1710,000001001538,10,ST
0000008094,0011,RM16,1710,000001001538,10,ST
0000008094,0012,RM17,1710,000001001538,10,ST
0000008094,0013,RM18,1710,000001001538,10,ST
0000015561,0005,SG234,1710,,100,ST
0000015562,0001,SG233,1710,,150,ST
0000015562,0002,RM233-1,1710,,150,ST
0000015562,0003,RM233-2,1710,,150,ST
0000015562,0004,RM233-4,1710,,150,ST
0000015562,0005,SG234,1710,,150,ST
0000015563,0001,SG233,1710,,150,ST
0000015563,0002,RM233-1,1710,,150,ST
0000004388,0001,EWMS4-502,1710,000001001445,24,ST
0000004388,0002,EWMS4-503,1710,000001001445,48,ST
0000004388,0003,EWMS4-601,1710,000001001445,192,ST
0000015795,0002,RM2_CP,1710,,150,ST
0000015795,0003,RM3_CP,1710,,150,ST
0000015795,0004,RM4_CP,1710,,75,ST
0000015796,0001,SG1_CP,1710,,10,ST
0000015796,0002,RM2_CP,1710,,20,ST
0000015796,0003,RM3_CP,1710,,20,ST
0000015796,0004,RM4_CP,1710,,10,ST
0000015797,0001,SG1_CP,1710,,100,ST
0000015797,0002,RM2_CP,1710,,200,ST
0000015797,0003,RM3_CP,1710,,200,ST
0000015797,0004,RM4_CP,1710,,100,ST
0000015798,0001,SG1_CP,1710,,100,ST
0000015798,0002,RM2_CP,1710,,200,ST
0000015798,0003,RM3_CP,1710,,200,ST
0000015798,0004,RM4_CP,1710,,100,ST
0000015799,0001,SG1_CP,1710,,20,ST
0000001502,0001,RM7_CP,1710,000001000848,200,ST
0000001502,0002,SG2_CP,1710,000001000848,3000,CCM
0000010786,0001,SP005,1710,000004000446,1,ST
0000010787,0001,SP005,1710,000004000447,1,ST
0000010787,0002,SP001,1710,000004000447,2,ST
0000008106,0001,RM1_CP,1710,000001001561,1000,ST
0000008409,0001,SG1_CP,1710,000001001562,46,ST
0000008409,0002,RM2_CP,1710,000001001562,92,ST
0000008409,0003,RM3_CP,1710,000001001562,92,ST
0000008409,0004,RM4_CP,1710,000001001562,46,ST
0000008430,0001,RM7_CP,1710,000001001563,150,ST
0000008430,0002,SG2_CP,1710,000001001563,2250,CCM
0000008444,0001,SF-FL-COMB,1710,,100,ST
0000008444,0002,SF-FL-TIRE-CUSH,1710,,400,ST
0000008444,0003,SF-FL-CWEIGHT,1710,,200,ST
0000004282,0003,RM15,1710,000001001403,0,ST
0000004282,0004,SG2200,1710,000001001403,0,KG
0000004282,0005,SG22,1710,000001001403,0,ST
0000004282,0006,RM16,1710,000001001403,0,ST
0000004282,0007,RM17,1710,000001001403,0,ST
0000004282,0008,RM18,1710,000001001403,0,ST
0000008127,0001,SG1010,1710,000001001567,100,L
0000008127,0002,RM1420,1710,000001001567,100,L
0000008127,0003,RM15,1710,000001001567,10,ST
0000008127,0004,SG2200,1710,000001001567,100,KG
0000008127,0005,SG22,1710,000001001567,10,ST
0000008127,0006,RM16,1710,000001001567,10,ST
0000008127,0007,RM17,1710,000001001567,10,ST
0000008127,0008,RM18,1710,000001001567,10,ST
0000010787,0003,SP002,1710,000004000447,2,ST
0000004328,0001,S-201,1710,000001001422,10,ST
0000008457,0002,RM15,1710,000001001568,10,ST
0000009510,0003,RM128,1710,,100,ST
0000008457,0003,SG23,1710,000001001568,10,ST
0000008457,0004,RM128,1710,000001001568,10,ST
0000008402,0003,RM30,1710,000001001569,0.009,L
0000008402,0001,RM09,1710,000001001569,0.001,KG
0000008402,0002,RM19,1710,000001001569,0.002,L
0000008404,0001,TG11,1710,000002000623,1,ST
0000008373,0005,SG2200,1710,000001001542,100,KG
0000008373,0004,SG9100,1710,000001001542,400,L
0000008403,0003,,1710,000004000280,1,H
0000008405,0001,TG11,1710,000002000624,1,ST
0000008406,0001,TG11,1710,000002000624,2,ST
0000009510,0004,RM120,1710,,100,ST
0000008550,0001,RM124,1710,000001001640,1000,ST
0000004173,0001,SG29,1710,000001001642,1000,ST
0000004173,0002,RM20,1710,000001001642,1000,ST
0000010996,0001,TG11,1710,000002000820,1,ST
0000002116,0001,TG11,1010,000002000301,1,ST
0000002445,0001,TG11,1710,000002000356,1,ST
0000010997,0001,TG11,1710,000002000822,1,ST
0000015612,0002,S-203,1710,000001002081,10,ST
0000008445,0001,SF-FL-COMB,1710,,100,ST
0000004328,0002,S-203,1710,000001001422,10,ST
0000009510,0005,SG23,1710,,100,ST
0000009510,0006,SG25,1710,,100,ST
0000008481,0001,MZ-RM-C990-01,1710,000001001580,401,ST
0000008481,0002,MZ-RM-C990-02,1710,000001001580,401,ST
0000008481,0003,MZ-RM-C990-03,1710,000001001580,401,ST
0000008481,0004,MZ-RM-C990-04,1710,000001001580,802,ST
0000008373,0001,RM1420,1710,000001001542,500,L
0000008369,0001,RM1420,1710,000001001544,500,L
0000008369,0002,RM1430,1710,000001001544,120,KG
0000008369,0003,SG7100,1710,000001001544,10,KG
0000008369,0004,SG9100,1710,000001001544,400,L
0000008369,0005,SG2200,1710,000001001544,100,KG
0000008481,0005,MZ-RM-C990-05,1710,000001001580,401,ST
0000008481,0006,MZ-RM-C990-06,1710,000001001580,401,ST
0000008481,0007,MZ-RM-C990-09,1710,000001001580,401,ST
0000008482,0001,MZ-RM-C950-01,1710,000001001581,133,ST
0000008482,0002,MZ-RM-C950-02,1710,000001001581,133,ST
0000008373,0002,RM1430,1710,000001001542,120,KG
0000008373,0003,SG7100,1710,000001001542,10,KG
0000008445,0002,SF-FL-TIRE-CUSH,1710,,400,ST
0000008368,0002,RM1430,1710,000001001543,602.4,KG
0000008368,0003,SG7100,1710,000001001543,50.2,KG
0000008368,0004,SG9100,1710,000001001543,2008,L
0000008368,0005,SG2200,1710,000001001543,502,KG
0000008445,0003,SF-FL-CWEIGHT,1710,,200,ST
0000008446,0001,SF-FL-COMB,1710,,100,ST
0000008446,0002,SF-FL-TIRE-CUSH,1710,,400,ST
0000008446,0003,SF-FL-CWEIGHT,1710,,200,ST
0000008443,0001,SF-FL-COMB,1710,000001001564,100,ST
0000008443,0003,SF-FL-CWEIGHT,1710,000001001564,200,ST
0000008443,0002,SF-FL-TIRE-CUSH,1710,000001001564,400,ST
0000009510,0007,SG224,1710,,100,ST
0000008096,0002,RM1430,1710,000001001539,10,KG
0000008096,0003,SG7100,1710,000001001539,15,KG
0000008096,0001,RM1420,1710,000001001539,100,L
0000008383,0003,SG9100,1710,000001001546,4400,L
0000008383,0005,SG2200,1710,000001001546,1100,KG
0000009510,0008,RM27_1,1710,,100,ST
0000008383,0001,RM1430,1710,000001001546,1320,KG
0000008383,0002,SG7100,1710,000001001546,110,KG
0000009510,0009,SG22,1710,,100,ST
0000008482,0003,MZ-RM-C950-03,1710,000001001581,133,ST
0000008482,0004,MZ-RM-C950-04,1710,000001001581,266,ST
0000008482,0005,MZ-RM-C950-05,1710,000001001581,133,ST
0000008482,0006,MZ-RM-C950-06,1710,000001001581,133,ST
0000008482,0007,MZ-RM-C950-07,1710,000001001581,133,ST
0000008483,0001,MZ-RM-C900-01,1710,000001001582,331,ST
0000008483,0002,MZ-RM-C900-02,1710,000001001582,331,ST
0000009577,0003,SP002,1710,000004000422,1,ST
0000009577,0004,SP003,1710,000004000422,2,ST
0000009578,0001,SP005,1710,000004000423,1,ST
0000009579,0001,SP005,1710,000004000424,1,ST
0000009579,0002,SP001,1710,000004000424,2,ST
0000009579,0003,SP002,1710,000004000424,2,ST
0000009579,0004,SP003,1710,000004000424,2,ST
0000009580,0001,SP005,1710,000004000425,1,ST
0000004384,0001,SG6100,1710,000001001443,100,KG
0000008457,0001,SG6100,1710,000001001568,100,KG
0000009481,0002,RM15,1710,000001001761,10,ST
0000009463,0003,,1710,000004000400,2,H
0000010694,0001,RM13,1710,,10,ST
0000010694,0002,RM14,1710,,10,ST
0000015799,0002,RM2_CP,1710,,40,ST
0000015799,0003,RM3_CP,1710,,40,ST
0000015799,0004,RM4_CP,1710,,20,ST
0000015800,0001,SG1_CP,1710,,20,ST
0000015800,0002,RM2_CP,1710,,40,ST
0000015800,0003,RM3_CP,1710,,40,ST
0000015800,0004,RM4_CP,1710,,20,ST
0000015801,0001,SG1_CP,1710,,10,ST
0000015801,0002,RM2_CP,1710,,20,ST
0000015801,0003,RM3_CP,1710,,20,ST
0000015801,0004,RM4_CP,1710,,10,ST
0000015802,0001,SG1_CP,1710,,100,ST
0000015802,0002,RM2_CP,1710,,200,ST
0000015802,0003,RM3_CP,1710,,200,ST
0000015802,0004,RM4_CP,1710,,100,ST
0000015803,0001,SG1_CP,1710,,100,ST
0000015803,0002,RM2_CP,1710,,200,ST
0000015803,0003,RM3_CP,1710,,200,ST
0000015803,0004,RM4_CP,1710,,100,ST
0000015804,0001,SG1_CP,1710,,100,ST
0000015804,0002,RM2_CP,1710,,200,ST
0000015804,0003,RM3_CP,1710,,200,ST
0000015804,0004,RM4_CP,1710,,100,ST
0000015805,0001,SG1_CP,1710,,100,ST
0000015805,0002,RM2_CP,1710,,200,ST
0000015805,0003,RM3_CP,1710,,200,ST
0000015805,0004,RM4_CP,1710,,100,ST
0000015806,0001,SG1_CP,1710,,30,ST
0000015806,0002,RM2_CP,1710,,60,ST
0000015806,0003,RM3_CP,1710,,60,ST
0000015806,0004,RM4_CP,1710,,30,ST
0000015807,0001,SG1_CP,1710,,30,ST
0000015807,0002,RM2_CP,1710,,60,ST
0000015807,0003,RM3_CP,1710,,60,ST
0000015807,0004,RM4_CP,1710,,30,ST
0000015808,0001,SG1_CP,1710,,30,ST
0000010710,0001,SG1_CP,1710,,200,ST
0000010710,0002,RM2_CP,1710,,400,ST
0000010710,0003,RM3_CP,1710,,400,ST
0000010710,0004,RM4_CP,1710,,200,ST
0000010774,0001,EWMS4-502,1710,,4,ST
0000010774,0002,EWMS4-503,1710,,8,ST
0000010774,0003,EWMS4-601,1710,,32,ST
0000010775,0001,EWMS4-502,1710,,24,ST
0000015808,0002,RM2_CP,1710,,60,ST
0000015808,0003,RM3_CP,1710,,60,ST
0000015808,0004,RM4_CP,1710,,30,ST
0000015809,0001,SG1_CP,1710,,30,ST
0000015809,0002,RM2_CP,1710,,60,ST
0000015809,0003,RM3_CP,1710,,60,ST
0000015809,0004,RM4_CP,1710,,30,ST
0000015810,0001,SG1_CP,1710,,75,ST
0000015810,0002,RM2_CP,1710,,150,ST
0000015810,0003,RM3_CP,1710,,150,ST
0000015810,0004,RM4_CP,1710,,75,ST
0000015811,0001,SG1_CP,1710,,75,ST
0000015811,0002,RM2_CP,1710,,150,ST
0000015811,0003,RM3_CP,1710,,150,ST
0000015398,0004,SG23,1710,,100,ST
0000015398,0005,SG25,1710,,100,ST
0000009510,0010,RM16,1710,,100,ST
0000015811,0004,RM4_CP,1710,,75,ST
0000015812,0001,SG1_CP,1710,,75,ST
0000015812,0002,RM2_CP,1710,,150,ST
0000015812,0003,RM3_CP,1710,,150,ST
0000015812,0004,RM4_CP,1710,,75,ST
0000015813,0001,SG1_CP,1710,,75,ST
0000015813,0002,RM2_CP,1710,,150,ST
0000015813,0003,RM3_CP,1710,,150,ST
0000009510,0011,RM17,1710,,100,ST
0000009510,0012,RM18,1710,,100,ST
0000009511,0001,SG21,1710,,100,ST
0000009511,0002,RM122,1710,,100,ST
0000009511,0003,RM128,1710,,100,ST
0000009511,0004,RM120,1710,,100,ST
0000009511,0005,SG23,1710,,100,ST
0000009511,0006,SG25,1710,,100,ST
0000009511,0007,SG224,1710,,100,ST
0000009511,0008,RM27_1,1710,,100,ST
0000009511,0009,SG22,1710,,100,ST
0000009511,0010,RM16,1710,,100,ST
0000009511,0011,RM17,1710,,100,ST
0000009511,0012,RM18,1710,,100,ST
0000009512,0001,SG21,1710,,100,ST
0000009512,0002,RM122,1710,,100,ST
0000009512,0003,RM128,1710,,100,ST
0000009512,0004,RM120,1710,,100,ST
0000009512,0005,SG23,1710,,100,ST
0000009512,0006,SG25,1710,,100,ST
0000009512,0007,SG224,1710,,100,ST
0000009512,0008,RM27_1,1710,,100,ST
0000008456,0001,RM1430,1710,000001001565,120,KG
0000008456,0002,SG7100,1710,000001001565,10,KG
0000008456,0003,SG9100,1710,000001001565,400,L
0000008456,0005,SG2200,1710,000001001565,100,KG
0000008483,0003,MZ-RM-C900-03,1710,000001001582,331,ST
0000008483,0004,MZ-RM-C900-04,1710,000001001582,662,ST
0000008483,0005,MZ-RM-C900-05,1710,000001001582,331,ST
0000008483,0006,MZ-RM-C900-06,1710,000001001582,331,ST
0000008483,0007,MZ-RM-C900-07,1710,000001001582,331,ST
0000008484,0001,MZ-RM-C990-01,1710,000001001583,329,ST
0000008484,0002,MZ-RM-C990-02,1710,000001001583,329,ST
0000008484,0003,MZ-RM-C990-03,1710,000001001583,329,ST
0000008399,0001,TG11,1710,000002000620,1,ST
0000008484,0004,MZ-RM-C990-04,1710,000001001583,658,ST
0000008456,0004,RM1420,1710,000001001565,500,L
0000008368,0001,RM1420,1710,000001001543,2510,L
0000008484,0005,MZ-RM-C990-05,1710,000001001583,329,ST
0000008383,0004,RM1420,1710,000001001546,5500,L
0000002457,0001,RM1420,1710,000001001226,560,L
0000002465,0001,SG1010,1710,000001001227,111,L
0000001455,0001,SG1010,1710,000001000780,500,L
0000008484,0006,MZ-RM-C990-06,1710,000001001583,329,ST
0000008484,0007,MZ-RM-C990-09,1710,000001001583,329,ST
0000008485,0001,MZ-RM-C950-01,1710,000001001584,155,ST
0000008485,0002,MZ-RM-C950-02,1710,000001001584,155,ST
0000008485,0003,MZ-RM-C950-03,1710,000001001584,155,ST
0000008485,0004,MZ-RM-C950-04,1710,000001001584,310,ST
0000008485,0005,MZ-RM-C950-05,1710,000001001584,155,ST
0000008485,0006,MZ-RM-C950-06,1710,000001001584,155,ST
0000008485,0007,MZ-RM-C950-07,1710,000001001584,155,ST
0000008486,0001,MZ-RM-C900-01,1710,000001001585,535,ST
0000008486,0002,MZ-RM-C900-02,1710,000001001585,535,ST
0000008486,0003,MZ-RM-C900-03,1710,000001001585,535,ST
0000008486,0004,MZ-RM-C900-04,1710,000001001585,1070,ST
0000008486,0005,MZ-RM-C900-05,1710,000001001585,535,ST
0000008486,0006,MZ-RM-C900-06,1710,000001001585,535,ST
0000008486,0007,MZ-RM-C900-07,1710,000001001585,535,ST
0000008501,0001,MZ-RM-C990-01,1710,000001001600,255,ST
0000008501,0002,MZ-RM-C990-02,1710,000001001600,255,ST
0000008501,0003,MZ-RM-C990-03,1710,000001001600,255,ST
0000008501,0004,MZ-RM-C990-04,1710,000001001600,510,ST
0000008501,0005,MZ-RM-C990-05,1710,000001001600,255,ST
0000008501,0006,MZ-RM-C990-06,1710,000001001600,255,ST
0000008501,0007,MZ-RM-C990-09,1710,000001001600,255,ST
0000008502,0001,MZ-RM-C950-01,1710,000001001601,59,ST
0000008502,0002,MZ-RM-C950-02,1710,000001001601,59,ST
0000008502,0003,MZ-RM-C950-03,1710,000001001601,59,ST
0000008502,0004,MZ-RM-C950-04,1710,000001001601,118,ST
0000008502,0005,MZ-RM-C950-05,1710,000001001601,59,ST
0000008502,0006,MZ-RM-C950-06,1710,000001001601,59,ST
0000008502,0007,MZ-RM-C950-07,1710,000001001601,59,ST
0000008503,0001,MZ-RM-C900-01,1710,000001001602,450,ST
0000008503,0002,MZ-RM-C900-02,1710,000001001602,450,ST
0000008503,0003,MZ-RM-C900-03,1710,000001001602,450,ST
0000008503,0004,MZ-RM-C900-04,1710,000001001602,900,ST
0000008503,0005,MZ-RM-C900-05,1710,000001001602,450,ST
0000008503,0006,MZ-RM-C900-06,1710,000001001602,450,ST
0000008503,0007,MZ-RM-C900-07,1710,000001001602,450,ST
0000008521,0001,MZ-RM-C990-01,1710,000001001620,505,ST
0000008521,0002,MZ-RM-C990-02,1710,000001001620,505,ST
0000008521,0003,MZ-RM-C990-03,1710,000001001620,505,ST
0000008521,0004,MZ-RM-C990-04,1710,000001001620,1010,ST
0000008521,0005,MZ-RM-C990-05,1710,000001001620,505,ST
0000008521,0006,MZ-RM-C990-06,1710,000001001620,505,ST
0000008521,0007,MZ-RM-C990-09,1710,000001001620,505,ST
0000008522,0001,MZ-RM-C950-01,1710,000001001621,163,ST
0000008522,0002,MZ-RM-C950-02,1710,000001001621,163,ST
0000008522,0003,MZ-RM-C950-03,1710,000001001621,163,ST
0000008522,0004,MZ-RM-C950-04,1710,000001001621,326,ST
0000008522,0005,MZ-RM-C950-05,1710,000001001621,163,ST
0000008522,0006,MZ-RM-C950-06,1710,000001001621,163,ST
0000008522,0007,MZ-RM-C950-07,1710,000001001621,163,ST
0000008523,0001,MZ-RM-C900-01,1710,000001001622,377,ST
0000008523,0002,MZ-RM-C900-02,1710,000001001622,377,ST
0000008523,0003,MZ-RM-C900-03,1710,000001001622,377,ST
0000008523,0004,MZ-RM-C900-04,1710,000001001622,754,ST
0000008523,0005,MZ-RM-C900-05,1710,000001001622,377,ST
0000008523,0006,MZ-RM-C900-06,1710,000001001622,377,ST
0000008523,0007,MZ-RM-C900-07,1710,000001001622,377,ST
0000006589,0002,RM20,1710,,500,ST
0000016279,0001,SP005,1710,000004000823,1,ST
0000016279,0002,SP001,1710,000004000823,2,ST
0000008545,0001,SG29,1710,,1000,ST
0000008545,0002,RM20,1710,,1000,ST
0000008546,0001,SG29,1710,,1000,ST
0000008546,0002,RM20,1710,,1000,ST
0000008547,0001,SG29,1710,,4000,ST
0000008547,0002,RM20,1710,,4000,ST
0000008548,0001,SG29,1710,,3000,ST
0000008548,0002,RM20,1710,,3000,ST
0000008549,0001,SG29,1710,,300,ST
0000008549,0002,RM20,1710,,300,ST
0000015749,0001,SP001,1710,000004000761,1,ST
0000015750,0001,RM124,1710,000001002082,100,ST
0000015751,0001,SG29,1710,000001002083,100,ST
0000009342,0001,MZ-RM-C990-01,1710,000001001660,168,ST
0000009342,0002,MZ-RM-C990-02,1710,000001001660,168,ST
0000009342,0003,MZ-RM-C990-03,1710,000001001660,168,ST
0000009342,0004,MZ-RM-C990-04,1710,000001001660,336,ST
0000009342,0005,MZ-RM-C990-05,1710,000001001660,168,ST
0000009342,0006,MZ-RM-C990-06,1710,000001001660,168,ST
0000009342,0007,MZ-RM-C990-09,1710,000001001660,168,ST
0000009343,0001,MZ-RM-C950-01,1710,000001001661,83,ST
0000009343,0002,MZ-RM-C950-02,1710,000001001661,83,ST
0000009343,0003,MZ-RM-C950-03,1710,000001001661,83,ST
0000009343,0004,MZ-RM-C950-04,1710,000001001661,166,ST
0000009343,0005,MZ-RM-C950-05,1710,000001001661,83,ST
0000009343,0006,MZ-RM-C950-06,1710,000001001661,83,ST
0000009343,0007,MZ-RM-C950-07,1710,000001001661,83,ST
0000009344,0001,MZ-RM-C900-01,1710,000001001662,106,ST
0000009344,0002,MZ-RM-C900-02,1710,000001001662,106,ST
0000009344,0003,MZ-RM-C900-03,1710,000001001662,106,ST
0000009344,0004,MZ-RM-C900-04,1710,000001001662,212,ST
0000009344,0005,MZ-RM-C900-05,1710,000001001662,106,ST
0000009344,0006,MZ-RM-C900-06,1710,000001001662,106,ST
0000009344,0007,MZ-RM-C900-07,1710,000001001662,106,ST
0000009361,0001,MZ-RM-C990-01,1710,000001001680,63,ST
0000009361,0002,MZ-RM-C990-02,1710,000001001680,63,ST
0000009361,0003,MZ-RM-C990-03,1710,000001001680,63,ST
0000009361,0004,MZ-RM-C990-04,1710,000001001680,126,ST
0000009361,0005,MZ-RM-C990-05,1710,000001001680,63,ST
0000009361,0006,MZ-RM-C990-06,1710,000001001680,63,ST
0000009361,0007,MZ-RM-C990-09,1710,000001001680,63,ST
0000009362,0001,MZ-RM-C950-01,1710,000001001681,251,ST
0000009362,0002,MZ-RM-C950-02,1710,000001001681,251,ST
0000009362,0003,MZ-RM-C950-03,1710,000001001681,251,ST
0000009362,0004,MZ-RM-C950-04,1710,000001001681,502,ST
0000009362,0005,MZ-RM-C950-05,1710,000001001681,251,ST
0000009362,0006,MZ-RM-C950-06,1710,000001001681,251,ST
0000009362,0007,MZ-RM-C950-07,1710,000001001681,251,ST
0000009363,0001,MZ-RM-C900-01,1710,000001001682,190,ST
0000009363,0002,MZ-RM-C900-02,1710,000001001682,190,ST
0000009363,0003,MZ-RM-C900-03,1710,000001001682,190,ST
0000009363,0004,MZ-RM-C900-04,1710,000001001682,380,ST
0000009363,0005,MZ-RM-C900-05,1710,000001001682,190,ST
0000009363,0006,MZ-RM-C900-06,1710,000001001682,190,ST
0000009363,0007,MZ-RM-C900-07,1710,000001001682,190,ST
0000009383,0001,TG11,1710,000002000701,1,ST
0000009384,0001,TG11,1710,000002000702,1,ST
0000009401,0001,MZ-RM-C990-01,1710,000001001700,314,ST
0000009401,0002,MZ-RM-C990-02,1710,000001001700,314,ST
0000009401,0003,MZ-RM-C990-03,1710,000001001700,314,ST
0000009401,0004,MZ-RM-C990-04,1710,000001001700,628,ST
0000009401,0005,MZ-RM-C990-05,1710,000001001700,314,ST
0000009401,0006,MZ-RM-C990-06,1710,000001001700,314,ST
0000009401,0007,MZ-RM-C990-09,1710,000001001700,314,ST
0000009402,0001,MZ-RM-C950-01,1710,000001001701,176,ST
0000009402,0002,MZ-RM-C950-02,1710,000001001701,176,ST
0000009402,0003,MZ-RM-C950-03,1710,000001001701,176,ST
0000009402,0004,MZ-RM-C950-04,1710,000001001701,352,ST
0000009402,0005,MZ-RM-C950-05,1710,000001001701,176,ST
0000009402,0006,MZ-RM-C950-06,1710,000001001701,176,ST
0000009402,0007,MZ-RM-C950-07,1710,000001001701,176,ST
0000009403,0001,MZ-RM-C900-01,1710,000001001702,289,ST
0000009403,0002,MZ-RM-C900-02,1710,000001001702,289,ST
0000009403,0003,MZ-RM-C900-03,1710,000001001702,289,ST
0000009403,0004,MZ-RM-C900-04,1710,000001001702,578,ST
0000009403,0005,MZ-RM-C900-05,1710,000001001702,289,ST
0000009403,0006,MZ-RM-C900-06,1710,000001001702,289,ST
0000009403,0007,MZ-RM-C900-07,1710,000001001702,289,ST
0000009404,0001,MZ-RM-C990-01,1710,000001001703,91,ST
0000009404,0002,MZ-RM-C990-02,1710,000001001703,91,ST
0000009404,0003,MZ-RM-C990-03,1710,000001001703,91,ST
0000009404,0004,MZ-RM-C990-04,1710,000001001703,182,ST
0000009404,0005,MZ-RM-C990-05,1710,000001001703,91,ST
0000009404,0006,MZ-RM-C990-06,1710,000001001703,91,ST
0000009404,0007,MZ-RM-C990-09,1710,000001001703,91,ST
0000009405,0001,MZ-RM-C950-01,1710,000001001704,85,ST
0000009405,0002,MZ-RM-C950-02,1710,000001001704,85,ST
0000009405,0003,MZ-RM-C950-03,1710,000001001704,85,ST
0000009405,0004,MZ-RM-C950-04,1710,000001001704,170,ST
0000009405,0005,MZ-RM-C950-05,1710,000001001704,85,ST
0000009405,0006,MZ-RM-C950-06,1710,000001001704,85,ST
0000009405,0007,MZ-RM-C950-07,1710,000001001704,85,ST
0000009406,0001,MZ-RM-C900-01,1710,000001001705,91,ST
0000009406,0002,MZ-RM-C900-02,1710,000001001705,91,ST
