MATNR,WERKS,DISPO,DISGR,DISMM,DISLS,BSTMI,BSTMA,BSTFE,BSTRF,BESKZ,SOBSL,LGPRO,EISBE,PLIFZ,WEBAZ,AUSSS,DZEIT,MINBE
FG1_CP,2710,002,,PD,EX,0,0,0,0,E,,271A,0,0,0,0,2,0
RM5_CP,2710,002,,PD,EX,0,0,0,0,F,,271B,0,10,0,0,0,0
RM7_CP,2710,002,,PD,EX,0,0,0,0,F,,271B,0,10,0,0,0,0
FG2_CP,2710,002,,PD,EX,0,0,0,0,E,,271A,0,0,0,0,10,0
PIP01,2710,,,,,0,0,0,0,,,,0,0,0,0,0,0
SDBOMLUMFHD,6110,,,,,0,0,0,0,,,,0,0,0,0,0,0
SWN-CFG-SW-S1,6110,,,,,0,0,0,0,,,,0,0,0,0,0,0
RM1_CP,6110,002,,PD,EX,0,0,0,0,F,,611B,0,0,0,0,0,0
RM2_CP,6110,002,,PD,EX,0,0,0,0,F,,611B,0,0,0,0,0,0
FG1_CP,6110,002,,PD,EX,0,0,0,0,E,,611A,0,0,0,0,2,0
RM5_CP,6110,002,,PD,EX,0,0,0,0,F,,611B,0,10,0,0,0,0
RM7_CP,6110,002,,PD,EX,0,0,0,0,F,,611B,0,10,0,0,0,0
FG2_CP,6110,002,,PD,EX,0,0,0,0,E,,611A,0,0,0,0,10,0
PIP01,6110,,,,,0,0,0,0,,,,0,0,0,0,0,0
SDBOMLUMFHD,1910,,,,,0,0,0,0,,,,0,0,0,0,0,0
SWN-CFG-SW-S1,1910,,,,,0,0,0,0,,,,0,0,0,0,0,0
RM1_CP,1910,002,,PD,EX,0,0,0,0,F,,191B,0,0,0,0,0,0
RM2_CP,1910,002,,PD,EX,0,0,0,0,F,,191B,0,0,0,0,0,0
FG1_CP,1910,002,,PD,EX,0,0,0,0,E,,191A,0,0,0,0,2,0
RM5_CP,1910,002,,PD,EX,0,0,0,0,F,,191B,0,10,0,0,0,0
RM7_CP,1910,002,,PD,EX,0,0,0,0,F,,191B,0,10,0,0,0,0
FG2_CP,1910,002,,PD,EX,0,0,0,0,E,,191A,0,0,0,0,10,0
PIP01,1910,,,,,0,0,0,0,,,,0,0,0,0,0,0
SDBOMLUMFHD,5910,,,,,0,0,0,0,,,,0,0,0,0,0,0
SWN-CFG-SW-S1,5910,,,,,0,0,0,0,,,,0,0,0,0,0,0
RM1_CP,5910,002,,PD,EX,0,0,0,0,F,,591B,0,0,0,0,0,0
RM2_CP,5910,002,,PD,EX,0,0,0,0,F,,591B,0,0,0,0,0,0
RM5_CP,5910,002,,PD,EX,0,0,0,0,F,,591B,0,10,0,0,0,0
RM7_CP,5910,002,,PD,EX,0,0,0,0,F,,591B,0,10,0,0,0,0
FG2_CP,5910,002,,PD,EX,0,0,0,0,E,,591A,0,0,0,0,10,0
SDBOMLUMFHD,1610,,,,,0,0,0,0,,,,0,0,0,0,0,0
SWN-CFG-SW-S1,1610,,,,,0,0,0,0,,,,0,0,0,0,0,0
RM1_CP,1610,002,,PD,EX,0,0,0,0,F,,161B,0,0,0,0,0,0
RM2_CP,1610,002,,PD,EX,0,0,0,0,F,,161B,0,0,0,0,0,0
RM5_CP,1610,002,,PD,EX,0,0,0,0,F,,161B,0,10,0,0,0,0
RM7_CP,1610,002,,PD,EX,0,0,0,0,F,,161B,0,10,0,0,0,0
FG2_CP,1610,002,,PD,EX,0,0,0,0,E,,161A,0,0,0,0,10,0
PIP01,1610,,,,,0,0,0,0,,,,0,0,0,0,0,0
SDBOMLUMFHD,2810,,,,,0,0,0,0,,,,0,0,0,0,0,0
SWN-CFG-SW-S1,2810,,,,,0,0,0,0,,,,0,0,0,0,0,0
RM1_CP,2810,002,,PD,EX,0,0,0,0,F,,281B,0,0,0,0,0,0
RM2_CP,2810,002,,PD,EX,0,0,0,0,F,,281B,0,0,0,0,0,0
RM5_CP,2810,002,,PD,EX,0,0,0,0,F,,281B,0,10,0,0,0,0
RM7_CP,2810,002,,PD,EX,0,0,0,0,F,,281B,0,10,0,0,0,0
FG2_CP,2810,002,,PD,EX,0,0,0,0,E,,281A,0,0,0,0,10,0
PIP01,2810,,,,,0,0,0,0,,,,0,0,0,0,0,0
SDBOMLUMFHD,2610,,,,,0,0,0,0,,,,0,0,0,0,0,0
SWN-CFG-SW-S1,2610,,,,,0,0,0,0,,,,0,0,0,0,0,0
RM1_CP,2610,002,,PD,EX,0,0,0,0,F,,261B,0,0,0,0,0,0
RM2_CP,2610,002,,PD,EX,0,0,0,0,F,,261B,0,0,0,0,0,0
RM5_CP,2610,002,,PD,EX,0,0,0,0,F,,261B,0,10,0,0,0,0
RM7_CP,2610,002,,PD,EX,0,0,0,0,F,,261B,0,10,0,0,0,0
FG2_CP,2610,002,,PD,EX,0,0,0,0,E,,261A,0,0,0,0,10,0
PIP01,2610,,,,,0,0,0,0,,,,0,0,0,0,0,0
SDBOMLUMFHD,5810,,,,,0,0,0,0,,,,0,0,0,0,0,0
SWN-CFG-SW-S1,5810,,,,,0,0,0,0,,,,0,0,0,0,0,0
RM1_CP,5810,002,,PD,EX,0,0,0,0,F,,581B,0,0,0,0,0,0
RM2_CP,5810,002,,PD,EX,0,0,0,0,F,,581B,0,0,0,0,0,0
FG1_CP,5810,002,,PD,EX,0,0,0,0,E,,581A,0,0,0,0,2,0
RM5_CP,5810,002,,PD,EX,0,0,0,0,F,,581B,0,10,0,0,0,0
RM7_CP,5810,002,,PD,EX,0,0,0,0,F,,581B,0,10,0,0,0,0
FG2_CP,5810,002,,PD,EX,0,0,0,0,E,,581A,0,0,0,0,10,0
PIP01,5810,,,,,0,0,0,0,,,,0,0,0,0,0,0
SDBOMLUMFHD,6910,,,,,0,0,0,0,,,,0,0,0,0,0,0
SWN-CFG-SW-S1,6910,,,,,0,0,0,0,,,,0,0,0,0,0,0
RM1_CP,6910,002,,PD,EX,0,0,0,0,F,,691B,0,0,0,0,0,0
RM2_CP,6910,002,,PD,EX,0,0,0,0,F,,691B,0,0,0,0,0,0
FG1_CP,6910,002,,PD,EX,0,0,0,0,E,,691A,0,0,0,0,2,0
RM5_CP,6910,002,,PD,EX,0,0,0,0,F,,691B,0,10,0,0,0,0
RM7_CP,6910,002,,PD,EX,0,0,0,0,F,,691B,0,10,0,0,0,0
FG2_CP,6910,002,,PD,EX,0,0,0,0,E,,691A,0,0,0,0,10,0
PIP01,6910,,,,,0,0,0,0,,,,0,0,0,0,0,0
SDBOMLUMFHD,4410,,,,,0,0,0,0,,,,0,0,0,0,0,0
SWN-CFG-SW-S1,4410,,,,,0,0,0,0,,,,0,0,0,0,0,0
RM1_CP,4410,002,,PD,EX,0,0,0,0,F,,441B,0,0,0,0,0,0
RM2_CP,4410,002,,PD,EX,0,0,0,0,F,,441B,0,0,0,0,0,0
FG1_CP,4410,002,,PD,EX,0,0,0,0,E,,441A,0,0,0,0,2,0
RM5_CP,4410,002,,PD,EX,0,0,0,0,F,,441B,0,10,0,0,0,0
RM7_CP,4410,002,,PD,EX,0,0,0,0,F,,441B,0,10,0,0,0,0
FG2_CP,4410,002,,PD,EX,0,0,0,0,E,,441A,0,0,0,0,10,0
PIP01,4410,,,,,0,0,0,0,,,,0,0,0,0,0,0
SDBOMLUMFHD,3710,,,,,0,0,0,0,,,,0,0,0,0,0,0
SWN-CFG-SW-S1,3710,,,,,0,0,0,0,,,,0,0,0,0,0,0
RM1_CP,3710,002,,PD,EX,0,0,0,0,F,,371B,0,0,0,0,0,0
RM2_CP,3710,002,,PD,EX,0,0,0,0,F,,371B,0,0,0,0,0,0
RM5_CP,3710,002,,PD,EX,0,0,0,0,F,,371B,0,10,0,0,0,0
RM7_CP,3710,002,,PD,EX,0,0,0,0,F,,371B,0,10,0,0,0,0
FG2_CP,3710,002,,PD,EX,0,0,0,0,E,,371A,0,0,0,0,10,0
PIP01,3710,,,,,0,0,0,0,,,,0,0,0,0,0,0
SDBOMLUMFHD,5410,,,,,0,0,0,0,,,,0,0,0,0,0,0
SWN-CFG-SW-S1,5410,,,,,0,0,0,0,,,,0,0,0,0,0,0
RM1_CP,5410,002,,PD,EX,0,0,0,0,F,,541B,0,0,0,0,0,0
RM2_CP,5410,002,,PD,EX,0,0,0,0,F,,541B,0,0,0,0,0,0
RM5_CP,5410,002,,PD,EX,0,0,0,0,F,,541B,0,10,0,0,0,0
RM7_CP,5410,002,,PD,EX,0,0,0,0,F,,541B,0,10,0,0,0,0
FG2_CP,5410,002,,PD,EX,0,0,0,0,E,,541A,0,0,0,0,10,0
PIP01,5410,,,,,0,0,0,0,,,,0,0,0,0,0,0
SDBOMLUMFHD,5510,,,,,0,0,0,0,,,,0,0,0,0,0,0
SWN-CFG-SW-S1,5510,,,,,0,0,0,0,,,,0,0,0,0,0,0
RM1_CP,5510,002,,PD,EX,0,0,0,0,F,,551B,0,0,0,0,0,0
RM2_CP,5510,002,,PD,EX,0,0,0,0,F,,551B,0,0,0,0,0,0
RM5_CP,5510,002,,PD,EX,0,0,0,0,F,,551B,0,10,0,0,0,0
RM7_CP,5510,002,,PD,EX,0,0,0,0,F,,551B,0,10,0,0,0,0
FG2_CP,5510,002,,PD,EX,0,0,0,0,E,,551A,0,0,0,0,10,0
PIP01,5510,,,,,0,0,0,0,,,,0,0,0,0,0,0
SDBOMLUMFHD,7K10,,,,,0,0,0,0,,,,0,0,0,0,0,0
SWN-CFG-SW-S1,7K10,,,,,0,0,0,0,,,,0,0,0,0,0,0
RM1_CP,7K10,002,,PD,EX,0,0,0,0,F,,7K1B,0,0,0,0,0,0
RM2_CP,7K10,002,,PD,EX,0,0,0,0,F,,7K1B,0,0,0,0,0,0
RM5_CP,7K10,002,,PD,EX,0,0,0,0,F,,7K1B,0,10,0,0,0,0
RM7_CP,7K10,002,,PD,EX,0,0,0,0,F,,7K1B,0,10,0,0,0,0
FG2_CP,7K10,002,,PD,EX,0,0,0,0,E,,7K1A,0,0,0,0,10,0
PIP01,7K10,,,,,0,0,0,0,,,,0,0,0,0,0,0
SDBOMLUMFHD,4310,,,,,0,0,0,0,,,,0,0,0,0,0,0
SWN-CFG-SW-S1,4310,,,,,0,0,0,0,,,,0,0,0,0,0,0
RM1_CP,4310,002,,PD,EX,0,0,0,0,F,,431B,0,0,0,0,0,0
RM2_CP,4310,002,,PD,EX,0,0,0,0,F,,431B,0,0,0,0,0,0
RM5_CP,4310,002,,PD,EX,0,0,0,0,F,,431B,0,10,0,0,0,0
RM7_CP,4310,002,,PD,EX,0,0,0,0,F,,431B,0,10,0,0,0,0
FG2_CP,4310,002,,PD,EX,0,0,0,0,E,,431A,0,0,0,0,10,0
PIP01,4310,,,,,0,0,0,0,,,,0,0,0,0,0,0
SDBOMLUMFHD,1510,,,,,0,0,0,0,,,,0,0,0,0,0,0
SWN-CFG-SW-S1,1510,,,,,0,0,0,0,,,,0,0,0,0,0,0
RM1_CP,1510,002,,PD,EX,0,0,0,0,F,,151B,0,0,0,0,0,0
RM2_CP,1510,002,,PD,EX,0,0,0,0,F,,151B,0,0,0,0,0,0
FG1_CP,1510,002,,PD,EX,0,0,0,0,E,,151A,0,0,0,0,2,0
RM5_CP,1510,002,,PD,EX,0,0,0,0,F,,151B,0,10,0,0,0,0
RM7_CP,1510,002,,PD,EX,0,0,0,0,F,,151B,0,10,0,0,0,0
FG2_CP,1510,002,,PD,EX,0,0,0,0,E,,151A,0,0,0,0,10,0
PIP01,1510,,,,,0,0,0,0,,,,0,0,0,0,0,0
SDBOMLUMFHD,2310,,,,,0,0,0,0,,,,0,0,0,0,0,0
SWN-CFG-SW-S1,2310,,,,,0,0,0,0,,,,0,0,0,0,0,0
RM1_CP,2310,002,,PD,EX,0,0,0,0,F,,231B,0,0,0,0,0,0
RM2_CP,2310,002,,PD,EX,0,0,0,0,F,,231B,0,0,0,0,0,0
FG1_CP,2310,002,,PD,EX,0,0,0,0,E,,231A,0,0,0,0,2,0
RM5_CP,2310,002,,PD,EX,0,0,0,0,F,,231B,0,10,0,0,0,0
RM7_CP,2310,002,,PD,EX,0,0,0,0,F,,231B,0,10,0,0,0,0
FG2_CP,2310,002,,PD,EX,0,0,0,0,E,,231A,0,0,0,0,10,0
PIP01,2310,,,,,0,0,0,0,,,,0,0,0,0,0,0
RM203,2310,,,,,0,0,0,0,,,,0,0,0,0,0,0
RM204,2310,,,,,0,0,0,0,,,,0,0,0,0,0,0
SDBOMLUMFHD,1810,,,,,0,0,0,0,,,,0,0,0,0,0,0
SWN-CFG-SW-S1,1810,,,,,0,0,0,0,,,,0,0,0,0,0,0
RM1_CP,1810,002,,PD,EX,0,0,0,0,F,,181B,0,0,0,0,0,0
RM2_CP,1810,002,,PD,EX,0,0,0,0,F,,181B,0,0,0,0,0,0
FG1_CP,1810,002,,PD,EX,0,0,0,0,E,,181A,0,0,0,0,2,0
RM5_CP,1810,002,,PD,EX,0,0,0,0,F,,181B,0,10,0,0,0,0
RM7_CP,1810,002,,PD,EX,0,0,0,0,F,,181B,0,10,0,0,0,0
FG2_CP,1810,002,,PD,EX,0,0,0,0,E,,181A,0,0,0,0,10,0
PIP01,1810,,,,,0,0,0,0,,,,0,0,0,0,0,0
SDBOMLUMFHD,4210,,,,,0,0,0,0,,,,0,0,0,0,0,0
SWN-CFG-SW-S1,4210,,,,,0,0,0,0,,,,0,0,0,0,0,0
RM1_CP,4210,002,,PD,EX,0,0,0,0,F,,421B,0,0,0,0,0,0
RM2_CP,4210,002,,PD,EX,0,0,0,0,F,,421B,0,0,0,0,0,0
FG1_CP,4210,002,,PD,EX,0,0,0,0,E,,421A,0,0,0,0,2,0
RM5_CP,4210,002,,PD,EX,0,0,0,0,F,,421B,0,10,0,0,0,0
RM7_CP,4210,002,,PD,EX,0,0,0,0,F,,421B,0,10,0,0,0,0
FG2_CP,4210,002,,PD,EX,0,0,0,0,E,,421A,0,0,0,0,10,0
PIP01,4210,,,,,0,0,0,0,,,,0,0,0,0,0,0
SDBOMLUMFHD,5110,,,,,0,0,0,0,,,,0,0,0,0,0,0
SWN-CFG-SW-S1,5110,,,,,0,0,0,0,,,,0,0,0,0,0,0
RM1_CP,5110,002,,PD,EX,0,0,0,0,F,,511B,0,0,0,0,0,0
RM2_CP,5110,002,,PD,EX,0,0,0,0,F,,511B,0,0,0,0,0,0
FG1_CP,5110,002,,PD,EX,0,0,0,0,E,,511A,0,0,0,0,2,0
RM5_CP,5110,002,,PD,EX,0,0,0,0,F,,511B,0,10,0,0,0,0
RM7_CP,5110,002,,PD,EX,0,0,0,0,F,,511B,0,10,0,0,0,0
FG2_CP,5110,002,,PD,EX,0,0,0,0,E,,511A,0,0,0,0,10,0
PIP01,5110,,,,,0,0,0,0,,,,0,0,0,0,0,0
SDBOMLUMFHD,6210,,,,,0,0,0,0,,,,0,0,0,0,0,0
SWN-CFG-SW-S1,6210,,,,,0,0,0,0,,,,0,0,0,0,0,0
RM1_CP,6210,002,,PD,EX,0,0,0,0,F,,621B,0,0,0,0,0,0
RM2_CP,6210,002,,PD,EX,0,0,0,0,F,,621B,0,0,0,0,0,0
RM5_CP,6210,002,,PD,EX,0,0,0,0,F,,621B,0,10,0,0,0,0
RM7_CP,6210,002,,PD,EX,0,0,0,0,F,,621B,0,10,0,0,0,0
FG2_CP,6210,002,,PD,EX,0,0,0,0,E,,621A,0,0,0,0,10,0
PIP01,6210,,,,,0,0,0,0,,,,0,0,0,0,0,0
SDBOMLUMFHD,1110,,,,,0,0,0,0,,,,0,0,0,0,0,0
SWN-CFG-SW-S1,1110,,,,,0,0,0,0,,,,0,0,0,0,0,0
RM1_CP,1110,002,,PD,EX,0,0,0,0,F,,111B,0,0,0,0,0,0
RM2_CP,1110,002,,PD,EX,0,0,0,0,F,,111B,0,0,0,0,0,0
RM5_CP,1110,002,,PD,EX,0,0,0,0,F,,111B,0,10,0,0,0,0
RM7_CP,1110,002,,PD,EX,0,0,0,0,F,,111B,0,10,0,0,0,0
FG2_CP,1110,002,,PD,EX,0,0,0,0,E,,111A,0,0,0,0,10,0
PIP01,1110,,,,,0,0,0,0,,,,0,0,0,0,0,0
SDBOMLUMFHD,1210,,,,,0,0,0,0,,,,0,0,0,0,0,0
SWN-CFG-SW-S1,1210,,,,,0,0,0,0,,,,0,0,0,0,0,0
RM1_CP,1210,002,,PD,EX,0,0,0,0,F,,121B,0,0,0,0,0,0
RM2_CP,1210,002,,PD,EX,0,0,0,0,F,,121B,0,0,0,0,0,0
RM5_CP,1210,002,,PD,EX,0,0,0,0,F,,121B,0,10,0,0,0,0
RM7_CP,1210,002,,PD,EX,0,0,0,0,F,,121B,0,10,0,0,0,0
FG2_CP,1210,002,,PD,EX,0,0,0,0,E,,121A,0,0,0,0,10,0
PIP01,1210,,,,,0,0,0,0,,,,0,0,0,0,0,0
SDBOMLUMFHD,4510,,,,,0,0,0,0,,,,0,0,0,0,0,0
SWN-CFG-SW-S1,4510,,,,,0,0,0,0,,,,0,0,0,0,0,0
RM1_CP,4510,002,,PD,EX,0,0,0,0,F,,451B,0,0,0,0,0,0
RM2_CP,4510,002,,PD,EX,0,0,0,0,F,,451B,0,0,0,0,0,0
RM5_CP,4510,002,,PD,EX,0,0,0,0,F,,451B,0,10,0,0,0,0
RM7_CP,4510,002,,PD,EX,0,0,0,0,F,,451B,0,10,0,0,0,0
FG2_CP,4510,002,,PD,EX,0,0,0,0,E,,451A,0,0,0,0,10,0
PIP01,4510,,,,,0,0,0,0,,,,0,0,0,0,0,0
SDBOMLUMFHD,2410,,,,,0,0,0,0,,,,0,0,0,0,0,0
SWN-CFG-SW-S1,2410,,,,,0,0,0,0,,,,0,0,0,0,0,0
RM1_CP,2410,002,,PD,EX,0,0,0,0,F,,241B,0,0,0,0,0,0
RM2_CP,2410,002,,PD,EX,0,0,0,0,F,,241B,0,0,0,0,0,0
RM5_CP,2410,002,,PD,EX,0,0,0,0,F,,241B,0,10,0,0,0,0
RM7_CP,2410,002,,PD,EX,0,0,0,0,F,,241B,0,10,0,0,0,0
FG2_CP,2410,002,,PD,EX,0,0,0,0,E,,241A,0,0,0,0,10,0
PIP01,2410,,,,,0,0,0,0,,,,0,0,0,0,0,0
SDBOMLUMFHD,3210,,,,,0,0,0,0,,,,0,0,0,0,0,0
MZ-FG-C950,1710,MZ5,,PD,EX,0,0,0,0,E,,171A,0,0,0,0,1,0
MZ-FG-M500,1710,MZ2,,PD,EX,0,0,0,0,E,,171A,0,0,0,0,1,0
MZ-FG-M525,1710,MZ2,,PD,EX,0,0,0,0,E,,171A,0,0,0,0,0,0
MZ-FG-M550,1710,MZ1,,PD,EX,0,0,0,0,E,,171A,0,0,0,0,1,0
MZ-FG-R100,1710,MZ3,,PD,EX,0,0,0,0,E,,171A,0,0,0,0,1,0
SDBOMLUMFHD,1710,,,,,0,0,0,0,,,,0,0,0,0,0,0
RM1_CP,1010,002,,PD,EX,0,0,0,0,F,,101B,0,10,1,0,0,0
RM2_CP,1010,002,,PD,EX,0,0,0,0,F,,101B,0,10,0,0,0,0
RM3_CP,1010,002,,PD,EX,0,0,0,0,F,,101B,0,10,0,0,0,0
RM4_CP,1010,002,,PD,EX,0,0,0,0,F,,101B,0,10,0,0,0,0
SDBOMLUMFHD,1010,,,,,0,0,0,0,,,,0,0,0,0,0,0
FG1_CP,1010,002,,PD,EX,0,0,0,0,E,,101A,0,0,0,0,1,0
SG1_CP,1010,002,,PD,EX,0,0,0,0,E,,101B,0,0,0,0,1,0
RM5_CP,1010,002,,PD,EX,0,0,0,0,F,,101B,0,10,1,0,0,0
RM6_CP,1010,002,,PD,EX,0,0,0,0,F,,101B,0,10,1,0,0,0
RM7_CP,1010,002,,PD,EX,0,0,0,0,F,,101B,0,10,1,0,0,0
RM8_CP,1010,002,,VB,EX,0,0,0,0,F,,101B,0,10,1,0,0,200
SG2_CP,1010,002,,PD,EX,0,0,0,0,E,,101B,0,2,0,0,10,0
FG2_CP,1010,002,,PD,EX,0,0,0,0,E,,101A,0,0,0,0,10,0
SG-CFP,1710,,,,,0,0,0,0,,,171B,0,0,0,0,0,0
SG-CFP-ADAPTER,1710,,,,,0,0,0,0,,,171B,0,0,0,0,0,0
SG-CFP-B-BRNG,1710,,,,,0,0,0,0,,,171B,0,0,0,0,0,0
SG-CFP-BRNG-BRKT,1710,,,,,0,0,0,0,,,171B,0,0,0,0,0,0
SG-CFP-CON,1710,,,,,0,0,0,0,,,171B,0,0,0,0,0,0
SG-CFP-CON_BK,1710,,,,,0,0,0,0,,,171B,0,0,0,0,0,0
SG-CFP-CON_BX_CVR,1710,,,,,0,0,0,0,,,171B,0,0,0,0,0,0
SG-CFP-COUPLER,1710,,,,,0,0,0,0,,,171B,0,0,0,0,0,0
SG-CFP-F-SENSOR,1710,,,,,0,0,0,0,,,171B,0,0,0,0,0,0
SG-CFP-HARNESS,1710,,,,,0,0,0,0,,,171B,0,0,0,0,0,0
SG-CFP-HOUSING,1710,,,,,0,0,0,0,,,171B,0,0,0,0,0,0
SG-CFP-IMPELLER,1710,,,,,0,0,0,0,,,171B,0,0,0,0,0,0
SG-CFP-INBRD_CVR,1710,,,,,0,0,0,0,,,171B,0,0,0,0,0,0
SG-CFP-SEAL,1710,,,,,0,0,0,0,,,171B,0,0,0,0,0,0
SG-CFP-SHAFT,1710,,,,,0,0,0,0,,,171B,0,0,0,0,0,0
SG-CFP-V-SENSOR,1710,,,,,0,0,0,0,,,171B,0,0,0,0,0,0
RM5_CP,1710,002,,PD,EX,0,0,0,0,F,,171B,0,10,1,0,0,0
RM6_CP,1710,002,,PD,EX,0,0,0,0,F,,171B,0,10,1,0,0,0
RM7_CP,1710,002,,PD,EX,0,0,0,0,F,,171B,0,10,1,0,0,0
RM8_CP,1710,002,,VB,EX,0,0,0,0,F,,171B,0,10,1,0,0,200
SG2_CP,1710,002,,PD,EX,0,0,0,0,E,,171B,0,2,0,0,10,0
FG2_CP,1710,002,,PD,EX,0,0,0,0,E,,171A,0,0,0,0,10,0
MZ-FG-C900,1710,MZ4,,PD,EX,0,0,0,0,E,,171A,0,0,0,0,1,0
TG11,1720,BUM,,PD,EX,0,0,0,0,F,,,0,10,0,0,0,0
ZTRAY01,1710,,,ND,,0,0,0,0,F,,,0,1,0,0,0,0
ZCART01,1010,,,ND,,0,0,0,0,F,,,0,1,0,0,0,0
ZTRAY01,1010,,,ND,,0,0,0,0,F,,,0,1,0,0,0,0
SG1_CP,1710,002,,D1,H1,0,0,0,0,E,,171B,10,10,0,0,1,100
RM2_CP,1710,002,,D1,H1,0,0,0,0,F,,171B,10,10,0,0,0,100
RM3_CP,1710,002,,D1,H1,0,0,0,0,F,,171B,10,10,0,0,0,100
RM4_CP,1710,002,,D1,H1,0,0,0,0,F,,171B,10,10,0,0,0,100
RM1_CP,1710,002,,D1,H1,0,0,0,0,F,,171B,10,10,1,0,0,100
FG3_CP,1010,002,,PD,EX,0,0,0,0,X,,,0,0,0,0,0,0
SG3_CP,1010,002,,PD,EX,0,0,0,0,X,,,0,0,0,0,0,0
MZ-RM-C900-04,1710,MZ4,,PD,EX,0,0,0,0,F,,171A,0,0,0,0,0,0
ZCART01,1710,,,ND,,0,0,0,0,F,,,0,1,0,0,0,0
SG21,1720,BUM,,PD,EX,0,0,0,0,E,,,0,0,0,0,1,0
FG202,1010,,,,,0,0,0,0,,,101B,0,0,0,0,0,0
FG202,1710,,,,,0,0,0,0,,,171B,0,0,0,0,0,0
RM204,1710,,,,,0,0,0,0,,,,0,0,0,0,0,0
RM203,1710,,,,,0,0,0,0,,,,0,0,0,0,0,0
FG1_CP,1710,002,,PD,EX,0,0,0,0,E,,171A,0,0,0,0,2,0
SG3_CP,1710,002,,PD,EX,0,0,0,0,X,,,0,0,0,0,0,0
FG3_CP,1710,002,,PD,EX,0,0,0,0,X,,,0,0,0,0,0,0
CSSRV_02,1710,,,,,0,0,0,0,,,,0,0,0,0,0,0
SG1_CP,1010,002,,PD,EX,0,0,0,0,E,,101B,0,0,0,0,1,0
SG2_CP,1010,002,,PD,EX,0,0,0,0,E,,101B,0,2,0,0,10,0
CSSRV_01,1010,,,,,0,0,0,0,,,,0,0,0,0,0,0
FG202,1010,,,,,0,0,0,0,,,101B,0,0,0,0,0,0
SG1_CP,1710,002,,PD,EX,0,0,0,0,E,,171B,0,0,0,0,1,0
SG2_CP,1710,002,,PD,EX,0,0,0,0,E,,171B,0,2,0,0,10,0
CSSRV_01,1710,,,,,0,0,0,0,,,,0,0,0,0,0,0
FG202,1710,,,,,0,0,0,0,,,171B,0,0,0,0,0,0
FG1_CP,6410,002,,PD,EX,0,0,0,0,E,,641A,0,0,0,0,2,0
SG1_CP,6410,002,,PD,EX,0,0,0,0,E,,641B,0,0,0,0,1,0
SG2_CP,6410,002,,PD,EX,0,0,0,0,E,,641B,0,2,0,0,10,0
FG1_CP,6310,002,,PD,EX,0,0,0,0,E,,631A,0,0,0,0,2,0
SG1_CP,6310,002,,PD,EX,0,0,0,0,E,,631B,0,0,0,0,1,0
SG2_CP,6310,002,,PD,EX,0,0,0,0,E,,631B,0,2,0,0,10,0
FG1_CP,3610,002,,PD,EX,0,0,0,0,E,,361A,0,0,0,0,2,0
SG1_CP,3610,002,,PD,EX,0,0,0,0,E,,361B,0,0,0,0,1,0
SG2_CP,3610,002,,PD,EX,0,0,0,0,E,,361B,0,2,0,0,10,0
SG1_CP,6810,002,,PD,EX,0,0,0,0,E,,681B,0,0,0,0,1,0
SG2_CP,6810,002,,PD,EX,0,0,0,0,E,,681B,0,2,0,0,10,0
SG1_CP,2710,002,,PD,EX,0,0,0,0,E,,271B,0,0,0,0,1,0
SG2_CP,2710,002,,PD,EX,0,0,0,0,E,,271B,0,2,0,0,10,0
SG1_CP,6110,002,,PD,EX,0,0,0,0,E,,611B,0,0,0,0,1,0
SG2_CP,6110,002,,PD,EX,0,0,0,0,E,,611B,0,2,0,0,10,0
SG1_CP,1910,002,,PD,EX,0,0,0,0,E,,191B,0,0,0,0,1,0
SG2_CP,1910,002,,PD,EX,0,0,0,0,E,,191B,0,2,0,0,10,0
FG1_CP,5910,002,,PD,EX,0,0,0,0,E,,591A,0,0,0,0,2,0
SG1_CP,5910,002,,PD,EX,0,0,0,0,E,,591B,0,0,0,0,1,0
SG2_CP,5910,002,,PD,EX,0,0,0,0,E,,591B,0,2,0,0,10,0
FG1_CP,1610,002,,PD,EX,0,0,0,0,E,,161A,0,0,0,0,2,0
SG1_CP,1610,002,,PD,EX,0,0,0,0,E,,161B,0,0,0,0,1,0
SG2_CP,1610,002,,PD,EX,0,0,0,0,E,,161B,0,2,0,0,10,0
FG1_CP,2810,002,,PD,EX,0,0,0,0,E,,281A,0,0,0,0,2,0
SG1_CP,2810,002,,PD,EX,0,0,0,0,E,,281B,0,0,0,0,1,0
SG2_CP,2810,002,,PD,EX,0,0,0,0,E,,281B,0,2,0,0,10,0
FG1_CP,2610,002,,PD,EX,0,0,0,0,E,,261A,0,0,0,0,2,0
SG1_CP,2610,002,,PD,EX,0,0,0,0,E,,261B,0,0,0,0,1,0
SG2_CP,2610,002,,PD,EX,0,0,0,0,E,,261B,0,2,0,0,10,0
SG1_CP,5810,002,,PD,EX,0,0,0,0,E,,581B,0,0,0,0,1,0
SG2_CP,5810,002,,PD,EX,0,0,0,0,E,,581B,0,2,0,0,10,0
SG1_CP,6910,002,,PD,EX,0,0,0,0,E,,691B,0,0,0,0,1,0
SG2_CP,6910,002,,PD,EX,0,0,0,0,E,,691B,0,2,0,0,10,0
SG1_CP,4410,002,,PD,EX,0,0,0,0,E,,441B,0,0,0,0,1,0
SG2_CP,4410,002,,PD,EX,0,0,0,0,E,,441B,0,2,0,0,10,0
FG1_CP,3710,002,,PD,EX,0,0,0,0,E,,371A,0,0,0,0,2,0
