MATNR,VKORG,VTWEG,DWERK,KONDM,MVGR1
RM33,7K10,10,7K10,,
RM34,7K10,10,7K10,,
SG27,7K10,10,7K10,,
FG233,7K10,10,7K10,,
SGPI001-V00,7K10,10,7K10,,
RMPI001,7K10,10,7K10,,
RMPI002,7K10,10,7K10,,
RMPI003,7K10,10,7K10,,
RMPI004,7K10,10,7K10,,
RMPI005,7K10,10,7K10,,
QM006,7K10,10,7K10,,
SDBOMERLAHD,7K10,10,7K10,,
SDBOMERLAIT01,7K10,10,7K10,,
SDBOMERLAIT02,7K10,10,7K10,,
SDBOMLUMFHD,7K10,10,7K10,,
SDBOMLUMFIT01,7K10,10,7K10,,
SDBOMLUMFIT02,7K10,10,7K10,,
CM-FL-V01,7K10,10,7K10,,
SF-FL-COMB,7K10,10,7K10,,
SF-FL-CWEIGHT,7K10,10,7K10,,
SF-FL-ELECTRIC,7K10,10,7K10,,
SF-FL-TIRE-CUSH,7K10,10,7K10,,
SF-FL-TIRE-PNEU,7K10,10,7K10,,
CM-MLFL-KM-VXX,7K10,10,7K10,,
SF-FL-FORKSEAT-VXX,7K10,10,7K10,,
CM-FL-V00,7K10,10,7K10,,
FG-FL-MV-V00,7K10,10,7K10,,
FG-FL-MV-V01,7K10,10,7K10,,
FG-FL-MV-V02,7K10,10,7K10,,
EWMS4-50,7K10,10,7K10,,
EWMS4-502,7K10,10,7K10,,
EWMS4-503,7K10,10,7K10,,
EWMS4-601,7K10,10,7K10,,
F-10A,7K10,10,7K10,,
F-10B,7K10,10,7K10,,
R-302,7K10,10,7K10,,
R-401,7K10,10,7K10,,
S-201,7K10,10,7K10,,
S-202,7K10,10,7K10,,
S-301,7K10,10,7K10,,
S-203,7K10,10,7K10,,
F-20A,7K10,10,7K10,,
R-311,7K10,10,7K10,,
R-410,7K10,10,7K10,,
R-411,7K10,10,7K10,,
R-412,7K10,10,7K10,,
S-208,7K10,10,7K10,,
S-210,7K10,10,7K10,,
S-310,7K10,10,7K10,,
S-315,7K10,10,7K10,,
SG26,7K10,10,7K10,,
FG1_CP,7K10,10,7K10,,
RM1_CP,7K10,10,7K10,,
RM2_CP,7K10,10,7K10,,
SG1_CP,7K10,10,7K10,,
FG2_CP,7K10,10,7K10,,
RMJIT01,7K10,10,7K10,,
RMJIT02,7K10,10,7K10,,
SGJIT01,7K10,10,7K10,,
SGJIT02,7K10,10,7K10,,
FG111,7K10,10,7K10,,
FG111_A,7K10,10,7K10,,
FG111_B,7K10,10,7K10,,
FG111_C,7K10,10,7K10,,
RM27_1,7K10,10,7K10,,
FG29-1,7K10,10,7K10,,
FG6200,7K10,10,7K10,,
SG6100,7K10,10,7K10,,
FG6500,7K10,10,7K10,,
AVC_RBT_BASE_FRAME,7K10,10,7K10,,
AVC_RBT_CNTRL_CAB,7K10,10,7K10,,
AVC_RBT_D_ARM_50,7K10,10,7K10,,
AVC_RBT_L_ARM_45,7K10,10,7K10,,
AVC_RBT_SEALING,7K10,10,7K10,,
AVC_RBT_APPL_UNIT,7K10,10,7K10,,
AVC_RBT_BUNDLE,7K10,10,7K10,,
AVC_RBT_CNTRL_BRD,7K10,10,7K10,,
AVC_RBT_CNTRL_UNIT,7K10,10,7K10,,
AVC_RBT_ROBOT,7K10,10,7K10,,
TG11,4310,10,4310,,
FG126,4310,10,4310,,
RM12,4310,10,4310,,
RM120,4310,10,4310,,
RM122,4310,10,4310,,
RM124,4310,10,4310,,
RM128,4310,10,4310,,
RM13,4310,10,4310,,
RM14,4310,10,4310,,
RM16,4310,10,4310,,
RM20,4310,10,4310,,
RM27,4310,10,4310,,
SG124,4310,10,4310,,
SG21,4310,10,4310,,
SG22,4310,10,4310,,
SG224,4310,10,4310,,
SG25,4310,10,4310,,
FG29,4310,10,4310,,
SG24,4310,10,4310,,
SG23,4310,10,4310,,
RM129,4310,10,4310,,
FG228,4310,10,4310,,
RM33,4310,10,4310,,
RM34,4310,10,4310,,
SG27,4310,10,4310,,
FG233,4310,10,4310,,
SGPI001-V00,4310,10,4310,,
RMPI001,4310,10,4310,,
RMPI002,4310,10,4310,,
RMPI003,4310,10,4310,,
RMPI004,4310,10,4310,,
RMPI005,4310,10,4310,,
QM006,4310,10,4310,,
SDBOMERLAHD,4310,10,4310,,
SDBOMERLAIT01,4310,10,4310,,
SDBOMERLAIT02,4310,10,4310,,
SDBOMLUMFHD,4310,10,4310,,
SDBOMLUMFIT01,4310,10,4310,,
SDBOMLUMFIT02,4310,10,4310,,
CM-FL-V01,4310,10,4310,,
SF-FL-COMB,4310,10,4310,,
SF-FL-CWEIGHT,4310,10,4310,,
SF-FL-ELECTRIC,4310,10,4310,,
SF-FL-TIRE-CUSH,4310,10,4310,,
SF-FL-TIRE-PNEU,4310,10,4310,,
CM-MLFL-KM-VXX,4310,10,4310,,
SF-FL-FORKSEAT-VXX,4310,10,4310,,
CM-FL-V00,4310,10,4310,,
FG-FL-MV-V00,4310,10,4310,,
FG-FL-MV-V01,4310,10,4310,,
FG-FL-MV-V02,4310,10,4310,,
F-10A,4310,10,4310,,
F-10B,4310,10,4310,,
R-302,4310,10,4310,,
R-401,4310,10,4310,,
S-201,4310,10,4310,,
S-202,4310,10,4310,,
S-301,4310,10,4310,,
S-203,4310,10,4310,,
F-20A,4310,10,4310,,
R-311,4310,10,4310,,
R-410,4310,10,4310,,
R-411,4310,10,4310,,
R-412,4310,10,4310,,
S-208,4310,10,4310,,
S-210,4310,10,4310,,
S-310,4310,10,4310,,
S-315,4310,10,4310,,
SG26,4310,10,4310,,
FG1_CP,4310,10,4310,,
RM1_CP,4310,10,4310,,
RM2_CP,4310,10,4310,,
SG1_CP,4310,10,4310,,
FG2_CP,4310,10,4310,,
RMJIT01,4310,10,4310,,
RMJIT02,4310,10,4310,,
SGJIT01,4310,10,4310,,
SGJIT02,4310,10,4310,,
FG111,4310,10,4310,,
FG111_A,4310,10,4310,,
FG111_B,4310,10,4310,,
FG111_C,4310,10,4310,,
RM27_1,4310,10,4310,,
FG29-1,4310,10,4310,,
FG6200,4310,10,4310,,
SG6100,4310,10,4310,,
FG6500,4310,10,4310,,
AVC_RBT_BASE_FRAME,4310,10,4310,,
AVC_RBT_CNTRL_CAB,4310,10,4310,,
AVC_RBT_D_ARM_50,4310,10,4310,,
AVC_RBT_L_ARM_45,4310,10,4310,,
AVC_RBT_SEALING,4310,10,4310,,
AVC_RBT_APPL_UNIT,4310,10,4310,,
AVC_RBT_BUNDLE,4310,10,4310,,
AVC_RBT_CNTRL_BRD,4310,10,4310,,
AVC_RBT_CNTRL_UNIT,4310,10,4310,,
AVC_RBT_ROBOT,4310,10,4310,,
TG11,1510,10,1510,,
FG126,1510,10,1510,,
RM12,1510,10,1510,,
RM120,1510,10,1510,,
RM122,1510,10,1510,,
RM124,1510,10,1510,,
RM128,1510,10,1510,,
RM13,1510,10,1510,,
RM14,1510,10,1510,,
RM16,1510,10,1510,,
RM20,1510,10,1510,,
RM27,1510,10,1510,,
SG124,1510,10,1510,,
SG21,1510,10,1510,,
SG22,1510,10,1510,,
SG224,1510,10,1510,,
SG25,1510,10,1510,,
FG29,1510,10,1510,,
SG24,1510,10,1510,,
SG23,1510,10,1510,,
RM129,1510,10,1510,,
FG228,1510,10,1510,,
RM33,1510,10,1510,,
RM34,1510,10,1510,,
SG27,1510,10,1510,,
FG233,1510,10,1510,,
SGPI001-V00,1510,10,1510,,
RMPI001,1510,10,1510,,
RMPI002,1510,10,1510,,
RMPI003,1510,10,1510,,
RMPI004,1510,10,1510,,
RMPI005,1510,10,1510,,
QM006,1510,10,1510,,
SDBOMERLAHD,1510,10,1510,,
SDBOMERLAIT01,1510,10,1510,,
SDBOMERLAIT02,1510,10,1510,,
SDBOMLUMFHD,1510,10,1510,,
SDBOMLUMFIT01,1510,10,1510,,
SDBOMLUMFIT02,1510,10,1510,,
CM-FL-V01,1510,10,1510,,
SF-FL-COMB,1510,10,1510,,
SF-FL-CWEIGHT,1510,10,1510,,
SF-FL-ELECTRIC,1510,10,1510,,
SF-FL-TIRE-CUSH,1510,10,1510,,
SF-FL-TIRE-PNEU,1510,10,1510,,
CM-MLFL-KM-VXX,1510,10,1510,,
SF-FL-FORKSEAT-VXX,1510,10,1510,,
CM-FL-V00,1510,10,1510,,
FG-FL-MV-V00,1510,10,1510,,
FG-FL-MV-V01,1510,10,1510,,
FG-FL-MV-V02,1510,10,1510,,
EWMS4-50,1510,10,1510,,
EWMS4-502,1510,10,1510,,
EWMS4-503,1510,10,1510,,
EWMS4-601,1510,10,1510,,
F-10A,1510,10,1510,,
F-10B,1510,10,1510,,
R-302,1510,10,1510,,
R-401,1510,10,1510,,
S-201,1510,10,1510,,
S-202,1510,10,1510,,
S-301,1510,10,1510,,
S-203,1510,10,1510,,
F-20A,1510,10,1510,,
R-311,1510,10,1510,,
R-410,1510,10,1510,,
R-411,1510,10,1510,,
R-412,1510,10,1510,,
S-208,1510,10,1510,,
S-210,1510,10,1510,,
S-310,1510,10,1510,,
S-315,1510,10,1510,,
SG26,1510,10,1510,,
FG1_CP,1510,10,1510,,
RM1_CP,1510,10,1510,,
RM2_CP,1510,10,1510,,
SG1_CP,1510,10,1510,,
FG2_CP,1510,10,1510,,
RMJIT01,1510,10,1510,,
RMJIT02,1510,10,1510,,
SGJIT01,1510,10,1510,,
SGJIT02,1510,10,1510,,
FG111,1510,10,1510,,
FG111_A,1510,10,1510,,
FG111_B,1510,10,1510,,
FG111_C,1510,10,1510,,
RM27_1,1510,10,1510,,
FG29-1,1510,10,1510,,
FG6200,1510,10,1510,,
SG6100,1510,10,1510,,
FG6500,1510,10,1510,,
AVC_RBT_BASE_FRAME,1510,10,1510,,
AVC_RBT_CNTRL_CAB,1510,10,1510,,
AVC_RBT_D_ARM_50,1510,10,1510,,
AVC_RBT_L_ARM_45,1510,10,1510,,
AVC_RBT_SEALING,1510,10,1510,,
AVC_RBT_APPL_UNIT,1510,10,1510,,
AVC_RBT_BUNDLE,1510,10,1510,,
AVC_RBT_CNTRL_BRD,1510,10,1510,,
AVC_RBT_CNTRL_UNIT,1510,10,1510,,
AVC_RBT_ROBOT,1510,10,1510,,
TG11,2310,10,2310,,
FG126,2310,10,2310,,
RM12,2310,10,2310,,
RM120,2310,10,2310,,
RM122,2310,10,2310,,
RM124,2310,10,2310,,
RM128,2310,10,2310,,
RM13,2310,10,2310,,
RM14,2310,10,2310,,
RM16,2310,10,2310,,
RM20,2310,10,2310,,
RM27,2310,10,2310,,
SG124,2310,10,2310,,
SG21,2310,10,2310,,
SG22,2310,10,2310,,
SG224,2310,10,2310,,
SG25,2310,10,2310,,
FG29,2310,10,2310,,
SG24,2310,10,2310,,
SG23,2310,10,2310,,
RM129,2310,10,2310,,
FG228,2310,10,2310,,
RM33,2310,10,2310,,
RM34,2310,10,2310,,
SG27,2310,10,2310,,
FG233,2310,10,2310,,
SGPI001-V00,2310,10,2310,,
RMPI001,2310,10,2310,,
RMPI002,2310,10,2310,,
RMPI003,2310,10,2310,,
RMPI004,2310,10,2310,,
RMPI005,2310,10,2310,,
QM006,2310,10,2310,,
SDBOMERLAHD,2310,10,2310,,
SDBOMERLAIT01,2310,10,2310,,
SDBOMERLAIT02,2310,10,2310,,
SDBOMLUMFHD,2310,10,2310,,
SDBOMLUMFIT01,2310,10,2310,,
SDBOMLUMFIT02,2310,10,2310,,
CM-FL-V01,2310,10,2310,,
SF-FL-COMB,2310,10,2310,,
SF-FL-CWEIGHT,2310,10,2310,,
SF-FL-ELECTRIC,2310,10,2310,,
SF-FL-TIRE-CUSH,2310,10,2310,,
SF-FL-TIRE-PNEU,2310,10,2310,,
CM-MLFL-KM-VXX,2310,10,2310,,
SF-FL-FORKSEAT-VXX,2310,10,2310,,
CM-FL-V00,2310,10,2310,,
FG-FL-MV-V00,2310,10,2310,,
FG-FL-MV-V01,2310,10,2310,,
FG-FL-MV-V02,2310,10,2310,,
EWMS4-50,2310,10,2310,,
EWMS4-502,2310,10,2310,,
EWMS4-503,2310,10,2310,,
EWMS4-601,2310,10,2310,,
F-10A,2310,10,2310,,
F-10B,2310,10,2310,,
R-302,2310,10,2310,,
R-401,2310,10,2310,,
S-201,2310,10,2310,,
S-202,2310,10,2310,,
S-301,2310,10,2310,,
S-203,2310,10,2310,,
F-20A,2310,10,2310,,
R-311,2310,10,2310,,
R-410,2310,10,2310,,
R-411,2310,10,2310,,
R-412,2310,10,2310,,
S-208,2310,10,2310,,
S-210,2310,10,2310,,
S-310,2310,10,2310,,
S-315,2310,10,2310,,
SG26,2310,10,2310,,
FG1_CP,2310,10,2310,,
RM1_CP,2310,10,2310,,
RM2_CP,2310,10,2310,,
SG1_CP,2310,10,2310,,
FG2_CP,2310,10,2310,,
RMJIT01,2310,10,2310,,
RMJIT02,2310,10,2310,,
SGJIT01,2310,10,2310,,
SGJIT02,2310,10,2310,,
SGJIT02-SERIALIZED,2310,10,2310,,
FG111,2310,10,2310,,
FG111_A,2310,10,2310,,
FG111_B,2310,10,2310,,
FG111_C,2310,10,2310,,
RM27_1,2310,10,2310,,
FG29-1,2310,10,2310,,
FG6200,2310,10,2310,,
SG6100,2310,10,2310,,
FG6500,2310,10,2310,,
AVC_RBT_BASE_FRAME,2310,10,2310,,
AVC_RBT_CNTRL_CAB,2310,10,2310,,
AVC_RBT_D_ARM_50,2310,10,2310,,
AVC_RBT_L_ARM_45,2310,10,2310,,
AVC_RBT_SEALING,2310,10,2310,,
AVC_RBT_APPL_UNIT,2310,10,2310,,
AVC_RBT_BUNDLE,2310,10,2310,,
AVC_RBT_CNTRL_BRD,2310,10,2310,,
AVC_RBT_CNTRL_UNIT,2310,10,2310,,
AVC_RBT_ROBOT,2310,10,2310,,
TG11,1810,10,1810,,
FG126,1810,10,1810,,
RM12,1810,10,1810,,
RM120,1810,10,1810,,
RM122,1810,10,1810,,
RM124,1810,10,1810,,
RM128,1810,10,1810,,
RM13,1810,10,1810,,
RM14,1810,10,1810,,
RM16,1810,10,1810,,
RM20,1810,10,1810,,
RM27,1810,10,1810,,
SG124,1810,10,1810,,
SG21,1810,10,1810,,
SG22,1810,10,1810,,
SG224,1810,10,1810,,
SG25,1810,10,1810,,
FG29,1810,10,1810,,
SG24,1810,10,1810,,
SG23,1810,10,1810,,
RM129,1810,10,1810,,
FG228,1810,10,1810,,
RM33,1810,10,1810,,
RM34,1810,10,1810,,
SG27,1810,10,1810,,
FG233,1810,10,1810,,
SGPI001-V00,1810,10,1810,,
RMPI001,1810,10,1810,,
RMPI002,1810,10,1810,,
RMPI003,1810,10,1810,,
RMPI004,1810,10,1810,,
RMPI005,1810,10,1810,,
QM006,1810,10,1810,,
SDBOMERLAHD,1810,10,1810,,
SDBOMERLAIT01,1810,10,1810,,
SDBOMERLAIT02,1810,10,1810,,
SDBOMLUMFHD,1810,10,1810,,
SDBOMLUMFIT01,1810,10,1810,,
SDBOMLUMFIT02,1810,10,1810,,
CM-FL-V01,1810,10,1810,,
SF-FL-COMB,1810,10,1810,,
SF-FL-CWEIGHT,1810,10,1810,,
SF-FL-ELECTRIC,1810,10,1810,,
SF-FL-TIRE-CUSH,1810,10,1810,,
SF-FL-TIRE-PNEU,1810,10,1810,,
CM-MLFL-KM-VXX,1810,10,1810,,
SF-FL-FORKSEAT-VXX,1810,10,1810,,
CM-FL-V00,1810,10,1810,,
FG-FL-MV-V00,1810,10,1810,,
FG-FL-MV-V01,1810,10,1810,,
FG-FL-MV-V02,1810,10,1810,,
F-10A,1810,10,1810,,
F-10B,1810,10,1810,,
R-302,1810,10,1810,,
R-401,1810,10,1810,,
S-201,1810,10,1810,,
S-202,1810,10,1810,,
S-301,1810,10,1810,,
S-203,1810,10,1810,,
F-20A,1810,10,1810,,
R-311,1810,10,1810,,
R-410,1810,10,1810,,
R-411,1810,10,1810,,
R-412,1810,10,1810,,
S-208,1810,10,1810,,
S-210,1810,10,1810,,
S-310,1810,10,1810,,
S-315,1810,10,1810,,
SG26,1810,10,1810,,
FG1_CP,1810,10,1810,,
RM1_CP,1810,10,1810,,
RM2_CP,1810,10,1810,,
SG1_CP,1810,10,1810,,
FG2_CP,1810,10,1810,,
RMJIT01,1810,10,1810,,
RMJIT02,1810,10,1810,,
SGJIT01,1810,10,1810,,
SGJIT02,1810,10,1810,,
FG111,1810,10,1810,,
FG111_A,1810,10,1810,,
FG111_B,1810,10,1810,,
FG111_C,1810,10,1810,,
RM27_1,1810,10,1810,,
FG29-1,1810,10,1810,,
FG6200,1810,10,1810,,
SG6100,1810,10,1810,,
FG6500,1810,10,1810,,
AVC_RBT_BASE_FRAME,1810,10,1810,,
AVC_RBT_CNTRL_CAB,1810,10,1810,,
AVC_RBT_D_ARM_50,1810,10,1810,,
AVC_RBT_L_ARM_45,1810,10,1810,,
AVC_RBT_SEALING,1810,10,1810,,
AVC_RBT_APPL_UNIT,1810,10,1810,,
AVC_RBT_BUNDLE,1810,10,1810,,
AVC_RBT_CNTRL_BRD,1810,10,1810,,
AVC_RBT_CNTRL_UNIT,1810,10,1810,,
AVC_RBT_ROBOT,1810,10,1810,,
TG11,4210,10,4210,,
FG126,4210,10,4210,,
RM12,4210,10,4210,,
RM120,4210,10,4210,,
RM122,4210,10,4210,,
RM124,4210,10,4210,,
RM128,4210,10,4210,,
RM13,4210,10,4210,,
RM14,4210,10,4210,,
RM16,4210,10,4210,,
RM20,4210,10,4210,,
RM27,4210,10,4210,,
SG124,4210,10,4210,,
SG21,4210,10,4210,,
SG22,4210,10,4210,,
SG224,4210,10,4210,,
SG25,4210,10,4210,,
FG29,4210,10,4210,,
SG24,4210,10,4210,,
SG23,4210,10,4210,,
RM129,4210,10,4210,,
FG228,4210,10,4210,,
RM33,4210,10,4210,,
RM34,4210,10,4210,,
SG27,4210,10,4210,,
FG233,4210,10,4210,,
SGPI001-V00,4210,10,4210,,
RMPI001,4210,10,4210,,
RMPI002,4210,10,4210,,
RMPI003,4210,10,4210,,
RMPI004,4210,10,4210,,
RMPI005,4210,10,4210,,
QM006,4210,10,4210,,
SDBOMERLAHD,4210,10,4210,,
SDBOMERLAIT01,4210,10,4210,,
SDBOMERLAIT02,4210,10,4210,,
SDBOMLUMFHD,4210,10,4210,,
SDBOMLUMFIT01,4210,10,4210,,
SDBOMLUMFIT02,4210,10,4210,,
CM-FL-V01,4210,10,4210,,
SF-FL-COMB,4210,10,4210,,
SF-FL-CWEIGHT,4210,10,4210,,
SF-FL-ELECTRIC,4210,10,4210,,
SF-FL-TIRE-CUSH,4210,10,4210,,
SF-FL-TIRE-PNEU,4210,10,4210,,
CM-MLFL-KM-VXX,4210,10,4210,,
SF-FL-FORKSEAT-VXX,4210,10,4210,,
CM-FL-V00,4210,10,4210,,
FG-FL-MV-V00,4210,10,4210,,
FG-FL-MV-V01,4210,10,4210,,
FG-FL-MV-V02,4210,10,4210,,
EWMS4-50,4210,10,4210,,
EWMS4-502,4210,10,4210,,
EWMS4-503,4210,10,4210,,
EWMS4-601,4210,10,4210,,
F-10A,4210,10,4210,,
F-10B,4210,10,4210,,
R-302,4210,10,4210,,
R-401,4210,10,4210,,
S-201,4210,10,4210,,
S-202,4210,10,4210,,
S-301,4210,10,4210,,
S-203,4210,10,4210,,
F-20A,4210,10,4210,,
R-311,4210,10,4210,,
R-410,4210,10,4210,,
R-411,4210,10,4210,,
R-412,4210,10,4210,,
S-208,4210,10,4210,,
S-210,4210,10,4210,,
S-310,4210,10,4210,,
S-315,4210,10,4210,,
SG26,4210,10,4210,,
FG1_CP,4210,10,4210,,
RM1_CP,4210,10,4210,,
RM2_CP,4210,10,4210,,
SG1_CP,4210,10,4210,,
FG2_CP,4210,10,4210,,
RMJIT01,4210,10,4210,,
RMJIT02,4210,10,4210,,
SGJIT01,4210,10,4210,,
SGJIT02,4210,10,4210,,
FG111,4210,10,4210,,
FG111_A,4210,10,4210,,
FG111_B,4210,10,4210,,
FG111_C,4210,10,4210,,
RM27_1,4210,10,4210,,
FG29-1,4210,10,4210,,
FG6200,4210,10,4210,,
SG6100,4210,10,4210,,
FG6500,4210,10,4210,,
AVC_RBT_BASE_FRAME,4210,10,4210,,
AVC_RBT_CNTRL_CAB,4210,10,4210,,
AVC_RBT_D_ARM_50,4210,10,4210,,
AVC_RBT_L_ARM_45,4210,10,4210,,
AVC_RBT_SEALING,4210,10,4210,,
AVC_RBT_APPL_UNIT,4210,10,4210,,
AVC_RBT_BUNDLE,4210,10,4210,,
AVC_RBT_CNTRL_BRD,4210,10,4210,,
AVC_RBT_CNTRL_UNIT,4210,10,4210,,
AVC_RBT_ROBOT,4210,10,4210,,
TG11,5110,10,5110,,
FG126,5110,10,5110,,
RM12,5110,10,5110,,
RM120,5110,10,5110,,
RM122,5110,10,5110,,
RM124,5110,10,5110,,
RM128,5110,10,5110,,
RM13,5110,10,5110,,
RM14,5110,10,5110,,
RM16,5110,10,5110,,
RM20,5110,10,5110,,
RM27,5110,10,5110,,
SG124,5110,10,5110,,
SG21,5110,10,5110,,
SG22,5110,10,5110,,
SG224,5110,10,5110,,
SG25,5110,10,5110,,
FG29,5110,10,5110,,
SG24,5110,10,5110,,
SG23,5110,10,5110,,
RM129,5110,10,5110,,
FG228,5110,10,5110,,
RM33,5110,10,5110,,
RM34,5110,10,5110,,
SG27,5110,10,5110,,
FG233,5110,10,5110,,
SGPI001-V00,5110,10,5110,,
RMPI001,5110,10,5110,,
RMPI002,5110,10,5110,,
RMPI003,5110,10,5110,,
RMPI004,5110,10,5110,,
RMPI005,5110,10,5110,,
QM006,5110,10,5110,,
SDBOMERLAHD,5110,10,5110,,
SDBOMERLAIT01,5110,10,5110,,
SDBOMERLAIT02,5110,10,5110,,
SDBOMLUMFHD,5110,10,5110,,
SDBOMLUMFIT01,5110,10,5110,,
SDBOMLUMFIT02,5110,10,5110,,
CM-FL-V01,5110,10,5110,,
SF-FL-COMB,5110,10,5110,,
SF-FL-CWEIGHT,5110,10,5110,,
SF-FL-ELECTRIC,5110,10,5110,,
SF-FL-TIRE-CUSH,5110,10,5110,,
SF-FL-TIRE-PNEU,5110,10,5110,,
CM-MLFL-KM-VXX,5110,10,5110,,
SF-FL-FORKSEAT-VXX,5110,10,5110,,
CM-FL-V00,5110,10,5110,,
FG-FL-MV-V00,5110,10,5110,,
FG-FL-MV-V01,5110,10,5110,,
FG-FL-MV-V02,5110,10,5110,,
F-10A,5110,10,5110,,
F-10B,5110,10,5110,,
R-302,5110,10,5110,,
R-401,5110,10,5110,,
S-201,5110,10,5110,,
S-202,5110,10,5110,,
S-301,5110,10,5110,,
S-203,5110,10,5110,,
F-20A,5110,10,5110,,
R-311,5110,10,5110,,
R-410,5110,10,5110,,
R-411,5110,10,5110,,
R-412,5110,10,5110,,
S-208,5110,10,5110,,
S-210,5110,10,5110,,
S-310,5110,10,5110,,
S-315,5110,10,5110,,
SG26,5110,10,5110,,
FG1_CP,5110,10,5110,,
RM1_CP,5110,10,5110,,
RM2_CP,5110,10,5110,,
SG1_CP,5110,10,5110,,
FG2_CP,5110,10,5110,,
RMJIT01,5110,10,5110,,
RMJIT02,5110,10,5110,,
SGJIT01,5110,10,5110,,
SGJIT02,5110,10,5110,,
FG111,5110,10,5110,,
FG111_A,5110,10,5110,,
FG111_B,5110,10,5110,,
FG111_C,5110,10,5110,,
RM27_1,5110,10,5110,,
FG29-1,5110,10,5110,,
FG6200,5110,10,5110,,
SG6100,5110,10,5110,,
FG6500,5110,10,5110,,
AVC_RBT_BASE_FRAME,5110,10,5110,,
AVC_RBT_CNTRL_CAB,5110,10,5110,,
AVC_RBT_D_ARM_50,5110,10,5110,,
AVC_RBT_L_ARM_45,5110,10,5110,,
AVC_RBT_SEALING,5110,10,5110,,
AVC_RBT_APPL_UNIT,5110,10,5110,,
AVC_RBT_BUNDLE,5110,10,5110,,
AVC_RBT_CNTRL_BRD,5110,10,5110,,
AVC_RBT_CNTRL_UNIT,5110,10,5110,,
AVC_RBT_ROBOT,5110,10,5110,,
TG11,6210,10,6210,,
FG126,6210,10,6210,,
RM12,6210,10,6210,,
RM120,6210,10,6210,,
RM122,6210,10,6210,,
RM124,6210,10,6210,,
RM128,6210,10,6210,,
RM13,6210,10,6210,,
RM14,6210,10,6210,,
RM16,6210,10,6210,,
RM20,6210,10,6210,,
RM27,6210,10,6210,,
SG124,6210,10,6210,,
SG21,6210,10,6210,,
SG22,6210,10,6210,,
SG224,6210,10,6210,,
SG25,6210,10,6210,,
FG29,6210,10,6210,,
SG24,6210,10,6210,,
SG23,6210,10,6210,,
RM129,6210,10,6210,,
FG228,6210,10,6210,,
RM33,6210,10,6210,,
RM34,6210,10,6210,,
SG27,6210,10,6210,,
FG233,6210,10,6210,,
SGPI001-V00,6210,10,6210,,
RMPI001,6210,10,6210,,
RMPI002,6210,10,6210,,
RMPI003,6210,10,6210,,
RMPI004,6210,10,6210,,
RMPI005,6210,10,6210,,
QM006,6210,10,6210,,
SDBOMERLAHD,6210,10,6210,,
SDBOMERLAIT01,6210,10,6210,,
SDBOMERLAIT02,6210,10,6210,,
SDBOMLUMFHD,6210,10,6210,,
SDBOMLUMFIT01,6210,10,6210,,
SDBOMLUMFIT02,6210,10,6210,,
CM-FL-V01,6210,10,6210,,
SF-FL-COMB,6210,10,6210,,
SF-FL-CWEIGHT,6210,10,6210,,
SF-FL-ELECTRIC,6210,10,6210,,
SF-FL-TIRE-CUSH,6210,10,6210,,
SF-FL-TIRE-PNEU,6210,10,6210,,
CM-MLFL-KM-VXX,6210,10,6210,,
SF-FL-FORKSEAT-VXX,6210,10,6210,,
CM-FL-V00,6210,10,6210,,
FG-FL-MV-V00,6210,10,6210,,
FG-FL-MV-V01,6210,10,6210,,
FG-FL-MV-V02,6210,10,6210,,
EWMS4-50,6210,10,6210,,
EWMS4-502,6210,10,6210,,
EWMS4-503,6210,10,6210,,
EWMS4-601,6210,10,6210,,
F-10A,6210,10,6210,,
F-10B,6210,10,6210,,
R-302,6210,10,6210,,
R-401,6210,10,6210,,
S-201,6210,10,6210,,
S-202,6210,10,6210,,
S-301,6210,10,6210,,
S-203,6210,10,6210,,
F-20A,6210,10,6210,,
R-311,6210,10,6210,,
R-410,6210,10,6210,,
R-411,6210,10,6210,,
R-412,6210,10,6210,,
S-208,6210,10,6210,,
S-210,6210,10,6210,,
S-310,6210,10,6210,,
S-315,6210,10,6210,,
SG26,6210,10,6210,,
FG1_CP,6210,10,6210,,
RM1_CP,6210,10,6210,,
RM2_CP,6210,10,6210,,
SG1_CP,6210,10,6210,,
FG2_CP,6210,10,6210,,
RMJIT01,6210,10,6210,,
RMJIT02,6210,10,6210,,
SGJIT01,6210,10,6210,,
SGJIT02,6210,10,6210,,
FG111,6210,10,6210,,
FG111_A,6210,10,6210,,
FG111_B,6210,10,6210,,
FG111_C,6210,10,6210,,
RM27_1,6210,10,6210,,
FG29-1,6210,10,6210,,
FG6200,6210,10,6210,,
SG6100,6210,10,6210,,
FG6500,6210,10,6210,,
AVC_RBT_BASE_FRAME,6210,10,6210,,
AVC_RBT_CNTRL_CAB,6210,10,6210,,
AVC_RBT_D_ARM_50,6210,10,6210,,
AVC_RBT_L_ARM_45,6210,10,6210,,
AVC_RBT_SEALING,6210,10,6210,,
AVC_RBT_APPL_UNIT,6210,10,6210,,
AVC_RBT_BUNDLE,6210,10,6210,,
AVC_RBT_CNTRL_BRD,6210,10,6210,,
AVC_RBT_CNTRL_UNIT,6210,10,6210,,
AVC_RBT_ROBOT,6210,10,6210,,
TG11,1110,10,1110,,
FG126,1110,10,1110,,
RM12,1110,10,1110,,
RM120,1110,10,1110,,
RM122,1110,10,1110,,
RM124,1110,10,1110,,
RM128,1110,10,1110,,
RM13,1110,10,1110,,
RM14,1110,10,1110,,
RM16,1110,10,1110,,
RM20,1110,10,1110,,
