ISTAT,SPRAS,TXT04,TXT30
I8506,2,XR06,แฟลกไว้เพื่อแยกเก็บ
I8507,2,XR07,แยกเก็บแล้ว
I8540,2,XR40,กระบวนการลงนามปัจจุบัน
I1397,J,TFPD,他のサービスセンタへの転送保留
I8805,2,UPRC,ได้รับ
IDST2,F,DST2,/
I8810,2,UPIN,ผ่านรายการบางส่วน
I8811,2,UPSP,ส่งบางส่วน
I8812,2,UPSE,เกิดข้อผิดพลาดขณะส่ง
I8826,2,INTR,ระหว่างส่ง
I8827,2,CKIN,แจ้งเข้า
I8828,2,LOST,เริ่มขนถ่ายสินค้าขึ้นแล้ว
I8829,2,LOPF,ขนถ่ายสินค้าขึ้นบางส่วน
I8830,2,LOCM,ขนถ่ายสินค้าขึ้นเสร็จแล้ว
I8831,2,ULST,เริ่มขนถ่ายสินค้าลงแล้ว
I8832,2,ULPF,ขนถ่ายสินค้าลงเสร็จบางส่วน
I8833,2,ULCO,ขนถ่ายสินค้าลงเสร็จแล้ว
I8834,2,MVPR,กระบวนการเคลื่อนย้าย
I8835,2,WEPR,กระบวนการชั่งน้ำหนัก
I8836,2,AVWE,พร้อมที่จะชั่งน้ำหนัก
I8837,2,AVLO,พร้อมที่จะขนสินค้าขึ้น
I8838,2,AVUL,พร้อมที่จะขนสินค้าลง
I8839,2,AVMO,พร้อมที่จะเคลื่อนย้าย
I8840,2,AVCO,พร้อมที่จะแจ้งออก
IADA0,2,ADA0,ว่าง
IADHA,2,ADHA,รับเข้าศึกษา
IADHB,2,ADHB,ถอนแล้ว
IBOS1,2,CRE,สร้างใบบันทึกการบริการแล้ว
IBOS3,2,CANL,ยกเลิกใบบันทึกการบริการแล้ว
ICC09,2,CCAL,การล็อคการชำระบัญชีอัตโนมัติ
ICC10,2,CCRA,ขอการอนุมัติแล้ว
ICC11,2,CCDA,การอนุมัติถูกปฏิเสธ
ICC13,2,CCRE,การอนุมัติการชำระบ/ชถูกปฏิเสธ
ICL01,2,CL01,เปิด
ICL02,2,CL02,ปิด
ICL03,2,CL03,ถูกบล็อค
ICL04,2,CL04,ใช้งานได้
ICL07,2,CL07,สำหรับการอนุมัติ
ICL08,2,CL08,ผ่านรายการแล้ว
ICO01,2,init,เริ่มต้นแล้ว
ICO02,2,appr,ระหว่างการอนุมัติ
ICO03,2,retd,ส่งคืนแล้ว
ICO06,2,delv,ส่งมอบแล้ว
ICO07,2,revd,กลับรายการแล้ว
ICO08,2,mach,ตรงกัน
ICO09,2,comp,เสร็จสมบูรณ์
ICO10,2,rcvd,ได้รับแล้ว
ICO11,2,acaw,รอการตอบรับอยู่
ICO13,2,serr,ส่งข้อผิดพลาด
ICO14,2,ivld,เป็นโมฆะ
ICO15,2,rere,การตอบรับแชนเนลที่ได้รับ
IHU01,2,PLAN,ตามแผน/ที่แจ้งไว้
IHU02,2,PORT,ในสต็อค
IHU04,2,Unld,ถ่ายสินค้า
IHU05,2,โหลด,โหลดแล้ว
I1519,2,MvtC,ใบสั่งที่ใช้ใหม่
I1806,2,AM06,แยกเก็บแล้ว
I1810,2,AM10,แฟลกการลบ
I1811,2,AM11,ยกเลิก
I1812,2,AM12,การตรวจสอบไม่ได้วางแผนไว้
I1813,2,AM13,รายการคำถามที่กำหนด
I1815,2,AM15,ยืนยันแล้ว
I1822,2,AM22,คงเหลือ
I1823,2,AM23,บังคับให้เสร็จสมบูรณ์
I1827,2,AM26,Part. Signature for Completion
I1830,2,AM30,ย้ายออกแล้ว
I1906,2,SDVC,สำเนาที่เปลี่ยนแปลงได้ที่จะตส.
I1907,2,SDVY,ตรวจสอบสำเนาแล้ว - ใช้งานได้
I1908,2,SDVN,ตส.สำเนาแล้ว - ใช้งานไม่ได้
I2203,2,CINC,ไม่สอดคล้อง
I2204,2,CDIS,ที่กระจายได้
I2205,2,ARCV,ที่จะแยกเก็บ
I3909,2,RGBE,ส่งคืนยานพาหนะ
I3910,2,AUFE,สร้างใบสั่งแล้ว
I4444,2,FHNC,จากประวัติการสร้างใหม่
IUII2,R,UIIу,UII установлен
IUII2,S,UIIA,UII adjunto
I5613,2,GMDR,แบบร่างเริ่มแรก
I5614,2,GMPR,ข้อเสนอ
I5616,2,GMAW,ผลตอบแทน
I5617,2,GMCL,การปิดบัญชี
I7100,2,NEWO,ใหม่/อยู่ในระหว่างการดำเนินการ
I7103,2,DIST,ที่กระจายได้
I7201,2,ใหม่,ใหม่
I7202,2,Act,ใช้งานได้
I7204,2,CHK,สำหรับการตรวจสอบ
I7300,2,NEWR,ECR ที่ดำเนินการได้
I7301,2,ACCE,อนุมัติ ECR แล้ว
I7302,2,REVI,ปฏิเสธ ECR แล้ว
I7303,2,CLOR,ECR สมบูรณ์แล้ว
I8001,2,CREA,ข้อมูล IP ใหม่
I8002,2,CGAT,เปลี่ยนแปลงแล้วในการแก้ไข
I8003,2,CGMN,สถานะระบบ:เปลี่ยนแปลงโดยผู้ใช้
I8004,2,INPR,สถานะระบบ: ระหว่างดำเนินการ
I8005,2,CMTD,สถานะระบบ: สมบูรณ์แล้ว
I8006,2,DELD,ลบแล้วในการแก้ไข
I8007,2,HOLD,สถานะระบบ: ระงับ
I8008,2,CBEX,CM: บรรทัดฐานที่กระจาย
I8009,2,CMOB,CM: บรรทัดฐานที่เลิกใช้
I8010,2,CMBG,CM: การประมวลผลแบบแบคกราวน์
I8011,2,MEBS,ที่ควบคุม MEB
I8012,2,ORCR,ใบสั่งที่สร้างโดย MEB
I8013,2,OCRR,ต้องการการสร้างใบสั่ง
I8014,2,TBUS,ที่จะใช้
I8015,2,MDCI,เริ่มการสร้างข้อมูลหลักแล้วล้ว
I8016,2,MDCU,สร้าง/อัพเดทข้อมูลหลักแล้ว
I8017,2,MDFL,การสร้างข้อมูลหลักล้มเหลว
I8018,2,NUSD,ไม่ได้ใช้งาน
I8019,2,BLFA,กำหนดตัวบ่งชี้การแยกเก็บ
I8023,2,DFRD,ที่รอตัดบัญชี
I8024,2,COCE,รับรองความสมบูรณ์
I8025,2,CPCE,รับรองความสมบูรณ์บางส่วน
I8026,2,MDRQ,ต้องมีการสร้างเอกสารการวัด
IUII2,d,UIID,UII dodat
I8028,2,COMP,เสร็จสมบูรณ์
I1853,2,QI04,Decision Made
I1855,2,QI06,To Be Archived
I1856,2,QI07,Archived
I1857,2,QI08,Label Printed
I1860,2,QI09,External Inspection Planned
I1861,2,QI10,Inspection Sent to Ext. System
I1862,2,QI11,Insp. Created in Ext. System
I1863,2,QI12,Insp. Started in Ext. System
I1864,2,QI13,Error in Insp. in External Sys
I1865,2,QI14,Insp. in Ext. Sys. Completed
I2101,2,PLAN,Planned
I2102,2,APPL,Requested
I2106,2,DELP,Flagged for Deletion
I2103,2,RELE,Released by Material Owner
I2107,2,DELA,Deletion Requested
I2111,2,APLA,Planned
I2112,2,AAPP,Requested
I2121,2,DPLA,Planned
I2122,2,DAPP,Requested
I2123,2,DREL,Released by Material Owner
I2126,2,DDLP,Flagged for Deletion
I2127,2,DDLA,Deletion Requested
I2131,2,EPLA,Planned
I2132,2,EAPP,Requested
I2133,2,EREL,Released by Material Owner
I2136,2,EDLP,Flagged for Deletion
I2137,2,EDLA,Deletion Requested
I2141,2,FPLA,Planned
I2142,2,FAPP,Requested
I2143,2,FREL,Released by Material Owner
I2146,2,FDLP,Flagged for Deletion
I2147,2,FDLA,Deletion Requested
I2151,2,GPLA,Planned
I2152,2,GAPP,Requested
I2161,2,HPLA,Planned
I2162,2,HAPP,Requested
I2165,2,HACT,Active
I5500,2,CLCR,Claim Created
I5501,2,ACCR,Contract Lock Requested
I5502,2,ACCC,Contract Lock Set
I5503,2,UCCR,Removal of Contr.Lock Requestd
I5504,2,UCCC,Contract Lock Removed
I5505,2,COCH,Compensability Checked
I5506,2,BEDE,Benefit Determined
I5507,2,FORE,Fund Order Requested
I5508,2,FOCO,Fund Order Confirmed
I5509,2,BECP,Contr. Reengineering Scheduled
I5510,2,BCRE,Contr. Reengineering Requested
I5511,2,BCCO,Contr. Reengineering Confirmed
I5512,2,BCCR,Undo Contr.Reengineer.Requestd
I5513,2,BCCC,Undo Contr.Reengineer.Confirmd
I5514,2,CLCL,Claim Closed
I5515,2,CLRE,Claim Rejected
I5516,2,CLLR,Do Not Lock Contract Automat.
I5517,2,CTRR,Contr.Reactivation Requested
I5518,2,CTRC,Contr.Reactivation Confirmed
I5519,2,CLRV,Claim Reversed
I5520,2,FOSR,Fund Order Reversal Requested
I5521,2,FOSC,Fund Order Reversal Confirmed
I6000,2,Rcp0,In process
I6001,2,Rcp1,Processing Closed
I6004,2,Rcp4,Released for Scope
I6005,2,Rcp5,Inactive
I7A01,2,A701,Draft
I7A02,2,A702,Ready To Apply
ICHC2,N,CHC2,Wordt verwerkt
I7A04,2,A704,Finally Applied
I7A05,2,A705,Application Reversed
I1213,I,RDRC,Ricevuto dall'officina
I7A12,2,A707,Trigger in progress
I7A13,2,A708,Awaiting Spot /AO
I7A14,2,A709,Request Spot / AO
I7A15,2,A710,Return Completed
I7A16,2,ACSC,Scrap
I7A17,2,ACSO,Sold out
I7A18,2,ACSA,3rd Party Scrap
I7A19,2,ACLS,Load out scrap
I7A20,2,A720,Finally Applied/Ready to Price
I1213,J,RDRC,修理センタで受領済
I7C02,2,A712,Storage
I7C03,2,A713,Loaded Out
I7C04,2,A714,Reversed
I7C05,2,A715,Applied
I7C07,2,A716,Warehouse Reciepted
I7C08,2,A717,Brazil Waiting for Invoice(CM)
I7D01,2,SINI,Initial
I7D02,2,SSUC,Success
I7D03,2,SERR,Error
I7DP1,2,D701,Draft Schedule
I7DP2,2,D702,Schedule Released
I7DP3,2,D703,Schedule Retired
I7L01,2,L701,Ready to Match
I7L02,2,L702,Matched
I7L03,2,L703,Match Reversed
I7R01,2,R701,Ready For Application
I7R02,2,R702,Linked to Fwd Application doc
I7R03,2,R703,Ready For Settlement Rev Recog
I7R04,2,R704,Waiting For Final Settlement
I7R05,2,R705,Returns Application Completed
I7S01,2,S701,Settlement Not Relevant
I7S02,2,S702,Ready For Settlement
ICHC2,O,CHC2,Behandling
I7S04,2,S704,Finally Settled
I7S05,2,S705,Settlement Reversed
I7S06,2,S706,Provisional Setlement Reversed
I7S07,2,S707,Final Setlement Reversed
I7S08,2,S708,Revenue Recognised
I7S11,2,S711,Not Relevant for Storage Settl
I7S12,2,S712,Ready for Storage Settlement
I7S13,2,S713,Intermediately Storage Settled
I7S14,2,S714,Finally Storage Settled
I7S51,2,SNEW,Settlement Created
I7S52,2,SEDT,Settlement Edit
I7S53,2,SRLS,Settlement Released
I7S54,2,SAPO,Settlement Approved
I7S55,2,SAIH,Settlement Hold Invoice
I7S56,2,SINV,Settlement Invoiced
I7S57,2,SREV,Settlement Reversed
I7S58,2,SCNC,Settlement Cancelled
I7S59,2,SBHI,Brazil Settlement Hold Invoice
I7S60,2,SACC,Settlement Accrued
I7TO1,2,T701,Draft Schedule
I7TO2,2,T702,Scheduled Release
I7TO3,2,T703,Scheduled Retired
I7U01,2,U701,Draft
I7U03,2,U703,Partially released
I7U05,2,U705,OF Determination Triggered
I7U06,2,U706,OF Determination successful
I7U07,2,U707,OF Execution Successful
I7U08,2,U708,OF Execution Failed
I7U09,2,UREV,Reversed
I7U10,2,UORS,OE Reversal Successful
I7U11,2,UORF,OE Reversal Failed
I7U12,2,UCIP,Correction In Progress
I7W01,2,AWDR,Draft
I7W04,2,AWVD,Void
I8904,2,actv,Active
I8905,2,lega,Legally Active
I8906,2,inac,Inactive
I8907,2,calc,Calculation Relevant
I8911,2,LRCL,Land Register Closed
I8912,2,PRCS,Parcel Ceased to Exist
I8913,2,liqi,In Liquidation
I8914,2,liqd,Liquidated
I8918,2,RELF,Release Forbidden
IBI01,2,BP01,Blocked for Putaway
IBI02,2,BP02,Blocked for Stock Removal
IBI03,2,BI01,blocked By Physical Inventory
IBI04,2,BII1,Initialize
IBI05,2,BB01,Bulk Storage Lock
IDAC-,2,DAC-,For Archiving/No
IDACX,2,DACX,For Archiving/Yes
IDAD0,2,DAD0,Planning Putaway and D
IDAD9,2,DAD9,Planning Putaway and D
IDAD1,2,DAD1,Planning Putaway and D
IDAD2,2,DAD2,Planning Putaway and D
IDAR-,2,DAR-,ASN Received/No
IDARX,2,DARX,ASN Received/Yes
IDAS-,2,DAS-,ASN Transmitted/No
IDASX,2,DAS,ASN Transmitted/Yes
IDAV0,2,DAV0,Availability Check/
IDAV1,2,DAV1,Availability Check/
IDAV2,2,DAV2,Availability Check/Partly Conf
IDAV7,2,DAV7,Availability Check/Overconf.
IDAV9,2,DAV9,Availability Check/ Confirmed
IDBC-,2,DBC-,Blocked (Inconsistency)/No
IDBCX,2,DBCX,Blocked (Inconsistency)/
IDBD-,2,DBD-,Blocked (Inconsistent Item)/No
IDBDX,2,DBDX,Blocked (Inconsist. Item)/Yes
IDBG-,2,DBG-,Locked Goods Movement (ERP)/
IDBGX,2,DBGX,Locked Goods Movement (ERP)/
IDBO-,2,DBO-,Blocked (Overall Status)/No
IDBOX,2,DBOX,Blocked (Overall Status)/Yes
IDBP-,2,DBP-,Blocked (Unchecked Item)/
IDBPX,2,DBPX,Blocked (Unchecked Item)/Yes
IDBS-,2,DBS-,Locked Staging (ERP)/
IDBSX,2,DBSX,Locked Staging (ERP)/
IDBT-,2,DBT-,Blocked (Transp. Plan)/No
IDCA0,2,DCA0,Order Reduction/
IDBTX,2,DBTX,Blocked (Transp. Plan)/Yes
IDBW-,2,DBW-,Blocked (Duplicate)/No
IDBWX,2,DBWX,Blocked (Duplicate)/Yes
IDCA1,2,DCA1,Order Reduction/
IDCA2,2,DCA2,Order Reduction/
IDCA9,2,DCA9,Order Reduction/
IDCC0,2,DCC0,Goods Issue HU/
IDCC1,2,DCC1,Goods Issue HU/
IDCC2,2,DCC2,Goods Issue HU/
IDCC9,2,DCC9,Goods Issue HU/
IDCM-,2,DCM-,Created Manually/No
IDCMX,2,DCMX,Created Manually/Yes
IDCO0,2,DCO0,Completion/Not Relevant
IDCO1,2,DCO1,Completion/Not Started
IDCO9,2,DCO9,Completion/Completed
IDCS0,2,DCS0,Confirmation Performance/
IDCS1,2,DCS1,Confirmation Performance/
IDCS2,2,DCS2,Confirmation Performance/
IDCS9,2,DCS9,Confirmation Performance/
IDDC0,2,DDC0,Create Delivery/Not Relevant
IDDC1,2,DDC1,Delivery Creation/Not Started
IDDC2,2,DDC2,Dely Creation/Part. Completed
IDDC9,2,DDC9,Delivery Creation/Completed
IDDD0,2,DDD0,Goods Receipt and Distrib
IDDD1,2,DDD1,Goods Receipt and Distrib
IDDD2,2,DDD2,Goods Receipt and Distrib
IDDD9,2,DDD9,Goods Receipt and Distrib
IDDS0,2,DDS0,Planning Distr./Not Relevant
IDDS1,2,DDS1,Planning Distr./No Distr.
IDDS2,2,DDS2,Planning Distr./Partial Distr.
IDDS9,2,DDS9,Planning Distr./Distributed
IDED0,2,DED0,Plan Picking and Distr
IDED1,2,DED1,Plan Picking and Distr
IDED2,2,DED2,Plan Picking and Distr
IDED9,2,DED9,Plan Picking and Distr
IDER0,2,DER0,Planned Picking/
IDER1,2,DER1,Planned Picking/
IDER2,2,DER2,Planned Picking/
IDER9,2,DER9,Planned Picking/
IDES0,2,DES0,Plan Loading/Not Relevant
IDES1,2,DES1,Planning Loading/Not Started
IDES2,2,DES2,Loading Plng/Part. Completed
IDES9,2,DES9,Loading Planning/Completed
IDET0,2,DET0,Plan Unloading/Not Relevant
IDET1,2,DET1,Plan Unloading/
IDET2,2,DET2,Unloading Plng/Part. Completed
IDET9,2,DET9,Plan Unloading/
IDEU0,2,DEU0,Planning Putaway
IDEU1,2,DEU1,Planning Putaway
IDEU2,2,DEU2,Planning Putaway
IDEU9,2,DEU9,Planning Putaway
IDGD0,2,DGD0,Goods Issue and Distribu
IDGD1,2,DGD1,Goods Issue and Distribu
IDGD2,2,DGD2,Goods Issue and Distribu
IDGI1,2,DGI1,Goods Issue/Not Started
IDGI5,2,DGI5,Goods Issue/Reversed
IDGI9,2,DGI9,Goods Issue/Completed
IDGD9,2,DGD9,Goods Issue and Distribu
IDGI0,2,DGI0,Goods Issue/Not Relevant
IDGI2,2,DGI2,Goods Issue/
IDGO1,2,DGO1,Goods Receipt/Not Started
IDGO2,2,DGO2,Goods Receipt/Part. Completed
IDGO9,2,DGO9,Goods Receipt/Completed
IDGP1,2,DGP1,Goods Movement/Not Started
IDGP9,2,DGP9,Goods Movement/Completed
IDGO5,2,DGO5,Goods Receipt/Cancelled
IDGP0,2,DGP0,Goods Movement/Not Relevant
IDGP2,2,DGP2,Goods Movement/
IDGR0,2,DGR0,Goods Receipt/Not Relevant
IDGR1,2,DGR1,Goods Receipt/Not Started
IDGR9,2,DGR9,Goods Receipt/Completed
IDGR2,2,DGR2,Goods Receipt/Part. Completed
IDGT0,2,DGT0,GTS Check/Not Relevant
IDGT1,2,DGT1,GTS Check/Not Started
IDGT2,2,DGT2,GTS Check/In Progress
IDGT5,2,DGT5,GTS Check/Technical Error
IDGZ0,2,DGZ0,Goods Mvt. and Distrib
IDGZ1,2,DGZ1,Goods Mvt. and Distrib
IDGT6,2,DGT6,GTS Check/Manually Released
IDGT8,2,DGT8,"GTS Check/Checked, Not OK"
IDGT9,2,DGT9,"GTS Check/Checked, OK"
IDGZ2,2,DGZ2,Goods Mvt. and Distrib
IDGZ9,2,DGZ9,Goods Mvt. and Distrib
IDID0,2,DID0,Plan Unloading and D
IDID1,2,DID1,Plan Unloading and D
IDIN1,2,DIN1,Invoice/Not Requested
IDID2,2,DID2,Plan Unloading and D
IDID9,2,DID9,Plan Unloading and D
IDIN3,2,DIN3,Invoice/Requested
IDLD1,2,DLD1,Loading and Distribu
IDLD0,2,DLD0,Loading and Distribu
IDLD2,2,DLD2,Loading and Distribu
IDLD9,2,DLD9,Loading and Distribu
IDLO0,2,DLO0,Loading/Not Relevant
IDLO1,2,DLO1,Loading/Not Started
IDLO2,2,DLO2,Loading/Partially Completed
IDLO7,2,DLO7,Loaded/Overloaded
IDMC0,2,DMC0,Manufact. Order/Not Started
IDLO9,2,DLO9,Loading/Completed
IDMC1,2,DMC1,Manufacturing Order/Released
IDMC5,2,DMC5,Manufacturing Order/Canceled
IDMC8,2,DMC8,ProdOrd./Technically Completed
IDMC9,2,DMC9,Manufacturing Order/Completed
IDMP0,2,DMP0,Planning Staging Production/
IDMP1,2,DMP1,Planning Staging Production/
IDMP2,2,DMP2,Planning Staging Production/
IDMP9,2,DMP9,Planning Staging Production/
IDMS0,2,DMS0,Staging Production/
IDMS1,2,DMS1,Staging Production/
IDMS2,2,DMS2,Staging Production/
IDMS9,2,DMS9,Staging Production/
IDOY-,2,DOY-,Transit Status/ In Yard
IDOYX,2,DOYX,Transit Status/Out of Yard
IDPC0,2,DPC0,Packing/Not Relevant
IDPC1,2,DPC1,Packing/Not started
IDPC2,2,DPC2,Packing/Partially Completed
IDPC9,2,DPC9,Packing/Completed
IDPD0,2,DPD0,Picking and Distribution/
IDPD1,2,DPD1,Picking and Distribution/
IDPD2,2,DPD2,Picking and Distribution/
IDPD9,2,DPD9,Picking and Distribution/
IDPI0,2,DPI0,Picking/
IDPI1,2,DPI1,Picking/
IDPI2,2,DPI2,Picking/
IDPI7,2,DPI7,Picking/Overpicking
IDPI9,2,DPI9,Picking/Completed
IDPS0,2,DPS0,Shipment Packing & Distrib./
IDPS1,2,DPS1,Shipment Packing & Distrib./
IDPS2,2,DPS2,Shipment Packing & Distrib./
IDPS9,2,DPS9,Shipment Packing & Distrib./
IDPT0,2,DPT0,Putaway/Not Relevant
IDPT1,2,DPT1,Putaway/Not Started
IDPX0,2,DPX0,Shipment Packing/
IDPT2,2,DPT2,Putaway/Partially Completed
IDPT9,2,DPT9,Putaway/Completed
IDPX1,2,DPX1,Shipment Packing/
IDPX2,2,DPX2,Shipment Packing/
IDPX9,2,DPX9,Shipment Packing/
IDQC0,2,DQC0,QM Count/
IDQC1,2,DQC1,QM Count/
IDQC2,2,DQC2,QM Count/
IDQE0,2,DQE0,Q Inspection/Not Relevant
IDQC8,2,DQC8,QM Count/ Rejected
IDQC9,2,DQC9,QM Count/ Completed OK
IDQE1,2,DQE1,QM Inspection/Not Started
IDQE2,2,DQE2,QM Insp./Partially Completed
IDQE9,2,DQE9,QM Inspection/Completed
IDQP0,2,DQP0,QM Inspection Planning/
IDQP1,2,DQP1,QM Inspection Planning/
IDQP2,2,DQP2,QM Inspection Planning/
IDQP9,2,DQP9,QM Inspection Planning/
IDQS0,2,DQS0,QM Count Planning/
IDQS1,2,DQS1,QM Count Planning/
IDQS2,2,DQS2,QM Count Planning/
IDQS9,2,DQS9,QM Count Planning/
IDRC0,2,DRC0,Completion Request/
IDRC1,2,DRC1,Completion Request/Not Started
IDRC9,2,DRC9,Completion Request/Completed
IDRD0,2,DRD0,Route Determination/
IDRD1,2,DRD1,Route Determination/
IDRD4,2,DRD4,Route Determination/Not Found
IDRD5,2,DRD5,Route Det./Found Invalid
IDRD9,2,DRD9,Route Det./Found Valid
IDRD6,2,DRD6,Route Determ./Valid (Manual)
IDSD1,2,DSD1,Staging and Distribution/
IDSD2,2,DSD2,Staging and Distribution/
IDSD9,2,DSD9,Staging and Distribution/
IDSL0,2,DSL0,Check Remaining Shelf Life/
IDSD0,2,DSD0,Staging and Distribution/
IDSL1,2,DSL1,Check Remaining Shelf Life/
IDSL6,2,DSL6,"Ck Remaining ShLife/OK, Manual"
IDSL8,2,DSL8,Check Remaining Time/Not OK
IDSL9,2,DSL9,"Ck Remaining ShLif/Checked, OK"
IDSP0,2,DSP0,Distribution/
IDSP1,2,DSP1,Distribution/
IDSP2,2,DSP2,Distribution/
IDSP9,2,DSP9,Distribution/
IDSR-,2,DSR-,Delivery Split Restricted/No
IDSRX,2,DSRX,Delivery Split Restricted/Yes
IDST0,2,DST0,Staging/
IDST1,2,DST1,Staging/
IDST2,2,DST2,Staging/
IDST9,2,DST9,Staging/
IDTD0,2,DTD0,Transport Plan/Not Relevant
IDTD1,2,DTD1,Transport Plan/Not Started
IDTDF,2,DTDF,Transport Plan/Fixed
IDTDM,2,DTDM,Trans. Plan./Fixed Manually
IDTDP,2,DTDP,Transport Planning/Planned
IDTL0,2,DTL0,Check Tolerance/
IDTL1,2,DTL1,Check Tolerance/
IDTL6,2,DTL6,"Check Tolerance/OK, Manual"
IDTL8,2,DTL8,Check Tolerance/Not OK
IDTL9,2,DTL9,"Check Tolerance/Checked, OK"
IDTR1,2,DTR1,Transit Status/In Transit
IDTU1,2,DTU1,Assign Transportation Unit/
IDTU2,2,DTU2,Assign Transportation Unit/
IDTR3,2,DTR3,Transit St./Registered in Yard
IDTU0,2,DTU0,Assign Transportation Unit/
IDTU9,2,DTU9,Assign Transportation Unit/
IDUD0,2,DUD0,Unloading and Distrib
IDUD1,2,DUD1,Unloading and Distrib
IDUD2,2,DUD2,Unloading and Distrib
IDUD9,2,DUD9,Unloading and Distrib
IDUN0,2,DUN0,Unloading/Not Relevant
IDUN1,2,DUN1,Unloading/Not Started
IDUN2,2,DUN2,Unloading/Partially Completed
IDUN9,2,DUN9,Unloading/Completed
ISL04,W,REMV,Seal removed
I1213,R,RDRC,Получено в цеху
I1213,S,RDRC,Recibido en taller
I1213,T,RDRC,Onarım merkezine alındı
I1213,U,RDRC,Vastaanotettu korjaamoon
I1213,V,RDRC,Inkommen i verkstad
I0003,W,НДКП,Недостиг на капацитет
IDTL9,F,DTL9,"Contrôlé, OK"
I0005,W,АКН,Активен контрол на наличност
I0006,W,ОЦР,Оценени разходи
I0007,W,СПС,Напечатано
I0008,W,ЧСИЗ,Част изпечатана
I0009,W,ПОТВ,Потвърден
IDTR1,F,DTR1,En transit
IDTR3,F,DTR3,Enregistré dans dépôt
I0012,W,DLV,Доставен
IDTU0,F,DTU0,/
I0018,W,ЗМКД,Заглав. мрежа: крайна доставка
I0019,W,ОБЩ1,Общ списък 1 изпечатан
I0020,W,ОБЩ2,Общ списък 2 изпечатан
I0021,W,ОБЩ3,Общ списък 3 изпечатан
I0022,W,ОБЩ4,Общ списък 4 изпечатан
I0023,W,СДИ1,Списък с дейности 1 отпечатан
I0024,W,СДИ2,Списък с дейности 2 отпечатан
I0025,W,СДИ3,Списък с дейности 3 отпечатан
I0026,W,СДИ4,Списък с дейности 4 отпечатан
I0029,W,ДЗВС,"Дата, задад. от външна система"
I0033,W,РНТ,Разходи не текущи
I0037,W,ОТЛЖ,Отложено
I0038,W,КОНП,Конфигурация непълна
I0042,W,ЧаДе,Частично деблокиран
I0048,W,РАЗП,Разпределен в MES
I0049,W,ОРОС,Отворени резервации осчетовод.
I0050,W,СТПТ,Стандартно потвърждение
I0053,W,КОДН,Контировка на дейност
I0054,W,НДКП,Недостиг на капацитет
I0055,W,ДеОт,Деблокирането отхвърлено
I0056,W,ВРИЗ,Варианти изчислени
I0058,W,РХОС,Разходи осчетоводени
I0059,W,SKKP,Копирани оценени разходи
I0062,W,ДДБл,Дефиниция на дата блокирана
I0063,W,УБЮБ,Управление на бюджет блокирано
I0065,W,ОсДБ,Основни данни блокирани
I0067,W,БЮДЖ,Бюджетиран
I0068,W,ОТСБ,Отворено съобщение
I0069,W,СБОТ,Съобщение отложено
I0070,W,СБОБ,Съобщение в обработка
I0071,W,НРПР,Нареждане присъединено
I0072,W,УВЗВ,Уведомление завършено
I0073,W,СБОП,Съобщение отпечатано
I0074,W,ЧСДС,Частично доставено
I0075,W,ИЗНУ,Изтегляне неуспешно
I0077,W,NOLV,Транзакция LVMS непозволена
I0078,W,СПК1,Списък с компоненти 1 отпечат.
I0079,W,СПК2,Списък с компоненти 2 отпечат.
I0080,W,СПК3,Списък с компоненти 3 отпечат.
I0081,W,СПК4,Списък с компоненти 4 отпечат.
I0082,W,АНРЕ,Анализ на резултати проведен
I0083,W,СПВ1,ВПС списък 1 отпечатан
I0084,W,СПВ2,ВПС списък 2 отпечатан
I0085,W,СПВ3,ВПС списък 3 отпечатан
I0086,W,СПВ4,ВПС списък 4 отпечатан
I8860,8,PAAC,OLTP: частково підтверджено
I0093,W,НДСБ,Недостат. съставяне на бюджет
I0094,W,ПРОС,Приход осчетоводен
I0096,W,ПРПЛ,Приходи планирани
I0097,W,FNBL,Крайно фактуриране
I1213,W,RDRC,Получено от ремонтния център
I1213,c,RDRC,Introduït en taller
I0101,W,ВЪИС,Въведено исторически
I0104,W,НЧПУ,Начало на пускане
I0105,W,ПУПР,Пускане прекъснато
I0106,W,КРПУ,Край на подготовката
I0107,W,ОБСТ,Обработката е зап.
I0108,W,ОБПР,Обработка прекъсната
I0109,W,ОБПР,Обработката е приключена
I0110,W,НЧДМ,Начало на демонтаж
I0111,W,ДМПР,Демонтаж прекъснат
IDTU1,F,DTU1,/
I0113,W,КМОБ,Компоненти за обект
I0114,W,ВПСО,ВПСта за обект
I0115,W,ГРИР,Грешка при изчисл. на разход
I0117,W,РЗПР,Планиран
I0118,W,НАКТ,Датите не са актуализирани
I0119,W,АКТВ,Активен
I0120,W,ДНСЗ,Договори за наем създадени
I0121,W,АКЛЗ,Активни лизинги
I0122,W,БЗЛЗ,Без лизинги
I0123,W,ДГЖН,Договор за жилищен наем
I0124,W,ТЪРГ,Търговски договор
I0126,W,ОТКЗ,Отменен
I0127,W,КРПЛ,Корекции на наем планирани
I0128,W,ТРТИ,Употребено от трети страни
I0129,W,ГРЛЗ,Икзползв. от група с лизинг
I0130,W,СОБС,За собствено ползване
I0131,W,НЗАЕ,Незаети
I0133,W,СЪЗС,Създаден (Стандарт. СПП)
I0134,W,ДеСт,Деблокиран (Стандартен WBS)
I0135,W,ЗАТВ,Затворено (Стандарт. СПП)
I0140,W,ЗАКП,Закупено
I0142,W,DEMO,Демонтаж
I0144,W,ERUI,Икономически упадък
