MANDT,SPRAS,MSEHI,MSEH3,MSEH6,MSEHT,MSEHL
100,d,MBZ,MBZ,m.b_/s,m.bar/s,Metarbar/sekund
100,d,MEJ,MEJ,MJ,MJ,Megadžul
100,d,MGF,MGE,mg/cm2,mg/cm2,Miligram/kvadratni centimetar
100,d,MGL,MGL,mg/l,mg/l,Miligram/litar
100,d,MGQ,MGQ,mg/m3,mg/m3,Miligram/kubni metar
100,d,MGq,MGq,mg/tm3,mg/10m3,Miligram/10 kubnih metara
100,d,MTM,MTM,Mppcm,Mppcm,Milion čestica/kubna stopa
100,d,MTf,MTf,Mppcf,Mppcf,Milion čestica/kubna stopa
100,d,MW,MW,mW,mW,Milivat
100,d,MWH,MWH,mwh,mwh,Megavat časovi
100,d,N,N,N,N,Njutun
100,d,NAM,NAM,nm,nm,Nanometar
100,d,NM,NM,N/m,N/m,Njutun/metar
100,d,OCM,OCM,Omcm,Om*cm,Posebni električni otpor
100,d,OHM,OM,Om,Om,Om
100,d,OM,IP,Om-mm,Om*m,Posebni električni otpor
100,d,OZ,RA,oz,Unca,Unca
100,d,OZA,OZT,oztSAD,Am.OZ teč.,SAD unca tečnosti
100,d,P,TČ,Tč.,Tačke,Tačke
100,d,PA,PA,Pa,Pa,Paskal
100,d,PAK,PAK,PAK,Pakovanje,Pakovanje
100,d,PAS,PAS,Pas,Paskal sek,Paskal sekund
100,d,PDA,PDA,PDani,Dani kons.,Dani konsultanta
100,d,PMR,PMR,kg/m2s,kg/m2*s,Stopa propustljivosti SI
100,d,PPB,DNB,dnb,dnb,Delovi na bilion
100,d,PPM,DNM,dnm,dnm,Delovi na milion
100,d,PPT,DNT,dnt,dnt,Delovi na trilion
100,d,PRM,PRM,ug/c2m,ug/cm2*min,Stopa propustljivosti
100,d,PRS,PRS,PRS,Lica,Broj lica
100,d,PT,PT,pt SAD,Pinta SADt,"Pinta, SAD tečnost"
100,d,QT,QT,qt SAD,Kuort SADt,"Kuort, SAD tečnost"
100,d,RHO,RHO,g/cm3,g/cm3,Gram/kubni centimetar
100,d,ROL,ULO,ULOGA,Uloga,Uloga
100,d,S,S,s,s,Sekunda
100,d,ST,Kom,Kom,Komad,Komad
100,d,STD,SAT,sati,Sati,Sati
100,d,TAG,DAN,Dani,Dani,Dani
100,d,TC3,TC3,1/cm3,1/cm3,1/kubni centimetar
100,d,TCM,TCM,ppcm3,ppcm3,Čestica/kubni centimetar
100,d,TH,TS,hilj.,Hiljade,Hiljade
100,d,TJH,TYR,t/god.,t/godina,Tona/godina
100,d,TM3,TM3,1/m3,1/m3,1/kubni metar
100,d,TON,TON,tona,Amer.tona,Američka tona
100,d,Tmt,TMO,t/mth,Tona/mesec,Tona/mesec
000,d,lbg,lbg,lb/gal,lb/gal,Američka funta/američki galon
000,d,lbl,lbl,lb/lbm,lb/lb mol,Amer.funta/američka funta mol
000,d,lbm,lbm,lb/MB,lb/MMBtu,Američka funta/milion BTU
000,d,lbs,lbs,lb/scf,lb/scf,Amer.funta/stand.kubna stopa
000,d,lcm,lcm,l/cm3,l/cm3,Litar/kubni centimetar
000,d,lhh,lhh,lb/Hph,lb/Hph,Amer.funta/konjska snaga-sat
000,d,mHg,mHg,mmHg,mmHg,Milimetri žive
000,d,mbb,mbb,MB/bbl,MMBtu/bbl,Milion BTU/američki barel
000,d,mbg,mbg,MB/gal,MMBtu/gal,Milion BTU/američki galon
000,d,mbk,mbk,MB/kg,MMBtu/kg,Milion BTU/kilogram
000,d,nQ,nGQ,ng/m3,ng/m3,Nanogram/kubni metar
000,d,pQ,pGQ,pg/m3,pg/m3,Pikogram/kubni metar
000,d,sM3,sM3,sp/m3,Spore/m3,Spore/kubni metar
000,d,sch,sch,scf/h,scf/h,Standardna kubna stopa/sat
000,d,scy,scy,scf/y,scf/y,Standardna kubna stopa/godina
000,d,tbl,tbl,t/bbl,t/bbl,Tona/američki barel
000,d,tbt,tbt,t/Btu,t/Btu,Tona/britanska termalna jed.
000,d,tgl,tgl,ton/gl,tona/galon,Američka tona/američki galon
000,d,tjl,t/J,t/džul,Tona/džul,Tona/džul
000,d,tm3,tm3,t/tm3,t/1000m3,Tona/1000 kubnih metara
000,d,tot,tot,to/ton,ton/ton,Američka tona/američka tona
000,d,ttj,ttj,t/TJ,t/TJ,Tona/teradžul
100,d,%,%,%,%,Procenat
100,d,1,JED,Jedno,Jedno,Jedno
100,d,10,D,d,Dani,Dani
100,d,22S,22S,mm2/s,mm2/s,Kvadratni milimetar/sekund
100,d,2M,CMS,cm/s,cm/s,Centimetar/sekund
100,d,2X,000,m/min,m/min,Metar/minut
100,d,4G,ľL,ľl,ľl,Mikrolitar
100,d,A87,GOM,GOm,GOm,Gigaom
100,d,A93,GM3,g/m3,g/m3,Gram/kubni metar
100,d,ACR,AR,Ar,Ar,Ar
100,d,B34,KKD,kg/dm3,kg/dm3,Kilogram/kubni decimetar
100,d,B47,KN,kN,KN,Kilonjutn
100,d,B73,MN,MN,MN,Meganjutn
100,d,B75,MGO,MOm,MOm,Megaom
100,d,BAG,KES,Kesa,Kesa,Kesa
100,d,BOT,FL,Fl.,Flaša,Flaša
100,d,BQK,BQK,Bq/kg,Bq/kg,Bekerel/kilogram
100,d,BTU,BTJ,Btu,BTJ,Britanska termalna jedinica
100,d,Bqm,Bqm,Bq/m3,Bq/m3,Bekerel/kubni metar
100,d,C36,M/M,mol/m3,Mol/m3,Mol po kubnom metru
100,d,C38,M/L,Mol/l,Mol/Litar,Mol po litru
100,d,C3S,C3S,cm3/s,cm3/s,Kubni centimetar/sekund
100,d,C56,NMM,N/mm2,N/mm2,Njutn/kvadratni milimetar
100,d,CCM,CCM,cm3,cm3,Kubni centimetar
100,d,CDM,KD3,dm3,Kubni dec.,Kubni decimetar
100,d,CM,CM,cm,cm,Centimetar
100,d,ToS,T/H,t/h,Tona/sat,Tona/sat
100,d,Tot,Tot,t/tona,t/tona,Metrička tona/američka tona
100,d,UGL,ľGL,µg/l,µg/l,Mikrogram/litar
100,d,V%,V%,%(Ob.),%(Ob.),Obim u procentima
100,d,V%O,Z%O,%O(Ob),%O(Obim),Obim u promilima
100,d,V01,MSC,ľS/cm,ľS/cm,Mikrosimens po centimetru
100,d,V02,MPL,mMol/l,Milimol/l,Milimol po litri
100,d,VAL,VR.,vred.,Vrednost,Uprav.materijalom po vrednosti
100,d,VPB,ONB,dpb(O),dpb(obim),Delovi zapremine na milijardu
100,d,VPM,ONM,dpm(O),dpm(O),Delovi obima na milion
100,d,VPT,ONT,dpt(O),dpt(obim),Delovi obima po trilionu
100,d,WCH,ND,Ned.,Nedelje,Nedelje
100,d,WMK,WMK,W/mk,W/(m*K),Provodljivost toplote
100,d,WTL,WKY,kg/sm2,kg/s*m2,Brzina isparavanja
100,d,YD,YD,yd,Jardi,Jardi
100,d,YD2,YD2,yd2,Jard2,Kvadratni jard
100,d,YD3,YD3,yd3,Kubni jard,Kubni jard
100,d,bJH,BYr,BTU/g.,Btu/godina,Britanska term.jedinica/godina
100,d,bMO,Bmo,Btu/mo,Btu/mesec,Britanska termalna jed./mesec
100,d,bbl,bbl,Bt/bbl,Btu/bbl,Brit.termalna jed./amer.barel
100,d,bft,bft,Bt/ft3,Btu/ft3,Brit.termalna jed./kubna stopa
100,d,bgl,bgl,Bt/gal,Btu/gal,Brit.termalna jed./amer.galon
100,d,bsc,bsc,Btu/sc,Btu/Scf,Btu/standardna kubna stopa
100,d,btl,btl,Btu/lb,Btu/lb,Brit.termalna jed./amer.funta
100,d,fcm,fcm,fb/cm3,Vlakna/cm3,Vlakna/kubni centimetar
100,d,fm3,fm3,fb/m3,Vlakna/m3,Vlakna/kubni metar
100,d,fml,fml,fb/ml,Vlakna/ml,Vlakna/mililitar
100,d,gj3,gj3,GJ/hm3,GJ/1000m3,Gigadžul/1000 kubnih metara
100,d,gjm,gjm,GJ/m3,GJ/m3,Gigadžul/kubni metar
100,d,gjt,gjt,GJ/ton,GJ/ton,Gigadžul/američka tona
100,d,jm3,jm3,J/m3,J/m3,Džul/kubni metar
100,d,kgb,kgb,kg/bbl,kg/bbl,Kilogram/američki barel
100,d,kgg,kgg,kg/gal,kg/gal,Kilogram/američki galoni
100,d,kgj,KgJ,kg/J,kg/J,Kilogram/džul
100,d,kgm,kgm,kg/MB,kg/MMBtu,Kilogram/milion BTU
100,d,kgs,kgs,kg/scf,kg/scf,Kilogram/standard.kubna stopa
100,d,kgt,kgt,kg/t,kg/t,Kilogram/američka tona
100,d,kwk,kwk,kWh/kg,kWh/kg,Kilovat-sat/kilogram
100,d,lbb,lbb,lb/Btu,lb/Btu,Amer.funta/brit.termalna jed.
100,d,lbg,lbg,lb/gal,lb/gal,Američka funta/američki galon
100,d,lbl,lbl,lb/lbm,lb/lb mol,Amer.funta/američka funta mol
100,d,lbm,lbm,lb/MB,lb/MMBtu,Američka funta/milion BTU
100,d,lbs,lbs,lb/scf,lb/scf,Amer.funta/stand.kubna stopa
100,d,lbt,lbt,lb/t,lb/t,SAD funta/američka tona
100,d,lcm,lcm,l/cm3,l/cm3,Litar/kubni centimetar
100,d,mHg,mHg,mmHg,mmHg,Milimetri žive
100,d,mbb,mbb,MB/bbl,MMBtu/bbl,Milion BTU/američki barel
100,d,mbg,mbg,MB/gal,MMBtu/gal,Milion BTU/američki galon
100,d,mbk,mbk,MB/kg,MMBtu/kg,Milion BTU/kilogram
100,d,mbl,mbl,MB/lb,MMBtu/lb,Milion BTU/američka funta
100,d,mbm,mbm,MB/Msc,MMBtu/Mscf,MMBtu/milion stan.kubnih stopa
100,d,mbs,mbs,MB/scf,MMBtu/scf,Milion BTU/stand.kubne stope
100,d,mbt,mbt,MB/t,MMBtu/t,Milion BTU/američka tona
100,d,nQ,nGQ,ng/m3,ng/m3,Nanogram/kubni metar
100,d,pQ,pGQ,pg/m3,pg/m3,Pikogram/kubni metar
100,d,sM3,sM3,sp/m3,Spore/m3,Spore/kubni metar
100,d,sMb,sMb,scf/Mb,scf/MMbbl,St.kubne stope/mil.amer.barela
100,d,scf,scf,Scf,Scf,Standardna kubna stopa
100,d,sch,sch,scf/h,scf/h,Standardna kubna stopa/sat
100,d,scy,scy,scf/y,scf/y,Standardna kubna stopa/godina
100,d,tJH,tpA,ton/yr,t/godina,Američke tone/godina
100,d,tMb,tMb,t/MMbb,t/MMbbl,Metr.tona/milion amer.barela
100,d,tMs,tMs,t/Mscf,t/Mscf,Metr.tona/mil.st.kubnih stopa
100,d,tbl,tbl,t/bbl,t/bbl,Tona/američki barel
100,d,tbt,tbt,t/Btu,t/Btu,Tona/britanska termalna jed.
100,d,tgl,tgl,ton/gl,tona/galon,Američka tona/američki galon
100,d,tjl,t/J,t/džul,Tona/džul,Tona/džul
100,d,tm3,tm3,t/tm3,t/1000m3,Tona/1000 kubnih metara
100,d,tmt,tMO,Ton/M,Tona/mesec,Američke tone/mesec
100,d,toS,tph,ton/h,Tona/sat,Američke tone/sat
100,d,tot,tot,to/ton,ton/ton,Američka tona/američka tona
100,d,ttj,ttj,t/TJ,t/TJ,Tona/teradžul
000,P,JMO,JMO,J/mol,J/mol,Joule/Mol
000,P,MTE,MTE,mT,mT,Militesla
000,d,ROL,ULO,ULOGA,Rolna,Rolna
000,d,MGJ,MGJ,g/m3/k,g/m3/kpa,Gram/kubni metar/kilopaskal
000,d,MGT,MGT,mg/t,mg/t,Milligram/tona
000,d,THA,tha,t/ha,t/ha,Tona po hektaru
000,d,mGJ,mGJ,mg/GJ,mg/GJ,Miligram/gigadžul
000,d,gGJ,gGJ,g/GJ,g/GJ,Gram/gigadžul
000,d,mkG,uGJ,mcg/GJ,mcg/GJ,Mikrogram/gigadžul
000,d,nGJ,nGJ,ng/GJ,ng/GJ,Nanogram/gigadžul
000,d,COP,COP,COP,Kopije,Kopije
000,P,MOL,MOL,mol,mol,Mol
000,d,CCK,KCK,KCK,cm3/kg,Kubni centimetri po kilogramu
000,d,DGP,TOR,TOR,ADR tačke,ADR - tačke izuzetka opas.robe
000,d,TEU,JDS,JEDS,JEDS,Jedinica ekviv.dvadeset stopa
000,d,mbt,mbt,MB/t,MMBtu/ton,Milion BTU/američka tona
100,d,DGP,TOR,TOR,ADR tačke,ADR - tačke izuzetka opas.robe
100,d,TEU,JDS,JEDS,JEDS,Jedinica ekviv.dvadeset stopa
100,d,PSI,FKI,FKI,FKI,Funta/kvadratni inč
100,d,MGJ,MGJ,g/m3/k,g/m3/kpa,Gram/kubni metar/kilopaskal
100,d,MGT,MGT,mg/t,mg/t,Milligram/tona
100,d,THA,tha,t/ha,t/ha,Tona po hektaru
100,d,mGJ,mGJ,mg/GJ,mg/GJ,Miligram/gigadžul
100,d,gGJ,gGJ,g/GJ,g/GJ,Gram/gigadžul
100,d,mkG,uGJ,mcg/GJ,mcg/GJ,Mikrogram/gigadžul
100,d,nGJ,nGJ,ng/GJ,ng/GJ,Nanogram/gigadžul
100,d,COP,COP,COP,Kopije,Kopije
000,P,GBQ,GBQ,GBq,GBq,Gigabecquerel
000,P,KBQ,KBQ,kBq,kBq,Kilobecquerel
000,P,MBQ,MBQ,MBq,MBq,Megabecquerel
000,P,TBQ,TBQ,TBq,TBq,Terabecquerel
000,d,C38,M/L,Mol/l,Mol/litar,Mol po litru
000,d,NM,NM,N/m,N/m,Njutn/metar
000,d,PSI,PSI,PSI,PSI,Funta/kvadratni inč
000,d,BM2,BM2,Bq/m2,Bq/m2,Bekerel po kvadratnom metru
000,d,BOE,BOE,BOE,BOE,Ekvivalent barela nafte
000,d,BQ,Bq,Bq,Bekerel,Bekerel (1/sekunda)
000,d,BQ2,BQ2,Bq/cm2,Bq/cm2,Bekereli po kvadratnom cm
000,d,BQG,BQG,Bq/g,Bq/g,Bekereli po gramu
000,d,GBQ,GBQ,GBq,GBq,Gigabekerel
000,d,GJK,GJC,GJ/kl,GJ/kl,Gigadžul/kilolitar
000,d,KB2,kBq,kBq/c2,kBq/c2,Kilobekereli po kvadratnom cm
000,d,KBG,KBG,kBq/g,kBq/g,Kilobekereli po gramu
000,d,KBQ,KBQ,kBq,kBq,Kilobekerel
000,d,KGJ,KGJ,kg/GJ,kg/GJ,Kilogram/gigadžul
000,d,KJG,KJG,kJ/g,kJ/g,Kilodžul/gram
000,d,M2C,M2C,m2/cm3,m2/cm3,Kvadr.metar/kubni centimetar
000,d,M2G,M2G,m2/g,m2/g,Kvadratni metar/gram
000,d,M2K,M2K,m2/kg,m2/kg,Kvadratni metar/kilogram
000,d,M2M,M2M,m2/m3,m2/m3,Kvadratni metar/kubni metar
000,d,MB2,MB2,MBq/c2,MBq/c2,Megabekerel /kv.centimetar
000,d,MBG,MBG,MBq/g,MBq/g,Megabekereli po gramu
000,d,MBQ,MBQ,MBq,MBq,Megabekerel
000,d,MSH,MSH,mSv/h,mSv/h,Milisiverti po satu
000,d,SVH,SVH,Sv/h,Sv/h,Siverti po satu
000,d,SVS,SVS,Sv/s,Sv/s,Siverti po sekundi
000,d,TBQ,TBQ,TBq,TBq,Tetrabekerel
000,d,TKL,tkl,t/kl,t/kl,Tona/1000 litara
000,d,USH,USH,uSv/h,uSv/h,Mikrosiverti po satu
000,d,WMP,WMP,Wm2ppb,Wm-2 ppb-1,Vat/kvadr.metar/del.na milij.
100,d,BM2,BM2,Bq/m2,Bq/m2,Bekerel po kvadratnom metru
100,d,BOE,BOE,BOE,BOE,Ekvivalent barela nafte
100,d,BQ,Bq,Bq,Bekerel,Bekerel (1/sekunda)
100,d,BQ2,BQ2,Bq/cm2,Bq/cm2,Bekereli po kvadratnom cm
100,d,BQG,BQG,Bq/g,Bq/g,Bekereli po gramu
100,d,GBQ,GBQ,GBq,GBq,Gigabekerel
100,d,GJK,GJC,GJ/kl,GJ/kl,Gigadžul/kilolitar
100,d,KB2,kBq,kBq/c2,kBq/c2,Kilobekereli po kvadratnom cm
100,d,KBG,KBG,kBq/g,kBq/g,Kilobekereli po gramu
100,d,KBQ,KBQ,kBq,kBq,Kilobekerel
100,d,KGJ,KGJ,kg/GJ,kg/GJ,Kilogram/gigadžul
100,d,KJG,KJG,kJ/g,kJ/g,Kilodžul/gram
100,d,M2C,M2C,m2/cm3,m2/cm3,Kvadr.metar/kubni centimetar
100,d,M2G,M2G,m2/g,m2/g,Kvadratni metar/gram
100,d,M2K,M2K,m2/kg,m2/kg,Kvadratni metar/kilogram
100,d,M2M,M2M,m2/m3,m2/m3,Kvadratni metar/kubni metar
100,d,MB2,MB2,MBq/c2,MBq/c2,Megabekerel /kv.centimetar
100,d,MBG,MBG,MBq/g,MBq/g,Megabekereli po gramu
100,d,MBQ,MBQ,MBq,MBq,Megabekerel
100,d,MIL,Ml.,Mil.,Miliinč,Miliinč
100,d,MSH,MSH,mSv/h,mSv/h,Milisiverti po satu
100,d,SVH,SVH,Sv/h,Sv/h,Siverti po satu
100,d,SVS,SVS,Sv/s,Sv/s,Siverti po sekundi
100,d,TBQ,TBQ,TBq,TBq,Tetrabekerel
100,d,TKL,tkl,t/kl,t/kl,Tona/1000 litara
100,d,USH,USH,uSv/h,uSv/h,Mikrosiverti po satu
100,d,WMP,WMP,Wm2ppb,Wm-2 ppb-1,Vat/kvadr.metar/del.na milij.
100,d,PCT,PRC,PrC,Prop.gr.,Proporcija grupe
000,P,H,H,h,Horas,Horas
000,d,H,H,h,Sati,Sati
000,d,MIN,MIN,min,Minuti,Minuti
000,d,MPB,MDB,ppb(m),ppb(m),Maseni delovi u milijardi
000,d,PPB,PPB,ppb,ppb,Delovi na milijardu
000,d,PPM,PPM,ppm,dnm,Delovi na milion
000,d,S,S,s,Sekunde,Sekunde
000,d,TKT,TKT,t/kt,t/kt,Tona/kilotona
000,d,UGL,µGL,µg/l,µg/l,Mikrogram/litar
000,d,V01,MSC,µS/cm,µS/cm,Mikrosimens po centimetru
000,d,VPM,ONM,dpm(O),dpm(O),Delovi zapremine na milion
000,d,D95,J/G,J/G,Džul/gram,Džul/gram
000,d,KEL,KEL,kg/KWh,kg/KWh,Kilogram/kilovat-sat
000,d,KKW,KKW,kg/MWh,kg/MWh,Kilogram/megavatsat
000,d,KMI,KMI,kg/min,kg/min,Kilogram/minut
000,d,LA,LA,LA,LA,Litre alkohola
000,d,LMH,LMH,lb/MWh,lb/MWh,Funta/megavatsat
000,d,NCH,NHK,ng/c2h,ng/(cm2*h),Nanogram/kvad.centimetar-sat
000,d,RKG,RKG,1/kg,1/kg,Recipročni kilogram
000,d,RMG,PrK,1/mg,1/mg,Recipročni miligram
000,d,ToS,T/H,t/h,t/h,Tona/sat
000,d,kgt,kgt,kg/ton,kg/tona,Kilogram/američka tona
000,d,kgl,KGL,kg/mil,kg/milja,Kilogram/milja
000,P,A,A,A,A,Ampere
000,P,B84,µA,µA,µA,Microampere
000,P,C39,NA,nA,nA,Nanoampere
000,P,CD,CD,Cd,cd,Candela
000,P,D46,VA,Va,MW,Voltampère
000,P,GRO,BRT,bruto,Bruto,Bruto
000,묩,mbt,mbt,MB/ton,MMBtu/ton,मिलियन BTU/US टन
000,묩,pQ,pGQ,pg/m3,pg/m3,पिकोग्राम/क्यूबिक मीटर
000,묩,tgl,tgl,ton/gl,ton/gal,US टन / US गैलन
000,묩,toS,tph,टन/घं.,टन/घंटा,US टन/घंटा
000,묩,tot,tot,टन/टन,टन/टन,US टन/US टन
000,묩,D10,S/M,सि/मी,सिमेंज़/मी,प्रति मीटर सीमेंज़
000,묩,F,F,फैरड,फैरड,फैरड
000,묩,FA,°F,°F,°F,फ़ारेनहाइट
000,묩,FT,फुट,फुट,फुट,फुट
000,묩,G/L,G/L,gai/l,gai/liter,ग्राम सक्रिय अंश / लीटर
000,묩,GAU,GAU,GAU,ग्राम सोना,ग्राम सोना
000,묩,GHG,GHG,g/hg,g/hg,ग्राम/हेक्टोग्राम
000,묩,GKG,GKG,g/kg,g/kg,ग्राम/किलोग्राम
000,묩,GLI,GLI,g/l,ग्राम/लीटर,ग्राम/लीटर
000,묩,GM,GM,g/mol,ग्राम/मोल,ग्राम/मोल
000,묩,GM2,GM2,g/m2,ग्रा/व.मी.,ग्राम/वर्गमीटर
000,묩,GQ,µGQ,µg/m3,µg/m3,माइक्रोग्राम/घनमीटर
000,묩,GW,GAI,gai,g act.ing.,ग्राम सक्रिय अंश
000,묩,IN3,"""3",घनइंच,घन इंच.,घन इंच.
000,묩,K,के.,के.,केल्विन,केल्विन
000,묩,KHZ,KHZ,kHz,किलोह.,किलोहर्ट्ज़
000,묩,KMN,KMN,K/min,के/मिनट,केल्विन/मिनट
000,묩,KV,KV,kV,किलो वोल्ट,किलोवोल्ट
000,묩,LBm,lbM,lb/mth,पाउंड/माह,पाउंड/माह
000,묩,M%,M%,%(m),प्र. (द्र),प्रतिशत द्रव्यमान
000,묩,M%O,M%O,%O(m),%0(द्रव्य),प्रतिहजार द्रव्यमान
000,묩,M3,M3,घन मी.,घन मीटर,घन मीटर
000,묩,M3D,M3D,घमी/दि,घमी./दिन,घन मीटर/दिन
000,묩,M3S,M3S,m3/s,घमी./सेकंड,घन मीटर/सेकंड
000,묩,MA,MA,mA,मिली एम्पि,मिली एम्पियर
000,묩,MBA,MBA,मि.बार,मिलीबार,मिलीबार
000,묩,MG,MG,mg,मिलीग्राम,मिलीग्राम
000,묩,MGF,MGE,mg/cm2,mg/cm2,मिलीग्राम/वर्ग सेंटीमीटर
000,묩,MGG,MGG,mg/g,मि./ग्राम,मिलीग्राम/ग्राम
000,묩,MGK,MGK,mg/kg,मिग्रा/कि.,मिलीग्राम/किलोग्राम
000,묩,MGL,MGL,mg/l,मिग्रा/ली.,मिलीग्राम/लीटर
000,묩,MGQ,MGQ,mg/m3,मिग्रा/घमी,मिलीग्राम/घनमीटर
000,묩,MGq,MGq,mg/tm3,mg/10m3,मिलीग्राम/10 क्यूबिक मीटर
000,묩,MIM,µM,µm,मा. मीटर,माइक्रोमीटर
000,묩,MIN,MIN,मिनट,मिनट,मिनट
000,묩,MIS,MIS,µs,मा. सेकंड,माइक्रो सेकंड
000,묩,MJ,MIJ,मि.जूल,मिलीजूल,मिलीजूल
000,묩,MM,MM,mm,मिलीमीटर,मिलीमीटर
000,묩,MMA,MMA,mm/a,मिमी/वर्ष,मिलीमीटर/वर्ष
000,묩,MMH,MMH,mm/h,मिमी/घंटा,मिलीमीटर/घंटा
000,묩,MMQ,MM3,mm3,घन मिमी,घन मिलीमीटर
000,묩,MNM,MNM,mN/m,mN/m,मिलीन्यूटन/मीटर
000,묩,MON,म.,महीने,महीने,महीने
000,묩,MQH,M3H,m3/h,घमी/घंटा,घन मीटर/घंटा
000,묩,MTE,MTE,mT,मिलीटेस्ला,मिलीटेस्ला
000,묩,MTM,MTM,Mppcm,Mppcm,मिलियन पार्टिकल्स/क्यूबिक फीट
000,묩,%,%,%,%,प्रतिशत
000,묩,10,D,दिन,दिन,दिन
000,묩,4G,µL,µL,µL,माइक्रोलीटर
000,묩,4O,µF,µF,µF,माइक्रोफैरड
000,묩,A93,GM3,g/m3,ग्राम/घमी.,ग्राम/घन मीटर
000,묩,B84,µA,µA,µA,माइक्रो ऐम्पियर
000,묩,BAG,बैग,बैग,बैग,बैग
000,묩,BAR,BAR,बार,बार,बार
000,묩,BOT,BT,बोतल,बोतल,बोतल
000,묩,BQK,BQK,Bq/kg,बे./कि.,बेक्युरेल/किलोग्राम
000,묩,BTU,BTU,Btu,BTU,ब्रिटिश थर्मल इकाई
000,묩,Bqm,Bqm,Bq/m3,Bq/m3,बैकेलल / क्यूबिक मीटर
000,묩,C10,RF,mF,मिलीफैरड,मिलीफैरड
000,묩,C36,M/M,मोल/घ.,Mo/m3,प्रति घन मीटर मोल
000,묩,C38,M/L,मोल/ली,मोल/लीटर,प्रति लीटर मोल
000,묩,C56,NMM,न्यू/व,न्यू/व,न्यूटन/वर्ग मिलीमीटर
000,묩,CDM,CD3,घन डे.,घन डेसी.,घन डेसीमीटर
100,묩,%,%,%,%,प्रतिशत
100,묩,10,D,दिन,दिन,दिन
100,묩,4G,µL,µL,µL,माइक्रोलीटर
100,묩,4O,µF,µF,µF,माइक्रोफैरड
100,묩,4T,PF,pF,पिकोफैरड,पिकोफैरड
100,묩,A93,GM3,g/m3,ग्राम/घमी.,ग्राम/घन मीटर
100,묩,B84,µA,µA,µA,माइक्रो ऐम्पियर
100,묩,BAG,बैग,बैग,बैग,बैग
100,묩,BAR,BAR,बार,बार,बार
100,묩,BOT,BT,बोतल,बोतल,बोतल
100,묩,BQK,BQK,Bq/kg,बे./कि.,बेक्युरेल/किलोग्राम
100,묩,BTU,BTU,Btu,BTU,ब्रिटिश थर्मल इकाई
100,묩,Bqm,Bqm,Bq/m3,Bq/m3,बैकेलल / क्यूबिक मीटर
100,묩,C10,RF,mF,मिलीफैरड,मिलीफैरड
100,묩,C36,M/M,मोल/घ.,Mo/m3,प्रति घन मीटर मोल
100,묩,C38,M/L,मोल/ली,मोल/लीटर,प्रति लीटर मोल
100,묩,C56,NMM,न्यू/व,न्यू/व,न्यूटन/वर्ग मिलीमीटर
100,묩,CDM,CD3,घन डे.,घन डेसी.,घन डेसीमीटर
100,묩,D10,S/M,सि/मी,सिमेंज़/मी,प्रति मीटर सीमेंज़
100,묩,F,F,फैरड,फैरड,फैरड
100,묩,FA,°F,°F,°F,फ़ारेनहाइट
100,묩,FT,फुट,फुट,फुट,फुट
100,묩,G/L,G/L,gai/l,gai/liter,ग्राम सक्रिय अंश / लीटर
100,묩,GAU,GAU,GAU,ग्राम सोना,ग्राम सोना
100,묩,GHG,GHG,g/hg,g/hg,ग्राम/हेक्टोग्राम
100,묩,GKG,GKG,g/kg,g/kg,ग्राम/किलोग्राम
100,묩,GLI,GLI,g/l,ग्राम/लीटर,ग्राम/लीटर
100,묩,GLL,GAL,US गै.,US गैलन,US गैलन
100,묩,GM,GM,g/mol,ग्राम/मोल,ग्राम/मोल
100,묩,GM2,GM2,g/m2,ग्रा/व.मी.,ग्राम/वर्गमीटर
100,묩,GQ,µGQ,µg/m3,µg/m3,माइक्रोग्राम/घनमीटर
100,묩,GW,GAI,gai,g act.ing.,ग्राम सक्रिय अंश
100,묩,IN3,"""3",घनइंच,घन इंच.,घन इंच.
100,묩,K,के.,के.,केल्विन,केल्विन
100,묩,KHZ,KHZ,kHz,किलोह.,किलोहर्ट्ज़
100,묩,KMN,KMN,K/min,के/मिनट,केल्विन/मिनट
100,묩,KMS,KMS,K/s,के/सेकंड,केल्विन/सेकंड
100,묩,KV,KV,kV,किलो वोल्ट,किलोवोल्ट
100,묩,KVA,KVA,KVA,कि. वो. ए.,किलोवोल्ट एम्पियर
100,묩,LBJ,lbY,lb/yr,पाउंड/वर्ष,पाउंड/वर्ष
100,묩,LBm,lbM,lb/mth,पाउंड/माह,पाउंड/माह
100,묩,LM,002,000002,m/भाग,प्रति इकाई मीटर में लंबाई
100,묩,M%,M%,%(m),प्र. (द्र),प्रतिशत द्रव्यमान
100,묩,M%O,M%O,%O(m),%0(द्रव्य),प्रतिहजार द्रव्यमान
100,묩,M3,M3,घन मी.,घन मीटर,घन मीटर
100,묩,M3D,M3D,घमी/दि,घमी./दिन,घन मीटर/दिन
100,묩,M3S,M3S,m3/s,घमी./सेकंड,घन मीटर/सेकंड
100,묩,MA,MA,mA,मिली एम्पि,मिली एम्पियर
100,묩,MBA,MBA,मि.बार,मिलीबार,मिलीबार
100,묩,MG,MG,mg,मिलीग्राम,मिलीग्राम
100,묩,MGF,MGE,mg/cm2,mg/cm2,मिलीग्राम/वर्ग सेंटीमीटर
100,묩,MGG,MGG,mg/g,मि./ग्राम,मिलीग्राम/ग्राम
100,묩,MGK,MGK,mg/kg,मिग्रा/कि.,मिलीग्राम/किलोग्राम
100,묩,MGL,MGL,mg/l,मिग्रा/ली.,मिलीग्राम/लीटर
