EBELN,BUKRS,BSTYP,BSART,LIFNR,EKORG,EKGRP,BEDAT,AEDAT,WAERS
4500001095,1710,F,NB,USSU-VSF01,1710,002,20210519,20210519,USD
4500001096,1710,F,NB,USSU-VSF01,1710,002,20210519,20210519,USD
4500001097,1710,F,NB,USSU-VSF01,1710,002,20210519,20210519,USD
4500001098,1710,F,NB,USSU-VSF04,1710,002,20210519,20210519,USD
4500001099,1710,F,NB,USSU-VSF02,1710,002,20210519,20210519,USD
4500001100,1710,F,NB,USSU-VSF01,1710,002,20210519,20210519,USD
4500001101,1710,F,NB,USSU-VSF05,1710,002,20210519,20210519,USD
4500001102,1710,F,NB,USSU-VSF06,1710,002,20210519,20210519,USD
4500001103,1710,F,NB,USSU-VSF07,1710,002,20210519,20210519,USD
4500001104,1710,F,NB,USSU-VSF08,1710,002,20210519,20210519,USD
4500001105,1710,F,NB,USSU-VSF08,1710,002,20210519,20210519,USD
4500001106,1710,F,NB,USSU-VSF06,1710,002,20210519,20210519,USD
4500001107,1710,F,NB,USSU-VSF01,1710,002,20210601,20210601,USD
4500001108,1710,F,NB,USSU-VSF01,1710,002,20210601,20210601,USD
4500001109,1710,F,NB,USSU-VSF01,1710,002,20210601,20210601,USD
4500001110,1710,F,NB,USSU-VSF04,1710,002,20210601,20210601,USD
4500001111,1710,F,NB,USSU-VSF02,1710,002,20210601,20210601,USD
4500001112,1710,F,NB,USSU-VSF01,1710,002,20210601,20210601,USD
4500001113,1710,F,NB,USSU-VSF05,1710,002,20210601,20210601,USD
4500001114,1710,F,NB,USSU-VSF06,1710,002,20210601,20210601,USD
4500001115,1710,F,NB,USSU-VSF07,1710,002,20210601,20210601,USD
4500001116,1710,F,NB,USSU-VSF08,1710,002,20210601,20210601,USD
4500001117,1710,F,NB,USSU-VSF08,1710,002,20210601,20210601,USD
4500001118,1710,F,NB,USSU-VSF06,1710,002,20210601,20210601,USD
4500001119,1710,F,NB,EWM17-SU01,1710,001,20210609,20210609,USD
4500001120,1710,F,NB,0017300001,1710,001,20210614,20210614,USD
4500001121,1710,F,NB,EWM17-SU01,1710,001,20210616,20210616,USD
4500001123,1710,F,NB,0017300001,1710,002,20210619,20210619,USD
4500001124,1710,F,NB,USSU-VSF01,1710,002,20210902,20210902,USD
4500001125,1710,F,NB,USSU-VSF01,1710,002,20210902,20210902,USD
4500001126,1710,F,NB,USSU-VSF01,1710,002,20210902,20210902,USD
4500001127,1710,F,NB,USSU-VSF04,1710,002,20210902,20210902,USD
4500001128,1710,F,NB,USSU-VSF02,1710,002,20210902,20210902,USD
4500001129,1710,F,NB,USSU-VSF01,1710,002,20210902,20210902,USD
4500001130,1710,F,NB,USSU-VSF05,1710,002,20210902,20210902,USD
4500001131,1710,F,NB,USSU-VSF06,1710,002,20210902,20210902,USD
4500001132,1710,F,NB,USSU-VSF07,1710,002,20210902,20210902,USD
4500001133,1710,F,NB,USSU-VSF08,1710,002,20210902,20210902,USD
4500001134,1710,F,NB,USSU-VSF08,1710,002,20210902,20210902,USD
4500001135,1710,F,NB,USSU-VSF06,1710,002,20210902,20210902,USD
4500001136,1710,F,NB,USSU-VSF01,1710,002,20210902,20210902,USD
4500001137,1710,F,NB,USSU-VSF01,1710,002,20210902,20210902,USD
4500001138,1710,F,NB,USSU-VSF01,1710,002,20210902,20210902,USD
4500001139,1710,F,NB,USSU-VSF04,1710,002,20210902,20210902,USD
4500001140,1710,F,NB,USSU-VSF04,1710,002,20210902,20210902,USD
4500001141,1710,F,NB,USSU-VSF02,1710,002,20210902,20210902,USD
4500001142,1710,F,NB,USSU-VSF02,1710,002,20210902,20210902,USD
4500001143,1710,F,NB,USSU-VSF01,1710,002,20210902,20210902,USD
4500001144,1710,F,NB,USSU-VSF01,1710,002,20210902,20210902,USD
4500001145,1710,F,NB,USSU-VSF05,1710,002,20210902,20210902,USD
4500001146,1710,F,NB,USSU-VSF05,1710,002,20210902,20210902,USD
4500001147,1710,F,NB,USSU-VSF06,1710,002,20210902,20210902,USD
4500001148,1710,F,NB,USSU-VSF06,1710,002,20210902,20210902,USD
4500001149,1710,F,NB,USSU-VSF07,1710,002,20210902,20210902,USD
4500001150,1710,F,NB,USSU-VSF07,1710,002,20210902,20210902,USD
4500001151,1710,F,NB,USSU-VSF08,1710,002,20210902,20210902,USD
4500001152,1710,F,NB,USSU-VSF08,1710,002,20210902,20210902,USD
4500001153,1710,F,NB,USSU-VSF06,1710,002,20210902,20210902,USD
4500001154,1710,F,NB,USSU-VSF01,1710,002,20211021,20211021,USD
4500001155,1710,F,NB,USSU-VSF01,1710,002,20211021,20211021,USD
4500001156,1710,F,NB,USSU-VSF01,1710,002,20211021,20211021,USD
4500001157,1710,F,NB,USSU-VSF01,1710,002,20211021,20211021,USD
4500001158,1710,F,NB,USSU-VSF01,1710,002,20211021,20211021,USD
4500001159,1710,F,NB,USSU-VSF01,1710,002,20211021,20211021,USD
4500001160,1710,F,NB,USSU-VSF04,1710,002,20211021,20211021,USD
4500001161,1710,F,NB,USSU-VSF02,1710,002,20211021,20211021,USD
4500001162,1710,F,NB,USSU-VSF01,1710,002,20211021,20211021,USD
4500001163,1710,F,NB,USSU-VSF05,1710,002,20211021,20211021,USD
4500001164,1710,F,NB,USSU-VSF06,1710,002,20211021,20211021,USD
4500001165,1710,F,NB,USSU-VSF07,1710,002,20211021,20211021,USD
4500001166,1710,F,NB,USSU-VSF08,1710,002,20211021,20211021,USD
4500001167,1710,F,NB,USSU-VSF08,1710,002,20211021,20211021,USD
4500001168,1710,F,NB,USSU-VSF06,1710,002,20211021,20211021,USD
4500001169,1710,F,NB,EWM17-SU01,1710,002,20211025,20211025,USD
4500001170,1710,F,NB,EWM17-SU01,1710,002,20211025,20211025,USD
4500001171,1710,F,NB,EWM17-SU01,1710,002,20211025,20211025,USD
4500001172,1710,F,NB,EWM17-SU01,1710,002,20211025,20211025,USD
4500001173,1710,F,NB,0017300001,1710,001,20211025,20211025,USD
4500001174,1710,F,NB,0017300001,1710,002,20211026,20211026,USD
4500001182,1710,F,NB,0017300001,1710,001,20211027,20211027,USD
4500001176,1710,F,NB,0017300006,1710,002,20211026,20211026,USD
4500001177,1710,F,NB,EWM17-SU01,1710,002,20211026,20211026,USD
4500001178,1710,F,NB,0017300006,1710,002,20211026,20211026,USD
4500001179,1710,F,NB,0017300003,1710,002,20211026,20211026,USD
4500001180,1710,F,NB,0017300006,1710,002,20211026,20211026,USD
4500001181,1710,F,NB,0017300006,1710,002,20211026,20211026,USD
5500000012,1710,L,LPA,0017300001,1710,001,20211027,20211027,USD
5500000013,1710,L,LPA,0017300002,1710,001,20211027,20211027,USD
4600000023,1710,K,MK,0017300002,1710,001,20211027,20211027,USD
4500001183,1710,F,NB,0017300002,1710,001,20211027,20211027,USD
4500001184,1710,F,NB,0017300002,1710,001,20211027,20211027,USD
4500001175,1710,F,NB,0017300001,1710,001,20211026,20211026,USD
4500001186,1710,F,NB,0017300002,1710,003,20211028,20211028,USD
5500000014,1710,L,LPA,0017300001,1710,001,20211029,20211029,USD
5500000016,1710,L,LPA,0017300001,1710,001,20211101,20211101,EUR
4500001187,1710,F,NB,0017300050,1710,001,20211102,20211102,CAD
4500001188,1710,F,NB,0017300051,1710,001,20211102,20211102,EUR
4600000024,1710,K,MK,0017300001,1710,001,20211103,20211103,USD
5500000015,1710,L,LPA,0017300001,1710,001,20211029,20211029,USD
4600000025,1710,K,MK,0017300001,1710,001,20211103,20211103,EUR
4600000026,1710,K,MK,0017300001,1710,001,20211103,20211103,EUR
5500000017,1710,L,LPA,0017300001,1710,001,20211104,20211104,USD
4500001189,1710,F,NB,0017300001,1710,003,20211104,20211104,USD
4500001190,1710,F,NB,EWM17-SU01,1710,002,20211104,20211104,USD
4600000027,1710,K,MK,0017300001,1710,001,20211104,20211104,USD
4500001191,1710,F,NB,0017300007,1710,001,20211104,20211104,USD
4600000028,1710,K,MK,0017300001,1710,001,20211104,20211104,USD
8000000009,1710,O,RQ,0017300001,1710,001,00000000,20211104,USD
8000000010,1710,O,RQ,0017300002,1710,001,00000000,20211104,USD
4600000029,1710,K,MK,0017300002,1710,001,20211104,20211104,USD
5500000018,1710,L,LPA,0017300001,1710,001,20211104,20211104,USD
4500001192,1710,F,NB,0017300001,1710,001,20211104,20211104,USD
4500001198,1710,F,NB,0017300001,1710,002,20211107,20211107,USD
4500001193,1710,F,NB,0017300001,1710,001,20211104,20211104,USD
4500001195,1710,F,NB,0017300001,1710,001,20211104,20211104,USD
4500001196,1710,F,NB,0017300001,1710,002,20211104,20211104,USD
4500001197,1710,F,NB,0017300001,1710,001,20211105,20211105,USD
4500001194,1710,F,NB,0017300001,1710,001,20211104,20211104,USD
4500001199,1710,F,NB,0017300001,1710,001,20211109,20211109,USD
4500001200,1710,F,NB,0017300001,1710,001,20211109,20211109,USD
4500001201,1710,F,NB,0017300001,1710,001,20211109,20211109,USD
4500001202,1710,F,NB2,0017300001,1710,001,20211109,20211109,USD
4500001203,1710,F,NB,0017300006,1710,001,20211109,20211109,USD
4500001204,1710,F,NB2,0017300006,1710,001,20211109,20211109,USD
5500000019,1710,L,LP,0017300001,1710,001,20211109,20211109,USD
4500001205,1710,F,NB2,0017300006,1710,001,20211109,20211109,USD
4500001206,1710,F,NB,USSU-VSF01,1710,002,20211109,20211109,USD
4500001207,1710,F,NB,USSU-VSF01,1710,002,20211109,20211109,USD
4500001549,1710,F,NB,USSU-VSF06,1710,002,20221123,20221123,USD
4500001209,1710,F,NB,USSU-VSF04,1710,002,20211109,20211109,USD
4500001210,1710,F,NB,USSU-VSF02,1710,002,20211109,20211109,USD
4500001211,1710,F,NB,USSU-VSF01,1710,002,20211109,20211109,USD
4500001212,1710,F,NB,USSU-VSF05,1710,002,20211109,20211109,USD
4500001237,1710,F,NB,USSU-VSF02,1710,002,20211110,20211110,USD
4500001214,1710,F,NB,USSU-VSF07,1710,002,20211109,20211109,USD
4500001215,1710,F,NB,USSU-VSF08,1710,002,20211109,20211109,USD
4500001216,1710,F,NB,USSU-VSF08,1710,002,20211109,20211109,USD
4500001217,1710,F,NB,USSU-VSF06,1710,002,20211109,20211109,USD
4500001218,1710,F,NB,USSU-VSF01,1710,002,20211109,20211109,USD
4500001219,1710,F,NB,USSU-VSF01,1710,002,20211109,20211109,USD
4500001220,1710,F,NB,USSU-VSF01,1710,002,20211109,20211109,USD
4500001227,1710,F,NB,USSU-VSF08,1710,002,20211109,20211109,USD
4500001222,1710,F,NB,USSU-VSF02,1710,002,20211109,20211109,USD
4500001223,1710,F,NB,USSU-VSF01,1710,002,20211109,20211109,USD
4500001224,1710,F,NB,USSU-VSF05,1710,002,20211109,20211109,USD
4500001225,1710,F,NB,USSU-VSF06,1710,002,20211109,20211109,USD
4500001226,1710,F,NB,USSU-VSF07,1710,002,20211109,20211109,USD
4500001213,1710,F,NB,USSU-VSF06,1710,002,20211109,20211109,USD
4500001208,1710,F,NB,USSU-VSF01,1710,002,20211109,20211109,USD
4500001228,1710,F,NB,USSU-VSF08,1710,002,20211109,20211109,USD
5500000020,1710,L,LPA,0017300001,1710,001,20211110,20211110,USD
5500000021,1710,L,LP,0017300007,1710,001,20211110,20211110,USD
4500001230,1710,F,NB,0017300001,1710,001,20211110,20211110,USD
4500001231,1710,F,NB,0017300001,1710,001,20211110,20211110,USD
4500001232,1710,F,NB,0017300001,1710,001,20211110,20211110,USD
4500001233,1710,F,NB,USSU-VSF01,1710,002,20211110,20211110,USD
4500001234,1710,F,NB,USSU-VSF01,1710,002,20211110,20211110,USD
4500001235,1710,F,NB,USSU-VSF01,1710,002,20211110,20211110,USD
4500001236,1710,F,NB,USSU-VSF04,1710,002,20211110,20211110,USD
4500001221,1710,F,NB,USSU-VSF04,1710,002,20211109,20211109,USD
4500001238,1710,F,NB,USSU-VSF01,1710,002,20211110,20211110,USD
4500001239,1710,F,NB,USSU-VSF05,1710,002,20211110,20211110,USD
4500001240,1710,F,NB,USSU-VSF06,1710,002,20211110,20211110,USD
4500001241,1710,F,NB,USSU-VSF07,1710,002,20211110,20211110,USD
4500001242,1710,F,NB,USSU-VSF08,1710,002,20211110,20211110,USD
4500001243,1710,F,NB,USSU-VSF08,1710,002,20211110,20211110,USD
4500001244,1710,F,NB,USSU-VSF06,1710,002,20211110,20211110,USD
5500000022,1710,L,LPA,0017300002,1710,001,20211111,20211111,USD
4600000030,1710,K,MK,0017300002,1710,001,20211111,20211111,USD
4500001588,1710,F,NB,USSU-VSF04,1710,002,20230130,20230130,USD
4500001229,1710,F,NB,USSU-VSF06,1710,002,20211109,20211109,USD
4500001830,1710,F,NB,0017300001,1710,001,20240313,20240313,USD
4500001587,1710,F,NB,USSU-VSF06,1710,002,20230130,20230130,USD
4500001547,1710,F,NB,USSU-VSF08,1710,002,20221123,20221123,USD
4500001545,1710,F,NB,USSU-VSF06,1710,002,20221123,20221123,USD
4500001544,1710,F,NB,USSU-VSF05,1710,002,20221123,20221123,USD
4500001543,1710,F,NB,USSU-VSF01,1710,002,20221123,20221123,USD
4500001542,1710,F,NB,USSU-VSF01,1710,002,20221123,20221123,USD
4500001541,1710,F,NB,USSU-VSF01,1710,002,20221123,20221123,USD
4500001540,1710,F,NB,USSU-VSF01,1710,002,20221123,20221123,USD
5500000023,1710,L,LPA,0017300002,1710,001,20211112,20211112,USD
4500001268,1710,F,NB,EWM17-SU01,1710,001,20211118,20211118,USD
4600000004,1710,K,MK,0017300001,1710,001,20181016,20181016,USD
4600000005,1710,K,CMK,0017300001,1710,001,20181022,20181022,USD
4600000032,1710,K,MK,0017300001,1710,001,20211115,20211115,USD
4500001260,1710,F,NB2,0017300006,1710,001,20211115,20211115,USD
4600000033,1710,K,MK,0017300001,1710,001,20211115,20211115,USD
4500001261,1710,F,NB2,0017300006,1710,001,20211115,20211115,USD
4500001262,1710,F,NB,0017300006,1710,001,20211115,20211115,USD
4500001263,1710,F,NB,0017300006,1710,001,20211115,20211115,USD
4500001264,1710,F,NB,0017300002,1710,001,20211104,20211117,USD
4500001265,1710,F,NB,0017300002,1710,001,20211117,20211117,USD
4500001266,1710,F,NB,EWM17-SU01,1710,001,20211117,20211117,USD
4500001267,1710,F,NB,0017300002,1710,001,20211117,20211117,USD
4500001269,1710,F,NB,0017300001,1710,001,20211118,20211118,USD
4500001270,1710,F,NB,EWM17-SU01,1710,001,20211118,20211118,USD
4500001271,1710,F,NB,0017300001,1710,002,20211118,20211118,USD
4500001272,1710,F,NB,0017300002,1710,002,20211118,20211118,USD
4500001273,1710,F,NB,EWM17-SU01,1710,001,20211118,20211118,USD
4500001274,1710,F,NB,0017300002,1710,002,20211118,20211118,USD
4600000031,1710,K,MK,0017300001,1710,001,20211115,20211115,USD
4500001275,1710,F,NB,0017300001,1710,001,20211118,20211118,USD
4500001277,1710,F,NB,0017300001,1710,001,20211122,20211123,USD
4500001278,1710,F,NB,0017300001,1710,001,20211124,20211124,USD
4500001279,1710,F,NB,0017300001,1710,001,20211124,20211124,USD
4500001280,1710,F,NB,0017300001,1710,001,20211124,20211124,USD
4500001281,1710,F,NB,0017300001,1710,002,20211124,20211124,USD
4500001282,1710,F,NB,0017300001,1710,002,20220304,20220304,USD
4500001283,1710,F,NB,USSU-VSF04,1710,002,20220304,20220304,USD
4500001284,1710,F,NB,USSU-VSF02,1710,002,20220304,20220304,USD
4500001285,1710,F,NB,USSU-VSF01,1710,002,20220304,20220304,USD
4500001286,1710,F,NB,USSU-VSF01,1710,002,20220304,20220304,USD
4500001287,1710,F,NB,USSU-VSF01,1710,002,20220304,20220304,USD
4500001288,1710,F,NB,USSU-VSF01,1710,002,20220304,20220304,USD
4500001289,1710,F,NB,USSU-VSF05,1710,002,20220304,20220304,USD
4500001290,1710,F,NB,USSU-VSF06,1710,002,20220304,20220304,USD
4500001291,1710,F,NB,USSU-VSF07,1710,002,20220304,20220304,USD
4500001292,1710,F,NB,USSU-VSF08,1710,002,20220304,20220304,USD
4500001293,1710,F,NB,USSU-VSF08,1710,002,20220304,20220304,USD
4500001294,1710,F,NB,USSU-VSF06,1710,002,20220304,20220304,USD
4500001296,1710,F,NB,0017300001,1710,001,20220308,20220308,USD
4500001297,1710,F,NB,0017300001,1710,001,20220315,20220315,USD
4500001298,1710,F,NB,0017300001,1710,001,20220315,20220315,USD
4500001299,1710,F,NB,0017300001,1710,001,20220315,20220315,USD
4500001300,1710,F,NB,0017300001,1710,001,20220317,20220317,USD
4500001301,1710,F,NB,0017300001,1710,002,20220318,20220318,USD
4500001302,1710,F,NB,EWM17-SU01,1710,001,20220322,20220322,USD
4500001303,1710,F,NB,0017300001,1710,ZPS,20220331,20220331,USD
4500001304,1710,F,NB,USSU-VSF04,1710,002,20220523,20220523,USD
4500001305,1710,F,NB,USSU-VSF02,1710,002,20220523,20220523,USD
4500001306,1710,F,NB,USSU-VSF01,1710,002,20220523,20220523,USD
4500001307,1710,F,NB,USSU-VSF01,1710,002,20220523,20220523,USD
4500001308,1710,F,NB,USSU-VSF01,1710,002,20220523,20220523,USD
4500001309,1710,F,NB,USSU-VSF01,1710,002,20220523,20220523,USD
4500001310,1710,F,NB,USSU-VSF05,1710,002,20220523,20220523,USD
4500001311,1710,F,NB,USSU-VSF06,1710,002,20220523,20220523,USD
4500001312,1710,F,NB,USSU-VSF07,1710,002,20220523,20220523,USD
4500001313,1710,F,NB,USSU-VSF08,1710,002,20220523,20220523,USD
4500001314,1710,F,NB,USSU-VSF08,1710,002,20220523,20220523,USD
4500001315,1710,F,NB,USSU-VSF06,1710,002,20220523,20220523,USD
4500001316,1710,F,NB,USSU-VSF04,1710,002,20220526,20220526,USD
4500001317,1710,F,NB,USSU-VSF02,1710,002,20220526,20220526,USD
4500001318,1710,F,NB,USSU-VSF01,1710,002,20220526,20220526,USD
4500001319,1710,F,NB,USSU-VSF01,1710,002,20220526,20220526,USD
4500001320,1710,F,NB,USSU-VSF01,1710,002,20220526,20220526,USD
4500001321,1710,F,NB,USSU-VSF01,1710,002,20220526,20220526,USD
4500001322,1710,F,NB,USSU-VSF05,1710,002,20220526,20220526,USD
4500001323,1710,F,NB,USSU-VSF06,1710,002,20220526,20220526,USD
4500001324,1710,F,NB,USSU-VSF07,1710,002,20220526,20220526,USD
4500001325,1710,F,NB,USSU-VSF08,1710,002,20220526,20220526,USD
4500001326,1710,F,NB,USSU-VSF08,1710,002,20220526,20220526,USD
4500001327,1710,F,NB,USSU-VSF06,1710,002,20220526,20220526,USD
4500001328,1710,F,NB,0017300001,1710,001,20220609,20220609,USD
4500001329,1710,F,NB,EWM17-SU01,1710,001,20220614,20220614,USD
4500001330,1710,F,NB,0017300001,1710,002,20220620,20220620,USD
4500001332,1710,F,NB,USSU-VSF04,1710,002,20220628,20220628,USD
4500001333,1710,F,NB,USSU-VSF02,1710,002,20220628,20220628,USD
4500001334,1710,F,NB,USSU-VSF01,1710,002,20220628,20220628,USD
4500001335,1710,F,NB,USSU-VSF01,1710,002,20220628,20220628,USD
4500001336,1710,F,NB,USSU-VSF01,1710,002,20220628,20220628,USD
4500001337,1710,F,NB,USSU-VSF01,1710,002,20220628,20220628,USD
4500001338,1710,F,NB,USSU-VSF05,1710,002,20220628,20220628,USD
4500001339,1710,F,NB,USSU-VSF06,1710,002,20220628,20220628,USD
4500001340,1710,F,NB,USSU-VSF07,1710,002,20220628,20220628,USD
4500001341,1710,F,NB,USSU-VSF08,1710,002,20220628,20220628,USD
4500001342,1710,F,NB,USSU-VSF08,1710,002,20220628,20220628,USD
4500001343,1710,F,NB,USSU-VSF06,1710,002,20220628,20220628,USD
4500001344,1710,F,NB,USSU-VSF04,1710,002,20220701,20220701,USD
4500001345,1710,F,NB,USSU-VSF02,1710,002,20220701,20220701,USD
4500001346,1710,F,NB,USSU-VSF01,1710,002,20220701,20220701,USD
4500001347,1710,F,NB,USSU-VSF01,1710,002,20220701,20220701,USD
4500001348,1710,F,NB,USSU-VSF01,1710,002,20220701,20220701,USD
4500001349,1710,F,NB,USSU-VSF01,1710,002,20220701,20220701,USD
4500001350,1710,F,NB,USSU-VSF05,1710,002,20220701,20220701,USD
4500001351,1710,F,NB,USSU-VSF06,1710,002,20220701,20220701,USD
4500001352,1710,F,NB,USSU-VSF07,1710,002,20220701,20220701,USD
4500001353,1710,F,NB,USSU-VSF08,1710,002,20220701,20220701,USD
4500001354,1710,F,NB,USSU-VSF08,1710,002,20220701,20220701,USD
4500001355,1710,F,NB,USSU-VSF06,1710,002,20220701,20220701,USD
4500001356,1710,F,NB,USSU-VSF04,1710,002,20220929,20220929,USD
4500001357,1710,F,NB,USSU-VSF02,1710,002,20220929,20220929,USD
4500001358,1710,F,NB,USSU-VSF01,1710,002,20220929,20220929,USD
4500001359,1710,F,NB,USSU-VSF01,1710,002,20220929,20220929,USD
4500001360,1710,F,NB,USSU-VSF01,1710,002,20220929,20220929,USD
4500001361,1710,F,NB,USSU-VSF01,1710,002,20220929,20220929,USD
4500001362,1710,F,NB,USSU-VSF05,1710,002,20220929,20220929,USD
4500001363,1710,F,NB,USSU-VSF06,1710,002,20220929,20220929,USD
4500001364,1710,F,NB,USSU-VSF07,1710,002,20220929,20220929,USD
4500001365,1710,F,NB,USSU-VSF08,1710,002,20220929,20220929,USD
4500001366,1710,F,NB,USSU-VSF08,1710,002,20220929,20220929,USD
4500001367,1710,F,NB,USSU-VSF06,1710,002,20220929,20220929,USD
4500001368,1710,F,NB,USSU-VSF04,1710,002,20221017,20221017,USD
4500001369,1710,F,NB,USSU-VSF02,1710,002,20221017,20221017,USD
4500001370,1710,F,NB,USSU-VSF01,1710,002,20221017,20221017,USD
4500001371,1710,F,NB,USSU-VSF01,1710,002,20221017,20221017,USD
4500001372,1710,F,NB,USSU-VSF01,1710,002,20221017,20221017,USD
4500001373,1710,F,NB,USSU-VSF01,1710,002,20221017,20221017,USD
4500001374,1710,F,NB,USSU-VSF05,1710,002,20221017,20221017,USD
4500001375,1710,F,NB,USSU-VSF06,1710,002,20221017,20221017,USD
4500001376,1710,F,NB,USSU-VSF07,1710,002,20221017,20221017,USD
4500001377,1710,F,NB,USSU-VSF08,1710,002,20221017,20221017,USD
4500001378,1710,F,NB,USSU-VSF08,1710,002,20221017,20221017,USD
4500001379,1710,F,NB,USSU-VSF06,1710,002,20221017,20221017,USD
4600000034,1710,K,MK,0017300001,1710,001,20221027,20221027,USD
4500001380,1710,F,NB,0017300001,1710,001,20221027,20221027,USD
4500001381,1710,F,NB,0017300001,1710,002,20221028,20221028,USD
4500001382,1710,F,NB,0017300001,1710,001,20221028,20221028,USD
4500001384,1710,F,NB,0017300003,1710,002,20221028,20221028,USD
4500001398,1710,F,NB,EWM17-SU01,1710,002,20221101,20221101,USD
4500001385,1710,F,NB,0017300002,1710,003,20221029,20221029,USD
4500001386,1710,F,NB,EWM17-SU01,1710,002,20221030,20221030,USD
4500001387,1710,F,NB,EWM17-SU01,1710,002,20221030,20221030,USD
4500001389,1710,F,NB,EWM17-SU01,1710,002,20221030,20221030,USD
4500001388,1710,F,NB,EWM17-SU01,1710,002,20221030,20221030,USD
4500001390,1710,F,NB,EWM17-SU01,1710,002,20221030,20221030,USD
4500001391,1710,F,NB,EWM17-SU01,1710,002,20221031,20221031,USD
4500001392,1710,F,NB,EWM17-SU01,1710,002,20221031,20221031,USD
4500001393,1710,F,NB,EWM17-SU01,1710,001,20221031,20221031,USD
4500001394,1710,F,NB,EWM17-SU01,1710,002,20221031,20221031,USD
4500001395,1710,F,NB,0017300001,1710,001,20221031,20221031,USD
4500001483,1710,F,NB,EWM17-SU01,1710,002,20221117,20221117,USD
4500001484,1710,F,NB,EWM17-SU01,1710,002,20221117,20221117,USD
4500001538,1710,F,NB,USSU-VSF04,1710,002,20221123,20221123,USD
4500001400,1710,F,NB,EWM17-SU01,1710,002,20221101,20221101,USD
4500001401,1710,F,NB,EWM17-SU01,1710,002,20221101,20221101,USD
4500001402,1710,F,NB,EWM17-SU01,1710,002,20221101,20221101,USD
4500001403,1710,F,NB,0017300003,1710,002,20221101,20221101,USD
4500001383,1710,F,NB,0017300003,1710,002,20221028,20221028,USD
4500001404,1710,F,NB,0017300001,1710,001,20221102,20221101,USD
4500001405,1710,F,NB,0017300001,1710,001,20221102,20221101,USD
4500001406,1710,F,NB,0017300001,1710,001,20221102,20221102,USD
4500001407,1710,F,NB,0017300001,1710,001,20221102,20221102,USD
4500001408,1710,F,NB,0017300001,1710,001,20221102,20221102,USD
4500001409,1710,F,NB,0017300001,1710,001,20221102,20221102,USD
4500001410,1710,F,NB,0017300001,1710,001,20221102,20221102,USD
4500001411,1710,F,NB,0017300001,1710,002,20221102,20221102,USD
4500001412,1710,F,NB,0017300001,1710,001,20221102,20221102,USD
4500001413,1710,F,NB,0017300001,1710,002,20221102,20221102,USD
4500001414,1710,F,NB,0017300001,1710,001,20221103,20221102,USD
4500001415,1710,F,NB,EWM17-SU01,1710,002,20221102,20221102,USD
8000000011,1710,O,RQ,0017300001,1710,001,00000000,20221102,USD
8000000012,1710,O,RQ,0017300002,1710,001,00000000,20221102,USD
4500001416,1710,F,NB,EWM17-SU01,1710,002,20221102,20221102,USD
4500001417,1710,F,NB,0017300001,1710,001,20221102,20221102,USD
4500001418,1710,F,NB,0017300001,1710,001,20221102,20221102,USD
4500001452,1710,F,NB,EWM17-SU01,1710,002,20221110,20221110,USD
4500001782,1710,F,NB,0017300001,1710,001,20231110,20231110,USD
4500001396,1710,F,NB,0017300001,1710,001,20221031,20221031,USD
4500001422,1710,F,NB,0017300001,1710,001,20221103,20221103,USD
4500001423,1710,F,NB,0017300002,1710,001,20221103,20221103,USD
4500001506,1710,F,NB,0017300084,1710,001,20221119,20221119,USD
4500001425,1710,F,NB,0017300001,1710,001,20221104,20221104,USD
4500001426,1710,F,NB,0017300001,1710,001,20221107,20221107,USD
4500001428,1710,F,NB,0017300006,1710,002,20221107,20221107,USD
4500001429,1710,F,NB,0017300001,1710,001,20221108,20221108,USD
4500001431,1710,F,NB,0017300001,1710,001,20221108,20221108,USD
4500001432,1710,F,NB2,0017300006,1710,001,20221108,20221108,USD
4500001433,1710,F,NB,0017300001,1710,001,20221109,20221109,USD
4500001434,1710,F,NB,EWM17-SU01,1710,002,20221109,20221109,USD
4500001437,1710,F,NB,0017300001,1710,001,20221109,20221109,USD
4500001438,1710,F,NB,0017300001,1710,001,20221109,20221109,USD
4500001439,1710,F,NB,0017300001,1710,001,20221109,20221109,USD
4500001440,1710,F,NB,0017300001,1710,001,20221109,20221109,USD
4500001441,1710,F,NB,0017300001,1710,001,20221109,20221109,USD
4500001443,1710,F,NB,0017300001,1710,001,20221109,20221109,USD
4500001442,1710,F,NB,0017300001,1710,001,20221109,20221109,USD
4500001444,1710,F,NB,EWM17-SU01,1710,002,20221109,20221109,USD
4600000035,1710,K,MK,0017300001,1710,001,20221109,20221109,USD
4500001445,1710,F,NB,0017300001,1710,001,20221110,20221110,USD
4500001447,1710,F,NB,0017300006,1710,002,20221110,20221110,USD
4500001448,1710,F,NB,0017300006,1710,002,20221110,20221110,USD
4500001449,1710,F,NB,0017300001,1710,001,20221110,20221110,USD
4500001450,1710,F,NB,0017300006,1710,002,20221110,20221110,USD
4500001451,1710,F,NB,0017300006,1710,002,20221110,20221110,USD
4500001486,1710,F,NB,0017300001,1710,001,20221117,20221117,USD
4500001453,1710,F,NB,0017300001,1710,001,20221110,20221110,USD
4500001446,1710,F,NB,0017300001,1710,001,20221110,20221110,USD
4600000036,1710,K,CMK,0017300001,1710,001,20221110,20221110,USD
4500001454,1710,F,NB,0017300006,1710,002,20221110,20221110,USD
4500001455,1710,F,NB,0017300006,1710,002,20221110,20221110,USD
5500000025,1710,L,LP,0017300001,1710,001,20221111,20221111,USD
