PLNTY,PLNNR,PLNKN,VORNR,ARBID,WERKS,STEUS,BMSCH,VGW01,VGW02,VGW03
2,42410065,00000009,0040,00000000,2410,YPI1,1500,1.5,1.5,0
2,42410065,00000010,0050,00000000,2410,YBP4,1500,1,1,0
2,42410066,00000001,0010,10001398,2410,YBP4,100,0,0,0
2,42410066,00000002,0020,00000000,2410,YBP4,100,2,2,0
2,42410066,00000003,0010,10001399,2410,YBP4,100,0,0,0
2,42410066,00000004,0020,00000000,2410,YBP4,100,1,1,0
2,42410068,00000001,0010,10001401,2410,YPI1,1000,0,0,0
2,42410068,00000002,0030,10001402,2410,YPI1,1000,0,0,0
2,42410068,00000003,0050,10001403,2410,YBP4,1000,0,0,0
2,42410068,00000004,0020,00000000,2410,YPI1,1000,1,1,0
2,42410068,00000005,0040,00000000,2410,YPI1,1000,2,2,0
2,42410068,00000006,0060,00000000,2410,YBP4,1000,1,1,0
2,42410069,00000001,0010,10001404,2410,YPI1,1000,0,0,0
2,42410069,00000002,0020,00000000,2410,YPI1,1000,0,0,0
Q,52410063,00000001,0010,10001378,2410,QM01,1,0,0,0
2,42410072,00000001,0010,10001367,2410,YPI1,1000,0,0,0
2,42410072,00000002,0030,10001373,2410,YBP4,1000,0,0,0
2,42410072,00000003,0020,00000000,2410,YPI1,1000,2,2,0
2,42410072,00000004,0040,00000000,2410,YBP4,1000,1,1,0
2,42410041,00000001,0010,10001367,2410,YPI1,100,0,0,0
2,42410041,00000002,0030,10001373,2410,YBP4,100,0,0,0
2,42410041,00000003,0020,00000000,2410,YPI1,100,1,1,0
2,42410041,00000004,0040,00000000,2410,YBP4,100,2,2,0
2,42410042,00000001,0010,10001367,2410,YPI1,100,0,0,0
2,42410042,00000002,0030,10001373,2410,YBP4,100,0,0,0
2,42410042,00000003,0020,00000000,2410,YPI1,100,2,2,0
2,42410042,00000004,0040,00000000,2410,YBP4,100,2,2,0
2,42410043,00000001,0010,10001405,2410,YBP4,1000,0,0,0
2,42410043,00000002,0020,00000000,2410,YBP4,1000,0,0,0
N,43210015,00000001,0010,10001406,3210,YB99,100,1,1,1
S,43210005,00000001,0010,10001417,3210,YBRW,1,0,0,10
N,43210000,00000001,0010,10001406,3210,YBP1,100,30,10,10
N,43210000,00000002,0020,10001407,3210,YBP1,100,30,10,10
N,43210000,00000003,0030,10001408,3210,YBP1,100,30,10,10
N,43210000,00000004,0040,10001407,3210,YBP1,100,30,10,10
N,43210001,00000001,0010,10001416,3210,YBP1,100,30,10,10
N,43210001,00000002,0020,10001407,3210,YBP1,100,30,10,10
N,43210061,00000001,0010,10001406,3210,YBP1,100,30,10,10
N,43210061,00000002,0020,10001407,3210,YBP1,100,30,10,10
N,43210061,00000003,0030,10001408,3210,YBP1,100,30,10,10
N,43210061,00000004,0040,10001407,3210,YBP1,100,30,10,10
2,43210007,00000001,0010,10001412,3210,YPI1,10000,0,0,0
2,43210007,00000002,0030,10001411,3210,YBP4,10000,0,0,0
2,43210007,00000003,0020,00000000,3210,YPI1,10000,1,2,0
2,43210007,00000004,0040,00000000,3210,YBP4,10000,0.5,1,0
2,43210008,00000001,0010,10001418,3210,YBP4,1000,0,0,0
2,43210008,00000002,0020,00000000,3210,YBP4,1000,2,2,0
N,43210046,00000001,0010,10001406,3210,YBP1,100,30,200,200
N,43210046,00000002,0020,10001407,3210,YBP1,100,30,200,200
N,43210046,00000003,0030,10001408,3210,YBP1,100,30,200,200
N,43210046,00000004,0040,10001407,3210,YBP1,100,30,200,200
N,43210003,00000001,0010,10001416,3210,YBP1,100,30,10,10
N,43210003,00000002,0020,10001407,3210,YBP3,100,30,10,10
N,43210004,00000001,0010,10001410,3210,YBP3,100,10,10,30
N,43210000,00000005,0010,10001417,3210,YBP1,1,30,10,10
N,43210012,00000001,0010,10001410,3210,YBP3,100,10,10,30
N,43210009,00000001,0010,10001410,3210,YBP3,100,10,10,30
Q,53210001,00000001,0010,10001423,3210,QM01,1,0,0,0
N,43210010,00000001,0010,10001406,3210,YBP1,100,50,150,150
N,43210010,00000003,0030,10001408,3210,YBP1,100,50,150,150
N,43210011,00000001,0010,10001406,3210,YBP1,100,50,150,150
N,43210010,00000002,0020,10001417,3210,YBQ1,100,50,150,150
N,43210014,00000001,0010,10001425,3210,YBP1,10,1,2,0
N,43210014,00000002,0020,10001424,3210,YBP1,10,0.5,1,0
N,43210014,00000003,0030,10001426,3210,YBP5,10,2,2,0
N,43210062,00000001,0010,10001425,3210,YBP1,10,1,2,0
N,43210062,00000002,0020,10001424,3210,YBP1,10,0.5,1,0
N,43210062,00000003,0030,10001426,3210,YBP5,10,2,2,0
N,43210016,00000001,0010,10001425,3210,YBP1,10,1,2,0
N,43210016,00000002,0020,10001424,3210,YBP1,10,0.5,1,0
N,43210016,00000004,0040,10001426,3210,YBP5,10,2,2,0
N,43210016,00000003,0030,10001423,3210,QM01,10,0,0,0
Q,50321001,00000001,0010,10001423,3210,QM01,1,0,0,0
Q,50321002,00000001,0010,10001423,3210,QM01,1,0,0,0
Q,50321004,00000001,0010,10001423,3210,QM01,1,0,0,0
Q,50321007,00000001,0010,10001423,3210,QM01,1,0,0,0
Q,50321005,00000001,0010,10001423,3210,QM01,1,0,0,0
N,43210039,00000001,0010,10001427,3210,YBP1,1,30,200,200
N,43210039,00000002,0031,10001427,3210,YBP1,1,30,200,200
N,43210039,00000003,0032,10001427,3210,YBP1,1,30,200,200
N,43210031,00000001,0010,10001427,3210,YBP1,1,60,120,180
N,43210023,00000001,0010,10001428,3210,YBP1,100,30,10,10
N,43210024,00000001,0010,10001429,3210,YBP1,100,30,10,10
N,43210025,00000001,0010,10001430,3210,YBP1,100,30,10,10
N,43210026,00000001,0010,10001431,3210,YBP1,100,30,10,10
N,43210041,00000001,0010,10001428,3210,YBP1,100,30,10,10
N,43210042,00000001,0010,10001430,3210,YBP1,100,30,10,10
N,43210043,00000001,0010,10001430,3210,YBP1,100,30,10,10
N,43210044,00000001,0010,10001431,3210,YBP1,100,30,10,10
N,43210045,00000001,0010,10001431,3210,YBP1,100,30,10,10
Q,50321089,00000001,0010,10001423,3210,QM01,1,0,0,0
N,43210063,00000001,0010,10001432,3210,YBP1,1,30,25,25
N,43210063,00000002,0020,10001433,3210,YBP1,1,30,25,25
N,43210063,00000003,0030,10001434,3210,YBP1,1,30,5,5
N,43210063,00000004,0040,10001435,3210,YBP1,1,15,8,8
N,43210063,00000005,0050,10001435,3210,YBP1,1,15,2,2
N,43210064,00000001,0010,10001436,3210,YBP1,1,15,3,3
N,43210064,00000002,0020,10001435,3210,YBP1,1,15,2,2
N,43210063,00000006,0010,10001432,3210,YBP1,1,30,25,25
N,43210063,00000007,0020,10001437,3210,YBP1,1,30,10,25
N,43210063,00000008,0030,10001434,3210,YBP1,1,30,5,5
N,43210063,00000009,0040,10001435,3210,YBP1,1,15,8,8
N,43210063,00000010,0050,10001435,3210,YBP1,1,15,2,2
N,43210064,00000003,0010,10001438,3210,YBP1,1,15,1,3
N,43210064,00000004,0020,10001435,3210,YBP1,1,15,2,2
2,43210065,00000001,0010,10001441,3210,YPI1,1500,0,0,0
2,43210065,00000002,0030,10001439,3210,YBP4,1500,0,0,0
2,43210065,00000003,0020,00000000,3210,YPI1,1500,1,1,0
2,43210065,00000004,0040,00000000,3210,YBP4,1500,2,2,0
2,43210065,00000005,0010,10001441,3210,YPI1,1500,0,0,0
2,43210065,00000006,0030,10001440,3210,YBP4,1500,0,0,0
2,43210065,00000007,0020,00000000,3210,YPI1,1500,1,1,0
2,43210065,00000008,0040,00000000,3210,YBP4,1500,1.5,1.5,0
2,43210066,00000001,0010,10001442,3210,YBP4,100,0,0,0
2,43210066,00000002,0020,00000000,3210,YBP4,100,2,2,0
2,43210066,00000003,0010,10001443,3210,YBP4,100,0,0,0
2,43210066,00000004,0020,00000000,3210,YBP4,100,1,1,0
N,43210004,00000002,0010,10001444,3210,YBP3,100,10,10,30
2,43210068,00000001,0010,10001445,3210,YPI1,1000,0,0,0
2,43210068,00000002,0030,10001446,3210,YPI1,1000,0,0,0
2,43210068,00000003,0050,10001447,3210,YBP4,1000,0,0,0
2,43210068,00000004,0020,00000000,3210,YPI1,1000,1,1,0
2,43210068,00000005,0040,00000000,3210,YPI1,1000,2,2,0
2,43210068,00000006,0060,00000000,3210,YBP4,1000,0,0,0
2,43210069,00000001,0010,10001448,3210,YPI1,100,0,0,0
2,43210069,00000002,0020,00000000,3210,YPI1,100,0.5,0.5,0
Q,53210063,00000001,0010,10001423,3210,QM01,1,0,0,0
2,43210072,00000001,0010,10001412,3210,YPI1,1000,0,0,0
2,43210072,00000002,0030,10001418,3210,YBP4,1000,0,0,0
2,43210072,00000003,0020,00000000,3210,YPI1,1000,2,2,0
2,43210072,00000004,0040,00000000,3210,YBP4,1000,1,1,0
2,43210041,00000001,0010,10001412,3210,YPI1,100,0,0,0
2,43210041,00000002,0030,10001418,3210,YBP4,100,0,0,0
2,43210041,00000003,0020,00000000,3210,YPI1,100,1,1,0
2,43210041,00000004,0040,00000000,3210,YBP4,100,2,2,0
2,43210042,00000001,0010,10001412,3210,YPI1,100,0,0,0
2,43210042,00000002,0030,10001418,3210,YBP4,100,0,0,0
2,43210042,00000003,0020,00000000,3210,YPI1,100,2,2,0
2,43210042,00000004,0040,00000000,3210,YBP4,100,2,2,0
2,43210043,00000001,0010,10001449,3210,YBP4,1000,0,0,0
2,43210043,00000002,0020,00000000,3210,YBP4,1000,1,1,0
N,42010015,00000001,0010,10001450,2010,YB99,100,1,1,1
S,42010005,00000001,0010,10001461,2010,YBRW,1,0,0,10
N,42010000,00000001,0010,10001450,2010,YBP1,100,30,10,10
N,42010000,00000002,0020,10001451,2010,YBP1,100,30,10,10
N,42010000,00000003,0030,10001452,2010,YBP1,100,30,10,10
N,42010000,00000004,0040,10001451,2010,YBP1,100,30,10,10
N,42010001,00000001,0010,10001460,2010,YBP1,100,30,10,10
N,42010001,00000002,0020,10001451,2010,YBP1,100,30,10,10
N,42010061,00000001,0010,10001450,2010,YBP1,100,30,10,10
N,42010061,00000002,0020,10001451,2010,YBP1,100,30,10,10
N,42010061,00000003,0030,10001452,2010,YBP1,100,30,10,10
N,42010061,00000004,0040,10001451,2010,YBP1,100,30,10,10
N,42010010,00000001,0010,10001450,2010,YBP1,100,50,150,150
N,42010010,00000002,0020,10001461,2010,YBP1,100,50,150,150
N,42010010,00000003,0030,10001452,2010,YBP1,100,50,150,150
N,42010011,00000001,0010,10001450,2010,YBP1,100,50,150,150
2,42010007,00000001,0010,10001456,2010,YPI1,10000,0,0,0
2,42010007,00000002,0030,10001455,2010,YBP4,10000,0,0,0
2,42010007,00000003,0020,00000000,2010,YPI1,10000,1,2,0
2,42010007,00000004,0040,00000000,2010,YBP4,10000,0.5,1,0
2,42010008,00000001,0010,10001462,2010,YBP4,1000,0,0,0
2,42010008,00000002,0020,00000000,2010,YBP4,1000,2,2,0
2,42010007,00000005,0010,10001456,2010,YPI1,10000,0,0,0
2,42010007,00000006,0030,10001455,2010,YBP4,10000,0,0,0
2,42010007,00000007,0020,00000000,2010,YPI1,10000,1,2,0
2,42010007,00000008,0040,00000000,2010,YBP4,10000,0.5,1,0
N,42010046,00000001,0010,10001450,2010,YBP1,100,30,200,200
N,42010046,00000002,0020,10001451,2010,YBP1,100,30,200,200
N,42010046,00000003,0030,10001452,2010,YBP1,100,30,200,200
N,42010046,00000004,0040,10001451,2010,YBP1,100,30,200,200
N,42010003,00000001,0010,10001460,2010,YBP1,100,30,10,10
N,42010003,00000002,0020,10001451,2010,YBP3,100,30,10,10
N,42010004,00000001,0010,10001454,2010,YBP3,100,10,10,30
N,42010000,00000005,0010,10001461,2010,YBP1,1,30,10,10
N,42010012,00000001,0010,10001454,2010,YBP3,100,10,10,30
N,42010009,00000001,0010,10001454,2010,YBP3,100,10,10,30
N,42010047,00000001,0010,10001460,2010,YBP1,100,10,10,30
N,42010047,00000002,0020,10001451,2010,YBP3,100,10,10,30
Q,52010001,00000001,0010,10001467,2010,QM01,1,0,0,0
N,42010010,00000004,0010,10001450,2010,YBP1,100,50,150,150
N,42010010,00000006,0030,10001452,2010,YBP1,100,50,150,150
N,42010011,00000002,0010,10001450,2010,YBP1,100,50,150,150
N,42010010,00000005,0020,10001461,2010,YBQ1,100,50,150,150
N,42010014,00000001,0010,10001469,2010,YBP1,10,1,2,0
N,42010014,00000002,0020,10001468,2010,YBP1,10,0.5,1,0
N,42010014,00000003,0030,10001470,2010,YBP5,10,2,2,0
N,42010062,00000001,0010,10001469,2010,YBP1,10,1,2,0
N,42010062,00000002,0020,10001468,2010,YBP1,10,0.5,1,0
N,42010062,00000003,0030,10001470,2010,YBP5,10,2,2,0
N,42010016,00000001,0010,10001469,2010,YBP1,10,1,2,0
N,42010016,00000002,0020,10001468,2010,YBP1,10,0.5,1,0
N,42010016,00000004,0040,10001470,2010,YBP5,10,2,2,0
N,42010016,00000003,0030,10001467,2010,QM01,10,0,0,0
Q,50201001,00000001,0010,10001467,2010,QM01,1,0,0,0
Q,50201002,00000001,0010,10001467,2010,QM01,1,0,0,0
Q,50201004,00000001,0010,10001467,2010,QM01,1,0,0,0
Q,50201007,00000001,0010,10001467,2010,QM01,1,0,0,0
Q,50201005,00000001,0010,10001467,2010,QM01,1,0,0,0
N,42010039,00000001,0010,10001471,2010,YBP1,1,30,200,200
N,42010039,00000002,0031,10001471,2010,YBP1,1,30,200,200
N,42010039,00000003,0032,10001471,2010,YBP1,1,30,200,200
N,42010031,00000001,0010,10001471,2010,YBP1,1,60,120,180
N,42010023,00000001,0010,10001472,2010,YBP1,100,30,10,10
N,42010024,00000001,0010,10001473,2010,YBP1,100,30,10,10
N,42010025,00000001,0010,10001474,2010,YBP1,100,30,10,10
N,42010026,00000001,0010,10001475,2010,YBP1,100,30,10,10
N,42010041,00000001,0010,10001472,2010,YBP1,100,30,10,10
N,42010042,00000001,0010,10001474,2010,YBP1,100,30,10,10
N,42010043,00000001,0010,10001474,2010,YBP1,100,30,10,10
N,42010044,00000001,0010,10001475,2010,YBP1,100,30,10,10
N,42010045,00000001,0010,10001475,2010,YBP1,100,30,10,10
Q,50201089,00000001,0010,10001467,2010,QM01,1,0,0,0
N,42010063,00000001,0010,10001476,2010,YBP1,1,30,25,25
N,42010063,00000002,0020,10001477,2010,YBP1,1,30,25,25
N,42010063,00000003,0030,10001478,2010,YBP1,1,30,5,5
N,42010063,00000004,0040,10001479,2010,YBP1,1,15,8,8
N,42010063,00000005,0050,10001479,2010,YBP1,1,15,2,2
N,42010064,00000001,0010,10001480,2010,YBP1,1,15,3,3
N,42010064,00000002,0020,10001479,2010,YBP1,1,15,2,2
N,42010063,00000006,0010,10001476,2010,YBP1,1,30,25,25
N,42010063,00000007,0020,10001481,2010,YBP1,1,30,10,25
N,42010063,00000008,0030,10001478,2010,YBP1,1,30,5,5
N,42010063,00000009,0040,10001479,2010,YBP1,1,15,8,8
N,42010063,00000010,0050,10001479,2010,YBP1,1,15,2,2
N,42010064,00000003,0010,10001482,2010,YBP1,1,15,1,3
N,42010064,00000004,0020,10001479,2010,YBP1,1,15,2,2
2,42010065,00000001,0010,10001485,2010,YPI1,1500,0,0,0
2,42010065,00000002,0030,10001483,2010,YBP4,1500,0,0,0
2,42010065,00000003,0020,00000000,2010,YPI1,1500,1,1,0
2,42010065,00000004,0040,00000000,2010,YBP4,1500,2,2,0
2,42010065,00000005,0010,10001485,2010,YPI1,1500,0,0,0
2,42010065,00000006,0030,10001484,2010,YBP4,1500,0,0,0
2,42010065,00000007,0020,00000000,2010,YPI1,1500,1,1,0
2,42010065,00000008,0040,00000000,2010,YBP4,1500,1.5,1.5,0
2,42010066,00000001,0010,10001486,2010,YBP4,100,0,0,0
2,42010066,00000002,0020,00000000,2010,YBP4,100,2,2,0
2,42010066,00000003,0010,10001487,2010,YBP4,100,0,0,0
2,42010066,00000004,0020,00000000,2010,YBP4,100,1,1,0
N,42010004,00000002,0010,10001488,2010,YBP3,100,10,10,30
2,42010068,00000001,0010,10001489,2010,YPI1,1000,0,0,0
2,42010068,00000002,0030,10001490,2010,YPI1,1000,0,0,0
2,42010068,00000003,0050,10001491,2010,YBP4,1000,0,0,0
2,42010068,00000004,0020,00000000,2010,YPI1,1000,1,1,0
2,42010068,00000005,0040,00000000,2010,YPI1,1000,2,2,0
2,42010068,00000006,0060,00000000,2010,YBP4,1000,1,1,0
2,42010069,00000001,0010,10001492,2010,YPI1,1000,0,0,0
2,42010069,00000002,0020,00000000,2010,YPI1,1000,0.5,0.5,0
Q,52010063,00000001,0010,10001467,2010,QM01,1,0,0,0
2,42010072,00000001,0010,10001456,2010,YPI1,1000,0,0,0
2,42010072,00000002,0030,10001462,2010,YBP4,1000,0,0,0
2,42010072,00000003,0020,00000000,2010,YPI1,1000,2,2,0
2,42010072,00000004,0040,00000000,2010,YBP4,1000,1,1,0
2,42010041,00000001,0010,10001456,2010,YPI1,100,0,0,0
2,42010041,00000002,0030,10001462,2010,YBP4,100,0,0,0
2,42010041,00000003,0020,00000000,2010,YPI1,100,1,1,0
2,42010041,00000004,0040,00000000,2010,YBP4,100,2,2,0
2,42010042,00000001,0010,10001456,2010,YPI1,100,0,0,0
2,42010042,00000002,0030,10001462,2010,YBP4,100,0,0,0
2,42010042,00000003,0020,00000000,2010,YPI1,100,2,2,0
2,42010042,00000004,0040,00000000,2010,YBP4,100,2,2,0
2,42010043,00000001,0010,10001493,2010,YBP4,1000,0,0,0
2,42010043,00000002,0020,00000000,2010,YBP4,1000,1,1,0
N,41310015,00000001,0010,10001494,1310,YB99,100,1,1,1
S,41310005,00000001,0010,10001505,1310,YBRW,1,0,0,10
N,41310000,00000001,0010,10001494,1310,YBP1,100,30,10,10
N,41310000,00000002,0020,10001495,1310,YBP1,100,30,10,10
N,41310000,00000003,0030,10001496,1310,YBP1,100,30,10,10
N,41310000,00000004,0040,10001495,1310,YBP1,100,30,10,10
N,41310001,00000001,0010,10001504,1310,YBP1,100,30,10,10
N,41310001,00000002,0020,10001495,1310,YBP1,100,30,10,10
N,41310061,00000001,0010,10001494,1310,YBP1,100,30,10,10
N,41310061,00000002,0020,10001495,1310,YBP1,100,30,10,10
N,41310061,00000003,0030,10001496,1310,YBP1,100,30,10,10
N,41310061,00000004,0040,10001495,1310,YBP1,100,30,10,10
N,41310010,00000001,0010,10001494,1310,YBP1,100,50,150,150
N,41310010,00000002,0020,10001505,1310,YBP1,100,50,150,150
N,41310010,00000003,0030,10001496,1310,YBP1,100,50,150,150
N,41310011,00000001,0010,10001494,1310,YBP1,100,50,150,150
2,41310007,00000001,0010,10001500,1310,YPI1,10000,0,0,0
2,41310007,00000002,0030,10001499,1310,YBP4,10000,0,0,0
2,41310007,00000003,0020,00000000,1310,YPI1,10000,1,2,0
2,41310007,00000004,0040,00000000,1310,YBP4,10000,0.5,1,0
2,41310008,00000001,0010,10001506,1310,YBP4,1000,0,0,0
2,41310008,00000002,0020,00000000,1310,YBP4,1000,2,2,0
2,41310007,00000005,0010,10001500,1310,YPI1,10000,0,0,0
2,41310007,00000006,0030,10001499,1310,YBP4,10000,0,0,0
2,41310007,00000007,0020,00000000,1310,YPI1,10000,1,2,0
2,41310007,00000008,0040,00000000,1310,YBP4,10000,0.5,1,0
N,41310046,00000001,0010,10001494,1310,YBP1,100,30,200,200
N,41310046,00000002,0020,10001495,1310,YBP1,100,30,200,200
N,41310046,00000003,0030,10001496,1310,YBP1,100,30,200,200
N,41310046,00000004,0040,10001495,1310,YBP1,100,30,200,200
N,41310003,00000001,0010,10001504,1310,YBP1,100,30,10,10
N,41310003,00000002,0020,10001495,1310,YBP3,100,30,10,10
N,41310004,00000001,0010,10001498,1310,YBP3,100,10,10,30
N,41310000,00000005,0010,10001505,1310,YBP1,1,30,10,10
N,41310012,00000001,0010,10001498,1310,YBP3,100,10,10,30
N,41310009,00000001,0010,10001498,1310,YBP3,100,10,10,30
N,41310047,00000001,0010,10001504,1310,YBP1,100,10,10,30
N,41310047,00000002,0020,10001495,1310,YBP3,100,10,10,30
Q,51310001,00000001,0010,10001511,1310,QM01,1,0,0,0
N,41310010,00000004,0010,10001494,1310,YBP1,100,50,150,150
N,41310010,00000006,0030,10001496,1310,YBP1,100,50,150,150
N,41310011,00000002,0010,10001494,1310,YBP1,100,50,150,150
N,41310010,00000005,0020,10001505,1310,YBQ1,100,50,150,150
N,41310014,00000001,0010,10001513,1310,YBP1,10,1,2,0
N,41310014,00000002,0020,10001512,1310,YBP1,10,0.5,1,0
N,41310014,00000003,0030,10001514,1310,YBP5,10,2,2,0
N,41310062,00000001,0010,10001513,1310,YBP1,10,1,2,0
N,41310062,00000002,0020,10001512,1310,YBP1,10,0.5,1,0
N,41310062,00000003,0030,10001514,1310,YBP5,10,2,2,0
N,41310016,00000001,0010,10001513,1310,YBP1,10,1,2,0
N,41310016,00000002,0020,10001512,1310,YBP1,10,0.5,1,0
N,41310016,00000004,0040,10001514,1310,YBP5,10,2,2,0
N,41310016,00000003,0030,10001511,1310,QM01,10,0,0,0
Q,50131001,00000001,0010,10001511,1310,QM01,1,0,0,0
Q,50131002,00000001,0010,10001511,1310,QM01,1,0,0,0
Q,50131004,00000001,0010,10001511,1310,QM01,1,0,0,0
Q,50131007,00000001,0010,10001511,1310,QM01,1,0,0,0
Q,50131005,00000001,0010,10001511,1310,QM01,1,0,0,0
N,41310039,00000001,0010,10001515,1310,YBP1,1,30,200,200
N,41310039,00000002,0031,10001515,1310,YBP1,1,30,200,200
N,41310039,00000003,0032,10001515,1310,YBP1,1,30,200,200
N,41310031,00000001,0010,10001515,1310,YBP1,1,60,120,180
Q,00000020,00000001,0010,00000000,1310,QM01,1,0,0,0
N,41310200,00000001,0010,10001516,1310,YBP1,100,30,10,10
N,41310023,00000001,0010,10001517,1310,YBP1,100,30,10,10
N,41310024,00000001,0010,10001518,1310,YBP1,100,30,10,10
N,41310025,00000001,0010,10001519,1310,YBP1,100,30,10,10
N,41310026,00000001,0010,10001520,1310,YBP1,100,30,10,10
N,41310041,00000001,0010,10001517,1310,YBP1,100,30,10,10
N,41310042,00000001,0010,10001519,1310,YBP1,100,30,10,10
N,41310043,00000001,0010,10001519,1310,YBP1,100,30,10,10
N,41310044,00000001,0010,10001520,1310,YBP1,100,30,10,10
N,41310045,00000001,0010,10001520,1310,YBP1,100,30,10,10
Q,50131089,00000001,0010,10001511,1310,QM01,1,0,0,0
N,41310063,00000001,0010,10001521,1310,YBP1,1,30,25,25
N,41310063,00000002,0020,10001522,1310,YBP1,1,30,25,25
N,41310063,00000003,0030,10001523,1310,YBP1,1,30,5,5
N,41310063,00000004,0040,10001524,1310,YBP1,1,15,8,8
N,41310063,00000005,0050,10001524,1310,YBP1,1,15,2,2
N,41310064,00000001,0010,10001525,1310,YBP1,1,15,3,3
N,41310064,00000002,0020,10001524,1310,YBP1,1,15,2,2
N,41310063,00000006,0010,10001521,1310,YBP1,1,30,25,25
N,41310063,00000007,0020,10001526,1310,YBP1,1,30,10,25
N,41310063,00000008,0030,10001523,1310,YBP1,1,30,5,5
N,41310063,00000009,0040,10001524,1310,YBP1,1,15,8,8
N,41310063,00000010,0050,10001524,1310,YBP1,1,15,2,2
N,41310064,00000003,0010,10001527,1310,YBP1,1,15,1,3
N,41310064,00000004,0020,10001524,1310,YBP1,1,15,2,2
2,41310065,00000001,0010,10001530,1310,YPI1,1500,0,0,0
2,41310065,00000002,0030,10001528,1310,YBP4,1500,0,0,0
2,41310065,00000003,0020,00000000,1310,YPI1,1500,1,1,0
2,41310065,00000004,0040,00000000,1310,YPI1,1500,2,2,0
2,41310065,00000005,0050,00000000,1310,YBP4,1500,1,1,0
2,41310065,00000006,0010,10001530,1310,YPI1,1500,0,0,0
2,41310065,00000007,0030,10001529,1310,YBP4,1500,0,0,0
2,41310065,00000008,0020,00000000,1310,YPI1,1500,1,1,0
2,41310065,00000009,0040,00000000,1310,YPI1,1500,1.5,1.5,0
2,41310065,00000010,0050,00000000,1310,YBP4,1500,1,1,0
2,41310066,00000001,0010,10001531,1310,YBP4,100,0,0,0
2,41310066,00000002,0020,00000000,1310,YBP4,100,2,2,0
2,41310066,00000003,0010,10001532,1310,YBP4,100,0,0,0
2,41310066,00000004,0020,00000000,1310,YBP4,100,1,1,0
N,41310004,00000002,0010,10001533,1310,YBP3,100,10,10,30
N,41310035,00000001,0010,10001494,1310,YBP1,100,30,10,10
N,41310036,00000001,0010,10001494,1310,YBP1,100,30,10,10
N,41310037,00000001,0010,10001494,1310,YBP1,100,30,10,10
N,41310038,00000001,0010,10001494,1310,YBP1,100,30,10,10
2,41310068,00000001,0010,10001534,1310,YPI1,1000,0,0,0
2,41310068,00000002,0030,10001535,1310,YPI1,1000,0,0,0
2,41310068,00000003,0050,10001536,1310,YBP4,1000,0,0,0
2,41310068,00000004,0020,00000000,1310,YPI1,1000,1,1,0
2,41310068,00000005,0040,00000000,1310,YPI1,1000,2,2,0
2,41310068,00000006,0060,00000000,1310,YBP4,1000,1,1,0
2,41310069,00000001,0010,10001537,1310,YPI1,1000,0,0,0
2,41310069,00000002,0020,00000000,1310,YPI1,1000,0.5,0.5,0
Q,51310063,00000001,0010,10001511,1310,QM01,1,0,0,0
2,41310072,00000001,0010,10001500,1310,YPI1,1000,0,0,0
2,41310072,00000002,0030,10001506,1310,YBP4,1000,0,0,0
2,41310072,00000003,0020,00000000,1310,YPI1,1000,2,2,0
2,41310072,00000004,0040,00000000,1310,YBP4,1000,1,1,0
2,41310041,00000001,0010,10001500,1310,YPI1,100,0,0,0
2,41310041,00000002,0030,10001506,1310,YBP4,100,0,0,0
2,41310041,00000003,0020,00000000,1310,YPI1,100,1,1,0
2,41310041,00000004,0040,00000000,1310,YBP4,100,2,2,0
2,41310042,00000001,0010,10001500,1310,YPI1,100,0,0,0
2,41310042,00000002,0030,10001506,1310,YBP4,100,0,0,0
2,41310042,00000003,0020,00000000,1310,YPI1,100,2,2,0
2,41310042,00000004,0040,00000000,1310,YBP4,100,2,2,0
2,41310043,00000001,0010,10001538,1310,YBP4,1000,0,0,0
2,41310043,00000002,0020,00000000,1310,YBP4,1000,1,1,0
N,42210015,00000001,0010,10001539,2210,YB99,100,0.001,0.001,0.001
S,42210005,00000001,0010,10001550,2210,YBRW,1,0,0,10
N,42210000,00000001,0010,10001539,2210,YBP1,100,30,10,10
N,42210000,00000002,0020,10001540,2210,YBP1,100,30,10,10
N,42210000,00000003,0030,10001541,2210,YBP1,100,30,10,10
N,42210000,00000004,0040,10001540,2210,YBP1,100,30,10,10
N,42210001,00000001,0010,10001549,2210,YBP1,100,30,10,10
N,42210001,00000002,0020,10001540,2210,YBP1,100,30,10,10
N,42210061,00000001,0010,10001539,2210,YBP1,100,30,10,10
N,42210061,00000002,0020,10001540,2210,YBP1,100,30,10,10
N,42210061,00000003,0030,10001541,2210,YBP1,100,30,10,10
N,42210061,00000004,0040,10001540,2210,YBP1,100,30,10,10
N,42210010,00000001,0010,10001539,2210,YBP1,100,50,150,150
N,42210010,00000002,0020,10001550,2210,YBP1,100,50,150,150
N,42210010,00000003,0030,10001541,2210,YBP1,100,50,150,150
N,42210011,00000001,0010,10001539,2210,YBP1,100,50,150,150
2,42210007,00000001,0010,10001545,2210,YPI1,10000,0,0,0
2,42210007,00000002,0030,10001544,2210,YBP4,10000,0,0,0
2,42210007,00000003,0020,00000000,2210,YPI1,10000,1,2,0
2,42210007,00000004,0040,00000000,2210,YBP4,10000,0.5,1,0
2,42210008,00000001,0010,10001551,2210,YBP4,1000,0,0,0
2,42210008,00000002,0020,00000000,2210,YBP4,1000,2,2,0
2,42210007,00000005,0010,10001545,2210,YPI1,10000,0,0,0
2,42210007,00000006,0030,10001544,2210,YBP4,10000,0,0,0
