STLNR,STLKN,IDNRK,MENGE,MEINS,POSTP,AUSCH,POSNR,EWAHR
00002219,00000001,AVC_RBT_ROBOT,1,ST,N,0,0010,0
00002218,00000002,,1,ST,K,0,0020,0
00002218,00000001,,1,ST,K,0,0010,0
00002218,00000003,AVC_RBT_BASE_FRAME,1,ST,L,0,0030,0
00002217,00000001,,1,ST,K,0,0010,0
00002217,00000002,AVC_RBT_CNTRL_UNIT,1,ST,N,0,0020,0
00002220,00000001,RM203,100,EA,L,0,0010,0
00002220,00000002,RM204,100,EA,L,0,0020,0
00000059,00000001,SF-FL-COMB,1,ST,L,0,0010,0
00000059,00000002,SF-FL-ELECTRIC,1,ST,L,0,0010,0
00000059,00000003,SF-FL-TIRE-CUSH,4,ST,L,0,0020,0
00000059,00000004,SF-FL-TIRE-PNEU,4,ST,L,0,0020,0
00000059,00000005,SF-FL-CWEIGHT,1,ST,L,0,0030,0
00000059,00000006,SF-FL-FORKSEAT-VXX,1,ST,L,0,0050,0
00000059,00000007,,1,ST,K,0,0040,0
00000216,00000001,AVC_RBT_BASE_FRAME,1,ST,L,0,0030,0
00000216,00000002,,1,ST,K,0,0020,0
00000216,00000003,,1,ST,K,0,0010,0
00000030,00000002,AVC_RBT_D_ARM_50,1,ST,L,0,0020,0
00000030,00000003,AVC_RBT_L_ARM_45,1,ST,L,0,0010,0
00000030,00000004,AVC_RBT_CNTRL_UNIT,1,ST,L,0,0040,0
00000030,00000001,AVC_RBT_BASE_FRAME,2,ST,L,0,0030,0
00002221,00000001,RMJIT01,1000,ST,L,0,0010,0
00002222,00000001,RMJIT01,1000,ST,L,0,0010,0
00002222,00000002,RMJIT02,1000,ST,L,0,0010,0
00002223,00000001,SG21,100,ST,L,0,0010,0
00002223,00000002,SG22,100,ST,L,0,0020,0
00002223,00000003,RM122,100,ST,L,0,0030,0
00002223,00000004,RM128,100,ST,L,0,0040,0
00002223,00000005,SG25,100,ST,L,0,0070,0
00002223,00000006,SG124,100,ST,L,0,0080,0
00002223,00000007,RM20,100,ST,L,0,0090,0
00002223,00000008,RM27,100,ST,L,0,0100,0
00002224,00000001,RM27,100,ST,L,0,0010,0
00002225,00000001,SG21,100,ST,L,0,0010,0
00002225,00000002,SG22,100,ST,L,0,0020,0
00002225,00000003,RM122,100,ST,L,0,0030,0
00002225,00000004,RM128,100,ST,L,0,0040,0
00002225,00000005,SG25,100,ST,L,0,0070,0
00002225,00000006,SG124,100,ST,L,0,0080,0
00002225,00000007,RM20,100,ST,L,0,0090,0
00002225,00000008,RM27,100,ST,L,0,0100,0
00002226,00000001,SG21,100,ST,L,0,0010,0
00002226,00000002,SG22,100,ST,L,0,0020,0
00002226,00000003,RM122,100,ST,L,0,0030,0
00002226,00000004,RM128,100,ST,L,0,0040,0
00002226,00000005,SG25,100,ST,L,0,0070,0
00002226,00000006,SG124,100,ST,L,0,0080,0
00002226,00000007,RM20,100,ST,L,0,0090,0
00002226,00000008,RM27,100,ST,L,0,0100,0
00002227,00000001,RM1420,500,L,L,0,0010,0
00002227,00000002,RM1430,120,KG,L,0,0020,0
00002227,00000003,SG7100,-10,KG,L,0,0030,0
00002227,00000004,SG9100,-400,L,L,0,0040,0
00002227,00000005,SG8100,-50,L,L,0,0050,0
00002228,00000001,SG1010,1000,L,L,0,0010,0
00002229,00000001,SG1010,100,L,L,0,0010,0
00002229,00000002,SG22,10,ST,L,0,0020,0
00002229,00000003,RM1420,100,L,L,0,0030,0
00002229,00000004,RM15,10,ST,L,0,0040,0
00002229,00000005,SG2200,100,KG,L,0,0050,0
00002229,00000006,PIP01,100,L,N,0,0060,0
00002230,00000001,SG6100,100,KG,L,0,0010,0
00002230,00000002,RM15,10,ST,L,0,0020,0
00002230,00000003,SG23,10,ST,L,0,0030,0
00002230,00000004,RM128,10,ST,L,0,0040,0
00002231,00000001,RM09,100,KG,L,0,0010,0
00002231,00000002,RM1420,500,L,L,0,0020,0
00002231,00000003,RM1430,100,KG,L,0,0030,0
00002232,00000001,FG6500,100,KG,L,0,0010,0
00002232,00000002,SG2200,900,KG,L,0,0020,0
00002233,00000001,AVC_RBT_CNTRL_CAB,1,ST,L,0,0010,0
00002233,00000002,AVC_RBT_CNTRL_BRD,1,ST,L,0,0020,0
00002236,00000002,AVC_RBT_APPL_UNIT,1,ST,N,0,0100,0
00002236,00000001,AVC_RBT_ROBOT,1,ST,N,0,0010,0
00002235,00000002,,1,ST,K,0,0020,0
00002235,00000001,,1,ST,K,0,0010,0
00002235,00000003,AVC_RBT_BASE_FRAME,1,ST,L,0,0030,0
00002234,00000001,,1,ST,K,0,0010,0
00002234,00000002,AVC_RBT_CNTRL_UNIT,1,ST,N,0,0020,0
00002237,00000001,RM16,100,ST,L,0,0010,0
00002238,00000001,RM15,1000,ST,L,0,0010,0
00002238,00000002,SG24,15000,CCM,L,0,0020,0
00002239,00000001,RM09,1,KG,L,0,0010,0
00002239,00000002,RM19,1.2,L,L,0,0020,0
00002239,00000003,RM30,8.5,L,L,0,0030,0
00000083,00000001,SP001,1,ST,L,0,0010,0
00000083,00000002,SP002,1,ST,L,0,0020,0
00000083,00000003,SP003,1,ST,L,0,0030,0
00000083,00000004,SP004,1,ST,L,0,0040,0
00000083,00000005,SP005,1,ST,L,0,0050,0
00000083,00000006,SP006,1,ST,L,0,0060,0
00000084,00000001,SP001,1,ST,L,0,0010,0
00000084,00000002,SP002,1,ST,L,0,0020,0
00000084,00000003,SP003,1,ST,L,0,0030,0
00000084,00000004,SP004,1,ST,L,0,0040,0
00000084,00000005,SP005,1,ST,L,0,0050,0
00000084,00000006,SP006,1,ST,L,0,0060,0
00002240,00000001,RM13,100,ST,L,0,0010,0
00002240,00000002,RM14,100,ST,L,0,0020,0
00002241,00000001,RM33,100,ST,L,0,0010,0
00002241,00000002,RM34,100,ST,L,0,0020,0
00002242,00000001,SDBOMERLAIT01,3,ST,L,0,0010,0
00002242,00000002,SDBOMERLAIT02,5,ST,L,0,0020,0
00002243,00000001,SDBOMLUMFIT01,3,ST,L,0,0010,0
00002243,00000002,SDBOMLUMFIT02,5,ST,L,0,0020,0
00002244,00000007,,1,ST,K,0,0040,0
00002244,00000001,SF-FL-COMB,1,ST,L,0,0010,0
00002244,00000002,SF-FL-ELECTRIC,1,ST,L,0,0010,0
00002244,00000003,SF-FL-TIRE-CUSH,4,ST,L,0,0020,0
00002244,00000004,SF-FL-TIRE-PNEU,4,ST,L,0,0020,0
00002244,00000005,SF-FL-CWEIGHT,1,ST,L,0,0030,0
00002244,00000006,SF-FL-FORKSEAT-VXX,1,ST,L,0,0050,0
00002245,00000006,,1,ST,K,0,0040,0
00002245,00000001,SF-FL-COMB,1,ST,L,0,0010,0
00002245,00000002,SF-FL-ELECTRIC,1,ST,L,0,0010,0
00002245,00000003,SF-FL-TIRE-CUSH,4,ST,L,0,0020,0
00002245,00000004,SF-FL-TIRE-PNEU,4,ST,L,0,0020,0
00002245,00000005,SF-FL-CWEIGHT,1,ST,L,0,0030,0
00002246,00000001,S-201,100,ST,L,0,0010,0
00002247,00000001,S-201,100,ST,L,0,0010,0
00002247,00000002,S-202,100,ST,L,0,0020,0
00002248,00000001,S-301,100,ST,L,0,0010,0
00002248,00000002,R-302,100,ST,L,0,0020,0
00002249,00000001,R-401,100,ST,L,0,0010,0
00002250,00000001,S-208,100,ST,L,0,0010,0
00002250,00000002,S-210,100,ST,L,0,0020,0
00002251,00000001,S-315,100,ST,L,0,0010,0
00002251,00000002,R-311,100,ST,L,0,0020,0
00002252,00000001,R-411,100,ST,L,0,0010,0
00002253,00000001,S-310,100,ST,L,0,0010,0
00002254,00000001,R-410,100,ST,L,0,0010,0
00002254,00000002,R-412,100,ST,L,0,0020,0
00002255,00000001,RM13,100,ST,L,0,0010,0
00002255,00000002,RM14,100,ST,L,0,0020,0
00002256,00000001,SG-CFP-COUPLER,1,EA,L,0,0010,0
00002256,00000002,SG-CFP-HOUSING,1,EA,L,0,0020,0
00002256,00000003,SG-CFP-SEAL,1,EA,L,0,0030,0
00002256,00000004,SG-CFP-IMPELLER,1,EA,L,0,0040,0
00002256,00000005,SG-CFP-ADAPTER,1,EA,L,0,0050,0
00002256,00000006,SG-CFP-B-BRNG,1,EA,L,0,0060,0
00002256,00000007,SG-CFP-INBRD_CVR,1,EA,L,0,0070,0
00002256,00000008,SG-CFP-SHAFT,1,EA,L,0,0080,0
00002256,00000009,SG-CFP-BRNG-BRKT,1,EA,L,0,0090,0
00002256,00000010,SG-CFP-CON_BK,1,EA,L,0,0100,0
00002256,00000011,SG-CFP-CON_BX_CVR,1,EA,L,0,0110,0
00002256,00000012,SG-CFP-CON,10,EA,L,0,0120,0
00002256,00000013,SG-CFP-HARNESS,3,EA,L,0,0130,0
00002256,00000014,SG-CFP-V-SENSOR,1,EA,L,0,0140,0
00002256,00000015,SG-CFP-F-SENSOR,2,EA,L,0,0150,0
00002256,00000016,SWN-CFG-SW-S1,1,EA,N,0,0160,0
00002257,00000001,SG21,100,ST,L,0,0010,0
00002257,00000002,SG22,100,ST,L,0,0020,0
00002257,00000003,RM122,100,ST,L,0,0030,0
00002257,00000004,RM128,100,ST,L,0,0040,0
00002257,00000005,SG23,100,ST,L,0,0060,0
00002257,00000006,SG25,100,ST,L,0,0070,0
00002257,00000007,SG124,100,ST,L,0,0080,0
00002257,00000008,RM20,100,ST,L,0,0090,0
00002257,00000009,RM27,100,ST,L,0,0100,0
00002258,00000001,RM124,100,ST,L,0,0010,0
00002259,00000001,RM124,100,ST,L,0,0010,0
00002260,00000001,SG30,100,ST,L,0,0010,0
00002260,00000002,RM20,100,ST,L,0,0020,0
00002261,00000001,SG21,100,ST,L,0,0010,0
00002261,00000002,SG22,100,ST,L,0,0020,0
00002261,00000003,RM122,100,ST,L,0,0030,0
00002261,00000004,RM128,100,ST,L,0,0040,0
00002261,00000005,SG25,100,ST,L,0,0070,0
00002261,00000006,SG124,100,ST,L,0,0080,0
00002261,00000007,RM20,100,ST,L,0,0090,0
00002261,00000008,RM27,100,ST,L,0,0100,0
00002262,00000001,RM27,100,ST,L,0,0010,0
00002263,00000001,SG21,100,ST,L,0,0010,0
00002263,00000002,SG22,100,ST,L,0,0020,0
00002263,00000003,RM122,100,ST,L,0,0030,0
00002263,00000004,RM128,100,ST,L,0,0040,0
00002263,00000005,SG25,100,ST,L,0,0070,0
00002263,00000006,SG124,100,ST,L,0,0080,0
00002263,00000007,RM20,100,ST,L,0,0090,0
00002263,00000008,RM27,100,ST,L,0,0100,0
00002264,00000001,SG21,100,ST,L,0,0010,0
00002264,00000002,SG22,100,ST,L,0,0020,0
00002264,00000003,RM122,100,ST,L,0,0030,0
00002264,00000004,RM128,100,ST,L,0,0040,0
00002264,00000005,SG25,100,ST,L,0,0070,0
00002264,00000006,SG124,100,ST,L,0,0080,0
00002264,00000007,RM20,100,ST,L,0,0090,0
00002264,00000008,RM27,100,ST,L,0,0100,0
00002265,00000001,SG1_CP,1,ST,L,0,0010,0
00002265,00000002,RM2_CP,2,ST,L,0,0020,0
00002266,00000001,RM1_CP,1,ST,L,0,0010,0
00002267,00000001,RM7_CP,100,ST,L,0,0010,0
00002267,00000002,SG2_CP,1500,CCM,L,0,0020,0
00002268,00000001,RM5_CP,1,KG,L,0,0010,0
00002269,00000001,RM1420,500,L,L,0,0010,0
00002269,00000002,RM1430,120,KG,L,0,0020,0
00002269,00000003,SG7100,-10,KG,L,0,0030,0
00002269,00000004,SG9100,-400,L,L,0,0040,0
00002269,00000005,SG8100,-50,L,L,0,0050,0
00002270,00000001,SG1010,1000,L,L,0,0010,0
00002271,00000001,SG1010,100,L,L,0,0010,0
00002271,00000002,SG22,10,ST,L,0,0020,0
00002271,00000003,RM1420,100,L,L,0,0030,0
00002271,00000004,RM15,10,ST,L,0,0040,0
00002271,00000005,SG2200,100,KG,L,0,0050,0
00002271,00000006,PIP01,100,L,N,0,0060,0
00002272,00000001,SG6100,100,KG,L,0,0010,0
00002272,00000002,RM15,10,ST,L,0,0020,0
00002272,00000003,SG23,10,ST,L,0,0030,0
00002272,00000004,RM128,10,ST,L,0,0040,0
00002273,00000001,RM09,100,KG,L,0,0010,0
00002273,00000002,RM1420,500,L,L,0,0020,0
00002273,00000003,RM1430,100,KG,L,0,0030,0
00002274,00000001,FG6500,100,KG,L,0,0010,0
00002274,00000002,SG2200,900,KG,L,0,0020,0
00002275,00000001,SG233,100,ST,L,0,0010,0
00002275,00000002,RM233-1,100,ST,L,0,0020,0
00002275,00000003,RM233-2,100,ST,L,0,0030,0
00002275,00000004,RM233-4,100,ST,L,0,0040,0
00002276,00000001,RM234,100,ST,L,0,0010,0
00002275,00000005,SG234,100,ST,L,0,0010,0
00002277,00000001,RM235,100,ST,L,0,0010,0
00002278,00000001,AVC_RBT_CNTRL_CAB,1,ST,L,0,0010,0
00002278,00000002,AVC_RBT_CNTRL_BRD,1,ST,L,0,0020,0
00002281,00000002,AVC_RBT_APPL_UNIT,1,ST,N,0,0100,0
00002281,00000001,AVC_RBT_ROBOT,1,ST,N,0,0010,0
00002280,00000002,,1,ST,K,0,0020,0
00002280,00000001,,1,ST,K,0,0010,0
00002280,00000003,AVC_RBT_BASE_FRAME,1,ST,L,0,0030,0
00002279,00000001,,1,ST,K,0,0010,0
00002279,00000002,AVC_RBT_CNTRL_UNIT,1,ST,N,0,0020,0
00002282,00000001,RM203,100,EA,L,0,0010,0
00002282,00000002,RM204,100,EA,L,0,0020,0
00002283,00000001,RM16,100,ST,L,0,0010,0
00002284,00000001,SG21,100,ST,L,0,0010,0
00002284,00000002,SG22,100,ST,L,0,0020,0
00002284,00000003,RM122,100,ST,L,0,0030,0
00002284,00000004,RM128,100,ST,L,0,0040,0
00002284,00000005,SG23,100,ST,L,0,0060,0
00002284,00000006,SG25,100,ST,L,0,0070,0
00002284,00000007,SG124,100,ST,L,0,0080,0
00002284,00000008,RM20,100,ST,L,0,0090,0
00002284,00000009,RM27,100,ST,L,0,0100,0
00002285,00000001,RM124,100,ST,L,0,0010,0
00002286,00000001,RM124,100,ST,L,0,0010,0
00002287,00000001,SG30,100,ST,L,0,0010,0
00002287,00000002,RM20,100,ST,L,0,0020,0
00002288,00000001,RM15,1000,ST,L,0,0010,0
00002288,00000002,SG24,15000,CCM,L,0,0020,0
00002289,00000001,RM09,1,KG,L,0,0010,0
00002289,00000002,RM19,1.2,L,L,0,0020,0
00002289,00000003,RM30,8.5,L,L,0,0030,0
00002290,00000001,SG22,100,ST,L,0,0020,0
00002290,00000002,RM122,100,ST,L,0,0030,0
00002290,00000003,RM128,100,ST,L,0,0040,0
00002290,00000004,SG25,100,ST,L,0,0070,0
00002290,00000005,SG224,100,ST,L,0,0080,0
00002290,00000006,RM27,100,ST,L,0,0090,0
00002291,00000001,RM124,100,ST,L,0,0010,0
00002292,00000001,RM12,1000,ST,L,0,0010,0
00002284,00000010,FG126,1,ST,L,0,0010,0
00000085,00000001,SP001,1,ST,L,0,0010,0
00000085,00000002,SP002,1,ST,L,0,0020,0
00000085,00000003,SP003,1,ST,L,0,0030,0
00000085,00000004,SP004,1,ST,L,0,0040,0
00000085,00000005,SP005,1,ST,L,0,0050,0
00000085,00000006,SP006,1,ST,L,0,0060,0
00000086,00000001,SP001,1,ST,L,0,0010,0
00000086,00000002,SP002,1,ST,L,0,0020,0
00000026,00000001,AVC_RBT_L_ARM_45,1,ST,L,0,0010,0
00000026,00000002,AVC_RBT_D_ARM_50,1,ST,L,0,0020,0
00000026,00000003,AVC_RBT_BASE_FRAME,2,ST,L,0,0030,0
00000027,00000001,AVC_RBT_BASE_FRAME,1,ST,L,0,0030,0
00000027,00000002,AVC_RBT_D_ARM_50,1,ST,L,0,0020,0
00000027,00000003,AVC_RBT_L_ARM_45,1,ST,L,0,0010,0
00000027,00000004,AVC_RBT_CNTRL_UNIT,1,ST,L,0,0040,0
00000028,00000001,AVC_RBT_BASE_FRAME,2,ST,L,0,0030,0
00000028,00000002,AVC_RBT_D_ARM_50,1,ST,L,0,0020,0
00000028,00000003,AVC_RBT_L_ARM_45,1,ST,L,0,0010,0
00000028,00000004,AVC_RBT_CNTRL_UNIT,1,ST,L,0,0040,0
00000202,00000001,AVC_RBT_BASE_FRAME,1,ST,L,0,0030,0
00000202,00000002,,1,ST,K,0,0020,0
00000202,00000003,,1,ST,K,0,0010,0
00000203,00000001,AVC_RBT_BASE_FRAME,1,ST,L,0,0030,0
00000203,00000002,,1,ST,K,0,0020,0
00000203,00000003,,1,ST,K,0,0010,0
00000029,00000001,AVC_RBT_BASE_FRAME,2,ST,L,0,0030,0
00000029,00000002,AVC_RBT_D_ARM_50,1,ST,L,0,0020,0
00000029,00000003,AVC_RBT_L_ARM_45,1,ST,L,0,0010,0
00000029,00000004,AVC_RBT_CNTRL_UNIT,1,ST,L,0,0040,0
00000086,00000003,SP003,1,ST,L,0,0030,0
00000086,00000004,SP004,1,ST,L,0,0040,0
00000086,00000005,SP005,1,ST,L,0,0050,0
00000086,00000006,SP006,1,ST,L,0,0060,0
00002293,00000001,RM13,100,ST,L,0,0010,0
00002293,00000002,RM14,100,ST,L,0,0020,0
00002294,00000001,RM33,100,ST,L,0,0010,0
00002294,00000002,RM34,100,ST,L,0,0020,0
00002295,00000001,SG233,100,ST,L,0,0010,0
00002295,00000002,RM233-1,100,ST,L,0,0020,0
00002295,00000003,RM233-2,100,ST,L,0,0030,0
00002295,00000004,RM233-4,100,ST,L,0,0040,0
00002296,00000001,RM234,100,ST,L,0,0010,0
00002295,00000005,SG234,100,ST,L,0,0010,0
00002297,00000001,RM235,100,ST,L,0,0010,0
00002298,00000001,RM124,100,ST,L,0,0010,0
00002299,00000001,SG29,100,ST,L,0,0010,0
00002299,00000002,RM20,100,ST,L,0,0020,0
00002300,00000001,RMPI001,86,KG,L,0,0010,0
00002300,00000002,RMPI002,2,KG,L,0,0020,0
00002300,00000003,RMPI003,3,KG,L,0,0030,0
00002300,00000004,RMPI004,4,KG,L,0,0040,0
00002300,00000005,RMPI005,5000,G,L,0,0050,0
00002301,00000001,RMPI001,86,KG,L,0,0010,0
00002301,00000002,RMPI002,2,KG,L,0,0020,0
00002301,00000003,RMPI003,3,KG,L,0,0030,0
00000186,00000001,ZTRAY01,1,ST,L,0,0010,0
00000186,00000002,ZCART01,1,ST,L,0,0020,0
00000187,00000001,ZTRAY01,1,ST,L,0,0010,0
00000187,00000002,ZCART01,1,ST,L,0,0020,0
00002301,00000004,RMPI004,4,KG,L,0,0040,0
00002301,00000005,RMPI005,5000,G,L,0,0050,0
00002302,00000001,SDBOMERLAIT01,3,ST,L,0,0010,0
00002302,00000002,SDBOMERLAIT02,5,ST,L,0,0020,0
00002303,00000001,SDBOMLUMFIT01,3,ST,L,0,0010,0
00002303,00000002,SDBOMLUMFIT02,5,ST,L,0,0020,0
00002304,00000007,,1,ST,K,0,0040,0
00002304,00000001,SF-FL-COMB,1,ST,L,0,0010,0
00002304,00000002,SF-FL-ELECTRIC,1,ST,L,0,0010,0
00002304,00000003,SF-FL-TIRE-CUSH,4,ST,L,0,0020,0
00002304,00000004,SF-FL-TIRE-PNEU,4,ST,L,0,0020,0
00002304,00000005,SF-FL-CWEIGHT,1,ST,L,0,0030,0
00002304,00000006,SF-FL-FORKSEAT-VXX,1,ST,L,0,0050,0
00002305,00000006,,1,ST,K,0,0040,0
00002305,00000001,SF-FL-COMB,1,ST,L,0,0010,0
00002305,00000002,SF-FL-ELECTRIC,1,ST,L,0,0010,0
00002305,00000003,SF-FL-TIRE-CUSH,4,ST,L,0,0020,0
00002305,00000004,SF-FL-TIRE-PNEU,4,ST,L,0,0020,0
00002305,00000005,SF-FL-CWEIGHT,1,ST,L,0,0030,0
00002306,00000001,EWMS4-502,4,ST,L,0,0010,0
00002306,00000002,EWMS4-503,8,ST,L,0,0020,0
00002306,00000003,EWMS4-601,32,ST,L,0,0030,0
00002307,00000001,S-201,100,ST,L,0,0010,0
00002308,00000001,S-201,100,ST,L,0,0010,0
00002308,00000002,S-202,100,ST,L,0,0020,0
00002309,00000001,S-301,100,ST,L,0,0010,0
00002309,00000002,R-302,100,ST,L,0,0020,0
00002310,00000001,R-401,100,ST,L,0,0010,0
00002311,00000001,S-208,100,ST,L,0,0010,0
00002311,00000002,S-210,100,ST,L,0,0020,0
00002312,00000001,S-315,100,ST,L,0,0010,0
00002312,00000002,R-311,100,ST,L,0,0020,0
00002313,00000001,R-411,100,ST,L,0,0010,0
00002314,00000001,S-310,100,ST,L,0,0010,0
00002315,00000001,R-410,100,ST,L,0,0010,0
00002315,00000002,R-412,100,ST,L,0,0020,0
00002316,00000001,RM13,100,ST,L,0,0010,0
00002316,00000002,RM14,100,ST,L,0,0020,0
00002317,00000001,SG-CFP-COUPLER,1,EA,L,0,0010,0
00002317,00000002,SG-CFP-HOUSING,1,EA,L,0,0020,0
00002317,00000003,SG-CFP-SEAL,1,EA,L,0,0030,0
00002317,00000004,SG-CFP-IMPELLER,1,EA,L,0,0040,0
00002317,00000005,SG-CFP-ADAPTER,1,EA,L,0,0050,0
00002317,00000006,SG-CFP-B-BRNG,1,EA,L,0,0060,0
00002317,00000007,SG-CFP-INBRD_CVR,1,EA,L,0,0070,0
00002317,00000008,SG-CFP-SHAFT,1,EA,L,0,0080,0
00002317,00000009,SG-CFP-BRNG-BRKT,1,EA,L,0,0090,0
00002317,00000010,SG-CFP-CON_BK,1,EA,L,0,0100,0
00002317,00000011,SG-CFP-CON_BX_CVR,1,EA,L,0,0110,0
00002317,00000012,SG-CFP-CON,10,EA,L,0,0120,0
00002317,00000013,SG-CFP-HARNESS,3,EA,L,0,0130,0
00002317,00000014,SG-CFP-V-SENSOR,1,EA,L,0,0140,0
00002317,00000015,SG-CFP-F-SENSOR,2,EA,L,0,0150,0
00002317,00000016,SWN-CFG-SW-S1,1,EA,N,0,0160,0
00002318,00000001,SG1_CP,1,ST,L,0,0010,0
00002318,00000002,RM2_CP,2,ST,L,0,0020,0
00002319,00000001,RM1_CP,1,ST,L,0,0010,0
00002320,00000001,RM7_CP,100,ST,L,0,0010,0
00002320,00000002,SG2_CP,1500,CCM,L,0,0020,0
00002321,00000001,RM5_CP,1,KG,L,0,0010,0
00002322,00000001,RMJIT01,1000,ST,L,0,0010,0
00002323,00000001,RMJIT01,1000,ST,L,0,0010,0
00002323,00000002,RMJIT02,1000,ST,L,0,0010,0
00002324,00000001,SG21,100,ST,L,0,0010,0
00002324,00000002,SG22,100,ST,L,0,0020,0
00002324,00000003,RM122,100,ST,L,0,0030,0
00002324,00000004,RM128,100,ST,L,0,0040,0
00002324,00000005,SG25,100,ST,L,0,0070,0
00002324,00000006,SG124,100,ST,L,0,0080,0
00002324,00000007,RM20,100,ST,L,0,0090,0
00002324,00000008,RM27,100,ST,L,0,0100,0
00002325,00000001,RM27,100,ST,L,0,0010,0
00002326,00000001,SG21,100,ST,L,0,0010,0
00000001,00000001,RM16,100,ST,L,0,0010,0
00000001,00000002,RM17,100,ST,L,0,0020,0
00000001,00000003,RM18,100,ST,L,0,0030,0
00000002,00000001,RM15,1000,ST,L,0,0010,0
00000002,00000002,SG24,15000,CCM,L,0,0020,0
00000003,00000001,RM09,1,KG,L,0,0010,0
00000003,00000002,RM19,1.2,L,L,0,0020,0
00000003,00000003,RM30,8.5,L,L,0,0030,0
00000004,00000001,SG21,100,ST,L,0,0010,0
00000004,00000002,SG22,100,ST,L,0,0020,0
00000004,00000003,RM122,100,ST,L,0,0030,0
00000004,00000004,RM128,100,ST,L,0,0040,0
00000004,00000005,RM120,100,ST,L,0,0050,0
00000004,00000006,SG23,100,ST,L,0,0060,0
00000004,00000007,SG25,100,ST,L,0,0070,0
00000004,00000008,SG224,100,ST,L,0,0080,0
00000006,00000001,RM12,1000,ST,L,0,0010,0
00000007,00000001,FG126,1,ST,L,0,0010,0
00000007,00000003,SG22,100,ST,L,0,0020,0
00000007,00000004,RM122,100,ST,L,0,0030,0
00000007,00000005,RM128,100,ST,L,0,0040,0
00000007,00000006,RM120,100,ST,L,0,0050,0
00000007,00000007,SG23,100,ST,L,0,0060,0
00000007,00000008,SG25,100,ST,L,0,0070,0
00000007,00000009,SG124,100,ST,L,0,0080,0
00000007,00000010,RM20,100,ST,L,0,0090,0
00000008,00000001,RM124,100,ST,L,0,0010,0
00000001,00000001,SP001,1,ST,L,0,0010,0
00000001,00000002,SP002,1,ST,L,0,0020,0
00000001,00000003,SP003,1,ST,L,0,0030,0
00000001,00000004,SP004,1,ST,L,0,0040,0
00000001,00000005,SP005,1,ST,L,0,0050,0
00000002,00000001,SP001,1,ST,L,0,0010,0
00000001,00000006,SP006,1,ST,L,0,0060,0
00000002,00000002,SP002,1,ST,L,0,0020,0
00000002,00000003,SP003,1,ST,L,0,0030,0
00000002,00000004,SP004,1,ST,L,0,0040,0
00000002,00000005,SP005,1,ST,L,0,0050,0
00000002,00000006,SP006,1,ST,L,0,0060,0
00000009,00000001,RM13,100,ST,L,0,0010,0
00000009,00000002,RM14,100,ST,L,0,0020,0
00000010,00000001,SG233,100,ST,L,0,0010,0
00000010,00000002,RM233-1,100,ST,L,0,0020,0
00000010,00000003,RM233-2,100,ST,L,0,0030,0
00000010,00000004,RM233-4,100,ST,L,0,0040,0
00000011,00000001,RM234,100,ST,L,0,0010,0
00000012,00000001,RM124,100,ST,L,0,0010,0
00000013,00000001,SG29,100,ST,L,0,0010,0
00000013,00000002,RM20,100,ST,L,0,0020,0
00000014,00000009,RM20,100,ST,L,0,0090,0
00000016,00000002,RM20,100,ST,L,0,0020,0
00000015,00000003,RM20,100,ST,L,0,0030,0
00000007,00000012,SG21,1,ST,L,0,0010,0
00000007,00000013,SG22,1,ST,L,0,0020,0
00000007,00000014,RM122,1,ST,L,0,0030,0
00000007,00000015,RM128,1,ST,L,0,0040,0
00000007,00000016,RM120,1,ST,L,0,0050,0
00000007,00000017,SG23,1,ST,L,0,0060,0
00000007,00000018,SG25,1,ST,L,0,0070,0
00000007,00000019,SG124,1,ST,L,0,0080,0
00000007,00000020,RM20,1,ST,L,0,0090,0
00000007,00000021,,1,ST,T,0,0100,0
00000007,00000022,RM27,1,ST,L,0,0110,0
00000007,00000023,RM129,2,ST,L,0,0120,0
00000003,00000006,SP006,1,ST,L,0,0060,0
00000003,00000001,SP001,1,ST,L,0,0010,0
00000003,00000002,SP002,1,ST,L,0,0020,0
00000003,00000003,SP003,1,ST,L,0,0030,0
00000003,00000004,SP004,1,ST,L,0,0040,0
00000003,00000005,SP005,1,ST,L,0,0050,0
00000004,00000006,SP006,1,ST,L,0,0060,0
00000004,00000001,SP001,1,ST,L,0,0010,0
00000004,00000002,SP002,1,ST,L,0,0020,0
00000004,00000003,SP003,1,ST,L,0,0030,0
00000004,00000004,SP004,1,ST,L,0,0040,0
00000004,00000005,SP005,1,ST,L,0,0050,0
00000001,00000001,SP005,1,ST,L,0,,0
00000001,00000002,SP001,1,ST,L,0,,0
00000001,00000003,SP002,1,ST,L,0,,0
00000001,00000004,SP003,1,ST,L,0,,0
00000002,00000001,SP005,1,ST,L,0,,0
00000002,00000002,SP001,1,ST,L,0,,0
00000002,00000003,SP002,1,ST,L,0,,0
00000002,00000004,SP003,1,ST,L,0,,0
00000081,00000001,SG21,1,ST,L,0,0010,0
00000081,00000002,RM122,1,ST,L,0,0020,0
00000081,00000003,RM128,1,ST,L,0,0030,0
00000081,00000004,RM120,1,ST,L,0,0040,0
00000081,00000005,SG23,1,ST,L,0,0050,0
00000081,00000006,SG25,1,ST,L,0,0060,0
00000081,00000007,RM20,1,ST,L,0,0070,0
00000081,00000008,RM27,1,ST,L,0,0080,0
00000081,00000009,SG22,1,ST,L,0,0090,0
00000081,00000010,SG124,1,ST,L,0,0100,0
