MATNR,BWKEY,BKLAS,STPRS,VERPR,VPRSV
AVC_RBT_BUNDLE,2810,7920,20000,0,S
AVC_RBT_CNTRL_BRD,2810,3100,65,65,V
AVC_RBT_CNTRL_UNIT,2810,7920,20000,0,S
AVC_RBT_ROBOT,2810,7920,20000,0,S
TG11,3510,3100,13.5,13.5,V
FG126,3510,7920,18.65,0,S
RM12,3510,3000,1,0,S
RM120,3510,3000,1.25,0,S
RM122,3510,3000,0.75,0,S
RM124,3510,3000,0.35,0,S
RM128,3510,3000,1.65,0,S
RM13,3510,3000,0.5,0,S
RM14,3510,3000,0.75,0,S
RM16,3510,3000,0.25,0,S
RM20,3510,3000,1.3,0,S
RM27,3510,3000,0.75,0,S
SG124,3510,7900,0.52,0,S
SG21,3510,7900,1.5,0,S
SG22,3510,7900,2.7,0,S
SG224,3510,7900,0.52,0,S
SG25,3510,7900,5.75,0,S
FG29,3510,7920,0.88,0,S
RM09,3510,3000,0.08,0,S
RM15,3510,3000,0.2,0,S
RM19,3510,3000,0.12,0,S
RM30,3510,3000,0.01,0,S
SG24,3510,7900,0.17,0,S
SG23,3510,7900,1.88,0,S
TG11,2610,3100,54,54,V
FG126,2610,7920,18.65,0,S
RM12,2610,3000,1,0,S
RM120,2610,3000,1.25,0,S
RM122,2610,3000,0.75,0,S
RM124,2610,3000,0.35,0,S
RM128,2610,3000,1.65,0,S
RM13,2610,3000,0.5,0,S
RM14,2610,3000,0.75,0,S
RM16,2610,3000,0.25,0,S
RM20,2610,3000,1.3,0,S
RM27,2610,3000,0.75,0,S
SG124,2610,7900,0.52,0,S
SG21,2610,7900,1.5,0,S
SG22,2610,7900,2.7,0,S
SG224,2610,7900,0.52,0,S
SG25,2610,7900,5.75,0,S
FG29,2610,7920,0.88,0,S
RM09,2610,3000,0.08,0,S
RM15,2610,3000,0.2,0,S
RM19,2610,3000,0.12,0,S
RM30,2610,3000,0.01,0,S
SG24,2610,7900,0.17,0,S
SG23,2610,7900,1.88,0,S
RM129,2610,3000,6.6,0,S
FG130,2610,7920,32,0,S
SG30,2610,7900,15,0,S
FG228,2610,7920,108.76,0,S
SP001,2610,3040,130,0,S
SP002,2610,3040,130,0,S
SP003,2610,3040,130,0,S
SP004,2610,3040,130,0,S
SP005,2610,3040,130,0,S
SP006,2610,3040,130,0,S
RM33,2610,3000,2,0,S
RM34,2610,3000,3,0,S
SG27,2610,7900,7.52,0,S
FG233,2610,7920,100.73,0,S
RM233-1,2610,3000,14.39,0,S
RM233-2,2610,3000,14.39,0,S
RM233-4,2610,3000,14.39,0,S
RM234,2610,3000,16.79,0,S
SG233,2610,7900,20.15,0,S
RM235,2610,3000,3.5,0,S
SG234,2610,7900,4.2,0,S
FG129,2610,7920,32,0,S
SG29,2610,7900,15,0,S
RMPI001,2610,3000,0.32,0,S
RMPI002,2610,3000,4,0,S
RMPI003,2610,3000,5,0,S
RMPI004,2610,3000,3,0,S
RMPI005,2610,3000,1.4,0,S
SGPI001,2610,7900,2.08,0,S
SGPI001-V00,2610,7900,2.08,0,S
QM006,2610,7900,414,0,S
SDBOMERLAHD,2610,3100,200,200,V
SDBOMERLAIT01,2610,3100,54,54,V
SDBOMERLAIT02,2610,3100,54,54,V
SDBOMLUMFHD,2610,3100,200,200,V
SDBOMLUMFIT01,2610,3100,54,54,V
SDBOMLUMFIT02,2610,3100,54,54,V
CM-FL-V01,2610,7920,16000,0,S
SF-FL-COMB,2610,7900,12400,0,S
SF-FL-CWEIGHT,2610,7900,440,0,S
SF-FL-ELECTRIC,2610,7900,11600,0,S
SF-FL-TIRE-CUSH,2610,7900,360,0,S
SF-FL-TIRE-PNEU,2610,7900,400,0,S
CM-MLFL-KM-VXX,2610,7920,16000,0,S
SF-FL-FORKSEAT-VXX,2610,7900,12400,0,S
CM-FL-V00,2610,7920,4000,0,S
FG-FL-MV-V00,2610,7920,4000,0,S
FG-FL-MV-V01,2610,7920,4000,0,S
FG-FL-MV-V02,2610,7920,4000,0,S
F-10A,2610,7920,19858,0,S
F-10B,2610,7920,23641,0,S
R-302,2610,3000,709,0,S
R-401,2610,3000,473,0,S
S-201,2610,7900,10875,0,S
S-202,2610,7900,7092,0,S
S-301,2610,7900,2364,0,S
S-203,2610,7900,12.5,0,S
F-20A,2610,7920,47114,0,S
R-311,2610,3000,2356,0,S
R-410,2610,3000,471,0,S
R-411,2610,3000,1413,0,S
R-412,2610,3000,942,0,S
S-208,2610,7900,14134,0,S
S-210,2610,7900,9423,0,S
S-310,2610,7900,4711,0,S
S-315,2610,7900,2356,0,S
SG26,2610,7900,7.52,0,S
FG1_CP,2610,7920,18.65,0,S
RM1_CP,2610,3000,0.08,0,S
RM2_CP,2610,3000,1,0,S
SG1_CP,2610,7900,0.52,0,S
FG2_CP,2610,7920,4.2,0,S
RM5_CP,2610,3000,0.38,0,S
RM7_CP,2610,3000,0.95,0,S
SG2_CP,2610,7900,0.81,0,S
RMJIT01,2610,3000,4,0,S
RMJIT02,2610,3000,4,0,S
SGJIT01,2610,7900,6,0,S
SGJIT02,2610,7900,6,0,S
FG111,2610,7920,74.6,0,S
FG111_A,2610,7920,74.6,0,S
FG111_B,2610,7920,74.6,0,S
FG111_C,2610,7920,74.6,0,S
RM27_1,2610,3000,3,0,S
RM1420,2610,3000,0.38,0,S
RM1430,2610,3000,4.72,0,S
SG2200,2610,7900,88.02,0,S
SG7100,2610,7900,0.09,0,S
SG8100,2610,7900,7.08,0,S
SG9100,2610,7900,7.08,0,S
SG1010,2610,7900,6,0,S
PIP01,2610,3000,0,0.48,V
FG29-1,2610,7920,16.31,0,S
FG6200,2610,7920,30.25,0,S
SG6100,2610,7900,11.42,0,S
FG6500,2610,7920,15.63,0,S
AVC_RBT_BASE_FRAME,2610,7900,100,0,S
AVC_RBT_CNTRL_CAB,2610,3100,13.5,13.5,V
AVC_RBT_D_ARM_50,2610,7900,3100,0,S
AVC_RBT_L_ARM_45,2610,7900,60,0,S
AVC_RBT_SEALING,2610,3100,13.5,13.5,V
AVC_RBT_APPL_UNIT,2610,7920,16000,0,S
AVC_RBT_BUNDLE,2610,7920,16000,0,S
AVC_RBT_CNTRL_BRD,2610,3100,52,52,V
AVC_RBT_CNTRL_UNIT,2610,7920,16000,0,S
AVC_RBT_ROBOT,2610,7920,16000,0,S
TG11,5810,3100,675,675,V
FG126,5810,7920,1305,0,S
RM12,5810,3000,70,0,S
RM120,5810,3000,87.5,0,S
RM122,5810,3000,52.5,0,S
RM124,5810,3000,24.5,0,S
RM128,5810,3000,115.5,0,S
RM13,5810,3000,35,0,S
RM14,5810,3000,52.5,0,S
RM16,5810,3000,17.5,0,S
RM20,5810,3000,91,0,S
RM27,5810,3000,52.5,0,S
SG124,5810,7900,36.4,0,S
SG21,5810,7900,105,0,S
SG22,5810,7900,189,0,S
SG224,5810,7900,36.4,0,S
SG25,5810,7900,402.5,0,S
FG29,5810,7920,61.6,0,S
RM09,5810,3000,5.6,0,S
RM15,5810,3000,14,0,S
RM19,5810,3000,8.4,0,S
RM30,5810,3000,0.7,0,S
SG24,5810,7900,11.9,0,S
SG23,5810,7900,2.82,0,S
RM129,5810,3000,87.17,0,S
FG130,5810,7920,1993.6,0,S
SG30,5810,7900,934.5,0,S
FG228,5810,7920,1674,0,S
SP001,5810,3040,7800,0,S
SP002,5810,3040,8000,0,S
SP003,5810,3040,8000,0,S
SP004,5810,3040,7800,0,S
SP005,5810,3040,8000,0,S
SP006,5810,3040,8000,0,S
RM33,5810,3000,50,0,S
RM34,5810,3000,75,0,S
SG27,5810,7900,188,0,S
FG233,5810,7920,1260,0,S
RM233-1,5810,3000,180,0,S
RM233-2,5810,3000,180,0,S
RM233-4,5810,3000,180,0,S
RM234,5810,3000,210,0,S
SG233,5810,7900,152,0,S
RM235,5810,3000,218.05,0,S
SG234,5810,7900,261.66,0,S
FG129,5810,7920,1600,0,S
SG29,5810,7900,750,0,S
RMPI001,5810,3000,4.98,0,S
RMPI002,5810,3000,62.3,0,S
RMPI003,5810,3000,77.88,0,S
RMPI004,5810,3000,46.73,0,S
RMPI005,5810,3000,21.81,0,S
SGPI001,5810,7900,32.4,0,S
SGPI001-V00,5810,7900,32.4,0,S
QM006,5810,7900,54.82,0,S
SDBOMERLAHD,5810,3100,50,50,V
SDBOMERLAIT01,5810,3100,13.5,13.5,V
SDBOMERLAIT02,5810,3100,13.5,13.5,V
SDBOMLUMFHD,5810,3100,50,50,V
SDBOMLUMFIT01,5810,3100,13.5,13.5,V
SDBOMLUMFIT02,5810,3100,13.5,13.5,V
CM-FL-V01,5810,7920,4000,0,S
SF-FL-COMB,5810,7900,3100,0,S
SF-FL-CWEIGHT,5810,7900,110,0,S
SF-FL-ELECTRIC,5810,7900,2900,0,S
SF-FL-TIRE-CUSH,5810,7900,90,0,S
SF-FL-TIRE-PNEU,5810,7900,100,0,S
CM-MLFL-KM-VXX,5810,7920,249200,0,S
SF-FL-FORKSEAT-VXX,5810,7900,193130,0,S
CM-FL-V00,5810,7920,4000,0,S
FG-FL-MV-V00,5810,7920,4000,0,S
FG-FL-MV-V01,5810,7920,4000,0,S
FG-FL-MV-V02,5810,7920,4000,0,S
EWMS4-50,5810,7920,200,0,S
EWMS4-502,5810,3000,20,0,S
EWMS4-503,5810,3000,5,0,S
EWMS4-601,5810,3000,1,0,S
F-10A,5810,7920,2657,0,S
F-10B,5810,7920,3163,0,S
R-302,5810,3000,95,0,S
R-401,5810,3000,63,0,S
S-201,5810,7900,1581,0,S
S-202,5810,7900,949,0,S
S-301,5810,7900,316,0,S
S-203,5810,7900,12.5,0,S
F-20A,5810,7920,6156,0,S
R-311,5810,3000,308,0,S
R-410,5810,3000,62,0,S
R-411,5810,3000,185,0,S
R-412,5810,3000,123,0,S
S-208,5810,7900,1847,0,S
S-210,5810,7900,1231,0,S
S-310,5810,7900,616,0,S
S-315,5810,7900,308,0,S
SG26,5810,7900,1.88,0,S
FG1_CP,5810,7920,1148,0,S
RM1_CP,5810,3000,5,0,S
RM2_CP,5810,3000,62,0,S
SG1_CP,5810,7900,32,0,S
FG2_CP,5810,7920,54.82,0,S
RM5_CP,5810,3000,4.98,0,S
RM7_CP,5810,3000,12.46,0,S
SG2_CP,5810,7900,10.59,0,S
RMJIT01,5810,3000,62.3,0,S
RMJIT02,5810,3000,62.3,0,S
SGJIT01,5810,7900,93.45,0,S
SGJIT02,5810,7900,93.45,0,S
FG111,5810,7920,1161.9,0,S
FG111_A,5810,7920,1161.9,0,S
FG111_B,5810,7920,1161.9,0,S
FG111_C,5810,7920,1161.9,0,S
RM27_1,5810,3000,46.73,0,S
RM1420,5810,3000,498.4,0,S
RM1430,5810,3000,62.3,0,S
SG2200,5810,7900,116189.5,0,S
SG7100,5810,7900,124.6,0,S
SG8100,5810,7900,93.45,0,S
SG9100,5810,7900,93.45,0,S
SG1010,5810,7900,93.45,0,S
PIP01,5810,3000,0,7.48,V
FG29-1,5810,7920,211.82,0,S
FG6200,5810,7920,39124.4,0,S
SG6100,5810,7900,14765.1,0,S
FG6500,5810,7920,19998.3,0,S
AVC_RBT_BASE_FRAME,5810,7900,5324.79,0,S
AVC_RBT_CNTRL_CAB,5810,3100,718.85,718.85,V
AVC_RBT_D_ARM_50,5810,7900,165068.38,0,S
AVC_RBT_L_ARM_45,5810,7900,3194.87,0,S
AVC_RBT_SEALING,5810,3100,718.85,718.85,V
AVC_RBT_APPL_UNIT,5810,7920,249200,0,S
AVC_RBT_BUNDLE,5810,7920,249200,0,S
AVC_RBT_CNTRL_BRD,5810,3100,809.9,809.9,V
AVC_RBT_CNTRL_UNIT,5810,7920,249200,0,S
AVC_RBT_ROBOT,5810,7920,249200,0,S
TG11,6910,3100,13.5,13.5,V
FG126,6910,7920,29.1,0,S
RM12,6910,3000,1.56,0,S
RM120,6910,3000,1.96,0,S
RM122,6910,3000,1.18,0,S
RM124,6910,3000,0.56,0,S
RM128,6910,3000,2.58,0,S
RM13,6910,3000,0.78,0,S
RM14,6910,3000,1.18,0,S
RM16,6910,3000,0.4,0,S
RM20,6910,3000,2.03,0,S
RM27,6910,3000,1.18,0,S
SG124,6910,7900,0.82,0,S
SG21,6910,7900,2.34,0,S
SG22,6910,7900,4.22,0,S
SG224,6910,7900,0.82,0,S
SG25,6910,7900,8.97,0,S
FG29,6910,7920,1.38,0,S
RM09,6910,3000,0.13,0,S
RM15,6910,3000,0.32,0,S
RM19,6910,3000,0.19,0,S
RM30,6910,3000,0.03,0,S
SG24,6910,7900,0.28,0,S
SG23,6910,7900,2.93,0,S
RM129,6910,3000,2.57,0,S
FG130,6910,7920,54.4,0,S
SG30,6910,7900,25.5,0,S
FG228,6910,7920,47,0,S
SP001,6910,3040,135.2,0,S
SP002,6910,3040,135.7,0,S
SP003,6910,3040,135.7,0,S
SP004,6910,3040,135.2,0,S
SP005,6910,3040,135.7,0,S
SP006,6910,3040,135.7,0,S
RM33,6910,3000,50,0,S
RM34,6910,3000,75,0,S
SG27,6910,7900,188,0,S
FG233,6910,7920,32.76,0,S
RM233-1,6910,3000,4.68,0,S
RM233-2,6910,3000,4.68,0,S
RM233-4,6910,3000,4.68,0,S
RM234,6910,3000,5.46,0,S
SG233,6910,7900,6.55,0,S
RM235,6910,3000,5.95,0,S
SG234,6910,7900,7.14,0,S
FG129,6910,7920,48,0,S
SG29,6910,7900,22.5,0,S
RMPI001,6910,3000,0.14,0,S
RMPI002,6910,3000,1.7,0,S
RMPI003,6910,3000,2.13,0,S
RMPI004,6910,3000,1.28,0,S
RMPI005,6910,3000,0.6,0,S
SGPI001,6910,7900,0.88,0,S
SGPI001-V00,6910,7900,0.88,0,S
QM006,6910,7900,1.5,0,S
SDBOMERLAHD,6910,3100,50,50,V
SDBOMERLAIT01,6910,3100,13.5,13.5,V
SDBOMERLAIT02,6910,3100,13.5,13.5,V
SDBOMLUMFHD,6910,3100,50,50,V
SDBOMLUMFIT01,6910,3100,13.5,13.5,V
SDBOMLUMFIT02,6910,3100,13.5,13.5,V
CM-FL-V01,6910,7920,4000,0,S
SF-FL-COMB,6910,7900,3100,0,S
SF-FL-CWEIGHT,6910,7900,110,0,S
SF-FL-ELECTRIC,6910,7900,2900,0,S
SF-FL-TIRE-CUSH,6910,7900,90,0,S
SF-FL-TIRE-PNEU,6910,7900,100,0,S
CM-MLFL-KM-VXX,6910,7920,6778,0,S
SF-FL-FORKSEAT-VXX,6910,7900,5252.95,0,S
CM-FL-V00,6910,7920,4000,0,S
FG-FL-MV-V00,6910,7920,4000,0,S
FG-FL-MV-V01,6910,7920,4000,0,S
FG-FL-MV-V02,6910,7920,4000,0,S
EWMS4-50,6910,7920,200,0,S
EWMS4-502,6910,3000,20,0,S
EWMS4-503,6910,3000,5,0,S
EWMS4-601,6910,3000,1,0,S
F-10A,6910,7920,42,0,S
F-10B,6910,7920,50,0,S
R-302,6910,3000,1.5,0,S
R-401,6910,3000,1,0,S
S-201,6910,7900,25,0,S
S-202,6910,7900,15,0,S
S-301,6910,7900,5,0,S
S-203,6910,7900,12.5,0,S
F-20A,6910,7920,100,0,S
R-311,6910,3000,5,0,S
R-410,6910,3000,1,0,S
R-411,6910,3000,3,0,S
R-412,6910,3000,2,0,S
S-208,6910,7900,30,0,S
S-210,6910,7900,20,0,S
S-310,6910,7900,10,0,S
S-315,6910,7900,5,0,S
SG26,6910,7900,1.88,0,S
FG1_CP,6910,7920,31.7,0,S
RM1_CP,6910,3000,0.1,0,S
RM2_CP,6910,3000,1.7,0,S
SG1_CP,6910,7900,0.9,0,S
FG2_CP,6910,7920,1.5,0,S
RM5_CP,6910,3000,0.14,0,S
RM7_CP,6910,3000,0.34,0,S
SG2_CP,6910,7900,0.29,0,S
RMJIT01,6910,3000,1.7,0,S
RMJIT02,6910,3000,1.7,0,S
SGJIT01,6910,7900,2.55,0,S
SGJIT02,6910,7900,2.55,0,S
FG111,6910,7920,31.71,0,S
FG111_A,6910,7920,31.71,0,S
FG111_B,6910,7920,31.71,0,S
FG111_C,6910,7920,31.71,0,S
RM27_1,6910,3000,1.28,0,S
RM1420,6910,3000,0.14,0,S
RM1430,6910,3000,1.7,0,S
SG2200,6910,7900,32.2,0,S
SG7100,6910,7900,0.03,0,S
SG8100,6910,7900,2.55,0,S
SG9100,6910,7900,2.55,0,S
SG1010,6910,7900,1.5,0,S
PIP01,6910,3000,0,0.2,V
FG29-1,6910,7920,5.78,0,S
FG6200,6910,7920,1067.6,0,S
SG6100,6910,7900,402.9,0,S
FG6500,6910,7920,545.7,0,S
AVC_RBT_BASE_FRAME,6910,7900,145.3,0,S
AVC_RBT_CNTRL_CAB,6910,3100,19.62,19.62,V
AVC_RBT_D_ARM_50,6910,7900,4504.27,0,S
AVC_RBT_L_ARM_45,6910,7900,87.18,0,S
AVC_RBT_SEALING,6910,3100,19.62,19.62,V
AVC_RBT_APPL_UNIT,6910,7920,6800,0,S
AVC_RBT_BUNDLE,6910,7920,6800,0,S
AVC_RBT_CNTRL_BRD,6910,3100,22.1,22.1,V
AVC_RBT_CNTRL_UNIT,6910,7920,6800,0,S
AVC_RBT_ROBOT,6910,7920,6800,0,S
TG11,4410,3100,135,135,V
FG126,4410,7920,18.65,0,S
RM12,4410,3000,1,0,S
RM120,4410,3000,1.25,0,S
RM122,4410,3000,0.75,0,S
RM124,4410,3000,0.35,0,S
RM128,4410,3000,1.65,0,S
RM13,4410,3000,0.5,0,S
RM14,4410,3000,0.75,0,S
RM16,4410,3000,0.25,0,S
RM20,4410,3000,1.3,0,S
RM27,4410,3000,0.75,0,S
SG124,4410,7900,0.52,0,S
SG21,4410,7900,1.5,0,S
SG22,4410,7900,2.7,0,S
SG224,4410,7900,0.52,0,S
SG25,4410,7900,5.75,0,S
FG29,4410,7920,0.88,0,S
RM09,4410,3000,0.08,0,S
RM15,4410,3000,0.2,0,S
RM19,4410,3000,0.12,0,S
RM30,4410,3000,0.01,0,S
SG24,4410,7900,0.17,0,S
SG23,4410,7900,1.88,0,S
RM129,4410,3000,16.5,0,S
FG130,4410,7920,32,0,S
SG30,4410,7900,15,0,S
FG228,4410,7920,271.9,0,S
SP001,4410,3040,130,0,S
SP002,4410,3040,130,0,S
SP003,4410,3040,130,0,S
SP004,4410,3040,130,0,S
SP005,4410,3040,130,0,S
SP006,4410,3040,130,0,S
RM33,4410,3000,0.5,0,S
RM34,4410,3000,0.75,0,S
SG27,4410,7900,1.88,0,S
FG233,4410,7920,218.06,0,S
RM233-1,4410,3000,31.15,0,S
RM233-2,4410,3000,31.15,0,S
RM233-4,4410,3000,31.15,0,S
RM234,4410,3000,36.34,0,S
SG233,4410,7900,43.61,0,S
RM235,4410,3000,3.5,0,S
SG234,4410,7900,4.2,0,S
FG129,4410,7920,32,0,S
SG29,4410,7900,15,0,S
RMPI001,4410,3000,0.8,0,S
RMPI002,4410,3000,10,0,S
RMPI003,4410,3000,12.5,0,S
RMPI004,4410,3000,7.5,0,S
RMPI005,4410,3000,3.5,0,S
SGPI001,4410,7900,5.2,0,S
SGPI001-V00,4410,7900,5.2,0,S
QM006,4410,7900,880,0,S
SDBOMERLAHD,4410,3100,500,500,V
SDBOMERLAIT01,4410,3100,135,135,V
SDBOMERLAIT02,4410,3100,135,135,V
SDBOMLUMFHD,4410,3100,500,500,V
SDBOMLUMFIT01,4410,3100,135,135,V
SDBOMLUMFIT02,4410,3100,135,135,V
CM-FL-V01,4410,7920,40000,0,S
SF-FL-COMB,4410,7900,31000,0,S
SF-FL-CWEIGHT,4410,7900,1100,0,S
SF-FL-ELECTRIC,4410,7900,29000,0,S
SF-FL-TIRE-CUSH,4410,7900,900,0,S
SF-FL-TIRE-PNEU,4410,7900,1000,0,S
CM-MLFL-KM-VXX,4410,7920,40000,0,S
SF-FL-FORKSEAT-VXX,4410,7900,31000,0,S
CM-FL-V00,4410,7920,4000,0,S
FG-FL-MV-V00,4410,7920,4000,0,S
FG-FL-MV-V01,4410,7920,4000,0,S
FG-FL-MV-V02,4410,7920,4000,0,S
F-10A,4410,7920,417.94,0,S
F-10B,4410,7920,497.55,0,S
R-302,4410,3000,14.93,0,S
R-401,4410,3000,9.95,0,S
S-201,4410,7900,248.77,0,S
S-202,4410,7900,149.26,0,S
S-301,4410,7900,49.75,0,S
S-203,4410,7900,12.5,0,S
F-20A,4410,7920,100,0,S
R-311,4410,3000,5,0,S
R-410,4410,3000,1,0,S
R-411,4410,3000,3,0,S
R-412,4410,3000,2,0,S
S-208,4410,7900,30,0,S
S-210,4410,7900,20,0,S
S-310,4410,7900,10,0,S
S-315,4410,7900,5,0,S
SG26,4410,7900,18.8,0,S
FG1_CP,4410,7920,18.65,0,S
RM1_CP,4410,3000,0.08,0,S
RM2_CP,4410,3000,1,0,S
SG1_CP,4410,7900,0.52,0,S
FG2_CP,4410,7920,9.15,0,S
RM5_CP,4410,3000,0.83,0,S
RM7_CP,4410,3000,2.08,0,S
SG2_CP,4410,7900,1.77,0,S
RMJIT01,4410,3000,10,0,S
RMJIT02,4410,3000,10,0,S
SGJIT01,4410,7900,15,0,S
SGJIT02,4410,7900,15,0,S
FG111,4410,7920,186.5,0,S
FG111_A,4410,7920,186.5,0,S
FG111_B,4410,7920,186.5,0,S
FG111_C,4410,7920,186.5,0,S
RM27_1,4410,3000,7.5,0,S
RM1420,4410,3000,0.82,0,S
RM1430,4410,3000,10.28,0,S
SG2200,4410,7900,191.75,0,S
SG7100,4410,7900,0.21,0,S
SG8100,4410,7900,15.42,0,S
SG9100,4410,7900,15.42,0,S
SG1010,4410,7900,15,0,S
PIP01,4410,3000,0,1.2,V
FG29-1,4410,7920,34,0,S
FG6200,4410,7920,65.24,0,S
SG6100,4410,7900,24.62,0,S
FG6500,4410,7920,33.24,0,S
AVC_RBT_BASE_FRAME,4410,7900,100,0,S
AVC_RBT_CNTRL_CAB,4410,3100,13.5,13.5,V
AVC_RBT_D_ARM_50,4410,7900,3100,0,S
AVC_RBT_L_ARM_45,4410,7900,60,0,S
AVC_RBT_SEALING,4410,3100,13.5,13.5,V
AVC_RBT_APPL_UNIT,4410,7920,40000,0,S
AVC_RBT_BUNDLE,4410,7920,40000,0,S
AVC_RBT_CNTRL_BRD,4410,3100,130,130,V
AVC_RBT_CNTRL_UNIT,4410,7920,40000,0,S
AVC_RBT_ROBOT,4410,7920,40000,0,S
TG11,3710,3100,13.5,13.5,V
FG126,3710,7920,18.65,0,S
RM12,3710,3000,1,0,S
RM120,3710,3000,1.25,0,S
RM122,3710,3000,0.75,0,S
RM124,3710,3000,0.35,0,S
RM128,3710,3000,1.65,0,S
RM13,3710,3000,0.5,0,S
RM14,3710,3000,0.75,0,S
RM16,3710,3000,0.25,0,S
RM20,3710,3000,1.3,0,S
RM27,3710,3000,0.75,0,S
SG124,3710,7900,0.52,0,S
SG21,3710,7900,1.5,0,S
SG22,3710,7900,2.7,0,S
SG224,3710,7900,0.52,0,S
SG25,3710,7900,5.75,0,S
FG29,3710,7920,0.88,0,S
RM09,3710,3000,0.08,0,S
RM15,3710,3000,0.2,0,S
RM19,3710,3000,0.12,0,S
RM30,3710,3000,0.01,0,S
SG24,3710,7900,0.17,0,S
SG23,3710,7900,1.88,0,S
RM129,3710,3000,1.65,0,S
FG130,3710,7920,32,0,S
SG30,3710,7900,15,0,S
FG228,3710,7920,27.19,0,S
SP001,3710,3040,130,0,S
SP002,3710,3040,130,0,S
SP003,3710,3040,130,0,S
SP004,3710,3040,130,0,S
SP005,3710,3040,130,0,S
SP006,3710,3040,130,0,S
RM33,3710,3000,0.5,0,S
RM34,3710,3000,0.75,0,S
SG27,3710,7900,1.88,0,S
FG233,3710,7920,21,0,S
RM233-1,3710,3000,3,0,S
RM233-2,3710,3000,3,0,S
RM233-4,3710,3000,3,0,S
RM234,3710,3000,3.5,0,S
SG233,3710,7900,4.2,0,S
RM235,3710,3000,3.5,0,S
SG234,3710,7900,4.2,0,S
FG129,3710,7920,32,0,S
SG29,3710,7900,15,0,S
RMPI001,3710,3000,0.08,0,S
RMPI002,3710,3000,1,0,S
RMPI003,3710,3000,1.25,0,S
RMPI004,3710,3000,0.75,0,S
RMPI005,3710,3000,0.35,0,S
SGPI001,3710,7900,0.52,0,S
SGPI001-V00,3710,7900,0.52,0,S
QM006,3710,7900,0.88,0,S
SDBOMERLAHD,3710,3100,50,50,V
SDBOMERLAIT01,3710,3100,13.5,13.5,V
SDBOMERLAIT02,3710,3100,13.5,13.5,V
SDBOMLUMFHD,3710,3100,50,50,V
SDBOMLUMFIT01,3710,3100,13.5,13.5,V
SDBOMLUMFIT02,3710,3100,13.5,13.5,V
CM-FL-V01,3710,7920,4000,0,S
SF-FL-COMB,3710,7900,3100,0,S
SF-FL-CWEIGHT,3710,7900,110,0,S
SF-FL-ELECTRIC,3710,7900,2900,0,S
SF-FL-TIRE-CUSH,3710,7900,90,0,S
SF-FL-TIRE-PNEU,3710,7900,100,0,S
CM-MLFL-KM-VXX,3710,7920,4000,0,S
SF-FL-FORKSEAT-VXX,3710,7900,3100,0,S
CM-FL-V00,3710,7920,4000,0,S
FG-FL-MV-V00,3710,7920,4000,0,S
FG-FL-MV-V01,3710,7920,4000,0,S
FG-FL-MV-V02,3710,7920,4000,0,S
EWMS4-50,3710,7920,200,0,S
EWMS4-502,3710,3000,20,0,S
EWMS4-503,3710,3000,5,0,S
EWMS4-601,3710,3000,1,0,S
F-10A,3710,7920,42,0,S
F-10B,3710,7920,50,0,S
R-302,3710,3000,1.5,0,S
R-401,3710,3000,1,0,S
S-201,3710,7900,25,0,S
S-202,3710,7900,15,0,S
S-301,3710,7900,5,0,S
S-203,3710,7900,12.5,0,S
F-20A,3710,7920,100,0,S
R-311,3710,3000,5,0,S
R-410,3710,3000,1,0,S
R-411,3710,3000,3,0,S
R-412,3710,3000,2,0,S
S-208,3710,7900,30,0,S
S-210,3710,7900,20,0,S
S-310,3710,7900,10,0,S
S-315,3710,7900,5,0,S
SG26,3710,7900,1.88,0,S
FG1_CP,3710,7920,18.65,0,S
RM1_CP,3710,3000,0.08,0,S
RM2_CP,3710,3000,1,0,S
SG1_CP,3710,7900,0.52,0,S
FG2_CP,3710,7920,0.88,0,S
RM5_CP,3710,3000,0.08,0,S
RM7_CP,3710,3000,0.2,0,S
SG2_CP,3710,7900,0.17,0,S
RMJIT01,3710,3000,1,0,S
RMJIT02,3710,3000,1,0,S
SGJIT01,3710,7900,1.5,0,S
SGJIT02,3710,7900,1.5,0,S
FG111,3710,7920,18.65,0,S
FG111_A,3710,7920,18.65,0,S
FG111_B,3710,7920,18.65,0,S
FG111_C,3710,7920,18.65,0,S
RM27_1,3710,3000,0.75,0,S
RM1420,3710,3000,0.08,0,S
RM1430,3710,3000,1,0,S
SG2200,3710,7900,18.65,0,S
SG7100,3710,7900,0.02,0,S
SG8100,3710,7900,1.5,0,S
SG9100,3710,7900,1.5,0,S
SG1010,3710,7900,1.5,0,S
PIP01,3710,3000,0,0.12,V
FG29-1,3710,7920,3.4,0,S
FG6200,3710,7920,6.28,0,S
SG6100,3710,7900,2.37,0,S
FG6500,3710,7920,3.21,0,S
AVC_RBT_BASE_FRAME,3710,7900,100,0,S
AVC_RBT_CNTRL_CAB,3710,3100,13.5,13.5,V
AVC_RBT_D_ARM_50,3710,7900,3100,0,S
AVC_RBT_L_ARM_45,3710,7900,60,0,S
AVC_RBT_SEALING,3710,3100,13.5,13.5,V
AVC_RBT_APPL_UNIT,3710,7920,4000,0,S
AVC_RBT_BUNDLE,3710,7920,4000,0,S
AVC_RBT_CNTRL_BRD,3710,3100,13,13,V
AVC_RBT_CNTRL_UNIT,3710,7920,4000,0,S
AVC_RBT_ROBOT,3710,7920,4000,0,S
TG11,5410,3100,60.75,60.75,V
FG126,5410,7920,93,0,S
RM12,5410,3000,5,0,S
